TOWN_CODE_11,CITY_NAME_x,S_NAME_x,CITY_NAME_from_master,S_NAME_from_master,town_name_show,CITY_CODE,TOWN_CODE,CITY_NAME_y,S_NAME_y,TOWN_NAME_4COL,POP,__srcfile,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_受容者(小数),0～4歳_受容者(四捨五入),5～9歳_受容者(小数),5～9歳_受容者(四捨五入),10～14歳_受容者(小数),10～14歳_受容者(四捨五入),15～19歳_受容者(小数),15～19歳_受容者(四捨五入),20～24歳_受容者(小数),20～24歳_受容者(四捨五入),25～29歳_受容者(小数),25～29歳_受容者(四捨五入),30～34歳_受容者(小数),30～34歳_受容者(四捨五入),35～39歳_受容者(小数),35～39歳_受容者(四捨五入),40～44歳_受容者(小数),40～44歳_受容者(四捨五入),45～49歳_受容者(小数),45～49歳_受容者(四捨五入),50～54歳_受容者(小数),50～54歳_受容者(四捨五入),55～59歳_受容者(小数),55～59歳_受容者(四捨五入),60～64歳_受容者(小数),60～64歳_受容者(四捨五入),65～69歳_受容者(小数),65～69歳_受容者(四捨五入),70～74歳_受容者(小数),70～74歳_受容者(四捨五入),75～79歳_受容者(小数),75～79歳_受容者(四捨五入),80～84歳_受容者(小数),80～84歳_受容者(四捨五入),85～89歳_受容者(小数),85～89歳_受容者(四捨五入),90～94歳_受容者(小数),90～94歳_受容者(四捨五入),95～99歳_受容者(小数),95～99歳_受容者(四捨五入),100歳以上_受容者(小数),100歳以上_受容者(四捨五入),SUM_受容者(小数),SUM_受容者(四捨五入),たかき医院,ほんだ病院,五日町病院,公益社団法人 地域医療振興協会 今泉記念館 ゆきあかり診療所,医療法人社団 あんべクリニック,医療法人(社団)河内医院,南魚沼市民病院,南魚沼市民病院附属城内診療所,南魚沼市立 中之島診療所,南魚沼市立ゆきぐに大和病院,大熊内科医院,新潟県南魚沼保健所,新潟県地域医療推進機構魚沼基幹病院,町立湯沢病院,米倉医院,荒川診療所,萌気園あやめ診療所,萌気園二日町診療所,萌気園浦佐診療所,風間内科医院,齋藤記念病院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
15226145039,南魚沼市,徳田新田,南魚沼市,徳田新田,南魚沼市徳田新田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.84265682563154,37.00985728269683,1.9782273057381081,0.0,南魚沼市徳田新田,南魚沼市徳田新田,code_in_target_towns
15226143038,南魚沼市,五郎丸,南魚沼市,五郎丸,南魚沼市五郎丸,15226.0,143038.0,南魚沼市,五郎丸,新潟県南魚沼市五郎丸,193.0,h03_15.csv,5.0,7.0,8.0,6.0,5.0,6.0,6.0,4.0,19.0,9.0,9.0,11.0,17.0,28.0,16.0,10.0,11.0,8.0,5.0,3.0,0.0,0.1895,0.0,0.36372,0.0,0.2944,0.0,0.14754,0.0,0.11835,0.0,0.1702199999999999,0.0,0.1920599999999999,0.0,0.13412,0.0,0.66519,1.0,0.35208,0.0,0.39555,0.0,0.63261,1.0,1.0744,1.0,2.26828,2.0,1.5032,2.0,1.1197,1.0,1.3211,1.0,0.91864,1.0,0.50105,1.0,0.3006299999999999,0.0,0.0,0.0,12.66234,11.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,138.83785125934153,37.016708299527004,2.3202666349832364,235.0,南魚沼市五郎丸,南魚沼市五郎丸,code_in_target_towns
15226154045,南魚沼市,宮野下,南魚沼市,宮野下,南魚沼市宮野下,15226.0,154045.0,南魚沼市,宮野下,新潟県南魚沼市宮野下,11.0,h03_15.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03501,0.0,0.0,0.0,0.0,0.0,0.05751,0.0,0.0,0.0,0.40505,0.0,0.28185,0.0,0.11197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89139,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8003878074735,37.00335983899841,2.334938450486996,51.0,南魚沼市宮野下,南魚沼市宮野下,code_in_target_towns
15226157051,南魚沼市,南田中,南魚沼市,南田中,南魚沼市南田中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,47.0,349.0,0.0,566.0,0.0,50.0,85.0,0.0,108.0,113.0,505.0,335.0,0.0,0.0,0.0,0.0,0.0,40.0,138.83056055098317,37.01903925548267,2.3580827441387955,2198.0,南魚沼市南田中,南魚沼市南田中,code_in_target_towns
15226142032,南魚沼市,仙石,南魚沼市,仙石,南魚沼市仙石,15226.0,142032.0,南魚沼市,仙石,新潟県南魚沼市仙石,290.0,h03_15.csv,6.0,18.0,15.0,12.0,4.0,11.0,11.0,20.0,20.0,15.0,14.0,19.0,23.0,32.0,18.0,14.0,17.0,13.0,7.0,1.0,0.0,0.2274,0.0,0.93528,1.0,0.552,1.0,0.29508,0.0,0.09468,0.0,0.31207,0.0,0.35211,0.0,0.6706,1.0,0.7001999999999999,1.0,0.5868,1.0,0.6153000000000001,1.0,1.09269,1.0,1.4536000000000002,1.0,2.59232,3.0,1.6911,2.0,1.56758,2.0,2.0417,2.0,1.49279,1.0,0.7014699999999999,1.0,0.10021,0.0,0.0,0.0,18.07498,19.0,0.0,0.0,0.0,31.0,0.0,0.0,3228.0,0.0,130.0,201.0,0.0,0.0,784.0,69.0,700.0,0.0,0.0,0.0,0.0,0.0,1262.0,138.85375177506975,36.99669716889532,2.4819892591359456,6405.0,南魚沼市仙石,南魚沼市仙石,code_in_target_towns
15226140021,南魚沼市,中子新田甲,南魚沼市,中子新田甲,南魚沼市中子新田甲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,38.0,361.0,0.0,0.0,196.0,0.0,0.0,1269.0,118.0,1546.0,0.0,0.0,0.0,0.0,0.0,153.0,138.84566379277018,37.015521656744376,2.6105592808321614,3681.0,南魚沼市中子新田甲,南魚沼市中子新田甲,code_in_target_towns
15226144041,南魚沼市,舞子,南魚沼市,舞子,南魚沼市舞子,15226.0,144041.0,南魚沼市,舞子,新潟県南魚沼市舞子,198.0,h03_15.csv,4.0,1.0,5.0,2.0,9.0,9.0,1.0,8.0,10.0,21.0,13.0,22.0,16.0,17.0,16.0,13.0,4.0,2.0,0.0,0.0,0.0,0.1516,0.0,0.05196,0.0,0.184,0.0,0.04918,0.0,0.21303,0.0,0.25533,0.0,0.03201,0.0,0.26824,0.0,0.3500999999999999,0.0,0.82152,1.0,0.57135,1.0,1.26522,1.0,1.0112,1.0,1.37717,1.0,1.5032,2.0,1.45561,1.0,0.4804,0.0,0.22966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27078,8.0,0.0,0.0,0.0,142.0,0.0,0.0,286.0,0.0,65.0,123.0,0.0,17.0,1005.0,264.0,390.0,0.0,0.0,0.0,0.0,0.0,25.0,138.82989208449177,36.97301136742239,2.8199384026403633,2317.0,南魚沼市舞子,南魚沼市舞子,code_in_target_towns
15226153049,南魚沼市,君沢,南魚沼市,君沢,南魚沼市君沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.0,0.0,0.0,177.0,0.0,3539.0,0.0,289.0,229.0,0.0,127.0,687.0,218.0,2030.0,0.0,0.0,0.0,0.0,0.0,136.0,138.80037279453796,37.014294144219356,2.8878487177680063,7489.0,南魚沼市君沢,南魚沼市君沢,code_in_target_towns
15226142031,南魚沼市,仙石,南魚沼市,仙石,南魚沼市仙石,15226.0,142031.0,南魚沼市,仙石,新潟県南魚沼市仙石,140.0,h03_15.csv,3.0,6.0,4.0,10.0,4.0,5.0,0.0,3.0,16.0,10.0,10.0,6.0,4.0,17.0,16.0,13.0,9.0,0.0,4.0,0.0,0.0,0.1137,0.0,0.31176,0.0,0.1472,0.0,0.2459,0.0,0.09468,0.0,0.14185,0.0,0.0,0.0,0.1005899999999999,0.0,0.56016,1.0,0.3912,0.0,0.4395,0.0,0.34506,0.0,0.2528,0.0,1.37717,1.0,1.5032,2.0,1.45561,1.0,1.0809,1.0,0.0,0.0,0.40084,0.0,0.0,0.0,0.0,0.0,8.96212,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,68.0,44.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.85836684921895,37.00152951991494,2.910484710125906,259.0,南魚沼市仙石,南魚沼市仙石,code_in_target_towns
15226141029,南魚沼市,吉山新田,南魚沼市,吉山新田,南魚沼市吉山新田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,135.0,0.0,89.0,0.0,0.0,41.0,0.0,42.0,360.0,85.0,429.0,0.0,0.0,0.0,0.0,473.0,0.0,138.8603330908947,37.007613120030236,3.236069278810373,1654.0,南魚沼市吉山新田,南魚沼市吉山新田,code_in_target_towns
