TOWN_CODE_11,CITY_NAME_x,S_NAME_x,CITY_NAME_from_master,S_NAME_from_master,town_name_show,CITY_CODE,TOWN_CODE,CITY_NAME_y,S_NAME_y,TOWN_NAME_4COL,POP,__srcfile,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_受容者(小数),0～4歳_受容者(四捨五入),5～9歳_受容者(小数),5～9歳_受容者(四捨五入),10～14歳_受容者(小数),10～14歳_受容者(四捨五入),15～19歳_受容者(小数),15～19歳_受容者(四捨五入),20～24歳_受容者(小数),20～24歳_受容者(四捨五入),25～29歳_受容者(小数),25～29歳_受容者(四捨五入),30～34歳_受容者(小数),30～34歳_受容者(四捨五入),35～39歳_受容者(小数),35～39歳_受容者(四捨五入),40～44歳_受容者(小数),40～44歳_受容者(四捨五入),45～49歳_受容者(小数),45～49歳_受容者(四捨五入),50～54歳_受容者(小数),50～54歳_受容者(四捨五入),55～59歳_受容者(小数),55～59歳_受容者(四捨五入),60～64歳_受容者(小数),60～64歳_受容者(四捨五入),65～69歳_受容者(小数),65～69歳_受容者(四捨五入),70～74歳_受容者(小数),70～74歳_受容者(四捨五入),75～79歳_受容者(小数),75～79歳_受容者(四捨五入),80～84歳_受容者(小数),80～84歳_受容者(四捨五入),85～89歳_受容者(小数),85～89歳_受容者(四捨五入),90～94歳_受容者(小数),90～94歳_受容者(四捨五入),95～99歳_受容者(小数),95～99歳_受容者(四捨五入),100歳以上_受容者(小数),100歳以上_受容者(四捨五入),SUM_受容者(小数),SUM_受容者(四捨五入),たかき医院,ほんだ病院,五日町病院,公益社団法人 地域医療振興協会 今泉記念館 ゆきあかり診療所,医療法人社団 あんべクリニック,医療法人(社団)河内医院,南魚沼市民病院,南魚沼市民病院附属城内診療所,南魚沼市立 中之島診療所,南魚沼市立ゆきぐに大和病院,大熊内科医院,新潟県南魚沼保健所,新潟県地域医療推進機構魚沼基幹病院,町立湯沢病院,米倉医院,荒川診療所,萌気園あやめ診療所,萌気園二日町診療所,萌気園浦佐診療所,風間内科医院,齋藤記念病院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
15210114030,十日町市,小出,十日町市,小出,十日町市小出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,138.74267683251597,36.97983641612659,7.664472341671309,170.0,十日町市小出,十日町市小出,code_in_target_towns
15226005031,南魚沼市,東泉田若葉町,南魚沼市,東泉田若葉町,南魚沼市東泉田若葉町,15226.0,5031.0,南魚沼市,東泉田若葉町,新潟県南魚沼市東泉田若葉町,111.0,h03_15.csv,4.0,6.0,5.0,9.0,2.0,4.0,7.0,7.0,5.0,14.0,7.0,7.0,2.0,6.0,7.0,6.0,9.0,2.0,1.0,1.0,0.0,0.1516,0.0,0.31176,0.0,0.184,0.0,0.22131,0.0,0.04734,0.0,0.11348,0.0,0.22407,0.0,0.2347099999999999,0.0,0.1750499999999999,0.0,0.5476800000000001,1.0,0.30765,0.0,0.40257,0.0,0.1264,0.0,0.48606,0.0,0.6576500000000001,1.0,0.67182,1.0,1.0809,1.0,0.22966,0.0,0.10021,0.0,0.10021,0.0,0.0,0.0,6.374129999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,138.87716678188445,37.05377160924486,7.679267021025005,626.0,南魚沼市東泉田若葉町,南魚沼市東泉田若葉町,code_in_target_towns
15226005002,南魚沼市,東泉田上町一丁目二区,南魚沼市,東泉田上町一丁目二区,南魚沼市東泉田上町一丁目二区,15226.0,5002.0,南魚沼市,東泉田上町一丁目二区,新潟県南魚沼市東泉田上町一丁目二区,34.0,h03_15.csv,0.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.10392,0.0,0.1104,0.0,0.04918,0.0,0.02367,0.0,0.0,0.0,0.0,0.0,0.06706,0.0,0.07002,0.0,0.11736,0.0,0.13185,0.0,0.05751,0.0,0.2528,0.0,0.08101,0.0,0.09395,0.0,0.44788,0.0,0.2402,0.0,0.22966,0.0,0.10021,0.0,0.0,0.0,0.0,0.0,2.17668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.87678033506856,37.055851913652226,7.8468640639206795,0.0,南魚沼市東泉田上町一丁目二区,南魚沼市東泉田上町一丁目二区,code_in_target_towns
15210109022,十日町市,東田尻,十日町市,東田尻,十日町市東田尻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7377936821459,37.004094095365474,7.8486674177925195,0.0,十日町市東田尻,十日町市東田尻,code_in_target_towns
15226005024,南魚沼市,東泉田,南魚沼市,東泉田,南魚沼市東泉田,15226.0,5024.0,南魚沼市,東泉田,新潟県南魚沼市東泉田,625.0,h03_15.csv,33.0,41.0,37.0,27.0,23.0,20.0,31.0,32.0,53.0,41.0,35.0,53.0,38.0,54.0,30.0,26.0,19.0,14.0,8.0,2.0,0.0,1.2507,1.0,2.13036,2.0,1.3616,1.0,0.66393,1.0,0.54441,1.0,0.5674,1.0,0.99231,1.0,1.07296,1.0,1.85553,2.0,1.60392,2.0,1.53825,2.0,3.04803,3.0,2.4016,2.0,4.37454,4.0,2.8185,3.0,2.91122,3.0,2.2819,2.0,1.60762,2.0,0.80168,1.0,0.20042,0.0,0.0,0.0,34.02688,35.0,0.0,0.0,0.0,124.0,0.0,346.0,5568.0,57.0,0.0,2434.0,0.0,311.0,5781.0,534.0,17308.0,0.0,0.0,68.0,232.0,61.0,1298.0,138.88354185964096,37.05171386804363,7.85302360155742,34122.0,南魚沼市東泉田,南魚沼市東泉田,code_in_target_towns
15226064026,南魚沼市,大月下大月,南魚沼市,大月下大月,南魚沼市大月下大月,15226.0,64026.0,南魚沼市,大月下大月,新潟県南魚沼市大月下大月,200.0,h03_15.csv,7.0,4.0,7.0,11.0,5.0,6.0,9.0,7.0,9.0,17.0,16.0,20.0,15.0,11.0,19.0,9.0,18.0,8.0,2.0,0.0,0.0,0.2653,0.0,0.20784,0.0,0.2576,0.0,0.27049,0.0,0.11835,0.0,0.1702199999999999,0.0,0.2880899999999999,0.0,0.2347099999999999,0.0,0.31509,0.0,0.6650400000000001,1.0,0.7032,1.0,1.1502,1.0,0.948,1.0,0.89111,1.0,1.78505,2.0,1.00773,1.0,2.1618,2.0,0.91864,1.0,0.20042,0.0,0.0,0.0,0.0,0.0,12.558879999999998,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,5646.0,0.0,0.0,0.0,0.0,0.0,0.0,138.89106752662195,37.04596611285376,7.858635677127352,5906.0,南魚沼市大月下大月,南魚沼市大月下大月,code_in_target_towns
15226003002,南魚沼市,六日町上町一丁目二区,南魚沼市,六日町上町一丁目二区,南魚沼市六日町上町一丁目二区,15226.0,3002.0,南魚沼市,六日町上町一丁目二区,新潟県南魚沼市六日町上町一丁目二区,617.0,h03_15.csv,24.0,14.0,15.0,19.0,26.0,44.0,29.0,24.0,25.0,25.0,29.0,33.0,31.0,44.0,37.0,28.0,25.0,54.0,41.0,21.0,4.0,0.9096,1.0,0.72744,1.0,0.552,1.0,0.46721,0.0,0.61542,1.0,1.24828,1.0,0.92829,1.0,0.8047199999999999,1.0,0.87525,1.0,0.978,1.0,1.27455,1.0,1.89783,2.0,1.9592000000000005,2.0,3.56444,4.0,3.47615,3.0,3.13516,3.0,3.0025,3.0,6.20082,6.0,4.10861,4.0,2.1044099999999997,2.0,0.40084,0.0,39.230720000000005,39.0,0.0,0.0,0.0,0.0,242.0,336.0,2763.0,0.0,0.0,89.0,0.0,1296.0,1145.0,116.0,15913.0,0.0,0.0,49.0,0.0,0.0,34.0,138.87523907024422,37.05685885180209,7.861538869169375,21983.0,南魚沼市六日町上町一丁目二区,南魚沼市六日町上町一丁目二区,code_in_target_towns
15226007021,南魚沼市,小栗山,南魚沼市,小栗山,南魚沼市小栗山,15226.0,7021.0,南魚沼市,小栗山,新潟県南魚沼市小栗山,749.0,h03_15.csv,25.0,29.0,37.0,29.0,26.0,25.0,28.0,30.0,55.0,44.0,41.0,40.0,68.0,79.0,75.0,36.0,34.0,25.0,19.0,2.0,0.0,0.9475,1.0,1.50684,2.0,1.3616,1.0,0.71311,1.0,0.61542,1.0,0.7092499999999999,1.0,0.89628,1.0,1.0059,1.0,1.92555,2.0,1.72128,2.0,1.80195,2.0,2.3004,2.0,4.2976,4.0,6.39979,6.0,7.046250000000001,7.0,4.03092,4.0,4.0834,4.0,2.87075,3.0,1.90399,2.0,0.20042,0.0,0.0,0.0,46.3382,47.0,0.0,0.0,40.0,0.0,34.0,433.0,4373.0,0.0,50.0,668.0,0.0,3043.0,1000.0,545.0,5678.0,0.0,0.0,0.0,41.0,111.0,312.0,138.8561555170574,37.066166649002525,8.0251142023756,16328.0,南魚沼市小栗山,南魚沼市小栗山,code_in_target_towns
15226007029,南魚沼市,小栗山栄町,南魚沼市,小栗山栄町,南魚沼市小栗山栄町,15226.0,7029.0,南魚沼市,小栗山栄町,新潟県南魚沼市小栗山栄町,50.0,h03_15.csv,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,10.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0758,0.0,0.15588,0.0,0.0368,0.0,0.04918,0.0,0.02367,0.0,0.11348,0.0,0.03201,0.0,0.06706,0.0,0.1750499999999999,0.0,0.15648,0.0,0.04395,0.0,0.5751,1.0,0.0632,0.0,0.48606,0.0,0.1879,0.0,0.11197,0.0,0.2402,0.0,0.11483,0.0,0.10021,0.0,0.0,0.0,0.0,0.0,2.80883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8680515700907,37.06277014299263,8.10111801215488,0.0,南魚沼市小栗山栄町,南魚沼市小栗山栄町,code_in_target_towns
15226003004,南魚沼市,六日町上町一丁目四区,南魚沼市,六日町上町一丁目四区,南魚沼市六日町上町一丁目四区,15226.0,3004.0,南魚沼市,六日町上町一丁目四区,新潟県南魚沼市六日町上町一丁目四区,330.0,h03_15.csv,14.0,18.0,19.0,20.0,8.0,13.0,20.0,21.0,29.0,25.0,22.0,11.0,13.0,14.0,29.0,27.0,11.0,5.0,3.0,3.0,0.0,0.5306000000000001,1.0,0.93528,1.0,0.6992,1.0,0.4918,0.0,0.18936,0.0,0.3688099999999999,0.0,0.6401999999999999,1.0,0.7041299999999999,1.0,1.01529,1.0,0.978,1.0,0.9669,1.0,0.63261,1.0,0.8216000000000001,1.0,1.13414,1.0,2.72455,3.0,3.02319,3.0,1.3211,1.0,0.57415,1.0,0.3006299999999999,0.0,0.3006299999999999,0.0,0.0,0.0,18.35217,19.0,29.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,304.0,0.0,190.0,411.0,155.0,5694.0,0.0,90.0,0.0,0.0,76.0,614.0,138.87706873130836,37.058846936813545,8.135588490422222,8603.0,南魚沼市六日町上町一丁目四区,南魚沼市六日町上町一丁目四区,code_in_target_towns
15226003029,南魚沼市,六日町栄町,南魚沼市,六日町栄町,南魚沼市六日町栄町,15226.0,3029.0,南魚沼市,六日町栄町,新潟県南魚沼市六日町栄町,588.0,h03_15.csv,23.0,32.0,26.0,23.0,16.0,41.0,31.0,43.0,51.0,55.0,40.0,37.0,27.0,44.0,28.0,32.0,17.0,7.0,2.0,1.0,0.0,0.8717,1.0,1.66272,2.0,0.9568,1.0,0.56557,1.0,0.37872,0.0,1.16317,1.0,0.99231,1.0,1.44179,1.0,1.78551,2.0,2.1516,2.0,1.758,2.0,2.12787,2.0,1.7064,2.0,3.56444,4.0,2.6306000000000003,3.0,3.58304,4.0,2.0417,2.0,0.80381,1.0,0.20042,0.0,0.10021,0.0,0.0,0.0,30.48638,32.0,0.0,1386.0,0.0,0.0,153.0,55.0,2131.0,0.0,0.0,327.0,55.0,106.0,1179.0,59.0,9837.0,0.0,0.0,0.0,0.0,0.0,603.0,138.87022315401393,37.062354025391734,8.151473918189067,15891.0,南魚沼市六日町栄町,南魚沼市六日町栄町,code_in_target_towns
15226064025,南魚沼市,大月上大月,南魚沼市,大月上大月,南魚沼市大月上大月,15226.0,64025.0,南魚沼市,大月上大月,新潟県南魚沼市大月上大月,170.0,h03_15.csv,4.0,2.0,7.0,8.0,9.0,7.0,2.0,3.0,11.0,16.0,12.0,11.0,10.0,13.0,15.0,11.0,15.0,7.0,6.0,1.0,0.0,0.1516,0.0,0.10392,0.0,0.2576,0.0,0.19672,0.0,0.21303,0.0,0.19859,0.0,0.06402,0.0,0.1005899999999999,0.0,0.38511,0.0,0.62592,1.0,0.5274000000000001,1.0,0.63261,1.0,0.6320000000000001,1.0,1.05313,1.0,1.40925,1.0,1.23167,1.0,1.8015,2.0,0.80381,1.0,0.6012599999999999,1.0,0.10021,0.0,0.0,0.0,11.089940000000002,11.0,0.0,0.0,0.0,0.0,239.0,0.0,396.0,0.0,0.0,263.0,0.0,0.0,485.0,0.0,6618.0,0.0,0.0,79.0,0.0,336.0,0.0,138.89844543578852,37.043532716127736,8.183430213028647,8416.0,南魚沼市大月上大月,南魚沼市大月上大月,code_in_target_towns
15226003028,南魚沼市,六日町大和町二丁目,南魚沼市,六日町大和町二丁目,南魚沼市六日町大和町二丁目,15226.0,3028.0,南魚沼市,六日町大和町二丁目,新潟県南魚沼市六日町大和町二丁目,320.0,h03_15.csv,13.0,17.0,13.0,15.0,12.0,14.0,14.0,19.0,25.0,28.0,18.0,14.0,20.0,23.0,26.0,17.0,8.0,12.0,4.0,1.0,0.0,0.4927,0.0,0.88332,1.0,0.4784,0.0,0.36885,0.0,0.28404,0.0,0.39718,0.0,0.44814,0.0,0.6370699999999999,1.0,0.87525,1.0,1.09536,1.0,0.7911,1.0,0.80514,1.0,1.2640000000000002,1.0,1.86323,2.0,2.4427000000000003,2.0,1.90349,2.0,0.9608,1.0,1.37796,1.0,0.40084,0.0,0.10021,0.0,0.0,0.0,17.869780000000002,15.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841.0,0.0,0.0,0.0,0.0,0.0,0.0,138.87346369185653,37.06131860689976,8.195407780594547,6542.0,南魚沼市六日町大和町二丁目,南魚沼市六日町大和町二丁目,code_in_target_towns
15226128068,南魚沼市,姥沢新田,南魚沼市,姥沢新田,南魚沼市姥沢新田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,34.0,0.0,0.0,97.0,78.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9195172820229,36.99623924179154,8.319849637808426,2311.0,南魚沼市姥沢新田,南魚沼市姥沢新田,code_in_target_towns
15226003027,南魚沼市,六日町大和町一丁目,南魚沼市,六日町大和町一丁目,南魚沼市六日町大和町一丁目,15226.0,3027.0,南魚沼市,六日町大和町一丁目,新潟県南魚沼市六日町大和町一丁目,221.0,h03_15.csv,6.0,8.0,11.0,10.0,10.0,21.0,9.0,11.0,15.0,13.0,9.0,10.0,9.0,21.0,20.0,6.0,10.0,12.0,6.0,4.0,0.0,0.2274,0.0,0.41568,0.0,0.4048,0.0,0.2459,0.0,0.2367,0.0,0.59577,1.0,0.2880899999999999,0.0,0.36883,0.0,0.52515,1.0,0.50856,1.0,0.39555,0.0,0.5751,1.0,0.5688000000000001,1.0,1.70121,2.0,1.879,2.0,0.67182,1.0,1.201,1.0,1.37796,1.0,0.6012599999999999,1.0,0.40084,0.0,0.0,0.0,13.18942,13.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,46.0,155.0,0.0,40.0,533.0,221.0,13756.0,0.0,0.0,0.0,0.0,46.0,41.0,138.87585919301048,37.06220441614647,8.39045675872509,15412.0,南魚沼市六日町大和町一丁目,南魚沼市六日町大和町一丁目,code_in_target_towns
15210032000,十日町市,中村,十日町市,中村,十日町市中村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,138.77961630766583,37.064242663616525,8.416467023382236,226.0,十日町市中村,十日町市中村,code_in_target_towns
15226003005,南魚沼市,六日町上町二丁目,南魚沼市,六日町上町二丁目,南魚沼市六日町上町二丁目,15226.0,3005.0,南魚沼市,六日町上町二丁目,新潟県南魚沼市六日町上町二丁目,377.0,h03_15.csv,6.0,9.0,19.0,13.0,11.0,8.0,6.0,19.0,25.0,25.0,26.0,16.0,20.0,35.0,38.0,25.0,22.0,16.0,8.0,2.0,0.0,0.2274,0.0,0.46764,0.0,0.6992,1.0,0.31967,0.0,0.26037,0.0,0.22696,0.0,0.1920599999999999,0.0,0.6370699999999999,1.0,0.87525,1.0,0.978,1.0,1.1427,1.0,0.92016,1.0,1.2640000000000002,1.0,2.83535,3.0,3.5701,4.0,2.79925,3.0,2.6422,3.0,1.83728,2.0,0.80168,1.0,0.20042,0.0,0.0,0.0,22.89676,23.0,0.0,0.0,0.0,0.0,0.0,463.0,2140.0,0.0,0.0,579.0,0.0,0.0,2636.0,109.0,19059.0,0.0,0.0,0.0,0.0,0.0,537.0,138.87889015012541,37.06097265574126,8.421925409738602,25523.0,南魚沼市六日町上町二丁目,南魚沼市六日町上町二丁目,code_in_target_towns
15210106021,十日町市,程島,十日町市,程島,十日町市程島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.73188505857416,37.01158872966459,8.477641948685143,0.0,十日町市程島,十日町市程島,code_in_target_towns
15210108031,十日町市,西方,十日町市,西方,十日町市西方,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.73107628151678,36.988972846934345,8.480154820632404,0.0,十日町市西方,十日町市西方,code_in_target_towns
15226003008,南魚沼市,六日町伊勢町,南魚沼市,六日町伊勢町,南魚沼市六日町伊勢町,15226.0,3008.0,南魚沼市,六日町伊勢町,新潟県南魚沼市六日町伊勢町,246.0,h03_15.csv,3.0,3.0,8.0,10.0,8.0,13.0,10.0,8.0,15.0,13.0,26.0,17.0,16.0,17.0,16.0,22.0,13.0,9.0,5.0,3.0,0.0,0.1137,0.0,0.15588,0.0,0.2944,0.0,0.2459,0.0,0.18936,0.0,0.3688099999999999,0.0,0.3200999999999999,0.0,0.26824,0.0,0.52515,1.0,0.50856,1.0,1.1427,1.0,0.97767,1.0,1.0112,1.0,1.37717,1.0,1.5032,2.0,2.46334,2.0,1.5613,2.0,1.03347,1.0,0.50105,1.0,0.3006299999999999,0.0,0.0,0.0,14.861829999999998,14.0,0.0,0.0,0.0,0.0,0.0,105.0,253.0,80.0,0.0,80.0,0.0,0.0,33.0,0.0,7195.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8763354166309,37.064713732512885,8.650296961706005,7746.0,南魚沼市六日町伊勢町,南魚沼市六日町伊勢町,code_in_target_towns
15226003007,南魚沼市,六日町緑町,南魚沼市,六日町緑町,南魚沼市六日町緑町,15226.0,3007.0,南魚沼市,六日町緑町,新潟県南魚沼市六日町緑町,528.0,h03_15.csv,28.0,44.0,22.0,15.0,17.0,33.0,26.0,46.0,51.0,32.0,22.0,30.0,28.0,31.0,26.0,20.0,10.0,7.0,5.0,2.0,0.0,1.0612,1.0,2.28624,2.0,0.8096,1.0,0.36885,0.0,0.40239,0.0,0.93621,1.0,0.8322599999999999,1.0,1.54238,2.0,1.78551,2.0,1.25184,1.0,0.9669,1.0,1.7253,2.0,1.7696,2.0,2.51131,3.0,2.4427000000000003,2.0,2.2394,2.0,1.201,1.0,0.80381,1.0,0.50105,1.0,0.20042,0.0,0.0,0.0,25.63797,26.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,0.0,54.0,315.0,0.0,254.0,773.0,212.0,1882.0,0.0,0.0,0.0,0.0,0.0,89.0,138.87206583721724,37.06685799831796,8.669504744410467,4187.0,南魚沼市六日町緑町,南魚沼市六日町緑町,code_in_target_towns
15226003006,南魚沼市,六日町仲町,南魚沼市,六日町仲町,南魚沼市六日町仲町,15226.0,3006.0,南魚沼市,六日町仲町,新潟県南魚沼市六日町仲町,88.0,h03_15.csv,1.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,6.0,6.0,4.0,4.0,5.0,7.0,11.0,7.0,5.0,8.0,2.0,0.0,0.0,0.0379,0.0,0.20784,0.0,0.1104,0.0,0.09836,0.0,0.02367,0.0,0.0851099999999999,0.0,0.12804,0.0,0.03353,0.0,0.21006,0.0,0.23472,0.0,0.1758,0.0,0.23004,0.0,0.316,0.0,0.56707,1.0,1.03345,1.0,0.78379,1.0,0.6005,1.0,0.91864,1.0,0.20042,0.0,0.0,0.0,0.0,0.0,5.995340000000001,5.0,0.0,0.0,0.0,0.0,0.0,168.0,120.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1777.0,0.0,0.0,0.0,0.0,0.0,0.0,138.87968396167258,37.0638313820863,8.725667475550425,2182.0,南魚沼市六日町仲町,南魚沼市六日町仲町,code_in_target_towns
15210101019,十日町市,鷹羽,十日町市,鷹羽,十日町市鷹羽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7347779011274,37.02936622202302,8.800099624269142,20.0,十日町市鷹羽,十日町市鷹羽,code_in_target_towns
15226003009,南魚沼市,六日町旭町,南魚沼市,六日町旭町,南魚沼市六日町旭町,15226.0,3009.0,南魚沼市,六日町旭町,新潟県南魚沼市六日町旭町,135.0,h03_15.csv,5.0,3.0,5.0,1.0,4.0,2.0,9.0,8.0,8.0,8.0,9.0,10.0,9.0,8.0,8.0,14.0,7.0,1.0,3.0,0.0,0.0,0.1895,0.0,0.15588,0.0,0.184,0.0,0.02459,0.0,0.09468,0.0,0.05674,0.0,0.2880899999999999,0.0,0.26824,0.0,0.28008,0.0,0.31296,0.0,0.39555,0.0,0.5751,1.0,0.5688000000000001,1.0,0.64808,1.0,0.7516,1.0,1.56758,2.0,0.8407,1.0,0.11483,0.0,0.3006299999999999,0.0,0.0,0.0,0.0,0.0,7.617629999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4408.0,0.0,0.0,0.0,0.0,0.0,0.0,138.877476483567,37.06663160771509,8.885186236800132,4408.0,南魚沼市六日町旭町,南魚沼市六日町旭町,code_in_target_towns
15226003020,南魚沼市,六日町学校町,南魚沼市,六日町学校町,南魚沼市六日町学校町,15226.0,3020.0,南魚沼市,六日町学校町,新潟県南魚沼市六日町学校町,304.0,h03_15.csv,18.0,13.0,8.0,8.0,12.0,18.0,18.0,25.0,31.0,21.0,18.0,19.0,20.0,22.0,22.0,5.0,3.0,6.0,4.0,1.0,0.0,0.6822,1.0,0.67548,1.0,0.2944,0.0,0.19672,0.0,0.28404,0.0,0.51066,1.0,0.5761799999999999,1.0,0.8382499999999999,1.0,1.08531,1.0,0.82152,1.0,0.7911,1.0,1.09269,1.0,1.2640000000000002,1.0,1.78222,2.0,2.0669,2.0,0.55985,1.0,0.3603,0.0,0.68898,1.0,0.40084,0.0,0.10021,0.0,0.0,0.0,15.071850000000005,16.0,0.0,0.0,0.0,0.0,0.0,92.0,1296.0,0.0,0.0,0.0,0.0,92.0,134.0,0.0,6103.0,0.0,0.0,0.0,0.0,0.0,0.0,138.87599882629138,37.06870055164828,9.017598665533905,7717.0,南魚沼市六日町学校町,南魚沼市六日町学校町,code_in_target_towns
15226003010,南魚沼市,六日町田中町,南魚沼市,六日町田中町,南魚沼市六日町田中町,15226.0,3010.0,南魚沼市,六日町田中町,新潟県南魚沼市六日町田中町,458.0,h03_15.csv,14.0,17.0,24.0,8.0,10.0,17.0,20.0,24.0,33.0,27.0,17.0,41.0,38.0,33.0,34.0,25.0,25.0,22.0,11.0,3.0,1.0,0.5306000000000001,1.0,0.88332,1.0,0.8832,1.0,0.19672,0.0,0.2367,0.0,0.48229,0.0,0.6401999999999999,1.0,0.8047199999999999,1.0,1.15533,1.0,1.05624,1.0,0.7471500000000001,1.0,2.35791,2.0,2.4016,2.0,2.67333,3.0,3.1943,3.0,2.79925,3.0,3.0025,3.0,2.52626,3.0,1.10231,1.0,0.3006299999999999,0.0,0.10021,0.0,28.074770000000004,28.0,0.0,0.0,0.0,0.0,0.0,865.0,629.0,0.0,0.0,219.0,0.0,48.0,517.0,0.0,18965.0,0.0,0.0,0.0,50.0,0.0,487.0,138.8797127023575,37.06727069486344,9.049399723400906,21780.0,南魚沼市六日町田中町,南魚沼市六日町田中町,code_in_target_towns
15226004012,南魚沼市,坂戸,南魚沼市,坂戸,南魚沼市坂戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,40.0,47.0,3869.0,46.0,0.0,588.0,0.0,209.0,2355.0,477.0,36006.0,0.0,0.0,0.0,0.0,0.0,451.0,138.8896097315072,37.062965638239234,9.161669940173134,44088.0,南魚沼市坂戸,南魚沼市坂戸,code_in_target_towns
