facility,total_patients,top3_frequency
米倉医院,78212.0,40
南魚沼市民病院,42413.0,38
新潟県地域医療推進機構魚沼基幹病院,25850.0,24
南魚沼市民病院附属城内診療所,14897.0,3
町立湯沢病院,9776.0,12
医療法人社団 あんべクリニック,8614.0,4
南魚沼市立ゆきぐに大和病院,6289.0,6
風間内科医院,6157.0,7
齋藤記念病院,5059.0,6
南魚沼市立 中之島診療所,3915.0,3
新潟県南魚沼保健所,2423.0,2
公益社団法人 地域医療振興協会 今泉記念館 ゆきあかり診療所,1881.0,3
萌気園二日町診療所,1396.0,1
萌気園あやめ診療所,721.0,1
医療法人(社団)河内医院,454.0,1
荒川診療所,331.0,1
萌気園浦佐診療所,218.0,0
ほんだ病院,205.0,0
たかき医院,200.0,1
大熊内科医院,114.0,0
五日町病院,104.0,0
