rank,施設名,利用者数合計,対象施設フラグ
1,医療法人社団健育会西伊豆健育会病院,16214.0,0
2,医療法人社団健育会 西伊豆健育会病院附属土肥クリニック,11130.0,0
3,西伊豆町安良里診療所,10913.0,0
4,池田医院,8795.0,0
5,西伊豆町田子診療所,4422.0,1
6,医療法人慈愛会 石田医院,2480.0,0
7,医療法人社団正仁会 加藤内科,2354.0,0
8,中江医院,1895.0,0
9,佐藤医院,0.0,0
