facility,total_patients,top3_frequency
医療法人社団健育会西伊豆健育会病院,13948.0,21
西伊豆町安良里診療所,9307.0,14
医療法人社団健育会 西伊豆健育会病院附属土肥クリニック,9058.0,21
池田医院,7628.0,18
西伊豆町田子診療所,3753.0,8
医療法人慈愛会 石田医院,2275.0,6
中江医院,1613.0,5
医療法人社団正仁会 加藤内科,306.0,1
佐藤医院,0.0,0
