town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,奈良県立医科大学附属病院30,大和高田市立病院30,平成記念病院30,南和広域医療企業団 南奈良総合医療センター30,酢谷内科30,ましたに内科クリニック30,医療法人山村クリニック30,武田内科医院30,医療法人田中医院30,よもぎクリニック30,神宮前こころのクリニック30,上田医院30_2,医療法人友愛会 しらかしクリニック30,医療法人 松谷医院30,井上クリニック30,社会医療法人健生会土庫病院30,奈良県医療福祉生活協同組合 みみなし診療所30,医療法人 橿原友紘会 大和橿原病院30,橿原神宮前すぎもと内科クリニック30,中谷医院30,医療法人社団憲仁会中井記念病院30,徳岡クリニック30,もりたクリニック30,医療法人植松クリニック 八木植松クリニック30,まつおかクリニック30,医療法人一路会錦織病院30,医療法人ひのうえ会ひがみリウマチ・糖尿病内科クリニック30,Rこころのクリニック30,明日香村国民健康保険診療所30,はしもと婦人科クリニック30,さくらクリニック30,医療法人中島医院30,医療法人 さくら会 うねび内科クリニック30,医療法人友愛会 かつらぎクリニック30,辻本内科医院30,一般社団法人 葛城メディカルセンター30,医療法人友愛会沢田医院30,医療法人翠悠会高田診療所30,医療法人芳隆会八嶌医院30,橿原市休日夜間応急診療所30,南和広域医療企業団 吉野病院30,医療法人黄クリニック30,医療法人新和会 岡本内科こどもクリニック30,社会福祉法人綜合施設 美吉野園診療所30,医療法人下河辺医院30,奈良こころとからだのクリニック30,よしだクリニック30,水野医院30,医療法人髙宮会 髙宮病院30,ますだ診療所30,笠原内科医院30,医療法人たなせ医院30,医療法人 きむクリニック30,クリニック神宮前30,南和病院30,あさくらクリニック30,医療法人 竹川内科クリニック30,松本クリニック30,医療法人康成会藤原京クリニック30,橋本クリニック30
明日香村大字大根田,明日香村,大字大根田,29402006000,2.137002123784685,135.81381740744078,34.448732199100405,27.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
橿原市石川町,橿原市,石川町,29205022000,2.155518104278957,135.8001578967231,34.4834437775831,2622.0,56.0,1264.0,209.0,1792.0,311.0,498.0,657.0,30.0,250.0,660.0,39.0,520.0,78.0,188.0,30.0,128.0,1932.0,1747.0,0.0,87.0,108.0,256.0,34.0,36.0,293.0,80.0,0.0,347.0,146.0,118.0,155.0,428.0,0.0,153.0,33.0,0.0,0.0,211.0,686.0,94.0,0.0,35.0,122.0,53.0,113.0,44.0,37.0,0.0,0.0,0.0,73.0,0.0,79.0,71.0,35.0,40.0,0.0,34.0,157.0
橿原市見瀬町,橿原市,見瀬町,29205026000,2.236408103188557,135.78989244717707,34.46825806570588,3963.0,927.0,1595.0,120.0,2561.0,104.0,474.0,427.0,57.0,363.0,2793.0,149.0,2442.0,0.0,79.0,48.0,218.0,2029.0,2442.0,104.0,41.0,0.0,204.0,202.0,261.0,180.0,28.0,113.0,284.0,0.0,178.0,59.0,435.0,0.0,97.0,28.0,0.0,0.0,282.0,759.0,33.0,0.0,62.0,0.0,27.0,203.0,281.0,0.0,29.0,0.0,1224.0,552.0,0.0,64.0,33.0,0.0,225.0,0.0,256.0,102.0
高取町大字観覚寺,高取町,大字観覚寺,29401006000,2.3334148340581837,135.7966017798351,34.45285412405985,932.0,43.0,417.0,38.0,329.0,39.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,200.0,0.0,0.0,0.0,0.0,42.0,0.0,39.0,0.0,0.0,639.0,117.0,0.0,39.0,0.0,0.0,45.0,0.0,0.0,0.0,155.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,35.0
橿原市白橿町二丁目,橿原市,白橿町二丁目,29205081002,2.3440985296732952,135.791045887782,34.47674297015025,929.0,43.0,409.0,158.0,500.0,0.0,249.0,135.0,0.0,0.0,638.0,59.0,2050.0,0.0,41.0,0.0,89.0,294.0,199.0,0.0,82.0,0.0,0.0,57.0,136.0,0.0,53.0,59.0,300.0,0.0,98.0,0.0,344.0,0.0,81.0,0.0,0.0,0.0,31.0,0.0,75.0,0.0,58.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,658.0,910.0,0.0,0.0,0.0,55.0,0.0,0.0,550.0,0.0
明日香村大字阿部山,明日香村,大字阿部山,29402005000,2.383765189870987,135.80755248375596,34.44724031717704,226.0,24.0,57.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
橿原市白橿町五丁目,橿原市,白橿町五丁目,29205081005,2.406532308100441,135.78894057845523,34.47358856405717,3689.0,87.0,1068.0,108.0,3803.0,79.0,723.0,58.0,0.0,297.0,2967.0,32.0,6388.0,122.0,266.0,27.0,34.0,654.0,422.0,182.0,27.0,0.0,192.0,30.0,205.0,29.0,29.0,114.0,780.0,93.0,137.0,58.0,120.0,0.0,147.0,0.0,0.0,29.0,145.0,355.0,0.0,0.0,27.0,0.0,34.0,109.0,92.0,88.0,30.0,0.0,3468.0,1185.0,27.0,0.0,0.0,0.0,30.0,0.0,209.0,83.0
橿原市田中町,橿原市,田中町,29205020000,2.428784326542647,135.8065865211805,34.48884719855307,1848.0,0.0,339.0,0.0,129.0,0.0,0.0,385.0,0.0,0.0,84.0,0.0,89.0,0.0,72.0,0.0,212.0,445.0,508.0,0.0,0.0,173.0,40.0,59.0,0.0,112.0,0.0,0.0,243.0,67.0,0.0,0.0,463.0,0.0,339.0,0.0,0.0,0.0,600.0,75.0,0.0,0.0,0.0,0.0,39.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,110.0,0.0,136.0,63.0
明日香村大字真弓,明日香村,大字真弓,29402013000,2.4303124711039774,135.78863471776762,34.46242675500463,261.0,0.0,156.0,20.0,62.0,0.0,0.0,0.0,0.0,28.0,0.0,25.0,66.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,43.0,24.0,0.0,47.0,40.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
明日香村大字細川,明日香村,大字細川,29402018000,2.4553005958611522,135.8401746657319,34.46229496385934,0.0,0.0,55.0,0.0,0.0,0.0,0.0,100.0,0.0,58.0,97.0,0.0,36.0,45.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,58.0,0.0,429.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
明日香村大字小山,明日香村,大字小山,29402035000,2.5390977783411928,135.81402719001764,34.49078046592971,30.0,0.0,134.0,0.0,0.0,0.0,35.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,35.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
高取町大字佐田,高取町,大字佐田,29401022000,2.5929617754031327,135.78946995585025,34.45675870433665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桜井市大字山田,桜井市,大字山田,29206018000,2.63342177727318,135.83318881286377,34.48578024348253,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,37.0,0.0,76.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
橿原市南妙法寺町,橿原市,南妙法寺町,29205027100,2.6614474770151304,135.78567933696678,34.472036293875895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
橿原市南妙法寺町,橿原市,南妙法寺町,29205027200,2.698640921576748,135.78497336181482,34.47019276379248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
橿原市白橿町四丁目,橿原市,白橿町四丁目,29205081004,2.712343290840651,135.7859711858361,34.47502878973749,1494.0,0.0,468.0,31.0,1932.0,29.0,94.0,39.0,0.0,74.0,608.0,114.0,3111.0,0.0,98.0,0.0,0.0,280.0,130.0,0.0,64.0,0.0,33.0,0.0,90.0,29.0,0.0,35.0,161.0,0.0,71.0,30.0,25.0,0.0,0.0,0.0,0.0,32.0,33.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,2267.0,581.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0
橿原市栄和町,橿原市,栄和町,29205019000,2.7127724016153003,135.7976409078544,34.48811967879632,1471.0,559.0,413.0,123.0,813.0,0.0,414.0,327.0,41.0,145.0,125.0,0.0,223.0,0.0,173.0,72.0,120.0,1447.0,1013.0,105.0,0.0,0.0,158.0,101.0,95.0,396.0,41.0,42.0,0.0,0.0,196.0,40.0,919.0,0.0,52.0,47.0,0.0,47.0,116.0,555.0,0.0,55.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,86.0,43.0,0.0,101.0,163.0,0.0,0.0,0.0,167.0,81.0
橿原市南山町,橿原市,南山町,29205073000,2.7143385552709085,135.8259097619778,34.49039781577813,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
高取町大字下土佐,高取町,大字下土佐,29401005000,2.7748100433504206,135.79782652599042,34.447004952682015,275.0,0.0,269.0,184.0,142.0,37.0,90.0,0.0,37.0,38.0,123.0,0.0,43.0,0.0,0.0,0.0,0.0,396.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
橿原市白橿町三丁目,橿原市,白橿町三丁目,29205081003,2.781982769180632,135.78677060871811,34.4785040029499,1033.0,42.0,1070.0,80.0,1952.0,0.0,47.0,0.0,0.0,209.0,1727.0,0.0,3733.0,0.0,583.0,43.0,70.0,206.0,366.0,42.0,68.0,0.0,128.0,206.0,616.0,0.0,0.0,361.0,0.0,40.0,155.0,41.0,230.0,0.0,41.0,0.0,43.0,0.0,109.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,1831.0,0.0,40.0,0.0,0.0,0.0,0.0,46.0,0.0
橿原市白橿町一丁目,橿原市,白橿町一丁目,29205081001,2.7998807202063456,135.78796987532328,34.480730399565665,1490.0,0.0,713.0,38.0,1802.0,0.0,128.0,0.0,0.0,36.0,1237.0,111.0,938.0,0.0,150.0,0.0,110.0,182.0,113.0,66.0,0.0,0.0,116.0,0.0,177.0,0.0,0.0,137.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,36.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
高取町大字上土佐,高取町,大字上土佐,29401004000,2.849305488329898,135.80073447777954,34.44488662781744,604.0,157.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桜井市大字高家,桜井市,大字高家,29206019000,2.8780561736966344,135.84199785735183,34.48011150940254,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
橿原市上飛騨町,橿原市,上飛騨町,29205036000,2.939724976655601,135.80710636215392,34.493713657170844,925.0,0.0,485.0,0.0,135.0,0.0,235.0,236.0,0.0,116.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,62.0,397.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,122.0,0.0,0.0,243.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,112.0,50.0
橿原市城殿町,橿原市,城殿町,29205017000,2.9982706537810864,135.80013057447596,34.492255807074024,3491.0,34.0,1389.0,0.0,1090.0,111.0,501.0,136.0,0.0,315.0,140.0,101.0,260.0,0.0,173.0,0.0,316.0,558.0,343.0,35.0,91.0,211.0,159.0,280.0,95.0,160.0,84.0,29.0,118.0,36.0,81.0,52.0,1544.0,34.0,122.0,35.0,34.0,36.0,60.0,293.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,54.0,0.0,0.0,146.0,0.0,29.0,0.0,0.0,301.0,121.0
橿原市久米町,橿原市,久米町,29205029000,3.0219387653021537,135.7893947008882,34.48576774095483,3613.0,182.0,1218.0,230.0,3195.0,0.0,354.0,380.0,0.0,160.0,1833.0,85.0,643.0,31.0,569.0,0.0,124.0,1349.0,1785.0,0.0,107.0,265.0,40.0,116.0,86.0,0.0,0.0,110.0,456.0,156.0,261.0,165.0,368.0,0.0,0.0,74.0,0.0,0.0,268.0,710.0,44.0,0.0,241.0,96.0,0.0,50.0,0.0,0.0,0.0,0.0,69.0,1350.0,0.0,153.0,0.0,0.0,59.0,0.0,356.0,120.0
高取町大字下子島,高取町,大字下子島,29401003000,3.031915650791609,135.80173192826075,34.44272119624438,247.0,0.0,335.0,0.0,123.0,0.0,0.0,38.0,0.0,0.0,107.0,0.0,76.0,0.0,0.0,0.0,36.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,39.0,224.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,118.0,0.0,0.0,0.0,0.0,82.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
