TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,おおさわ医院,おがわ医院,こせき醫院,さつき内科・小児科クリニック,わだ内科外科クリニック,セオ医院,タチ医院,中津川市国民健康保険阿木診療所,中部クリニック,加藤クリニック,勝股医院,医療法人恵雄会 井口ハートクリニック,医療法人社団仁愛会 瑞浪病院,国民健康保険上矢作病院,大湫病院附属恵那診療所,学校法人廣池学園診療所,安部医院,尾崎医院,山田診療所,岐阜県厚生農業協同組合連合会 東濃中部医療センター 土岐市国民健康保険駄知診療所,岐阜県厚生農業協同組合連合会 東濃中部医療センター 東濃厚生病院,岩島医院,嶋崎内科医院,広瀬クリニック,度会医院,恵那ファミリークリニック,恵那市国民健康保険三郷診療所,恵那市国民健康保険串原診療所,恵那市国民健康保険山岡診療所,恵那市国民健康保険岩村診療所,明生クリニック,東濃中央クリニック,林外科内科,森川クリニック,河上クリニック,澤﨑内科クリニック,瑞岐会診療所,田中クリニック,石田医院,虹いろ在宅ケアクリニック,蜂谷医院,近藤クリニック,道しるべ,長谷川皮膚科,陶生堂医院,NexWel恵那地域笑顔共創クリニック,LON,LAT,dist_km,total_patients,town,town_norm,match_type
21210081004,恵那市,岩村町一色,恵那市,岩村町一色,恵那市岩村町一色,岐阜県,恵那市,岩村町,一色,恵那市岩村町一色,21210.0,81004.0,4.0,112.0,5.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,7.0,6.0,2.0,12.0,11.0,8.0,9.0,9.0,4.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4253299919091,35.361746862066674,4.1648305414182865,160.0,恵那市岩村町一色,恵那市岩村町一色,code_in_car30
21210083005,恵那市,明智町大泉,恵那市,明智町大泉,恵那市明智町大泉,岐阜県,恵那市,明智町,大泉,恵那市明智町大泉,21210.0,83005.0,4.0,151.0,7.0,4.0,7.0,3.0,1.0,3.0,6.0,11.0,4.0,8.0,6.0,7.0,15.0,17.0,18.0,13.0,6.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,137.37079284645992,35.315801203470336,4.244180305209019,244.0,恵那市明智町大泉,恵那市明智町大泉,code_in_car30
21210083002,恵那市,明智町新井町,恵那市,明智町新井町,恵那市明智町新井町,岐阜県,恵那市,明智町,新井町,恵那市明智町新井町,21210.0,83002.0,4.0,397.0,11.0,15.0,18.0,19.0,15.0,10.0,12.0,21.0,20.0,23.0,33.0,32.0,25.0,26.0,29.0,34.0,22.0,21.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,25.0,419.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.38383720295573,35.3144914556778,4.304525121439811,856.0,恵那市明智町新井町,恵那市明智町新井町,code_in_car30
21210081023,恵那市,岩村町二区,恵那市,岩村町二区,恵那市岩村町二区,岐阜県,恵那市,岩村町,二区,恵那市岩村町二区,21210.0,81023.0,4.0,65.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,5.0,2.0,4.0,1.0,7.0,5.0,9.0,5.0,3.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.41875686933375,35.37908138734208,4.503603924489013,0.0,恵那市岩村町二区,恵那市岩村町二区,code_in_car30
21210081008,恵那市,岩村町蕨平,恵那市,岩村町蕨平,恵那市岩村町蕨平,岐阜県,恵那市,岩村町,蕨平,恵那市岩村町蕨平,21210.0,81008.0,4.0,110.0,5.0,4.0,6.0,7.0,1.0,5.0,5.0,13.0,7.0,9.0,7.0,8.0,5.0,10.0,8.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43000990484663,35.35790447978804,4.508794403273292,280.0,恵那市岩村町蕨平,恵那市岩村町蕨平,code_in_car30
21210081007,恵那市,岩村町緑ケ丘,恵那市,岩村町緑ケ丘,恵那市岩村町緑ケ丘,岐阜県,恵那市,岩村町,緑ケ丘,恵那市岩村町緑ケ丘,21210.0,81007.0,4.0,56.0,1.0,2.0,3.0,0.0,4.0,3.0,1.0,2.0,2.0,6.0,5.0,6.0,1.0,4.0,3.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4301422146299,35.36000072387672,4.5539981077319736,300.0,恵那市岩村町緑ケ丘,恵那市岩村町緑ケ丘,code_in_car30
21210083010,恵那市,明智町杉野,恵那市,明智町杉野,恵那市明智町杉野,岐阜県,恵那市,明智町,杉野,恵那市明智町杉野,21210.0,83010.0,4.0,206.0,2.0,4.0,6.0,8.0,5.0,1.0,5.0,9.0,15.0,9.0,15.0,8.0,16.0,29.0,31.0,16.0,10.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,13.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,137.41263250711017,35.32057909638308,4.637905026899257,1040.0,恵那市明智町杉野,恵那市明智町杉野,code_in_car30
21210081009,恵那市,岩村町山上,恵那市,岩村町山上,恵那市岩村町山上,岐阜県,恵那市,岩村町,山上,恵那市岩村町山上,21210.0,81009.0,4.0,427.0,14.0,13.0,20.0,21.0,31.0,16.0,12.0,14.0,27.0,28.0,20.0,17.0,8.0,12.0,25.0,22.0,17.0,41.0,48.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,0.0,29.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.42660036226934,35.371757182298865,4.654724531047496,610.0,恵那市岩村町山上,恵那市岩村町山上,code_in_car30
21210083011,恵那市,明智町滝坂住宅,恵那市,明智町滝坂住宅,恵那市明智町滝坂住宅,岐阜県,恵那市,明智町,滝坂住宅,恵那市明智町滝坂住宅,21210.0,83011.0,4.0,111.0,3.0,7.0,8.0,4.0,3.0,5.0,3.0,3.0,6.0,6.0,6.0,2.0,4.0,8.0,15.0,12.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.3859543960859,35.310850249980376,4.72428846875969,0.0,恵那市明智町滝坂住宅,恵那市明智町滝坂住宅,code_in_car30
21210081005,恵那市,岩村町大根洞,恵那市,岩村町大根洞,恵那市岩村町大根洞,岐阜県,恵那市,岩村町,大根洞,恵那市岩村町大根洞,21210.0,81005.0,4.0,41.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,4.0,2.0,1.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43199276849944,35.3604084526117,4.727070044926218,55.0,恵那市岩村町大根洞,恵那市岩村町大根洞,code_in_car30
21210081027,恵那市,岩村町上平,恵那市,岩村町上平,恵那市岩村町上平,岐阜県,恵那市,岩村町,上平,恵那市岩村町上平,21210.0,81027.0,4.0,98.0,7.0,7.0,5.0,6.0,1.0,4.0,2.0,8.0,8.0,3.0,7.0,5.0,8.0,5.0,7.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,137.41194554881827,35.38965008704068,4.955895021664448,109.0,恵那市岩村町上平,恵那市岩村町上平,code_in_car30
21210083003,恵那市,明智町市場町,恵那市,明智町市場町,恵那市明智町市場町,岐阜県,恵那市,明智町,市場町,恵那市明智町市場町,21210.0,83003.0,4.0,189.0,5.0,8.0,14.0,9.0,2.0,2.0,11.0,9.0,11.0,10.0,5.0,16.0,14.0,13.0,17.0,17.0,12.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,48.0,0.0,0.0,0.0,34.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.39058096695013,35.30853880501128,5.038013213404465,1081.0,恵那市明智町市場町,恵那市明智町市場町,code_in_car30
21210083021,恵那市,明智町向町,恵那市,明智町向町,恵那市明智町向町,岐阜県,恵那市,明智町,向町,恵那市明智町向町,21210.0,83021.0,4.0,131.0,2.0,2.0,1.0,1.0,11.0,10.0,6.0,2.0,6.0,5.0,6.0,13.0,11.0,9.0,14.0,11.0,12.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.38078112252495,35.307695337008795,5.050456980456268,406.0,恵那市明智町向町,恵那市明智町向町,code_in_car30
21210083017,恵那市,明智町東山町,恵那市,明智町東山町,恵那市明智町東山町,岐阜県,恵那市,明智町,東山町,恵那市明智町東山町,21210.0,83017.0,4.0,483.0,7.0,7.0,15.0,28.0,26.0,24.0,15.0,21.0,14.0,41.0,49.0,40.0,18.0,22.0,34.0,48.0,43.0,20.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,0.0,0.0,30.0,1131.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,86.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,137.39727718859578,35.30974642188046,5.053015912301919,1875.0,恵那市明智町東山町,恵那市明智町東山町,code_in_car30
21210081003,恵那市,岩村町領家,恵那市,岩村町領家,恵那市岩村町領家,岐阜県,恵那市,岩村町,領家,恵那市岩村町領家,21210.0,81003.0,4.0,146.0,6.0,5.0,4.0,4.0,2.0,8.0,5.0,6.0,6.0,8.0,8.0,10.0,12.0,13.0,10.0,10.0,12.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43437473462365,35.367212763721135,5.118735365506053,0.0,恵那市岩村町領家,恵那市岩村町領家,code_in_car30
21210081002,恵那市,岩村町石畑,恵那市,岩村町石畑,恵那市岩村町石畑,岐阜県,恵那市,岩村町,石畑,恵那市岩村町石畑,21210.0,81002.0,4.0,389.0,11.0,17.0,27.0,20.0,18.0,15.0,14.0,21.0,28.0,27.0,20.0,32.0,27.0,36.0,28.0,16.0,13.0,10.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43632487279908,35.36222048972071,5.150291351861045,865.0,恵那市岩村町石畑,恵那市岩村町石畑,code_in_car30
21210081040,恵那市,岩村町新町二丁目,恵那市,岩村町新町二丁目,恵那市岩村町新町二丁目,岐阜県,恵那市,岩村町,新町二丁目,恵那市岩村町新町二丁目,21210.0,81040.0,4.0,64.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,4.0,7.0,6.0,4.0,7.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4357577615018,35.36710620415464,5.234736529107111,0.0,恵那市岩村町新町二丁目,恵那市岩村町新町二丁目,code_in_car30
21210083004,恵那市,明智町駅前町,恵那市,明智町駅前町,恵那市明智町駅前町,岐阜県,恵那市,明智町,駅前町,恵那市明智町駅前町,21210.0,83004.0,4.0,154.0,2.0,5.0,6.0,6.0,11.0,3.0,3.0,5.0,8.0,13.0,13.0,10.0,13.0,18.0,14.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.38806358745427,35.30617568696768,5.262680998194772,411.0,恵那市明智町駅前町,恵那市明智町駅前町,code_in_car30
21210083020,恵那市,明智町宮町,恵那市,明智町宮町,恵那市明智町宮町,岐阜県,恵那市,明智町,宮町,恵那市明智町宮町,21210.0,83020.0,4.0,118.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,6.0,6.0,5.0,8.0,10.0,13.0,13.0,5.0,7.0,9.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,137.39093234103518,35.30653141061842,5.263335304711847,469.0,恵那市明智町宮町,恵那市明智町宮町,code_in_car30
21210081019,恵那市,岩村町新町一丁目,恵那市,岩村町新町一丁目,恵那市岩村町新町一丁目,岐阜県,恵那市,岩村町,新町一丁目,恵那市岩村町新町一丁目,21210.0,81019.0,4.0,65.0,2.0,8.0,3.0,1.0,0.0,1.0,1.0,3.0,7.0,5.0,0.0,3.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43698901791274,35.36697243078049,5.337139183485598,0.0,恵那市岩村町新町一丁目,恵那市岩村町新町一丁目,code_in_car30
21210082008,恵那市,山岡町田代,恵那市,山岡町田代,恵那市山岡町田代,岐阜県,恵那市,山岡町,田代,恵那市山岡町田代,21210.0,82008.0,4.0,247.0,5.0,3.0,1.0,6.0,9.0,9.0,9.0,9.0,3.0,7.0,14.0,40.0,21.0,22.0,22.0,17.0,23.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,76.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.3223930083303,35.34410644265028,5.376932827520028,864.0,恵那市山岡町田代,恵那市山岡町田代,code_in_car30
21210081039,恵那市,岩村町西町二丁目,恵那市,岩村町西町二丁目,恵那市岩村町西町二丁目,岐阜県,恵那市,岩村町,西町二丁目,恵那市岩村町西町二丁目,21210.0,81039.0,4.0,55.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,6.0,11.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43816877112982,35.3667351619449,5.432247642170409,0.0,恵那市岩村町西町二丁目,恵那市岩村町西町二丁目,code_in_car30
21210081024,恵那市,岩村町三区,恵那市,岩村町三区,恵那市岩村町三区,岐阜県,恵那市,岩村町,三区,恵那市岩村町三区,21210.0,81024.0,4.0,439.0,19.0,26.0,19.0,18.0,14.0,15.0,13.0,28.0,26.0,36.0,34.0,28.0,25.0,28.0,32.0,31.0,15.0,9.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,137.42953250098074,35.38165678104461,5.4521947075101975,346.0,恵那市岩村町三区,恵那市岩村町三区,code_in_car30
21210081001,恵那市,岩村町柳町,恵那市,岩村町柳町,恵那市岩村町柳町,岐阜県,恵那市,岩村町,柳町,恵那市岩村町柳町,21210.0,81001.0,4.0,118.0,1.0,1.0,3.0,6.0,2.0,1.0,5.0,3.0,5.0,5.0,7.0,8.0,10.0,3.0,7.0,5.0,14.0,12.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.43933609477529,35.364630630133945,5.474639141026702,0.0,恵那市岩村町柳町,恵那市岩村町柳町,code_in_car30
21210083018,恵那市,明智町本町,恵那市,明智町本町,恵那市明智町本町,岐阜県,恵那市,明智町,本町,恵那市明智町本町,21210.0,83018.0,4.0,109.0,2.0,2.0,5.0,7.0,2.0,2.0,1.0,1.0,5.0,5.0,8.0,11.0,8.0,10.0,12.0,3.0,11.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,37.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,153.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,233.0,1072.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,137.39024840123827,35.30429892455537,5.49764037871677,2114.0,恵那市明智町本町,恵那市明智町本町,code_in_car30
