town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,澤﨑内科クリニック,セオ医院,東濃中央クリニック,河上クリニック,広瀬クリニック,岐阜県厚生農業協同組合連合会 東濃中部医療センター 東濃厚生病院,NexWel恵那地域笑顔共創クリニック,道しるべ,陶生堂医院,恵那ファミリークリニック,明生クリニック,おおさわ医院,大湫病院附属恵那診療所,岩島医院,こせき醫院,安部医院,虹いろ在宅ケアクリニック,中部クリニック,度会医院,タチ医院,加藤クリニック,おがわ医院,蜂谷医院,恵那市国民健康保険山岡診療所,中津川市国民健康保険阿木診療所,瑞岐会診療所,勝股医院,国民健康保険上矢作病院,田中クリニック,森川クリニック,恵那市国民健康保険三郷診療所,岐阜県厚生農業協同組合連合会 東濃中部医療センター 土岐市国民健康保険駄知診療所,恵那市国民健康保険串原診療所,医療法人社団仁愛会 瑞浪病院,山田診療所,医療法人恵雄会 井口ハートクリニック,嶋崎内科医院,近藤クリニック,さつき内科・小児科クリニック,長谷川皮膚科,恵那市国民健康保険岩村診療所,林外科内科,尾崎医院,石田医院,わだ内科外科クリニック,学校法人廣池学園診療所
恵那市岩村町本町三丁目,恵那市,岩村町本町三丁目,21210081036,5.819600907750155,137.44324770350224,35.36460964022539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市明智町東町,恵那市,明智町東町,21210083016,5.829127609077263,137.40507178636858,35.30462965178632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町日の出町,恵那市,岩村町日の出町,21210081020,5.836096552649556,137.44264498434802,35.36717600885535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町日の出町三丁目,恵那市,岩村町日の出町三丁目,21210081021,5.840452481695387,137.4430898128327,35.365958936232914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町本町二丁目,恵那市,岩村町本町二丁目,21210081035,5.903191461974046,137.4443245119202,35.36411108142374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
瑞浪市陶町猿爪,瑞浪市,陶町猿爪,21208021000,5.965865548624285,137.32798792975018,35.320963920202296,1282.0,227.0,340.0,0.0,610.0,627.0,41.0,224.0,0.0,87.0,107.0,58.0,0.0,282.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
恵那市岩村町本町一丁目,恵那市,岩村町本町一丁目,21210081017,6.0011885967937495,137.44570080230906,35.36298284630205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市三郷町佐々良木,恵那市,三郷町佐々良木,21210040001,6.086541483536465,137.35521896293795,35.40377636081466,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,74.0,0.0,0.0,68.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町殿町,恵那市,岩村町殿町,21210081014,6.089352565435505,137.44610671476812,35.3652980922732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市明智町吉良見,恵那市,明智町吉良見,21210083008,6.100257493447726,137.34457398549154,35.3068124188406,62.0,55.0,0.0,0.0,0.0,314.0,0.0,155.0,0.0,73.0,0.0,473.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町新市場,恵那市,岩村町新市場,21210081015,6.1405734105149925,137.44476622607564,35.37085816397447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町小沢山,恵那市,岩村町小沢山,21210081028,6.171144017610502,137.41908522187518,35.39891288344904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
瑞浪市土岐町,瑞浪市,土岐町,21208010011,6.217799941141633,137.31559150727136,35.37079853417437,111.0,23.0,0.0,0.0,0.0,88.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
恵那市岩村町下本郷,恵那市,岩村町下本郷,21210081026,6.418066049479845,137.44054981542254,35.38385377174323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
