facility_id,facility_name,output_csv,status
1115100565,医療法人社団　武蔵野会　新座病院,/Users/itotsubasa/IdeaProjects/pythoN/JADECOM/佐々総合病院/競合分析/kddi_raw_exports/001_医療法人社団_武蔵野会_新座病院/kddi_export.csv,analysis_menu_not_found
