CITY_NAME,S_NAME,_city_,_sname_,dominant,max_count,match_type2
練馬区,大泉町五丁目,練馬区,大泉町五丁目,医療法人社団　久保田産婦人科病院,1262,exact
練馬区,大泉町六丁目,練馬区,大泉町六丁目,順天堂大学医学部附属練馬病院,2164,exact
練馬区,大泉学園町一丁目,練馬区,大泉学園町一丁目,医療法人社団　久保田産婦人科病院,2498,exact
練馬区,大泉学園町二丁目,練馬区,大泉学園町二丁目,医療法人社団　久保田産婦人科病院,5230,exact
練馬区,大泉学園町三丁目,練馬区,大泉学園町三丁目,医療法人社団　久保田産婦人科病院,1659,exact
練馬区,大泉学園町四丁目,練馬区,大泉学園町四丁目,医療法人社団　久保田産婦人科病院,2827,exact
練馬区,大泉学園町五丁目,練馬区,大泉学園町五丁目,医療法人社団　久保田産婦人科病院,2362,exact
練馬区,大泉学園町六丁目,練馬区,大泉学園町六丁目,大泉病院,3342,exact
練馬区,大泉学園町七丁目,練馬区,大泉学園町七丁目,医療法人社団　健育会　ねりま健育会病院,3563,exact
練馬区,大泉学園町八丁目,練馬区,大泉学園町八丁目,医療法人社団　久保田産婦人科病院,1858,exact
練馬区,大泉学園町九丁目,練馬区,大泉学園町九丁目,医療法人社団　久保田産婦人科病院,79,exact
武蔵野市,吉祥寺東町一丁目,武蔵野市,吉祥寺東町一丁目,医療法人社団　東仁会　吉祥寺あさひ病院,1435,exact
武蔵野市,吉祥寺東町二丁目,武蔵野市,吉祥寺東町二丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,2640,exact
武蔵野市,吉祥寺東町三丁目,武蔵野市,吉祥寺東町三丁目,吉祥寺こころの診療所,1478,exact
武蔵野市,吉祥寺東町四丁目,武蔵野市,吉祥寺東町四丁目,医療法人社団　親和会　杉並病院,1124,exact
武蔵野市,吉祥寺南町一丁目,武蔵野市,吉祥寺南町一丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,5142,exact
武蔵野市,吉祥寺南町二丁目,武蔵野市,吉祥寺南町二丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,2938,exact
武蔵野市,吉祥寺南町三丁目,武蔵野市,吉祥寺南町三丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,4985,exact
武蔵野市,吉祥寺南町四丁目,武蔵野市,吉祥寺南町四丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,2004,exact
武蔵野市,吉祥寺南町五丁目,武蔵野市,吉祥寺南町五丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,848,exact
武蔵野市,御殿山一丁目,武蔵野市,御殿山一丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,4425,exact
武蔵野市,御殿山二丁目,武蔵野市,御殿山二丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,1582,exact
武蔵野市,吉祥寺本町一丁目,武蔵野市,吉祥寺本町一丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,1608,exact
武蔵野市,吉祥寺本町二丁目,武蔵野市,吉祥寺本町二丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,1808,exact
武蔵野市,吉祥寺本町三丁目,武蔵野市,吉祥寺本町三丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,4013,exact
武蔵野市,吉祥寺本町四丁目,武蔵野市,吉祥寺本町四丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,2870,exact
武蔵野市,吉祥寺北町一丁目,武蔵野市,吉祥寺北町一丁目,医療法人社団　藤啓会　北町診療所,4923,exact
武蔵野市,吉祥寺北町二丁目,武蔵野市,吉祥寺北町二丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,1583,exact
武蔵野市,吉祥寺北町三丁目,武蔵野市,吉祥寺北町三丁目,武蔵野陽和会病院,1832,exact
武蔵野市,吉祥寺北町四丁目,武蔵野市,吉祥寺北町四丁目,武蔵野陽和会病院,2743,exact
武蔵野市,吉祥寺北町五丁目,武蔵野市,吉祥寺北町五丁目,武蔵野陽和会病院,2006,exact
武蔵野市,中町一丁目,武蔵野市,中町一丁目,医療法人社団　東京白報会　みたか在宅診療所,3695,exact
武蔵野市,中町二丁目,武蔵野市,中町二丁目,医療法人社団　東京白報会　みたか在宅診療所,5084,exact
武蔵野市,中町三丁目,武蔵野市,中町三丁目,医療法人社団　東京白報会　みたか在宅診療所,4169,exact
武蔵野市,西久保一丁目,武蔵野市,西久保一丁目,医療法人社団　東京白報会　みたか在宅診療所,4202,exact
武蔵野市,西久保二丁目,武蔵野市,西久保二丁目,医療法人社団　東京白報会　みたか在宅診療所,6536,exact
武蔵野市,西久保三丁目,武蔵野市,西久保三丁目,医療法人社団　東京白報会　みたか在宅診療所,8279,exact
武蔵野市,緑町一丁目,武蔵野市,緑町一丁目,医療法人社団　東京白報会　みたか在宅診療所,1300,exact
武蔵野市,緑町二丁目,武蔵野市,緑町二丁目,武蔵野陽和会病院,8398,exact
武蔵野市,緑町三丁目,武蔵野市,緑町三丁目,医療法人社団　東京白報会　みたか在宅診療所,469,exact
武蔵野市,八幡町一丁目,武蔵野市,八幡町一丁目,医療法人社団　欣助会　吉祥寺病院,11795,exact
武蔵野市,八幡町二丁目,武蔵野市,八幡町二丁目,武蔵野陽和会病院,387,exact
武蔵野市,八幡町三丁目,武蔵野市,八幡町三丁目,医療法人社団　東京白報会　みたか在宅診療所,1235,exact
武蔵野市,八幡町四丁目,武蔵野市,八幡町四丁目,医療法人社団　ゆうの会　むさしの共立診療所,1428,exact
