CITY_NAME,S_NAME,dominant,max_count,topN_dominant,topN_max_count,match_type2
小平市,上水南町三丁目,社会福祉法人　聖ヨハネ会　桜町病院,1159,公立昭和病院,930,exact
小平市,上水南町四丁目,社会福祉法人　聖ヨハネ会　桜町病院,1129,公立昭和病院,136,exact
小平市,喜平町一丁目,社会福祉法人　聖ヨハネ会　桜町病院,1260,公立昭和病院,551,exact
小平市,喜平町二丁目,学園診療所,564,公立昭和病院,148,exact
小平市,喜平町三丁目,公立昭和病院,1470,公立昭和病院,1470,exact
小平市,学園西町二丁目,学園診療所,2890,公立昭和病院,542,exact
小平市,学園東町,公立昭和病院,1651,公立昭和病院,1651,exact
小平市,学園東町一丁目,学園診療所,2026,公立昭和病院,698,exact
小平市,学園東町二丁目,公立昭和病院,1686,公立昭和病院,1686,exact
小平市,学園東町三丁目,公立昭和病院,612,公立昭和病院,612,exact
小平市,美園町一丁目,みその診療所,2198,公立昭和病院,1006,exact
小平市,美園町二丁目,公立昭和病院,1537,公立昭和病院,1537,exact
小平市,美園町三丁目,社会福祉法人　多摩済生医療団　多摩済生病院,2388,公立昭和病院,1205,exact
小平市,回田町,公立昭和病院,2801,公立昭和病院,2801,exact
小平市,御幸町,社会福祉法人　聖ヨハネ会　桜町病院,1312,公立昭和病院,770,exact
小平市,天神町一丁目,公立昭和病院,3231,公立昭和病院,3231,exact
小平市,天神町二丁目,公立昭和病院,1910,公立昭和病院,1910,exact
小平市,天神町三丁目,公立昭和病院,610,公立昭和病院,610,exact
小平市,天神町四丁目,公立昭和病院,2182,公立昭和病院,2182,exact
小平市,大沼町一丁目,公立昭和病院,2289,公立昭和病院,2289,exact
小平市,大沼町二丁目,公立昭和病院,1360,公立昭和病院,1360,exact
小平市,大沼町三丁目,公立昭和病院,818,公立昭和病院,818,exact
小平市,大沼町四丁目,医療法人社団　好仁会　滝山病院,1837,公立昭和病院,1132,exact
小平市,大沼町五丁目,公立昭和病院,427,公立昭和病院,427,exact
小平市,大沼町六丁目,公立昭和病院,977,公立昭和病院,977,exact
小平市,大沼町七丁目,公立昭和病院,2570,公立昭和病院,2570,exact
小平市,花小金井南町一丁目,公立昭和病院,2138,公立昭和病院,2138,exact
小平市,花小金井南町二丁目,公立昭和病院,469,公立昭和病院,469,exact
小平市,花小金井南町三丁目,公立昭和病院,1600,公立昭和病院,1600,exact
小平市,花小金井一丁目,公立昭和病院,2206,公立昭和病院,2206,exact
小平市,花小金井二丁目,佐々総合病院,1421,佐々総合病院,1421,exact
小平市,花小金井三丁目,公立昭和病院,1746,公立昭和病院,1746,exact
小平市,花小金井四丁目,公立昭和病院,1346,公立昭和病院,1346,exact
小平市,花小金井五丁目,公立昭和病院,2877,公立昭和病院,2877,exact
小平市,花小金井六丁目,公立昭和病院,1403,公立昭和病院,1403,exact
小平市,花小金井七丁目,公立昭和病院,4249,公立昭和病院,4249,exact
小平市,花小金井八丁目,公立昭和病院,5386,公立昭和病院,5386,exact
東村山市,本町一丁目,社会医療法人社団　愛有会　久米川病院,4163,公立昭和病院,891,exact
東村山市,本町三丁目,社会医療法人社団　愛有会　久米川病院,3470,公立昭和病院,909,exact
東村山市,本町四丁目,社会医療法人社団　愛有会　久米川病院,9664,公立昭和病院,1563,exact
東村山市,青葉町一丁目,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,7450,東久留米市休日診療所,458,exact
東村山市,青葉町四丁目,医療法人社団　新新会　多摩あおば病院,355,順天堂大学医学部附属練馬病院,21,exact
東村山市,恩多町一丁目,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,1722,公立昭和病院,973,exact
東村山市,恩多町二丁目,緑風荘病院,3766,公立昭和病院,799,exact
東村山市,恩多町三丁目,社会医療法人社団　愛有会　久米川病院,1416,公立昭和病院,497,exact
東村山市,恩多町四丁目,社会医療法人社団　愛有会　久米川病院,1878,公立昭和病院,939,exact
東村山市,恩多町五丁目,医療法人社団　新新会　多摩あおば病院,2518,公立昭和病院,798,exact
東村山市,萩山町一丁目,緑風荘病院,4347,公立昭和病院,1526,exact
東村山市,萩山町二丁目,緑風荘病院,6872,公立昭和病院,1803,exact
東村山市,萩山町三丁目,緑風荘病院,13559,公立昭和病院,699,exact
東村山市,萩山町四丁目,緑風荘病院,2640,佐々総合病院,454,exact
東村山市,萩山町五丁目,緑風荘病院,2060,公立昭和病院,389,exact
東村山市,栄町一丁目,緑風荘病院,3754,公立昭和病院,1760,exact
東村山市,栄町二丁目,緑風荘病院,4999,公立昭和病院,1814,exact
東村山市,栄町三丁目,緑風荘病院,18130,公立昭和病院,1764,exact
東村山市,美住町一丁目,緑風荘病院,11384,公立昭和病院,901,exact
東村山市,美住町二丁目,東村山市休日準夜応急診療所,1962,公立昭和病院,581,exact
清瀬市,上清戸一丁目,東京都臨時医療施設（国立病院機構東京病院）,869,公立昭和病院,191,exact
清瀬市,元町一丁目,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,1498,公立昭和病院,606,exact
清瀬市,松山一丁目,医療法人社団　新新会　多摩あおば病院,1192,公立昭和病院,588,exact
清瀬市,松山二丁目,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,913,順天堂大学医学部附属練馬病院,448,exact
清瀬市,松山三丁目,公益財団法人　結核予防会　複十字病院,1783,東久留米市休日診療所,90,exact
清瀬市,竹丘一丁目,救世軍　清瀬病院,3607,公立昭和病院,651,exact
清瀬市,竹丘二丁目,東京都臨時医療施設（国立病院機構東京病院）,3418,公立昭和病院,994,exact
清瀬市,竹丘三丁目,東京都臨時医療施設（国立病院機構東京病院）,5213,公立昭和病院,1587,exact
東久留米市,上の原一丁目,東久留米市休日診療所,2250,東久留米市休日診療所,2250,exact
東久留米市,上の原二丁目,堀ノ内病院,179,佐々総合病院,17,exact
東久留米市,神宝町一丁目,東久留米市休日診療所,1272,東久留米市休日診療所,1272,exact
東久留米市,神宝町二丁目,東久留米市休日診療所,1283,東久留米市休日診療所,1283,exact
東久留米市,金山町一丁目,東久留米市休日診療所,1675,東久留米市休日診療所,1675,exact
東久留米市,金山町二丁目,東久留米市休日診療所,1573,東久留米市休日診療所,1573,exact
東久留米市,氷川台一丁目,東久留米市休日診療所,1414,東久留米市休日診療所,1414,exact
東久留米市,氷川台二丁目,東久留米市休日診療所,1109,東久留米市休日診療所,1109,exact
東久留米市,大門町一丁目,東久留米市休日診療所,574,東久留米市休日診療所,574,exact
東久留米市,大門町二丁目,東久留米市休日診療所,3845,東久留米市休日診療所,3845,exact
東久留米市,東本町,東久留米市休日診療所,3350,東久留米市休日診療所,3350,exact
東久留米市,新川町一丁目,東久留米市休日診療所,2473,東久留米市休日診療所,2473,exact
東久留米市,新川町二丁目,東久留米市休日診療所,1391,東久留米市休日診療所,1391,exact
東久留米市,浅間町一丁目,東久留米市休日診療所,1596,東久留米市休日診療所,1596,exact
東久留米市,浅間町二丁目,東久留米市休日診療所,2425,東久留米市休日診療所,2425,exact
東久留米市,浅間町三丁目,東久留米市休日診療所,2256,東久留米市休日診療所,2256,exact
東久留米市,学園町一丁目,東久留米市休日診療所,1958,東久留米市休日診療所,1958,exact
東久留米市,学園町二丁目,医療法人社団　佑友会　ひばりケ丘診療所,1633,東久留米市休日診療所,1481,exact
東久留米市,ひばりが丘団地,東久留米市休日診療所,2633,東久留米市休日診療所,2633,exact
東久留米市,本町一丁目,東久留米市休日診療所,3549,東久留米市休日診療所,3549,exact
東久留米市,本町二丁目,東久留米市休日診療所,1508,東久留米市休日診療所,1508,exact
東久留米市,本町三丁目,東久留米市休日診療所,5688,東久留米市休日診療所,5688,exact
東久留米市,本町四丁目,東久留米市休日診療所,3569,東久留米市休日診療所,3569,exact
東久留米市,小山一丁目,東久留米市休日診療所,1186,東久留米市休日診療所,1186,exact
東久留米市,小山二丁目,東久留米市休日診療所,546,東久留米市休日診療所,546,exact
東久留米市,小山三丁目,東久留米市休日診療所,2550,東久留米市休日診療所,2550,exact
東久留米市,小山四丁目,東久留米市休日診療所,959,東久留米市休日診療所,959,exact
東久留米市,小山五丁目,医療法人社団　良江会　久留米ヶ丘病院,2258,東久留米市休日診療所,1244,exact
東久留米市,幸町一丁目,東久留米市休日診療所,2583,東久留米市休日診療所,2583,exact
東久留米市,幸町二丁目,医療法人社団　健智会　さいわい町診療所,1242,東久留米市休日診療所,1224,exact
東久留米市,幸町三丁目,東久留米市休日診療所,2340,東久留米市休日診療所,2340,exact
東久留米市,幸町四丁目,順天堂大学医学部附属練馬病院,547,順天堂大学医学部附属練馬病院,547,exact
東久留米市,幸町五丁目,東久留米市休日診療所,400,東久留米市休日診療所,400,exact
東久留米市,中央町一丁目,東久留米市休日診療所,6590,東久留米市休日診療所,6590,exact
東久留米市,中央町二丁目,東久留米市休日診療所,2031,東久留米市休日診療所,2031,exact
東久留米市,中央町三丁目,東久留米市休日診療所,2234,東久留米市休日診療所,2234,exact
東久留米市,中央町四丁目,東久留米市休日診療所,2042,東久留米市休日診療所,2042,exact
東久留米市,中央町五丁目,医療法人社団　山本・前田記念会　前田病院,1797,東久留米市休日診療所,1704,exact
東久留米市,中央町六丁目,東久留米市休日診療所,1608,東久留米市休日診療所,1608,exact
東久留米市,南沢一丁目,東久留米市休日診療所,4033,東久留米市休日診療所,4033,exact
東久留米市,南沢二丁目,医療法人社団　佑友会　ひばりケ丘診療所,2450,東久留米市休日診療所,1699,exact
東久留米市,南沢三丁目,東久留米市休日診療所,1686,東久留米市休日診療所,1686,exact
東久留米市,南沢四丁目,武蔵野赤十字病院,842,武蔵野赤十字病院,842,exact
東久留米市,南沢五丁目,東久留米市休日診療所,1315,東久留米市休日診療所,1315,exact
東久留米市,前沢一丁目,東久留米市休日診療所,1467,東久留米市休日診療所,1467,exact
東久留米市,前沢二丁目,東久留米市休日診療所,1968,東久留米市休日診療所,1968,exact
東久留米市,前沢三丁目,東久留米市休日診療所,1699,東久留米市休日診療所,1699,exact
東久留米市,前沢四丁目,東久留米市休日診療所,1489,東久留米市休日診療所,1489,exact
東久留米市,前沢五丁目,医療法人社団　好仁会　滝山病院,1868,東久留米市休日診療所,1460,exact
東久留米市,南町一丁目,東久留米市休日診療所,1912,東久留米市休日診療所,1912,exact
東久留米市,南町二丁目,佐々総合病院,131,佐々総合病院,131,exact
東久留米市,南町三丁目,東久留米市休日診療所,900,東久留米市休日診療所,900,exact
東久留米市,南町四丁目,東久留米市休日診療所,1423,東久留米市休日診療所,1423,exact
東久留米市,滝山一丁目,東久留米市休日診療所,845,東久留米市休日診療所,845,exact
東久留米市,滝山二丁目,医療法人社団　好仁会　滝山病院,1064,東久留米市休日診療所,594,exact
東久留米市,滝山三丁目,医療法人社団　好仁会　滝山病院,3087,東久留米市休日診療所,961,exact
東久留米市,滝山四丁目,医療法人社団　好仁会　滝山病院,1609,東久留米市休日診療所,505,exact
東久留米市,滝山五丁目,医療法人社団　好仁会　滝山病院,2064,東久留米市休日診療所,951,exact
東久留米市,滝山六丁目,医療法人社団　好仁会　滝山病院,9689,東久留米市休日診療所,5418,exact
東久留米市,滝山七丁目,医療法人社団　好仁会　滝山病院,2451,東久留米市休日診療所,1592,exact
東久留米市,下里一丁目,東久留米市休日診療所,2058,東久留米市休日診療所,2058,exact
東久留米市,下里二丁目,東久留米市休日診療所,2976,東久留米市休日診療所,2976,exact
東久留米市,下里三丁目,医療法人社団　好仁会　滝山病院,1335,東久留米市休日診療所,1183,exact
東久留米市,下里四丁目,東久留米市休日診療所,3817,東久留米市休日診療所,3817,exact
東久留米市,下里五丁目,東久留米市休日診療所,1484,東久留米市休日診療所,1484,exact
東久留米市,下里六丁目,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,1103,東久留米市休日診療所,704,exact
東久留米市,下里七丁目,東久留米市休日診療所,1563,東久留米市休日診療所,1563,exact
東久留米市,柳窪一丁目,公立昭和病院,764,公立昭和病院,764,exact
東久留米市,柳窪二丁目,医療法人社団　好仁会　滝山病院,1823,東久留米市休日診療所,1571,exact
東久留米市,柳窪三丁目,みその診療所,234,東久留米市休日診療所,81,exact
東久留米市,柳窪四丁目,医療法人社団　好仁会　滝山病院,1283,東久留米市休日診療所,419,exact
東久留米市,柳窪五丁目,医療法人社団　好仁会　滝山病院,371,東久留米市休日診療所,355,exact
東久留米市,野火止一丁目,医療法人社団　山本・前田記念会　前田病院,105,,0,exact
東久留米市,野火止二丁目,東久留米市休日診療所,1367,東久留米市休日診療所,1367,exact
東久留米市,野火止三丁目,東久留米市休日診療所,1798,東久留米市休日診療所,1798,exact
東久留米市,八幡町一丁目,東久留米市休日診療所,3248,東久留米市休日診療所,3248,exact
東久留米市,八幡町二丁目,東久留米市休日診療所,1990,東久留米市休日診療所,1990,exact
東久留米市,八幡町三丁目,医療法人社団　山本・前田記念会　前田病院,2058,東久留米市休日診療所,1677,exact
東久留米市,弥生一丁目,医療法人社団　好仁会　滝山病院,912,東久留米市休日診療所,901,exact
東久留米市,弥生二丁目,東久留米市休日診療所,323,東久留米市休日診療所,323,exact
西東京市,新町一丁目,柳橋診療所 西東京市,2272,医療法人社団　東京白報会　みたか在宅診療所,1126,exact
西東京市,新町二丁目,武蔵野赤十字病院,562,武蔵野赤十字病院,562,exact
西東京市,新町三丁目,医療法人　徳洲会　武蔵野徳洲会病院,2052,武蔵野赤十字病院,348,exact
西東京市,新町四丁目,医療法人　徳洲会　武蔵野徳洲会病院,909,武蔵野赤十字病院,274,exact
西東京市,新町五丁目,医療法人　徳洲会　武蔵野徳洲会病院,3438,武蔵野赤十字病院,773,exact
西東京市,新町六丁目,医療法人　徳洲会　武蔵野徳洲会病院,2427,佐々総合病院,591,exact
西東京市,柳沢一丁目,佐々総合病院,673,佐々総合病院,673,exact
西東京市,柳沢二丁目,佐々総合病院,1327,佐々総合病院,1327,exact
西東京市,柳沢三丁目,医療法人　徳洲会　武蔵野徳洲会病院,1286,佐々総合病院,790,exact
西東京市,柳沢四丁目,武蔵野赤十字病院,366,武蔵野赤十字病院,366,exact
西東京市,柳沢五丁目,佐々総合病院,1495,佐々総合病院,1495,exact
西東京市,柳沢六丁目,医療法人社団　薫風会　山田病院,973,佐々総合病院,942,exact
西東京市,東伏見一丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,165,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,165,exact
西東京市,東伏見二丁目,佐々総合病院,636,佐々総合病院,636,exact
西東京市,東伏見三丁目,武蔵野赤十字病院,336,武蔵野赤十字病院,336,exact
西東京市,東伏見四丁目,医療法人　徳洲会　武蔵野徳洲会病院,680,公立昭和病院,254,exact
西東京市,東伏見五丁目,医療法人社団　東京白報会　みたか在宅診療所,514,医療法人社団　東京白報会　みたか在宅診療所,514,exact
西東京市,東伏見六丁目,佐々総合病院,307,佐々総合病院,307,exact
西東京市,保谷町一丁目,医療法人社団　東京白報会　みたか在宅診療所,380,医療法人社団　東京白報会　みたか在宅診療所,380,exact
西東京市,保谷町二丁目,佐々総合病院,277,佐々総合病院,277,exact
西東京市,保谷町三丁目,医療法人社団　薫風会　山田病院,438,佐々総合病院,420,exact
西東京市,保谷町四丁目,佐々総合病院,937,佐々総合病院,937,exact
西東京市,保谷町五丁目,佐々総合病院,1769,佐々総合病院,1769,exact
西東京市,保谷町六丁目,佐々総合病院,1651,佐々総合病院,1651,exact
西東京市,富士町一丁目,佐々総合病院,1298,佐々総合病院,1298,exact
西東京市,富士町二丁目,佐々総合病院,1109,佐々総合病院,1109,exact
西東京市,富士町三丁目,佐々総合病院,697,佐々総合病院,697,exact
西東京市,富士町四丁目,佐々総合病院,737,佐々総合病院,737,exact
西東京市,富士町五丁目,佐々総合病院,275,佐々総合病院,275,exact
西東京市,富士町六丁目,公立昭和病院,401,公立昭和病院,401,exact
西東京市,中町一丁目,医療法人社団　花みずき会　保谷厚生病院,480,佐々総合病院,208,exact
西東京市,中町二丁目,医療法人社団　東京白報会　みたか在宅診療所,499,医療法人社団　東京白報会　みたか在宅診療所,499,exact
西東京市,中町三丁目,わこう在宅診療所,1161,順天堂大学医学部附属練馬病院,271,exact
西東京市,中町四丁目,医療法人社団　健育会　ねりま健育会病院,302,佐々総合病院,240,exact
西東京市,中町五丁目,医療法人社団　花みずき会　保谷厚生病院,650,武蔵野赤十字病院,358,exact
西東京市,中町六丁目,医療法人社団　東京白報会　みたか在宅診療所,535,医療法人社団　東京白報会　みたか在宅診療所,535,exact
西東京市,東町一丁目,国立研究開発法人　国立精神・神経医療研究センター病院,189,順天堂大学医学部附属練馬病院,113,exact
西東京市,東町二丁目,順天堂大学医学部附属練馬病院,594,順天堂大学医学部附属練馬病院,594,exact
西東京市,東町三丁目,佐々総合病院,496,佐々総合病院,496,exact
西東京市,東町四丁目,順天堂大学医学部附属練馬病院,1017,順天堂大学医学部附属練馬病院,1017,exact
西東京市,東町五丁目,順天堂大学医学部附属練馬病院,199,順天堂大学医学部附属練馬病院,199,exact
西東京市,東町六丁目,医療法人社団　東光会　西東京中央総合病院,526,医療法人社団　東京白報会　みたか在宅診療所,272,exact
西東京市,泉町一丁目,佐々総合病院,1062,佐々総合病院,1062,exact
西東京市,泉町二丁目,佐々総合病院,1324,佐々総合病院,1324,exact
西東京市,泉町三丁目,東京都臨時医療施設（国立病院機構東京病院）,578,順天堂大学医学部附属練馬病院,238,exact
西東京市,泉町四丁目,医療法人財団　緑秀会　田無病院,405,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,197,exact
西東京市,泉町五丁目,佐々総合病院,770,佐々総合病院,770,exact
西東京市,泉町六丁目,順天堂大学医学部附属練馬病院,1203,順天堂大学医学部附属練馬病院,1203,exact
西東京市,住吉町一丁目,医療法人社団　東光会　西東京中央総合病院,1089,順天堂大学医学部附属練馬病院,596,exact
西東京市,住吉町二丁目,医療法人財団　緑秀会　田無病院,197,東久留米市休日診療所,139,exact
西東京市,住吉町三丁目,医療法人財団　緑秀会　田無病院,734,順天堂大学医学部附属練馬病院,273,exact
西東京市,住吉町四丁目,武蔵野赤十字病院,537,武蔵野赤十字病院,537,exact
西東京市,住吉町五丁目,佐々総合病院,235,佐々総合病院,235,exact
西東京市,住吉町六丁目,医療法人社団　薫風会　山田病院,517,武蔵野赤十字病院,507,exact
西東京市,ひばりが丘一丁目,佐々総合病院,595,佐々総合病院,595,exact
西東京市,ひばりが丘二丁目,医療法人財団　緑秀会　田無病院,1172,佐々総合病院,587,exact
西東京市,ひばりが丘三丁目,医療法人財団　緑秀会　田無病院,2717,東久留米市休日診療所,1297,exact
西東京市,ひばりが丘四丁目,医療法人社団　東光会　西東京中央総合病院,944,佐々総合病院,511,exact
西東京市,ひばりが丘北一丁目,医療法人社団　花みずき会　保谷厚生病院,355,佐々総合病院,336,exact
西東京市,ひばりが丘北二丁目,順天堂大学医学部附属練馬病院,414,順天堂大学医学部附属練馬病院,414,exact
西東京市,ひばりが丘北三丁目,医療法人社団　花みずき会　保谷厚生病院,571,佐々総合病院,188,exact
西東京市,ひばりが丘北四丁目,医療法人社団　じうんどう　慈雲堂病院,441,佐々総合病院,31,exact
西東京市,栄町一丁目,医療法人社団　花みずき会　保谷厚生病院,1346,佐々総合病院,945,exact
西東京市,栄町二丁目,医療法人社団　花みずき会　保谷厚生病院,507,順天堂大学医学部附属練馬病院,476,exact
西東京市,栄町三丁目,黒目川診療所西東京,512,順天堂大学医学部附属練馬病院,346,exact
西東京市,北町一丁目,杏林大学医学部付属病院,347,佐々総合病院,272,exact
西東京市,北町二丁目,医療法人社団　花みずき会　保谷厚生病院,841,公立昭和病院,823,exact
西東京市,北町三丁目,順天堂大学医学部附属練馬病院,715,順天堂大学医学部附属練馬病院,715,exact
西東京市,北町四丁目,順天堂大学医学部附属練馬病院,321,順天堂大学医学部附属練馬病院,321,exact
西東京市,北町五丁目,医療法人社団　花みずき会　保谷厚生病院,734,順天堂大学医学部附属練馬病院,513,exact
西東京市,北町六丁目,医療法人社団　花みずき会　保谷厚生病院,154,,0,exact
西東京市,下保谷一丁目,医療法人社団　久保田産婦人科病院,355,順天堂大学医学部附属練馬病院,59,exact
西東京市,下保谷二丁目,順天堂大学医学部附属練馬病院,844,順天堂大学医学部附属練馬病院,844,exact
西東京市,下保谷三丁目,順天堂大学医学部附属練馬病院,633,順天堂大学医学部附属練馬病院,633,exact
西東京市,下保谷四丁目,順天堂大学医学部附属練馬病院,521,順天堂大学医学部附属練馬病院,521,exact
西東京市,下保谷五丁目,医療法人社団　花みずき会　保谷厚生病院,1121,佐々総合病院,872,exact
西東京市,田無町一丁目,佐々総合病院,984,佐々総合病院,984,exact
西東京市,田無町二丁目,佐々総合病院,1693,佐々総合病院,1693,exact
西東京市,田無町三丁目,佐々総合病院,2160,佐々総合病院,2160,exact
西東京市,田無町四丁目,佐々総合病院,3870,佐々総合病院,3870,exact
西東京市,田無町五丁目,佐々総合病院,5914,佐々総合病院,5914,exact
西東京市,田無町六丁目,医療法人社団　東光会　西東京中央総合病院,2477,佐々総合病院,1531,exact
西東京市,田無町七丁目,佐々総合病院,6373,佐々総合病院,6373,exact
西東京市,南町一丁目,佐々総合病院,1102,佐々総合病院,1102,exact
西東京市,南町二丁目,医療法人社団　薫風会　山田病院,1721,佐々総合病院,622,exact
西東京市,南町三丁目,医療法人社団　薫風会　山田病院,6086,佐々総合病院,1091,exact
西東京市,南町四丁目,医療法人社団　薫風会　山田病院,3608,佐々総合病院,1244,exact
西東京市,南町五丁目,医療法人社団　東光会　西東京中央総合病院,923,公立昭和病院,754,exact
西東京市,南町六丁目,医療法人社団　東光会　西東京中央総合病院,2100,佐々総合病院,1070,exact
西東京市,西原町一丁目,医療法人社団　山本・前田記念会　前田病院,344,佐々総合病院,174,exact
西東京市,西原町二丁目,佐々総合病院,1219,佐々総合病院,1219,exact
西東京市,西原町三丁目,佐々総合病院,2128,佐々総合病院,2128,exact
西東京市,西原町四丁目,佐々総合病院,2962,佐々総合病院,2962,exact
西東京市,西原町五丁目,社会福祉法人　浴光会　国分寺病院,1121,佐々総合病院,754,exact
西東京市,緑町一丁目,佐々総合病院,1718,佐々総合病院,1718,exact
西東京市,緑町二丁目,佐々総合病院,1501,佐々総合病院,1501,exact
西東京市,緑町三丁目,医療法人財団　緑秀会　田無病院,1992,佐々総合病院,373,exact
西東京市,谷戸町一丁目,医療法人財団　緑秀会　田無病院,4558,佐々総合病院,1517,exact
西東京市,谷戸町二丁目,医療法人財団　緑秀会　田無病院,7756,佐々総合病院,2150,exact
西東京市,谷戸町三丁目,佐々総合病院,1487,佐々総合病院,1487,exact
西東京市,北原町一丁目,佐々総合病院,2158,佐々総合病院,2158,exact
西東京市,北原町二丁目,佐々総合病院,1022,佐々総合病院,1022,exact
西東京市,北原町三丁目,医療法人財団　緑秀会　田無病院,635,佐々総合病院,578,exact
西東京市,向台町一丁目,医療法人社団　薫風会　山田病院,1876,佐々総合病院,1294,exact
西東京市,向台町二丁目,医療法人社団　薫風会　山田病院,1833,武蔵野赤十字病院,697,exact
西東京市,向台町三丁目,医療法人　徳洲会　武蔵野徳洲会病院,10373,佐々総合病院,1397,exact
西東京市,向台町四丁目,医療法人　徳洲会　武蔵野徳洲会病院,11717,武蔵野赤十字病院,1025,exact
西東京市,向台町五丁目,医療法人　徳洲会　武蔵野徳洲会病院,1490,佐々総合病院,307,exact
西東京市,向台町六丁目,医療法人　徳洲会　武蔵野徳洲会病院,2146,佐々総合病院,665,exact
西東京市,芝久保町一丁目,医療法人社団　東光会　西東京中央総合病院,3342,佐々総合病院,2509,exact
西東京市,芝久保町二丁目,医療法人社団　東光会　西東京中央総合病院,4642,佐々総合病院,2911,exact
西東京市,芝久保町三丁目,佐々総合病院,4507,佐々総合病院,4507,exact
西東京市,芝久保町四丁目,佐々総合病院,5719,佐々総合病院,5719,exact
西東京市,芝久保町五丁目,佐々総合病院,3144,佐々総合病院,3144,exact
