CITY_NAME,S_NAME,dominant,dominant_top,max_count,match_type2
東久留米市,氷川台二丁目,東久留米市休日診療所,東久留米市休日診療所,1109,exact
東久留米市,大門町一丁目,東久留米市休日診療所,東久留米市休日診療所,574,exact
東久留米市,大門町二丁目,東久留米市休日診療所,東久留米市休日診療所,3845,exact
東久留米市,東本町,東久留米市休日診療所,東久留米市休日診療所,3350,exact
東久留米市,新川町一丁目,東久留米市休日診療所,東久留米市休日診療所,2473,exact
東久留米市,新川町二丁目,東久留米市休日診療所,東久留米市休日診療所,1391,exact
東久留米市,浅間町一丁目,東久留米市休日診療所,東久留米市休日診療所,1596,exact
東久留米市,浅間町二丁目,東久留米市休日診療所,東久留米市休日診療所,2425,exact
東久留米市,浅間町三丁目,東久留米市休日診療所,東久留米市休日診療所,2256,exact
東久留米市,学園町一丁目,東久留米市休日診療所,東久留米市休日診療所,1958,exact
東久留米市,学園町二丁目,医療法人社団　佑友会　ひばりケ丘診療所,その他(上位7以外),1633,exact
東久留米市,ひばりが丘団地,東久留米市休日診療所,東久留米市休日診療所,2633,exact
東久留米市,本町一丁目,東久留米市休日診療所,東久留米市休日診療所,3549,exact
東久留米市,本町二丁目,東久留米市休日診療所,東久留米市休日診療所,1508,exact
東久留米市,本町三丁目,東久留米市休日診療所,東久留米市休日診療所,5688,exact
東久留米市,本町四丁目,東久留米市休日診療所,東久留米市休日診療所,3569,exact
東久留米市,小山一丁目,東久留米市休日診療所,東久留米市休日診療所,1186,exact
東久留米市,小山二丁目,東久留米市休日診療所,東久留米市休日診療所,546,exact
東久留米市,小山三丁目,東久留米市休日診療所,東久留米市休日診療所,2550,exact
東久留米市,小山四丁目,東久留米市休日診療所,東久留米市休日診療所,959,exact
東久留米市,小山五丁目,医療法人社団　良江会　久留米ヶ丘病院,その他(上位7以外),2258,exact
東久留米市,幸町一丁目,東久留米市休日診療所,東久留米市休日診療所,2583,exact
東久留米市,幸町二丁目,医療法人社団　健智会　さいわい町診療所,その他(上位7以外),1242,exact
東久留米市,幸町三丁目,東久留米市休日診療所,東久留米市休日診療所,2340,exact
東久留米市,幸町四丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,547,exact
東久留米市,幸町五丁目,東久留米市休日診療所,東久留米市休日診療所,400,exact
東久留米市,中央町一丁目,東久留米市休日診療所,東久留米市休日診療所,6590,exact
東久留米市,中央町二丁目,東久留米市休日診療所,東久留米市休日診療所,2031,exact
東久留米市,中央町三丁目,東久留米市休日診療所,東久留米市休日診療所,2234,exact
東久留米市,中央町四丁目,東久留米市休日診療所,東久留米市休日診療所,2042,exact
東久留米市,中央町五丁目,医療法人社団　山本・前田記念会　前田病院,その他(上位7以外),1797,exact
東久留米市,中央町六丁目,東久留米市休日診療所,東久留米市休日診療所,1608,exact
東久留米市,南沢一丁目,東久留米市休日診療所,東久留米市休日診療所,4033,exact
東久留米市,南沢二丁目,医療法人社団　佑友会　ひばりケ丘診療所,その他(上位7以外),2450,exact
東久留米市,南沢三丁目,東久留米市休日診療所,東久留米市休日診療所,1686,exact
東久留米市,南沢四丁目,武蔵野赤十字病院,武蔵野赤十字病院,842,exact
東久留米市,南沢五丁目,東久留米市休日診療所,東久留米市休日診療所,1315,exact
東久留米市,前沢一丁目,東久留米市休日診療所,東久留米市休日診療所,1467,exact
東久留米市,前沢二丁目,東久留米市休日診療所,東久留米市休日診療所,1968,exact
東久留米市,前沢三丁目,東久留米市休日診療所,東久留米市休日診療所,1699,exact
東久留米市,前沢四丁目,東久留米市休日診療所,東久留米市休日診療所,1489,exact
東久留米市,前沢五丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),1868,exact
東久留米市,南町一丁目,東久留米市休日診療所,東久留米市休日診療所,1912,exact
東久留米市,南町二丁目,佐々総合病院,佐々総合病院,131,exact
東久留米市,南町三丁目,東久留米市休日診療所,東久留米市休日診療所,900,exact
東久留米市,南町四丁目,東久留米市休日診療所,東久留米市休日診療所,1423,exact
東久留米市,滝山一丁目,東久留米市休日診療所,東久留米市休日診療所,845,exact
東久留米市,滝山二丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),1064,exact
東久留米市,滝山三丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),3087,exact
東久留米市,滝山四丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),1609,exact
東久留米市,滝山五丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),2064,exact
東久留米市,滝山六丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),9689,exact
東久留米市,滝山七丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),2451,exact
東久留米市,下里一丁目,東久留米市休日診療所,東久留米市休日診療所,2058,exact
東久留米市,下里二丁目,東久留米市休日診療所,東久留米市休日診療所,2976,exact
東久留米市,下里三丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),1335,exact
東久留米市,下里四丁目,東久留米市休日診療所,東久留米市休日診療所,3817,exact
東久留米市,下里五丁目,東久留米市休日診療所,東久留米市休日診療所,1484,exact
東久留米市,下里六丁目,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,その他(上位7以外),1103,exact
東久留米市,下里七丁目,東久留米市休日診療所,東久留米市休日診療所,1563,exact
東久留米市,柳窪一丁目,公立昭和病院,公立昭和病院,764,exact
東久留米市,柳窪二丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),1823,exact
東久留米市,柳窪三丁目,みその診療所,その他(上位7以外),234,exact
東久留米市,柳窪四丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),1283,exact
東久留米市,柳窪五丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),371,exact
東久留米市,野火止一丁目,医療法人社団　山本・前田記念会　前田病院,その他(上位7以外),105,exact
東久留米市,野火止二丁目,東久留米市休日診療所,東久留米市休日診療所,1367,exact
東久留米市,野火止三丁目,東久留米市休日診療所,東久留米市休日診療所,1798,exact
東久留米市,八幡町一丁目,東久留米市休日診療所,東久留米市休日診療所,3248,exact
東久留米市,八幡町二丁目,東久留米市休日診療所,東久留米市休日診療所,1990,exact
東久留米市,八幡町三丁目,医療法人社団　山本・前田記念会　前田病院,その他(上位7以外),2058,exact
東久留米市,弥生一丁目,医療法人社団　好仁会　滝山病院,その他(上位7以外),912,exact
東久留米市,弥生二丁目,東久留米市休日診療所,東久留米市休日診療所,323,exact
西東京市,新町一丁目,柳橋診療所 西東京市,その他(上位7以外),2272,exact
西東京市,新町二丁目,武蔵野赤十字病院,武蔵野赤十字病院,562,exact
西東京市,新町三丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),2052,exact
西東京市,新町四丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),909,exact
西東京市,新町五丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),3438,exact
西東京市,新町六丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),2427,exact
西東京市,柳沢一丁目,佐々総合病院,佐々総合病院,673,exact
西東京市,柳沢二丁目,佐々総合病院,佐々総合病院,1327,exact
西東京市,柳沢三丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),1286,exact
西東京市,柳沢四丁目,武蔵野赤十字病院,武蔵野赤十字病院,366,exact
西東京市,柳沢五丁目,佐々総合病院,佐々総合病院,1495,exact
西東京市,柳沢六丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),973,exact
西東京市,東伏見一丁目,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,165,exact
西東京市,東伏見二丁目,佐々総合病院,佐々総合病院,636,exact
西東京市,東伏見三丁目,武蔵野赤十字病院,武蔵野赤十字病院,336,exact
西東京市,東伏見四丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),680,exact
西東京市,東伏見五丁目,医療法人社団　東京白報会　みたか在宅診療所,医療法人社団　東京白報会　みたか在宅診療所,514,exact
西東京市,東伏見六丁目,佐々総合病院,佐々総合病院,307,exact
西東京市,保谷町一丁目,医療法人社団　東京白報会　みたか在宅診療所,医療法人社団　東京白報会　みたか在宅診療所,380,exact
西東京市,保谷町二丁目,佐々総合病院,佐々総合病院,277,exact
西東京市,保谷町三丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),438,exact
西東京市,保谷町四丁目,佐々総合病院,佐々総合病院,937,exact
西東京市,保谷町五丁目,佐々総合病院,佐々総合病院,1769,exact
西東京市,保谷町六丁目,佐々総合病院,佐々総合病院,1651,exact
西東京市,富士町一丁目,佐々総合病院,佐々総合病院,1298,exact
西東京市,富士町二丁目,佐々総合病院,佐々総合病院,1109,exact
西東京市,富士町三丁目,佐々総合病院,佐々総合病院,697,exact
西東京市,富士町四丁目,佐々総合病院,佐々総合病院,737,exact
西東京市,富士町五丁目,佐々総合病院,佐々総合病院,275,exact
西東京市,富士町六丁目,公立昭和病院,公立昭和病院,401,exact
西東京市,中町一丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),480,exact
西東京市,中町二丁目,医療法人社団　東京白報会　みたか在宅診療所,医療法人社団　東京白報会　みたか在宅診療所,499,exact
西東京市,中町三丁目,わこう在宅診療所,その他(上位7以外),1161,exact
西東京市,中町四丁目,医療法人社団　健育会　ねりま健育会病院,その他(上位7以外),302,exact
西東京市,中町五丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),650,exact
西東京市,中町六丁目,医療法人社団　東京白報会　みたか在宅診療所,医療法人社団　東京白報会　みたか在宅診療所,535,exact
西東京市,東町一丁目,国立研究開発法人　国立精神・神経医療研究センター病院,その他(上位7以外),189,exact
西東京市,東町二丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,594,exact
西東京市,東町三丁目,佐々総合病院,佐々総合病院,496,exact
西東京市,東町四丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,1017,exact
西東京市,東町五丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,199,exact
西東京市,東町六丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),526,exact
西東京市,泉町一丁目,佐々総合病院,佐々総合病院,1062,exact
西東京市,泉町二丁目,佐々総合病院,佐々総合病院,1324,exact
西東京市,泉町三丁目,東京都臨時医療施設（国立病院機構東京病院）,その他(上位7以外),578,exact
西東京市,泉町四丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),405,exact
西東京市,泉町五丁目,佐々総合病院,佐々総合病院,770,exact
西東京市,泉町六丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,1203,exact
西東京市,住吉町一丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),1089,exact
西東京市,住吉町二丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),197,exact
西東京市,住吉町三丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),734,exact
西東京市,住吉町四丁目,武蔵野赤十字病院,武蔵野赤十字病院,537,exact
西東京市,住吉町五丁目,佐々総合病院,佐々総合病院,235,exact
西東京市,住吉町六丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),517,exact
西東京市,ひばりが丘一丁目,佐々総合病院,佐々総合病院,595,exact
西東京市,ひばりが丘二丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),1172,exact
西東京市,ひばりが丘三丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),2717,exact
西東京市,ひばりが丘四丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),944,exact
西東京市,ひばりが丘北一丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),355,exact
西東京市,ひばりが丘北二丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,414,exact
西東京市,ひばりが丘北三丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),571,exact
西東京市,ひばりが丘北四丁目,医療法人社団　じうんどう　慈雲堂病院,その他(上位7以外),441,exact
西東京市,栄町一丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),1346,exact
西東京市,栄町二丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),507,exact
西東京市,栄町三丁目,黒目川診療所西東京,その他(上位7以外),512,exact
西東京市,北町一丁目,杏林大学医学部付属病院,その他(上位7以外),347,exact
西東京市,北町二丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),841,exact
西東京市,北町三丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,715,exact
西東京市,北町四丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,321,exact
西東京市,北町五丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),734,exact
西東京市,北町六丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),154,exact
西東京市,下保谷一丁目,医療法人社団　久保田産婦人科病院,その他(上位7以外),355,exact
西東京市,下保谷二丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,844,exact
西東京市,下保谷三丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,633,exact
西東京市,下保谷四丁目,順天堂大学医学部附属練馬病院,順天堂大学医学部附属練馬病院,521,exact
西東京市,下保谷五丁目,医療法人社団　花みずき会　保谷厚生病院,その他(上位7以外),1121,exact
西東京市,田無町一丁目,佐々総合病院,佐々総合病院,984,exact
西東京市,田無町二丁目,佐々総合病院,佐々総合病院,1693,exact
西東京市,田無町三丁目,佐々総合病院,佐々総合病院,2160,exact
西東京市,田無町四丁目,佐々総合病院,佐々総合病院,3870,exact
西東京市,田無町五丁目,佐々総合病院,佐々総合病院,5914,exact
西東京市,田無町六丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),2477,exact
西東京市,田無町七丁目,佐々総合病院,佐々総合病院,6373,exact
西東京市,南町一丁目,佐々総合病院,佐々総合病院,1102,exact
西東京市,南町二丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),1721,exact
西東京市,南町三丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),6086,exact
西東京市,南町四丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),3608,exact
西東京市,南町五丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),923,exact
西東京市,南町六丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),2100,exact
西東京市,西原町一丁目,医療法人社団　山本・前田記念会　前田病院,その他(上位7以外),344,exact
西東京市,西原町二丁目,佐々総合病院,佐々総合病院,1219,exact
西東京市,西原町三丁目,佐々総合病院,佐々総合病院,2128,exact
西東京市,西原町四丁目,佐々総合病院,佐々総合病院,2962,exact
西東京市,西原町五丁目,社会福祉法人　浴光会　国分寺病院,その他(上位7以外),1121,exact
西東京市,緑町一丁目,佐々総合病院,佐々総合病院,1718,exact
西東京市,緑町二丁目,佐々総合病院,佐々総合病院,1501,exact
西東京市,緑町三丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),1992,exact
西東京市,谷戸町一丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),4558,exact
西東京市,谷戸町二丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),7756,exact
西東京市,谷戸町三丁目,佐々総合病院,佐々総合病院,1487,exact
西東京市,北原町一丁目,佐々総合病院,佐々総合病院,2158,exact
西東京市,北原町二丁目,佐々総合病院,佐々総合病院,1022,exact
西東京市,北原町三丁目,医療法人財団　緑秀会　田無病院,その他(上位7以外),635,exact
西東京市,向台町一丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),1876,exact
西東京市,向台町二丁目,医療法人社団　薫風会　山田病院,その他(上位7以外),1833,exact
西東京市,向台町三丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),10373,exact
西東京市,向台町四丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),11717,exact
西東京市,向台町五丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),1490,exact
西東京市,向台町六丁目,医療法人　徳洲会　武蔵野徳洲会病院,その他(上位7以外),2146,exact
西東京市,芝久保町一丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),3342,exact
西東京市,芝久保町二丁目,医療法人社団　東光会　西東京中央総合病院,その他(上位7以外),4642,exact
西東京市,芝久保町三丁目,佐々総合病院,佐々総合病院,4507,exact
西東京市,芝久保町四丁目,佐々総合病院,佐々総合病院,5719,exact
西東京市,芝久保町五丁目,佐々総合病院,佐々総合病院,3144,exact
