town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,さくらコート青葉町診療所,たけうち診療所,みその診療所,みやまえ病院（旧寺田病院）,むさし小金井診療所,やさか記念病院,やまと苑診療所,わこう在宅診療所,一般社団法人　小平市医師会　応急診療所,一般財団法人　天誠会　武蔵境病院,三多摩医療生活協同組合　国分寺診療所,三鷹市医師会　休日・小児平日準夜間診療所,上井草在宅支援診療所,上井草診療所,下井草診療所,久我山おおすぎ診療所,佐々総合病院,佐藤神経内科診療所,保養会　竹丘病院,八幡診療所,公益財団法人　井之頭病院,公益財団法人　榊原記念財団　附属　榊原記念病院,公益財団法人　武蔵野健康づくり事業団　付属診療所,公益財団法人　結核予防会　複十字病院,公立昭和病院,共立診療所,前原診療所,北多摩中央医療生活協同組合　みなみうら生協診療所,北多摩生協診療所,医療法人　啓仁会　森本病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人　泰一会　多摩北整形外科病院,医療法人社団 成宗診療所,医療法人社団　じうんどう　慈雲堂病院,医療法人社団　はなぶさ会　島村記念病院,医療法人社団　ゆうの会　むさしの共立診療所,医療法人社団　久保田産婦人科病院,医療法人社団　佑友会　ひばりケ丘診療所,医療法人社団　健智会　さいわい町診療所,医療法人社団　健育会　ねりま健育会病院,医療法人社団　千秋会　田中脳神経外科病院,医療法人社団　啓医会　国分寺内科中央病院,医療法人社団　大坪会　北多摩病院,医療法人社団　大慈会　慈秀病院,医療法人社団　大日会　小金井太陽病院,医療法人社団　太樹会　鈴の木台診療所,医療法人社団　好仁会　滝山病院,医療法人社団　實理会　東京国際大堀病院,医療法人社団　山本・前田記念会　前田病院,医療法人社団　岸清会　清瀬下宿中央診療所,医療法人社団　市毛整形外科診療所,医療法人社団　幸悠会　逸見病院,医療法人社団　康野診療所,医療法人社団　弘善会　清瀬富士見病院,医療法人社団　恵友会　三恵病院,医療法人社団　慈誠会　慈誠会・練馬高野台病院,医療法人社団　成友会　小森病院,医療法人社団　新新会　多摩あおば病院,医療法人社団　杏順会　越川病院,医療法人社団　東京白報会　みたか在宅診療所,医療法人社団　東仁会　吉祥寺あさひ病院,医療法人社団　東光会　西東京中央総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　桐光会　調布病院,医療法人社団　欣助会　吉祥寺病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　武蔵野会　小平中央リハビリテーション病院,医療法人社団　永寿会　ふれあい診療所,医療法人社団　永寿会　三鷹中央病院,医療法人社団　碧水会　長谷川病院,医療法人社団　福仁会　国分寺南町診療所,医療法人社団　純正会　東大泉病院,医療法人社団　総合会　武蔵野中央病院,医療法人社団　翠会　陽和病院,医療法人社団　良江会　久留米ヶ丘病院,医療法人社団　花みずき会　保谷厚生病院,医療法人社団　薫風会　山田病院,医療法人社団　藤啓会　北町診療所,医療法人社団　親和会　杉並病院,医療法人社団　遼山会　関町病院,医療法人社団　陽和会　にしくぼ診療所,医療法人社団　雄心会　山崎病院,医療法人社団　雅会　山本病院,医療法人社団　飯野病院,医療法人社団　馨風会　徳島診療所,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,医療法人財団　きよせ旭が丘記念病院,医療法人財団　アドベンチスト会　東京衛生アドベンチスト病院,医療法人財団　慈生会　野村病院,医療法人財団　緑秀会　田無病院,医療法人財団　美生会　小金井病院,医療法人財団　荻窪病院,医療法人財団　西武中央病院,医療法人財団　赤光会　斎藤病院,南しばくぼ診療所,吉方病院,吉祥寺こころの診療所,吉祥寺南町診療所,和光リハビリテーション病院,和光内科外科診療所,国立研究開発法人　国立精神・神経医療研究センター病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,城西病院,堀ノ内病院,境南耳鼻咽喉科診療所,大泉生協病院,大泉病院,天沼診療所,学園診療所,富士見台診療所,富士見通り診療所,小野診療所,小金井リハビリテーション病院,山中病院,市毛診療所 東京都練馬区,恩多町診療所,愛の泉診療所,所沢秋津診療所,救世軍　清瀬病院,本町診療所,杉並リハビリテーション病院,杉並区休日等夜間急病診療所,杏林大学医学部付属病院,東久留米なごみ内科診療所,東久留米市休日診療所,東京衛生アドベンチスト病院附属めぐみクリニック,東京都　東村山福祉園診療所,東京都清瀬喜望園診療所,東京都臨時医療施設（国立病院機構東京病院）,東村山市休日準夜応急診療所,東村山診療所,柳橋診療所 西東京市,栄光会第一診療所,桃井診療所,武蔵境病院付属あんずクリニック,武蔵野みどり診療所,武蔵野会　新座病院,武蔵野赤十字病院,武蔵野陽和会病院,河北前田病院,河北総合病院 分院,清瀬療護園診療所,清瀬診療所,片山診療所,牟礼高山診療所,石神井診療所,社会医療法人社団　愛有会　久米川病院,社会福祉法人　上宮会　清瀬リハビリテーション病院,社会福祉法人　信愛報恩会　信愛病院,社会福祉法人　多摩済生医療団　多摩済生病院,社会福祉法人　慈生会　ベトレヘムの園病院,社会福祉法人　村山苑　ハトホーム診療所,社会福祉法人　東京弘済園　弘済園診療所,社会福祉法人　浴光会　国分寺病院,社会福祉法人　白十字会　東京白十字病院,社会福祉法人　聖ヨハネ会　桜町病院,緑成会病院,緑風荘病院,練馬区石神井休日急患診療所,美穂診療所,薬師堂診療所・乳腺外科,藤村病院,西東京市休日診療所,西荻窪診療所,調布市休日夜間急患診療所,調布診療所,阿佐ヶ谷すずき診療所,静風荘病院,順天堂大学医学部附属練馬病院,髙田整形外科病院,黒目川診療所,黒目川診療所西東京
練馬区石神井町八丁目,練馬区石神井町八丁目,練馬区,石神井町八丁目,139.59946042681506,35.74752898907992,5.820196796387965,11688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,51,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,580,0,0,247,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,343,0,0,0,0,0,94,0,45,0,0,0,147,0,0,0,0,52,0,0,0,0,0,0,51,0,273,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,42,59,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,4381,0,147,0,0,0,0,0,0,0,2868,0,0,0
練馬区石神井台一丁目,練馬区石神井台一丁目,練馬区,石神井台一丁目,139.59625205118715,35.737447787515464,5.255520665902,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,51,0,0,0,42,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,143,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,122,0,0,0,42,0,0,0,0,0,0,0,0,0,0,53,0,0,186,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,45,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,404,0,0,0
練馬区石神井台二丁目,練馬区石神井台二丁目,練馬区,石神井台二丁目,139.59162078862454,35.736499061484,4.826074632421444,13770,0,0,0,0,0,0,0,0,0,0,0,0,59,0,67,0,54,0,0,0,0,0,55,0,76,0,0,0,0,60,54,384,0,0,79,0,399,0,0,293,424,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,122,0,0,0,89,0,0,0,0,0,0,0,0,0,87,0,73,0,0,0,0,0,477,0,0,0,0,0,150,0,357,0,0,0,494,0,0,0,0,115,0,0,0,0,0,127,0,0,731,0,65,0,0,0,0,0,133,303,0,0,0,0,0,0,0,405,0,0,403,0,0,183,0,0,0,0,58,0,0,59,115,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135,0,0,0,0,0,0,0,0,144,2786,0,0,0
練馬区石神井台三丁目,練馬区石神井台三丁目,練馬区,石神井台三丁目,139.59149884069814,35.742120759382175,4.950835572422953,19181,0,0,0,0,0,0,0,0,0,0,0,0,55,0,59,0,261,0,0,0,0,0,0,0,197,0,0,0,0,0,129,0,0,0,59,0,1312,0,0,0,122,0,0,0,0,0,268,0,65,0,0,0,0,0,0,118,0,133,0,93,0,64,0,0,0,0,0,0,72,0,0,385,0,0,0,122,63,0,0,80,0,0,0,0,0,191,0,0,0,68,0,0,0,0,0,0,195,0,0,0,65,339,0,72,0,1691,184,0,0,0,0,0,141,84,126,0,0,0,0,0,0,0,111,0,0,65,0,0,64,0,0,0,0,0,0,0,0,0,121,0,0,0,0,312,0,0,275,0,0,0,0,0,0,0,0,0,0,0,8557,0,0,0,0,0,0,0,0,0,2863,0,0,0
練馬区石神井台四丁目,練馬区石神井台四丁目,練馬区,石神井台四丁目,139.58601068651114,35.73251459427997,4.272358801837847,13734,0,0,0,0,0,0,0,0,0,0,0,0,160,0,370,0,793,0,0,0,625,0,0,764,0,0,0,0,0,223,0,0,0,0,614,0,58,0,0,0,819,0,80,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,233,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,405,0,0,0,0,0,530,0,50,0,0,0,619,0,0,0,0,190,0,0,0,0,0,320,0,0,389,432,0,0,0,0,0,0,143,317,0,0,0,0,0,0,70,241,0,0,52,0,0,0,0,0,0,0,0,0,0,52,444,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2014,55,0,0,0,0,0,0,0,0,2233,0,0,0
練馬区石神井台五丁目,練馬区石神井台五丁目,練馬区,石神井台五丁目,139.5861059048076,35.736363306751606,4.332419199579769,9264,0,60,0,0,0,63,0,0,0,0,0,0,68,0,0,0,131,0,0,0,0,0,0,0,132,72,0,0,0,0,0,0,0,0,65,0,463,0,0,0,783,0,111,66,0,0,0,0,134,0,66,0,0,0,0,0,0,0,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,75,0,68,0,0,0,491,0,0,0,0,399,0,0,0,0,0,0,193,0,1022,0,0,0,0,0,0,0,115,128,0,0,0,0,0,71,0,216,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647,0,0,0,0,0,0,0,0,0,1097,0,0,0
練馬区石神井台六丁目,練馬区石神井台六丁目,練馬区,石神井台六丁目,139.58419903102535,35.73955865507119,4.239830245139558,7541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,46,263,0,0,48,0,0,0,0,0,0,728,0,540,0,0,0,89,0,49,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,108,0,0,103,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,153,0,0,0,0,0,159,0,0,0,0,0,260,0,0,0,0,143,0,0,0,0,0,184,46,0,2397,0,0,0,0,0,0,145,0,193,0,0,0,0,0,0,0,45,0,0,0,0,0,49,0,0,0,0,0,0,0,0,48,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,523,0,0,0
練馬区石神井台七丁目,練馬区石神井台七丁目,練馬区,石神井台七丁目,139.57943318904992,35.73141409550136,3.6723094893419432,9513,0,142,0,0,0,0,0,0,0,0,0,0,0,0,71,0,67,155,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,479,0,234,0,0,219,888,0,0,0,0,0,0,0,190,0,81,0,0,0,0,187,0,0,72,197,69,63,0,0,0,0,0,0,0,0,0,70,0,111,144,0,0,0,0,795,193,0,0,0,0,388,0,0,0,67,0,97,0,0,0,0,424,0,0,0,0,69,327,107,0,275,0,0,0,79,0,0,0,0,111,0,0,0,719,0,0,0,0,0,89,149,0,0,0,75,0,0,0,0,0,0,0,85,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,75,0,0,0,0,0,0,0,802,0,0,0
練馬区石神井台八丁目,練馬区石神井台八丁目,練馬区,石神井台八丁目,139.5798404352745,35.73557357095628,3.760209189947675,7444,0,0,0,0,0,0,0,0,0,0,0,0,93,0,46,0,141,50,0,0,0,0,43,0,48,0,0,0,0,48,0,0,0,109,144,0,50,47,0,295,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,93,0,0,219,0,0,0,0,0,0,0,0,0,146,0,0,0,40,0,50,0,319,50,0,0,0,0,160,0,0,0,0,0,81,0,0,0,0,256,0,0,0,0,0,51,0,0,914,0,0,0,0,0,0,49,0,138,0,0,0,58,0,0,0,91,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,120,0,1108,0,0,0
練馬区上石神井一丁目,練馬区上石神井一丁目,練馬区,上石神井一丁目,139.59047521036612,35.724707337177975,4.6985069120529515,14707,0,0,0,0,0,0,0,0,0,0,0,0,247,47,494,0,146,0,0,0,90,0,0,0,124,0,0,0,0,50,41,0,0,0,387,0,43,0,0,0,700,0,0,0,0,0,49,0,0,0,1302,0,0,0,0,0,0,421,1766,90,107,100,0,0,0,61,0,0,0,0,0,0,0,90,0,203,44,91,140,365,0,0,0,0,0,425,0,89,0,52,0,782,0,0,0,0,283,0,0,0,0,57,563,0,0,88,0,0,44,0,0,0,82,0,2283,0,0,0,0,0,0,0,273,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,49,0,0,0,0,0,0,1195,0,0,0
練馬区上石神井二丁目,練馬区上石神井二丁目,練馬区,上石神井二丁目,139.59550305498487,35.72780973962436,5.123058099641493,11117,0,0,0,0,0,0,0,0,0,0,0,0,206,156,180,0,134,52,0,0,0,38,0,0,156,0,0,0,0,76,151,0,0,0,74,0,167,0,0,0,686,0,0,0,0,0,0,0,0,0,4476,0,0,0,0,0,0,0,493,141,0,200,0,0,0,0,0,0,0,0,0,0,0,222,0,38,0,40,0,339,0,0,0,0,0,208,0,0,0,0,0,340,0,0,0,0,75,0,0,0,0,0,284,0,0,105,59,60,0,0,0,0,0,115,476,0,0,0,0,0,0,0,39,0,83,0,0,0,0,45,0,0,0,0,0,0,0,36,64,0,186,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,578,0,0,66,0,0,0,0,0,0,191,0,42,0
練馬区上石神井三丁目,練馬区上石神井三丁目,練馬区,上石神井三丁目,139.59549099274446,35.73179371924806,5.12214754500546,10366,0,0,0,0,0,0,0,0,0,0,0,0,34,0,184,0,0,204,0,0,0,0,0,0,120,0,0,0,0,0,296,0,0,0,77,0,169,0,0,0,499,0,0,0,0,0,0,0,0,0,3506,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,97,0,0,98,0,0,0,0,0,185,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,69,0,0,34,30,0,0,0,37,0,83,39,64,0,0,0,0,0,134,0,0,0,0,91,0,0,37,0,0,0,0,0,0,0,0,168,0,0,136,0,0,0,0,0,0,0,0,144,0,0,0,0,43,0,0,0,1265,0,67,0,0,0,0,0,0,0,1915,0,0,34
練馬区上石神井四丁目,練馬区上石神井四丁目,練馬区,上石神井四丁目,139.58716757736218,35.72882156604369,4.367245603581418,12530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,130,0,811,0,0,0,0,0,190,0,0,0,0,0,137,0,0,251,565,0,247,0,0,0,374,0,0,0,0,0,59,0,60,0,253,0,0,0,0,0,0,0,1111,0,191,161,0,0,0,0,0,0,0,68,0,0,0,0,0,60,0,0,746,392,0,0,0,0,0,439,0,0,65,0,0,375,0,0,0,0,65,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,175,253,642,0,0,0,0,0,0,531,66,0,0,70,0,0,0,60,0,0,0,0,0,0,0,288,458,90,268,0,0,0,0,0,0,0,682,0,0,0,0,693,0,0,0,0,840,0,0,0,0,0,0,0,0,0,319,0,0,0
練馬区上石神井南町,練馬区上石神井南町,練馬区,上石神井南町,139.5957606495789,35.723432719625926,5.189874978883082,7151,0,50,0,0,0,0,0,0,60,0,0,0,1571,45,0,0,103,0,0,0,0,0,0,0,52,0,0,0,0,52,53,44,0,0,142,0,42,0,0,0,485,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,1064,0,95,48,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,45,0,0,0,779,0,0,0,0,234,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,44,130,0,0,0,0,0,0,0,95,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,482,0,0,0,0,0,0,0,50,0,180,0,0,0
練馬区下石神井一丁目,練馬区下石神井一丁目,練馬区,下石神井一丁目,139.61136912362562,35.73093238901298,6.551749189006566,3761,0,0,0,0,0,0,0,0,0,0,0,0,148,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,113,0,0,81,0,149,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,0,231,166,0,0,0,0,0,0,670,0,0,0
練馬区下石神井二丁目,練馬区下石神井二丁目,練馬区,下石神井二丁目,139.60700160756144,35.73049106510563,6.156778134450465,6253,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,51,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,50,0,53,0,0,0,478,0,0,0,0,0,0,0,47,69,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,65,0,52,0,0,205,0,162,0,0,0,0,0,51,0,326,0,99,54,0,0,0,0,0,0,0,0,0,0,52,0,0,0,322,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1173,0,290,191,0,0,0,0,0,0,1140,0,0,0
練馬区下石神井三丁目,練馬区下石神井三丁目,練馬区,下石神井三丁目,139.60788562270514,35.73580865112537,6.2718912284114525,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,184,0,0,0,0,0,0,53,0,0,0,0,0,0,43,0,0,0,0,0,0,47,133,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,47,0,0,0,0,0,0,0,975,0,0,0
練馬区下石神井四丁目,練馬区下石神井四丁目,練馬区,下石神井四丁目,139.6024771316191,35.72746023813057,5.753696224623154,7695,0,0,0,0,0,0,0,0,0,0,0,0,707,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,68,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,429,0,0,74,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,79,0,0,0,0,0,0,0,258,0,0,0,682,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,70,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,136,1411,0,0,0
練馬区下石神井五丁目,練馬区下石神井五丁目,練馬区,下石神井五丁目,139.60200672003364,35.731109778532,5.70731227440128,5413,0,0,0,0,0,0,0,0,0,0,0,0,332,524,154,0,0,0,0,0,0,0,0,0,100,0,0,0,48,0,0,0,0,131,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,129,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,272,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,67,0,110,0,0,110,0,56,0,0,0,0,0,58,0,303,0,0,453,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,98,0,0,0,0,0,0,0,0,906,0,298,0,0,0,0,0,0,0,241,0,0,0
練馬区下石神井六丁目,練馬区下石神井六丁目,練馬区,下石神井六丁目,139.60342512163447,35.73430720216469,5.855059619110674,7454,0,0,0,0,0,0,0,0,0,0,0,0,179,0,117,0,47,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,55,62,0,59,0,0,0,55,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,60,0,0,0,0,61,110,0,0,0,0,0,0,0,0,0,0,222,0,0,133,610,0,0,0,0,0,0,57,0,0,0,0,54,0,0,0,191,0,105,348,0,0,350,0,0,0,0,0,0,0,62,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,110,308,0,0,0,0,0,97,1847,0,0,0
練馬区立野町,練馬区立野町,練馬区,立野町,139.58097958906512,35.71672277790148,4.074715907884168,13864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,205,0,0,0,62,777,0,72,0,0,0,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,126,58,64,0,0,0,0,0,0,0,0,0,0,0,0,0,163,534,178,1004,0,0,0,0,0,1516,0,0,0,0,0,443,0,0,0,394,1785,0,0,0,0,147,207,0,0,64,0,0,0,0,0,63,53,125,183,0,0,0,0,0,0,0,1045,0,0,0,0,0,58,0,0,0,0,0,0,0,0,295,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0
練馬区関町東一丁目,練馬区関町東一丁目,練馬区,関町東一丁目,139.5834102187871,35.72510803741245,4.060131488827339,13231,0,0,0,49,0,0,0,0,0,0,0,0,54,185,0,0,323,0,0,0,0,0,87,0,624,0,0,52,0,0,170,0,0,103,1598,0,187,0,0,0,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,112,390,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,95,585,84,0,0,0,0,717,0,57,0,0,0,154,0,0,0,0,661,0,0,0,83,0,194,0,0,297,0,146,0,57,0,84,58,131,570,0,0,0,0,0,160,0,100,0,51,0,0,0,0,64,0,0,0,0,71,0,0,302,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,983,0,0,0
練馬区関町東二丁目,練馬区関町東二丁目,練馬区,関町東二丁目,139.58082176755565,35.72832006431844,3.7965947989331434,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,146,0,0,0,0,0,0,0,102,0,0,0,0,91,0,0,0,0,117,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,177,0,0,0,0,0,125,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,208,0,0,0,0,0,0,0,0,0,207,0,0,0
練馬区関町北一丁目,練馬区関町北一丁目,練馬区,関町北一丁目,139.57902585803618,35.72512465324733,3.6676874851317853,10193,53,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,57,1666,0,54,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,502,71,118,112,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,120,0,2401,55,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,295,0,0,0,0,74,74,0,0,57,0,0,0,0,0,63,0,0,368,0,0,0,62,0,0,0,59,0,0,134,0,0,0,0,0,0,0,0,0,0,65,0,178,57,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,316,0,0,0,0,0,0,0,0,0,665,0,0,0
練馬区関町北二丁目,練馬区関町北二丁目,練馬区,関町北二丁目,139.5751269250229,35.72542907056367,3.3145096062465793,17623,63,64,0,51,0,0,0,0,103,0,0,0,0,0,104,0,1136,0,0,0,0,0,0,0,409,0,0,0,82,149,0,0,0,268,4213,0,56,0,0,0,942,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,720,101,0,61,0,0,0,0,0,0,0,0,0,49,0,0,0,101,343,0,0,2154,280,0,0,0,0,590,0,55,0,0,0,814,0,0,0,127,529,0,0,0,0,0,70,0,0,0,53,56,0,0,0,0,53,0,227,0,0,0,0,0,0,0,857,0,0,279,0,0,0,0,0,0,0,0,197,0,0,155,797,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,56,568,0,0,0,0,0,0,0,0,0,595,0,0,0
練馬区関町北三丁目,練馬区関町北三丁目,練馬区,関町北三丁目,139.5693790351186,35.7255578518914,2.7997736169752696,18166,68,83,0,96,0,0,0,0,0,70,0,0,313,0,171,0,0,0,0,0,0,0,0,0,92,0,0,100,0,0,580,0,0,1103,4529,0,38,43,0,0,1032,0,0,0,0,0,109,0,43,0,0,0,0,0,0,199,0,0,750,439,40,143,0,0,0,0,43,0,139,0,0,63,0,0,0,0,0,136,42,933,386,0,0,0,0,356,0,0,0,0,0,495,0,0,0,0,492,0,0,0,0,0,299,0,0,163,83,0,0,311,0,43,172,72,324,0,0,0,0,0,0,0,134,0,179,98,0,0,0,124,0,0,0,0,43,0,0,385,648,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,171,0,0,0,299,110,0,428,0,608,0
練馬区関町北四丁目,練馬区関町北四丁目,練馬区,関町北四丁目,139.57281457242334,35.72962696429795,3.070402191022234,11084,0,127,0,0,0,0,0,0,0,0,0,0,0,0,320,0,671,0,0,0,359,0,206,0,63,0,0,0,0,52,115,0,0,0,784,0,111,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,532,0,288,0,0,0,0,0,0,54,0,0,0,0,0,0,0,210,0,51,1365,115,0,0,0,0,571,0,152,0,0,0,451,0,0,0,0,329,0,0,119,0,0,486,0,0,133,0,0,0,0,0,54,110,59,77,0,0,0,0,0,0,0,55,0,0,145,0,0,0,0,0,0,0,0,0,0,0,256,449,201,67,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,469,0,0,53,0,0,0,0,0,0,199,0,0,0
