town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,医療法人徳洲会 大垣徳洲会病院,岐阜清流病院,ふじい内科クリニック,大垣中央病院,医療法人静風会 大垣病院,網代診療所,大垣市民病院,ほづみ耳鼻咽喉科クリニック,医療法人社団誠広会 平野総合病院,大垣バイパス医院,医療法人社団幸紀会 安江病院,野口整形外科内科医院,のだ医院,医療法人社団橘会 新生病院,赤坂あきたクリニック,国枝医院 瑞穂市,さくらクリニック,かんべ内科クリニック,まくわクリニック,いろは在宅ケアクリニック,はやかわクリニック,大垣セントラルクリニック,しまメンタルクリニック,シブヤ皮フ科・内科クリニック,三城クリニック,井口クリニック,しずさと診療所,沼口医院,田辺内科医院,まつながファミリークリニック,医療法人守田クリニック,名和病院,岐北クリニック,梅田クリニック,なかしま医院,小林医院,和田医院,福田内科医院,えさきクリニック,のぎの森クリニック,堀部クリニック,社会福祉法人和光会 和光会在宅クリニック大垣,朝日大学医科歯科医療センター,大橋医院,医療法人和光会 山田病院,大井内科クリニック,サンシャインM&Dクリニック,森外科医院,北方ひまわりクリニック,いかわクリニック,しま医院,東堀クリニック,おおくま内科クリニック,むらせファミリークリニック,またまるこどもアレルギークリニック,野原クリニック,国枝医院 本巣市,こじま内科クリニック,かわごえクリニック,揖斐川町春日診療所
大野町大字瀬古,大野町,大字瀬古,21403017000,3.6954846350402937,136.61225994464627,35.47128904124803,0.0,0.0,158.0,0.0,0.0,76.0,129.0,93.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,306.0,0.0,0.0,0.0
池田町般若畑,池田町,般若畑,21404014000,3.7550749435968305,136.54562423076874,35.458256967541345,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
池田町本郷,池田町,本郷,21404037000,3.8431496914780086,136.56822129912604,35.44863531913936,192.0,0.0,7635.0,0.0,169.0,138.0,61.0,0.0,0.0,50.0,0.0,0.0,605.0,1401.0,0.0,0.0,0.0,167.0,0.0,69.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,56.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,66.0,78.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,77.0
揖斐川町白樫,揖斐川町,白樫,21401022000,3.9699717018001768,136.53020379069892,35.481357549438464,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
大野町大字中之元,大野町,大字中之元,21403018000,4.057922727141914,136.6133972976737,35.46547147478125,311.0,35.0,77.0,0.0,0.0,304.0,75.0,75.0,0.0,0.0,72.0,143.0,43.0,0.0,36.0,0.0,0.0,0.0,167.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,36.0,0.0,0.0,75.0
池田町白鳥,池田町,白鳥,21404043000,4.176433335166055,136.59389540293037,35.44898671093533,64.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,208.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
大野町大字公郷,大野町,大字公郷,21403019000,4.30823770403494,136.6055677143576,35.453882376590556,220.0,346.0,404.0,0.0,466.0,136.0,0.0,164.0,0.0,0.0,0.0,112.0,128.0,139.0,0.0,0.0,0.0,0.0,91.0,50.0,56.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,81.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,67.0
揖斐川町北方,揖斐川町,北方,21401001000,4.315913750746614,136.54501906896812,35.51368814010517,109.0,0.0,0.0,79.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,2142.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,93.0,0.0,0.0,0.0
揖斐川町谷汲大洞,揖斐川町,谷汲大洞,21401030000,4.458629834560201,136.61495342484156,35.505157232116126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
池田町下東野,池田町,下東野,21404042000,4.484746858795868,136.58368651254705,35.443320032339116,48.0,247.0,916.0,0.0,384.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,44.0,0.0,0.0,0.0,0.0
大野町大字野,大野町,大字野,21403006000,4.505702049529201,136.62322150054823,35.48889056369655,94.0,236.0,132.0,0.0,0.0,105.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,44.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
池田町願成寺,池田町,願成寺,21404011000,4.520751263584995,136.54849364390265,35.44793113311561,88.0,0.0,1098.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
池田町草深,池田町,草深,21404031000,4.537239346276281,136.56047452500587,35.44358755832042,159.0,0.0,499.0,0.0,0.0,249.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
池田町六之井,池田町,六之井,21404048000,4.647196841302388,136.5736225077565,35.441082568668975,630.0,52.0,2640.0,45.0,247.0,177.0,133.0,0.0,0.0,0.0,0.0,412.0,230.0,1732.0,71.0,0.0,0.0,47.0,0.0,222.0,0.0,0.0,0.0,55.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,280.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.0,0.0,0.0,0.0,118.0,0.0,0.0
大野町大字西方,大野町,大字西方,21403007000,4.725140717603012,136.6255947902196,35.4764607912396,489.0,0.0,0.0,0.0,0.0,154.0,0.0,52.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,58.0,158.0,0.0,53.0,0.0,0.0
揖斐川町谷汲有鳥,揖斐川町,谷汲有鳥,21401036000,4.736987684030186,136.563223677314,35.524560631985906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大野町大字大野,大野町,大字大野,21403009000,4.772749499077174,136.62461496007512,35.470875049525404,253.0,505.0,0.0,0.0,200.0,241.0,96.0,336.0,55.0,0.0,371.0,318.0,0.0,47.0,0.0,41.0,43.0,0.0,174.0,47.0,0.0,0.0,0.0,43.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,87.0,547.0,416.0,0.0,0.0,44.0,0.0,0.0,89.0,0.0,0.0,0.0,44.0,0.0,50.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,96.0
大野町大字領家,大野町,大字領家,21403020000,4.833892903743054,136.61573356790953,35.45576206393486,23.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
池田町青柳,池田町,青柳,21404035000,4.8378542023021645,136.56920581640833,35.43954302088259,147.0,0.0,901.0,76.0,289.0,65.0,57.0,0.0,0.0,0.0,0.0,0.0,141.0,258.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,274.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,49.0
揖斐川町上野,揖斐川町,上野,21401021000,4.897183771922634,136.5240967217223,35.499848946299814,137.0,0.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,95.0,0.0
揖斐川町谷汲名礼,揖斐川町,谷汲名礼,21401031000,4.919763425987556,136.58930779856232,35.52532997132846,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
