TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,いび漢方クリニック,おおのクリニック,たしろクリニック,のだ医院,ふじい内科クリニック,まつながファミリークリニック,むらせファミリークリニック,ゆり形成内科整形おおの,クリニック ラポール,クリニックIB(アイビー),下野内科,今村医院,医療法人社団橘会 新生病院,国枝医院,大久保医院,小林医院,小森内科クリニック,岐阜県厚生農業協同組合連合会 岐阜・西濃医療センター 揖斐厚生病院,揖斐川町久瀬診療所,揖斐川町春日診療所,田中医院,神田外科医院,谷汲中央診療所,野原クリニック,高田医院,黒川胃腸科外科クリニック,LON,LAT,dist_km,total_patients,town,town_norm,match_type
21361009000,垂井町,梅谷,垂井町,梅谷,垂井町梅谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.53365769532803,35.40730180620489,7.913966704452309,0.0,垂井町梅谷,垂井町梅谷,code_in_car30
21401002000,揖斐川町,極楽寺,揖斐川町,極楽寺,揖斐川町極楽寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,385.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5700729394865,35.492108816945375,7.9176572246291865,458.0,揖斐川町極楽寺,揖斐川町極楽寺,code_in_car30
21404035000,池田町,青柳,池田町,青柳,池田町青柳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,75.0,0.0,141.0,901.0,0.0,111.0,0.0,0.0,0.0,0.0,138.0,258.0,0.0,0.0,361.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,136.56920581640833,35.43954302088259,8.015988829375326,2034.0,池田町青柳,池田町青柳,code_in_car30
21404047000,池田町,萩原,池田町,萩原,池田町萩原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,948.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,1405.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,136.5744499970509,35.45275685102199,8.022867235663751,2752.0,池田町萩原,池田町萩原,code_in_car30
21401006000,揖斐川町,三輪,揖斐川町,三輪,揖斐川町三輪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0,0.0,178.0,3458.0,309.0,0.0,175.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,83.0,0.0,0.0,175.0,841.0,0.0,0.0,136.57378780112538,35.4863832427931,8.04944249308239,6760.0,揖斐川町三輪,揖斐川町三輪,code_in_car30
21404038000,池田町,田畑,池田町,田畑,池田町田畑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,197.0,1652.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,136.5656952081321,35.43188863975447,8.109661878972826,3019.0,池田町田畑,池田町田畑,code_in_car30
21401018000,揖斐川町,脛永,揖斐川町,脛永,揖斐川町脛永,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1103.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,136.57775626108108,35.468844493860146,8.143519159953867,3217.0,揖斐川町脛永,揖斐川町脛永,code_in_car30
21404048000,池田町,六之井,池田町,六之井,池田町六之井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,230.0,2640.0,0.0,1903.0,0.0,0.0,0.0,0.0,438.0,1912.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,212.0,136.5736225077565,35.441082568668975,8.322344143802768,7673.0,池田町六之井,池田町六之井,code_in_car30
21401011000,揖斐川町,上ミ野,揖斐川町,上ミ野,揖斐川町上ミ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.57968028222518,35.478957218626434,8.406972968615419,98.0,揖斐川町上ミ野,揖斐川町上ミ野,code_in_car30
21401004000,揖斐川町,若松,揖斐川町,若松,揖斐川町若松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,714.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,0.0,0.0,136.5645787084904,35.51083815162319,8.430133619340127,1012.0,揖斐川町若松,揖斐川町若松,code_in_car30
21401003000,揖斐川町,上南方,揖斐川町,上南方,揖斐川町上南方,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2755.0,133.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,531.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,136.57174408297914,35.50218321340659,8.499686325722433,3779.0,揖斐川町上南方,揖斐川町上南方,code_in_car30
21401007000,揖斐川町,大光寺,揖斐川町,大光寺,揖斐川町大光寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,136.57860231517122,35.49314200138638,8.68435132375482,380.0,揖斐川町大光寺,揖斐川町大光寺,code_in_car30
21404036000,池田町,池野,池田町,池野,池田町池野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1379.0,0.0,1212.0,0.0,0.0,0.0,0.0,824.0,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,136.57621495946506,35.43749156768068,8.689597548127644,7039.0,池田町池野,池田町池野,code_in_car30
21401045000,揖斐川町,乙原,揖斐川町,乙原,揖斐川町乙原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.53067148933948,35.53948280078252,8.853820333001774,108.0,揖斐川町乙原,揖斐川町乙原,code_in_car30
21404041000,池田町,上田,池田町,上田,池田町上田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95.0,0.0,129.0,876.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.58363940844595,35.45182776785869,8.8586569218281,1716.0,池田町上田,池田町上田,code_in_car30
21401049000,揖斐川町,日坂,揖斐川町,日坂,揖斐川町日坂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.44796765860556,35.542904124040234,9.087719821435321,0.0,揖斐川町日坂,揖斐川町日坂,code_in_car30
21404042000,池田町,下東野,池田町,下東野,池田町下東野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,319.0,0.0,916.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,105.0,48.0,0.0,0.0,0.0,0.0,0.0,43.0,44.0,0.0,52.0,136.58368651254705,35.443320032339116,9.10131087753313,2287.0,池田町下東野,池田町下東野,code_in_car30
21401050000,揖斐川町,西津汲,揖斐川町,西津汲,揖斐川町西津汲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.4865803974761,35.55069664540808,9.20743011587481,109.0,揖斐川町西津汲,揖斐川町西津汲,code_in_car30
21401014000,揖斐川町,長良,揖斐川町,長良,揖斐川町長良,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,136.58935747758707,35.47501054635828,9.227058482703622,424.0,揖斐川町長良,揖斐川町長良,code_in_car30
21401010000,揖斐川町,志津山,揖斐川町,志津山,揖斐川町志津山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,87.0,0.0,0.0,136.5882475602366,35.48349324714163,9.255996566157622,753.0,揖斐川町志津山,揖斐川町志津山,code_in_car30
21401017000,揖斐川町,島,揖斐川町,島,揖斐川町島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,136.59022739580791,35.46729454041339,9.272574465964304,609.0,揖斐川町島,揖斐川町島,code_in_car30
21401036000,揖斐川町,谷汲有鳥,揖斐川町,谷汲有鳥,揖斐川町谷汲有鳥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.563223677314,35.524560631985906,9.288103393471427,0.0,揖斐川町谷汲有鳥,揖斐川町谷汲有鳥,code_in_car30
21401008000,揖斐川町,小谷,揖斐川町,小谷,揖斐川町小谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.58494580271775,35.49548033640397,9.312023636684545,0.0,揖斐川町小谷,揖斐川町小谷,code_in_car30
21404044000,池田町,杉野,池田町,杉野,池田町杉野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,271.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5901506194724,35.458702677501016,9.322125151846015,462.0,池田町杉野,池田町杉野,code_in_car30
21404046000,池田町,砂畑,池田町,砂畑,池田町砂畑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.58902653408236,35.452328330969536,9.326540992235028,0.0,池田町砂畑,池田町砂畑,code_in_car30
21404051000,池田町,八幡,池田町,八幡,池田町八幡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,108.0,1682.0,0.0,441.0,0.0,0.0,51.0,41.0,0.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,107.0,838.0,136.57792739817646,35.42630407913814,9.380053415105705,5243.0,池田町八幡,池田町八幡,code_in_car30
21401009000,揖斐川町,小野,揖斐川町,小野,揖斐川町小野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.589631225431,35.49022942771242,9.545636807459127,0.0,揖斐川町小野,揖斐川町小野,code_in_car30
21202194000,大垣市,青墓町,大垣市,青墓町,大垣市青墓町,岐阜県,大垣市,青墓町,,大垣市青墓町,21202.0,194000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55799143687423,35.403226363044205,9.597210175004744,0.0,大垣市青墓町,大垣市青墓町,code_in_car30
21361015000,垂井町,平尾,垂井町,平尾,垂井町平尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.54174618861177,35.391423691414374,9.806433281454941,40.0,垂井町平尾,垂井町平尾,code_in_car30
21404043000,池田町,白鳥,池田町,白鳥,池田町白鳥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,208.0,804.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.59389540293037,35.44898671093533,9.833105130595712,1253.0,池田町白鳥,池田町白鳥,code_in_car30
21381022003,神戸町,大字北一色,神戸町,大字北一色,神戸町大字北一色,岐阜県,神戸町,大字北一色,,神戸町大字北一色,21381.0,22003.0,4.0,37.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5895942217712,35.43669403773294,9.8482428786729,0.0,神戸町大字北一色,神戸町北一色,code_in_car30
21401016000,揖斐川町,福島,揖斐川町,福島,揖斐川町福島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5971296602027,35.463323080909,9.910727675298778,227.0,揖斐川町福島,揖斐川町福島,code_in_car30
21381022004,神戸町,大字北一色第一中島,神戸町,大字北一色第一中島,神戸町大字北一色第一中島,岐阜県,神戸町,大字北一色,第一中島,神戸町大字北一色第一中島,21381.0,22004.0,4.0,174.0,0.0,4.0,9.0,7.0,8.0,5.0,2.0,6.0,11.0,20.0,4.0,3.0,12.0,25.0,19.0,22.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,136.5895436756455,35.434937699753924,9.914574321350305,85.0,神戸町大字北一色第一中島,神戸町北一色第一中島,code_in_car30
21381019001,神戸町,大字横井中島,神戸町,大字横井中島,神戸町大字横井中島,岐阜県,神戸町,大字横井,中島,神戸町大字横井中島,21381.0,19001.0,4.0,152.0,1.0,0.0,4.0,8.0,7.0,1.0,2.0,4.0,7.0,13.0,13.0,12.0,2.0,7.0,31.0,23.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,136.5910604672464,35.43815446379089,9.917235151625649,104.0,神戸町大字横井中島,神戸町横井中島,code_in_car30
21401046000,揖斐川町,東津汲,揖斐川町,東津汲,揖斐川町東津汲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5157453232344,35.55606268104024,10.123522315873945,0.0,揖斐川町東津汲,揖斐川町東津汲,code_in_car30
21401015000,揖斐川町,清水,揖斐川町,清水,揖斐川町清水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,475.0,175.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,70.0,0.0,0.0,195.0,1418.0,0.0,0.0,136.5999989489561,35.46926405866448,10.158273966079461,2490.0,揖斐川町清水,揖斐川町清水,code_in_car30
21202194005,大垣市,青墓町五丁目,大垣市,青墓町五丁目,大垣市青墓町五丁目,岐阜県,大垣市,青墓町,五丁目,大垣市青墓町五丁目,21202.0,194005.0,4.0,90.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,7.0,4.0,9.0,12.0,10.0,3.0,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55796699173467,35.39645685963132,10.172242241907359,0.0,大垣市青墓町五丁目,大垣市青墓町五丁目,code_in_car30
21381022002,神戸町,大字北一色,神戸町,大字北一色,神戸町大字北一色,岐阜県,神戸町,大字北一色,,神戸町大字北一色,21381.0,22002.0,4.0,921.0,14.0,25.0,31.0,43.0,35.0,20.0,29.0,34.0,54.0,67.0,58.0,42.0,50.0,71.0,78.0,61.0,51.0,40.0,36.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0,7.0,7.0,6.0,5.0,4.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,318.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,493.0,136.59109168923104,35.43058179146236,10.231895433604729,1479.0,神戸町大字北一色,神戸町北一色,code_in_car30
21381022005,神戸町,大字北一色北島,神戸町,大字北一色北島,神戸町大字北一色北島,岐阜県,神戸町,大字北一色,北島,神戸町大字北一色北島,21381.0,22005.0,4.0,71.0,20.0,3.0,0.0,1.0,4.0,14.0,16.0,8.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.59251998667168,35.43310332382014,10.240969353657693,0.0,神戸町大字北一色北島,神戸町北一色北島,code_in_car30
21381022001,神戸町,大字北一色峰之井,神戸町,大字北一色峰之井,神戸町大字北一色峰之井,岐阜県,神戸町,大字北一色,峰之井,神戸町大字北一色峰之井,21381.0,22001.0,4.0,522.0,8.0,9.0,19.0,29.0,19.0,8.0,11.0,16.0,33.0,40.0,28.0,30.0,36.0,58.0,96.0,47.0,29.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,36.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,136.5944686836067,35.43535850261392,10.313867169225453,351.0,神戸町大字北一色峰之井,神戸町北一色峰之井,code_in_car30
21404053000,池田町,市橋,池田町,市橋,池田町市橋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66.0,0.0,205.0,192.0,55.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.57825560629087,35.41144237067672,10.319946114999174,916.0,池田町市橋,池田町市橋,code_in_car30
21381019002,神戸町,大字横井,神戸町,大字横井,神戸町大字横井,岐阜県,神戸町,大字横井,,神戸町大字横井,21381.0,19002.0,4.0,634.0,17.0,23.0,26.0,39.0,21.0,20.0,37.0,37.0,37.0,38.0,47.0,46.0,47.0,55.0,57.0,38.0,29.0,15.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,592.0,255.0,133.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,209.0,136.59989367336138,35.44124509126316,10.57324875538847,1355.0,神戸町大字横井,神戸町横井,code_in_car30
21403016000,大野町,大字松山,大野町,大字松山,大野町大字松山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.60405543335432,35.47710822972656,10.573691606658484,215.0,大野町大字松山,大野町松山,code_in_car30
21202194004,大垣市,青墓町四丁目,大垣市,青墓町四丁目,大垣市青墓町四丁目,岐阜県,大垣市,青墓町,四丁目,大垣市青墓町四丁目,21202.0,194004.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55954880800658,35.39182285534841,10.666341694899979,0.0,大垣市青墓町四丁目,大垣市青墓町四丁目,code_in_car30
21403015000,大野町,大字牛洞,大野町,大字牛洞,大野町大字牛洞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,136.60385200332328,35.48490263571469,10.673851709867948,324.0,大野町大字牛洞,大野町牛洞,code_in_car30
21381012005,神戸町,大字末守,神戸町,大字末守,神戸町大字末守,岐阜県,神戸町,大字末守,,神戸町大字末守,21381.0,12005.0,4.0,822.0,30.0,39.0,34.0,75.0,26.0,24.0,24.0,46.0,52.0,64.0,34.0,42.0,42.0,50.0,75.0,77.0,59.0,23.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,7.0,9.0,7.0,3.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,220.0,353.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,32.0,346.0,136.59279578451714,35.42281974846279,10.747994230405327,1195.0,神戸町大字末守,神戸町末守,code_in_car30
