facility,total_patients,top3_frequency
社会医療法人社団さつき会 かずさアカデミアクリニック,9738.0,14
まえだクリニック,7388.0,22
医療法人社団 慈永会 永峯医院,6411.0,18
榎本医院,3270.0,8
医療法人社団周晴会 鈴木病院,1914.0,11
医療法人社団芙蓉会 千葉芙蓉病院,1470.0,7
サン・ラポール南房総診療所,496.0,3
君津サンクリニック,324.0,3
君津市国保松丘診療所,234.0,2
君津市国保笹診療所,196.0,1
医療法人社団 雄成会 中村医院,188.0,2
君津市国保小櫃診療所,169.0,0
平岡医院,38.0,0
鴨川市立国保病院,33.0,1
