rank,施設名,利用者数合計,対象施設フラグ
1,社会医療法人社団さつき会 かずさアカデミアクリニック,26257.0,0
2,医療法人社団 雄成会 中村医院,17525.0,0
3,サン・ラポール南房総診療所,16849.0,0
4,医療法人社団周晴会 鈴木病院,11355.0,0
5,医療法人社団 慈永会 永峯医院,10011.0,0
6,まえだクリニック,9593.0,0
7,平岡医院,8402.0,0
8,榎本医院,5833.0,0
9,君津サンクリニック,5469.0,0
10,医療法人社団芙蓉会 千葉芙蓉病院,4008.0,0
11,鴨川市立国保病院,475.0,0
12,君津市国保笹診療所,442.0,0
13,君津市国保松丘診療所,313.0,1
14,君津市国保小櫃診療所,301.0,0
