都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,CITY_NAME_from_master,S_NAME_from_master,town_name_show,TOWN_CODE_11,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計
三重県,鈴鹿市,神戸,一丁目,鈴鹿市神戸一丁目,24207,110001,4,567.0,鈴鹿市,神戸一丁目,鈴鹿市神戸一丁目,24207110001,20.0,26.0,20.0,23.0,22.0,27.0,27.0,37.0,27.0,60.0,45.0,37.0,32.0,33.0,25.0,29.0,23.0,10.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,29.0
三重県,鈴鹿市,神戸,二丁目,鈴鹿市神戸二丁目,24207,110002,4,608.0,鈴鹿市,神戸二丁目,鈴鹿市神戸二丁目,24207110002,21.0,24.0,18.0,26.0,19.0,27.0,19.0,28.0,41.0,45.0,37.0,39.0,37.0,34.0,57.0,40.0,31.0,31.0,15.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,38.0
三重県,鈴鹿市,神戸,三丁目,鈴鹿市神戸三丁目,24207,110003,4,533.0,鈴鹿市,神戸三丁目,鈴鹿市神戸三丁目,24207110003,14.0,9.0,9.0,6.0,15.0,20.0,19.0,13.0,11.0,13.0,15.0,29.0,22.0,25.0,31.0,45.0,62.0,72.0,64.0,29.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,7.0,8.0,6.0,3.0,1.0,43.0
三重県,鈴鹿市,神戸,四丁目,鈴鹿市神戸四丁目,24207,110004,4,400.0,鈴鹿市,神戸四丁目,鈴鹿市神戸四丁目,24207110004,19.0,16.0,10.0,14.0,23.0,16.0,28.0,22.0,21.0,33.0,40.0,17.0,16.0,14.0,28.0,30.0,13.0,9.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,21.0
三重県,鈴鹿市,神戸,五丁目,鈴鹿市神戸五丁目,24207,110005,4,577.0,鈴鹿市,神戸五丁目,鈴鹿市神戸五丁目,24207110005,30.0,22.0,37.0,50.0,29.0,27.0,25.0,30.0,37.0,67.0,58.0,26.0,12.0,20.0,30.0,30.0,16.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,28.0
三重県,鈴鹿市,神戸,六丁目,鈴鹿市神戸六丁目,24207,110006,4,449.0,鈴鹿市,神戸六丁目,鈴鹿市神戸六丁目,24207110006,17.0,22.0,19.0,19.0,10.0,14.0,26.0,23.0,34.0,28.0,25.0,24.0,32.0,33.0,34.0,34.0,19.0,22.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,27.0
三重県,鈴鹿市,神戸,七丁目,鈴鹿市神戸七丁目,24207,110007,4,181.0,鈴鹿市,神戸七丁目,鈴鹿市神戸七丁目,24207110007,5.0,8.0,7.0,4.0,6.0,5.0,13.0,11.0,12.0,13.0,10.0,9.0,7.0,10.0,14.0,10.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0
三重県,鈴鹿市,神戸,八丁目,鈴鹿市神戸八丁目,24207,110008,4,688.0,鈴鹿市,神戸八丁目,鈴鹿市神戸八丁目,24207110008,13.0,28.0,34.0,30.0,28.0,14.0,22.0,24.0,45.0,64.0,41.0,44.0,34.0,39.0,55.0,57.0,40.0,31.0,8.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,6.0,5.0,4.0,1.0,0.0,0.0,42.0
三重県,鈴鹿市,神戸,九丁目,鈴鹿市神戸九丁目,24207,110009,4,867.0,鈴鹿市,神戸九丁目,鈴鹿市神戸九丁目,24207110009,20.0,29.0,30.0,47.0,32.0,34.0,47.0,32.0,54.0,93.0,67.0,73.0,63.0,32.0,38.0,46.0,28.0,18.0,6.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,45.0
三重県,鈴鹿市,郡山町,,鈴鹿市郡山町,24207,112000,4,778.0,鈴鹿市,郡山町,鈴鹿市郡山町,24207112000,30.0,49.0,83.0,69.0,28.0,22.0,27.0,43.0,92.0,100.0,55.0,29.0,27.0,25.0,28.0,18.0,17.0,10.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,36.0
三重県,鈴鹿市,郡山町,,鈴鹿市郡山町,24207,112001,4,3727.0,鈴鹿市,郡山町,鈴鹿市郡山町,24207112001,93.0,86.0,112.0,152.0,151.0,172.0,168.0,131.0,123.0,185.0,297.0,502.0,476.0,349.0,251.0,125.0,74.0,53.0,30.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,7.0,13.0,29.0,30.0,28.0,24.0,14.0,9.0,6.0,3.0,0.0,0.0,201.0
三重県,鈴鹿市,東磯山,一丁目,鈴鹿市東磯山一丁目,24207,117001,4,983.0,鈴鹿市,東磯山一丁目,鈴鹿市東磯山一丁目,24207117001,31.0,43.0,63.0,52.0,38.0,36.0,44.0,65.0,65.0,93.0,60.0,57.0,58.0,57.0,83.0,44.0,37.0,15.0,10.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,52.0
三重県,鈴鹿市,東磯山,二丁目,鈴鹿市東磯山二丁目,24207,117002,4,989.0,鈴鹿市,東磯山二丁目,鈴鹿市東磯山二丁目,24207117002,9.0,20.0,35.0,33.0,33.0,19.0,25.0,37.0,46.0,61.0,36.0,53.0,63.0,90.0,102.0,57.0,53.0,26.0,10.0,7.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,10.0,6.0,6.0,3.0,1.0,1.0,0.0,54.0
三重県,鈴鹿市,東磯山,三丁目,鈴鹿市東磯山三丁目,24207,117003,4,964.0,鈴鹿市,東磯山三丁目,鈴鹿市東磯山三丁目,24207117003,12.0,18.0,21.0,30.0,33.0,16.0,17.0,27.0,38.0,72.0,52.0,56.0,54.0,107.0,152.0,112.0,39.0,17.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,9.0,14.0,13.0,5.0,2.0,1.0,0.0,0.0,62.0
三重県,鈴鹿市,東磯山,四丁目,鈴鹿市東磯山四丁目,24207,117004,4,571.0,鈴鹿市,東磯山四丁目,鈴鹿市東磯山四丁目,24207117004,19.0,23.0,16.0,15.0,26.0,20.0,25.0,23.0,33.0,29.0,33.0,47.0,31.0,27.0,46.0,37.0,24.0,11.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,30.0
三重県,鈴鹿市,磯山,一丁目,鈴鹿市磯山一丁目,24207,118001,4,511.0,鈴鹿市,磯山一丁目,鈴鹿市磯山一丁目,24207118001,17.0,16.0,15.0,26.0,33.0,21.0,20.0,19.0,28.0,48.0,29.0,30.0,33.0,38.0,31.0,22.0,12.0,14.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,27.0
三重県,鈴鹿市,磯山,二丁目,鈴鹿市磯山二丁目,24207,118002,4,453.0,鈴鹿市,磯山二丁目,鈴鹿市磯山二丁目,24207118002,9.0,12.0,15.0,10.0,22.0,22.0,25.0,19.0,18.0,29.0,23.0,25.0,43.0,28.0,42.0,33.0,25.0,25.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,30.0
三重県,鈴鹿市,磯山,三丁目,鈴鹿市磯山三丁目,24207,118003,4,326.0,鈴鹿市,磯山三丁目,鈴鹿市磯山三丁目,24207118003,4.0,8.0,8.0,10.0,11.0,16.0,10.0,11.0,22.0,22.0,26.0,22.0,21.0,21.0,23.0,22.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0
三重県,鈴鹿市,磯山,四丁目,鈴鹿市磯山四丁目,24207,118004,4,176.0,鈴鹿市,磯山四丁目,鈴鹿市磯山四丁目,24207118004,4.0,1.0,4.0,5.0,6.0,9.0,8.0,4.0,3.0,11.0,13.0,26.0,20.0,19.0,13.0,10.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
三重県,鈴鹿市,下大久保町,,鈴鹿市下大久保町,24207,128000,4,1213.0,鈴鹿市,下大久保町,鈴鹿市下大久保町,24207128000,41.0,36.0,48.0,62.0,37.0,46.0,42.0,55.0,60.0,94.0,83.0,84.0,81.0,99.0,119.0,85.0,59.0,46.0,11.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,8.0,11.0,10.0,7.0,5.0,1.0,0.0,0.0,75.0
三重県,鈴鹿市,下大久保町,,鈴鹿市下大久保町,24207,128001,4,50.0,鈴鹿市,下大久保町,鈴鹿市下大久保町,24207128001,1.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,8.0,7.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三重県,鈴鹿市,自由ヶ丘,一丁目,鈴鹿市自由ヶ丘一丁目,24207,146001,4,501.0,鈴鹿市,自由ヶ丘一丁目,鈴鹿市自由ヶ丘一丁目,24207146001,14.0,8.0,14.0,15.0,15.0,21.0,17.0,21.0,27.0,38.0,29.0,27.0,29.0,27.0,67.0,54.0,24.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,30.0
三重県,鈴鹿市,自由ヶ丘,二丁目,鈴鹿市自由ヶ丘二丁目,24207,146002,4,453.0,鈴鹿市,自由ヶ丘二丁目,鈴鹿市自由ヶ丘二丁目,24207146002,13.0,11.0,18.0,24.0,29.0,20.0,11.0,19.0,29.0,30.0,33.0,16.0,15.0,36.0,45.0,59.0,24.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,28.0
