TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,いちいクリニック内科・皮膚科,いとうクリニック,おおはしアイクリニック,ぶんかばしファミリークリニック,今市病院,医療法人 博友会 日光腎クリニック,吉原医院,学校法人獨協学園 獨協医科大学日光医療センター,小沢医院,小泉内科クリニック,小西医院,山﨑内科医院,岡医院,岡村整形外科,川上病院,新沢外科,日光市民病院,日光市立小来川診療所,日光野口病院,木村内科医院,本町内科クリニック,栃木県県西保健所今市支所,森島こどもクリニック,森病院,沼尾医院,熊谷医院,石塚クリニック,荒井腎クリニック,藤原医院,見龍堂クリニックかわせみ,見龍堂医療福祉総合クリニック,阿久津医院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
09206071023,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71023.0,4.0,180.0,9.0,14.0,11.0,5.0,4.0,7.0,8.0,8.0,23.0,11.0,6.0,12.0,10.0,16.0,10.0,7.0,5.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,65.0,0.0,248.0,418.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,139.69060125330944,36.717773385377555,8.444569066783794,1369.0,日光市今市,日光市今市,code_in_car30
09206073006,日光市,平ケ崎,日光市,平ケ崎,日光市平ケ崎,栃木県,日光市,平ケ崎,,日光市平ケ崎,9206.0,73006.0,4.0,139.0,2.0,6.0,10.0,10.0,5.0,3.0,2.0,10.0,10.0,16.0,10.0,5.0,8.0,7.0,13.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6949055785173,36.71514709140608,8.524587086742892,408.0,日光市平ケ崎,日光市平ケ崎,code_in_car30
09206071006,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71006.0,4.0,52.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,6.0,6.0,3.0,3.0,3.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.68660792280448,36.72267639294572,8.599649876504339,160.0,日光市今市,日光市今市,code_in_car30
09206071012,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71012.0,4.0,165.0,2.0,0.0,3.0,6.0,2.0,6.0,4.0,6.0,9.0,7.0,12.0,20.0,17.0,20.0,15.0,9.0,10.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,87.0,0.0,295.0,43.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.68515388942973,36.723731212351815,8.605034622666711,614.0,日光市今市,日光市今市,code_in_car30
09206084002,日光市,明神,日光市,明神,日光市明神,栃木県,日光市,明神,,日光市明神,9206.0,84002.0,4.0,85.0,0.0,1.0,4.0,3.0,6.0,5.0,2.0,2.0,7.0,3.0,8.0,7.0,8.0,6.0,10.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,180.0,29.0,139.71940995459974,36.67236926697317,8.610495543316262,667.0,日光市明神,日光市明神,code_in_car30
09206144000,日光市,中央町,日光市,中央町,日光市中央町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,248.0,0.0,1366.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,152.0,56.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,120.0,139.68970124632426,36.72071833055136,8.623136936669793,2816.0,日光市中央町,日光市中央町,code_in_car30
09206072003,日光市,瀬川,日光市,瀬川,日光市瀬川,栃木県,日光市,瀬川,,日光市瀬川,9206.0,72003.0,4.0,678.0,16.0,25.0,19.0,22.0,43.0,38.0,26.0,33.0,34.0,47.0,47.0,46.0,47.0,43.0,57.0,57.0,36.0,22.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,6.0,4.0,3.0,1.0,0.0,0.0,41.0,151.0,0.0,111.0,136.0,637.0,98.0,0.0,547.0,0.0,0.0,32.0,0.0,0.0,417.0,207.0,73.0,226.0,0.0,0.0,113.0,0.0,41.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,64.0,0.0,205.0,139.67095568905478,36.73183804393404,8.627968327018886,3124.0,日光市瀬川,日光市瀬川,code_in_car30
09206073005,日光市,平ケ崎,日光市,平ケ崎,日光市平ケ崎,栃木県,日光市,平ケ崎,,日光市平ケ崎,9206.0,73005.0,4.0,59.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,4.0,5.0,8.0,2.0,4.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.69616346644392,36.715492638160796,8.634089700282335,0.0,日光市平ケ崎,日光市平ケ崎,code_in_car30
09206071017,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71017.0,4.0,313.0,11.0,8.0,12.0,7.0,11.0,6.0,13.0,17.0,10.0,25.0,21.0,34.0,22.0,21.0,25.0,12.0,18.0,26.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,17.0,71.0,0.0,502.0,0.0,71.0,0.0,104.0,474.0,0.0,0.0,127.0,0.0,0.0,200.0,0.0,351.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,139.68141781551475,36.72646499093791,8.637201159816547,2976.0,日光市今市,日光市今市,code_in_car30
09206073007,日光市,平ケ崎,日光市,平ケ崎,日光市平ケ崎,栃木県,日光市,平ケ崎,,日光市平ケ崎,9206.0,73007.0,4.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.69814869760427,36.71390986324015,8.654617487781364,0.0,日光市平ケ崎,日光市平ケ崎,code_in_car30
09206071016,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71016.0,4.0,212.0,6.0,2.0,5.0,4.0,6.0,12.0,10.0,8.0,7.0,7.0,11.0,20.0,24.0,24.0,16.0,25.0,7.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,139.68374779412915,36.725245299753574,8.656572244367036,1477.0,日光市今市,日光市今市,code_in_car30
09206077001,日光市,吉沢,日光市,吉沢,日光市吉沢,栃木県,日光市,吉沢,,日光市吉沢,9206.0,77001.0,4.0,41.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6968055293521,36.715691566060656,8.69172333722119,0.0,日光市吉沢,日光市吉沢,code_in_car30
09206071003,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71003.0,4.0,28.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.68778189593067,36.72317947400541,8.710590342099044,0.0,日光市今市,日光市今市,code_in_car30
09206071011,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71011.0,4.0,58.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,5.0,8.0,4.0,5.0,5.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,139.68590496800365,36.72497536255583,8.754249302568942,359.0,日光市今市,日光市今市,code_in_car30
09206071002,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71002.0,4.0,35.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,38.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6875192747347,36.72433607356422,8.792458235935166,232.0,日光市今市,日光市今市,code_in_car30
09206038000,日光市,若杉町,日光市,若杉町,日光市若杉町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,0.0,30.0,0.0,323.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,233.0,504.0,0.0,0.0,208.0,0.0,50.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,109.0,0.0,241.0,29.0,32.0,30.0,139.62213926092215,36.743342154976226,8.794264812199623,2497.0,日光市若杉町,日光市若杉町,code_in_car30
09206119000,日光市,並木町,日光市,並木町,日光市並木町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1251.0,124.0,121.0,451.0,0.0,0.0,0.0,0.0,55.0,209.0,223.0,161.0,60.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,139.69462266627278,36.7191867872714,8.810825206203475,3221.0,日光市並木町,日光市並木町,code_in_car30
09206082002,日光市,小代,日光市,小代,日光市小代,栃木県,日光市,小代,,日光市小代,9206.0,82002.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.72207945402934,36.660107767408014,8.814046347909565,0.0,日光市小代,日光市小代,code_in_car30
09206071001,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71001.0,4.0,76.0,2.0,1.0,0.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,6.0,6.0,5.0,5.0,7.0,5.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,139.689108345463,36.723657664846534,8.828674781017934,38.0,日光市今市,日光市今市,code_in_car30
09206072002,日光市,瀬川,日光市,瀬川,日光市瀬川,栃木県,日光市,瀬川,,日光市瀬川,9206.0,72002.0,4.0,18.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.681055945114,36.72884240859145,8.831456262935662,0.0,日光市瀬川,日光市瀬川,code_in_car30
09206071015,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71015.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.68570675592258,36.726099793522394,8.839888710259746,0.0,日光市今市,日光市今市,code_in_car30
09206072007,日光市,瀬川,日光市,瀬川,日光市瀬川,栃木県,日光市,瀬川,,日光市瀬川,9206.0,72007.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,3.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.69519817101724,36.719309881739996,8.857331445903423,0.0,日光市瀬川,日光市瀬川,code_in_car30
09206072001,日光市,瀬川,日光市,瀬川,日光市瀬川,栃木県,日光市,瀬川,,日光市瀬川,9206.0,72001.0,4.0,41.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.68461598755383,36.72709209893935,8.865766788683393,0.0,日光市瀬川,日光市瀬川,code_in_car30
09206071018,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71018.0,4.0,186.0,5.0,9.0,8.0,4.0,9.0,12.0,8.0,9.0,13.0,14.0,8.0,18.0,20.0,12.0,10.0,8.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.67774935156427,36.73110171959915,8.872500665060722,126.0,日光市今市,日光市今市,code_in_car30
09206071004,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71004.0,4.0,373.0,11.0,12.0,19.0,17.0,7.0,23.0,12.0,17.0,26.0,30.0,22.0,28.0,27.0,21.0,35.0,13.0,28.0,13.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0,80.0,0.0,0.0,118.0,275.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,125.0,139.69309268225683,36.72134308595572,8.882671853057872,1069.0,日光市今市,日光市今市,code_in_car30
09206071014,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71014.0,4.0,143.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,6.0,2.0,2.0,5.0,11.0,17.0,7.0,22.0,13.0,21.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.68639252541655,36.726448850079194,8.908526107413497,215.0,日光市今市,日光市今市,code_in_car30
09206071013,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71013.0,4.0,45.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,6.0,5.0,6.0,5.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,70.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,139.6877854498959,36.72597794705874,8.947124237544003,580.0,日光市今市,日光市今市,code_in_car30
09206071005,日光市,今市,日光市,今市,日光市今市,栃木県,日光市,今市,,日光市今市,9206.0,71005.0,4.0,157.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,6.0,9.0,13.0,8.0,9.0,15.0,21.0,18.0,7.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,210.0,0.0,192.0,0.0,391.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,139.68967868923465,36.725296526631304,8.999088602863697,1284.0,日光市今市,日光市今市,code_in_car30
09206120000,日光市,今市本町,日光市,今市本町,日光市今市本町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,0.0,219.0,119.0,61.0,568.0,0.0,0.0,0.0,0.0,0.0,276.0,106.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,139.69867887304798,36.71825940764356,9.005911096524384,1810.0,日光市今市本町,日光市今市本町,code_in_car30
09206037000,日光市,東和町,日光市,東和町,日光市東和町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,100.0,127.0,139.62389281393044,36.745350286034636,9.016947890751075,894.0,日光市東和町,日光市東和町,code_in_car30
09206039000,日光市,宝殿,日光市,宝殿,日光市宝殿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.626741039483,36.745989757747736,9.092826406102581,118.0,日光市宝殿,日光市宝殿,code_in_car30
09206077002,日光市,吉沢,日光市,吉沢,日光市吉沢,栃木県,日光市,吉沢,,日光市吉沢,9206.0,77002.0,4.0,1179.0,58.0,44.0,62.0,63.0,40.0,49.0,57.0,82.0,75.0,92.0,69.0,73.0,60.0,80.0,91.0,60.0,37.0,28.0,11.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,6.0,9.0,7.0,4.0,3.0,1.0,0.0,0.0,63.0,0.0,0.0,281.0,0.0,804.0,250.0,172.0,947.0,0.0,0.0,0.0,0.0,662.0,670.0,173.0,41.0,485.0,0.0,172.0,0.0,1049.0,0.0,171.0,0.0,0.0,129.0,146.0,0.0,43.0,107.0,0.0,170.0,139.70603179789208,36.71250386163004,9.114025968287,6472.0,日光市吉沢,日光市吉沢,code_in_car30
09206082003,日光市,小代,日光市,小代,日光市小代,栃木県,日光市,小代,,日光市小代,9206.0,82003.0,4.0,26.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.72377266715165,36.64718342747322,9.152856467125392,0.0,日光市小代,日光市小代,code_in_car30
09206036000,日光市,相生町,日光市,相生町,日光市相生町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,25.0,0.0,0.0,462.0,0.0,0.0,82.0,0.0,0.0,0.0,253.0,86.0,94.0,26.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,27.0,28.0,117.0,139.62153777317675,36.74657407676138,9.154425781264672,1958.0,日光市相生町,日光市相生町,code_in_car30
