facility,total_patients,top3_frequency
草津こまくさ病院,4186.0,9
桜井クリニック,2894.0,12
草津外科内科クリニック,2247.0,3
嬬恋村国民健康保険診療所,2172.0,8
布施医院,814.0,2
六合診療所 小雨出張所,367.0,1
長野原町へき地診療所,276.0,3
六合診療所 湯久保出張所,60.0,1
長生病院,0.0,0
長野原町へき地診療所栗平出張所,0.0,0
