rank,施設名,利用者数合計,対象施設フラグ
1,東通地域医療センター 東通村診療所,256.0,0
2,六ヶ所村地域家庭医療センター,38.0,0
3,六ヶ所村立泊診療所,0.0,0
4,白糠診療所,0.0,1
