facility,total_patients,top3_frequency
草津こまくさ病院,3462.0,6
草津外科内科クリニック,2117.0,3
布施医院,814.0,2
六合診療所 小雨出張所,367.0,1
六合診療所 湯久保出張所,60.0,1
長生病院,0.0,0
