rank,施設名,利用者数合計,対象施設フラグ
1,草津こまくさ病院,3462.0,0
2,草津外科内科クリニック,2117.0,0
3,布施医院,814.0,0
4,六合診療所 小雨出張所,367.0,1
5,六合診療所 湯久保出張所,60.0,1
6,長生病院,0.0,0
