TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,町丁字コード6桁,地域階層レベル,総数,医療需要者数合計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,5,男女,秘匿処理,秘匿先情報,合算地域,年齢「不詳」,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）20～69歳,-,-.1,佐藤医院,医療法人社団正仁会 加藤内科,戸田診療所,海瀬医院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
22222053006,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53006.0,53006.0,4.0,253,17.751649999999998,7.0,5.0,8.0,5.0,5.0,9.0,7.0,7.0,14.0,15.0,14.0,16.0,22.0,31.0,23.0,23.0,15.0,15.0,11.0,1.0,0.0,0.2653,0.2598,0.2944,0.12295,0.11835,0.25533,0.22407,0.2347099999999999,0.49014,0.5868,0.6153000000000001,0.92016,1.3904,2.51131,2.16085,2.57531,1.8015,1.72245,1.10231,0.10021,0.0,4550.0,総数,,,,-,20,114,119,65,27,140,14537,57.9585,0.0,0.0,0.0,0.0,138.79821879721737,34.91112934001215,7.188314080928171,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222054038,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,54038.0,54038.0,4.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,総数,秘匿地域,53013.0,,X,X,X,X,X,X,X,X,X,0.0,0.0,0.0,0.0,138.80800416804453,34.913520342206596,7.221093579149989,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053007,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53007.0,53007.0,4.0,96,7.459740000000001,4.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,9.0,8.0,10.0,9.0,11.0,12.0,8.0,2.0,0.0,0.0,0.1516,0.10392,0.0,0.0,0.07101,0.0851099999999999,0.06402,0.06706,0.07002,0.15648,0.21975,0.51759,0.5056,0.8101,0.84555,1.23167,1.4412,0.91864,0.20042,0.0,0.0,4551.0,総数,,,,-,6,38,52,33,10,48,5875,61.69792,0.0,0.0,0.0,0.0,138.80133744238003,34.90997238722095,7.389735511608217,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053004,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53004.0,53004.0,4.0,211,16.14269,2.0,2.0,4.0,1.0,6.0,2.0,3.0,5.0,10.0,12.0,18.0,21.0,8.0,21.0,30.0,33.0,14.0,14.0,5.0,0.0,0.0,0.0758,0.10392,0.1472,0.02459,0.14202,0.05674,0.0960299999999999,0.16765,0.3500999999999999,0.46944,0.7911,1.20771,0.5056,1.70121,2.8185,3.69501,1.6814,1.60762,0.50105,0.0,0.0,4549.0,総数,,,,-,8,86,117,66,19,106,13094,62.55687,0.0,130.0,0.0,0.0,138.7911580650246,34.906581306174,7.548940828070498,130.0,伊豆市土肥,伊豆市土肥,code_in_car30
22203084000,沼津市,西浦立保,沼津市,西浦立保,沼津市西浦立保,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,103.0,138.85214589680822,35.00757404649672,7.745202906906039,103.0,沼津市西浦立保,沼津市西浦立保,code_in_car30
22222053008,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53008.0,53008.0,4.0,204,14.56746,1.0,3.0,5.0,4.0,3.0,2.0,2.0,7.0,17.0,13.0,17.0,11.0,20.0,22.0,32.0,16.0,18.0,5.0,2.0,3.0,1.0,0.0379,0.15588,0.184,0.09836,0.07101,0.05674,0.06402,0.2347099999999999,0.59517,0.50856,0.7471500000000001,0.63261,1.2640000000000002,1.78222,3.0064,1.79152,2.1618,0.57415,0.20042,0.3006299999999999,0.10021,4552.0,総数,,,,-,9,96,99,45,11,114,12157,60.09314,0.0,1073.0,0.0,0.0,138.80593406333648,34.90713798170862,7.818645523567536,1073.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222055018,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55018.0,55018.0,4.0,107,7.66675,2.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,8.0,6.0,12.0,9.0,13.0,10.0,8.0,6.0,3.0,1.0,0.0,0.0758,0.20784,0.0368,0.07377,0.04734,0.0851099999999999,0.12804,0.1005899999999999,0.14004,0.1956,0.3516,0.34506,0.7584000000000001,0.72909,1.2213500000000002,1.1197,0.9608,0.68898,0.3006299999999999,0.10021,0.0,4567.0,総数,,,,-,7,50,50,28,10,56,6233,58.75234,0.0,188.0,0.0,0.0,138.78042287028947,34.89987742663763,8.20053967063721,188.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222053013,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53013.0,53013.0,4.0,47,3.85751,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,7.0,7.0,9.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02367,0.0,0.03201,0.0,0.03501,0.0,0.21975,0.11502,0.4424,0.56707,0.84555,0.67182,0.3603,0.34449,0.20042,0.0,0.0,4557.0,総数,合算地域あり,,54038,-,-,17,30,14,5,24,3172,67.98936,0.0,0.0,0.0,0.0,138.81017799086814,34.90459019820775,8.217294771347378,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053009,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53009.0,53009.0,4.0,60,4.345280000000001,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,7.0,2.0,3.0,4.0,3.0,7.0,13.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.05196,0.1104,0.04918,0.0,0.02837,0.03201,0.03353,0.24507,0.07824,0.13185,0.23004,0.1896,0.56707,1.2213500000000002,0.67182,0.3603,0.34449,0.0,0.0,0.0,4553.0,総数,,,,-,4,24,32,12,3,29,3475,58.41667,0.0,0.0,0.0,0.0,138.80305526242515,34.90261653376917,8.218520157456837,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222032000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.87138564941193,34.96885042578407,8.532330160353622,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222053011,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53011.0,53011.0,4.0,29,2.5927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03912,0.0879,0.05751,0.1896,0.48606,0.1879,0.22394,0.3603,0.45932,0.40084,0.10021,0.0,4555.0,総数,,,,-,-,7,22,14,9,13,2151,74.67241,0.0,0.0,0.0,0.0,138.82163827989757,34.90564649843781,8.54217984474037,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053012,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53012.0,53012.0,4.0,47,3.3355100000000006,2.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,6.0,3.0,4.0,3.0,7.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0758,0.10392,0.0736,0.0,0.02367,0.0,0.0960299999999999,0.03353,0.0,0.07824,0.2637,0.17253,0.2528,0.24303,0.6576500000000001,0.33591,0.4804,0.34449,0.10021,0.0,0.0,4556.0,総数,,,,-,6,20,21,11,4,23,2635,56.56383,0.0,0.0,0.0,0.0,138.81949485776616,34.904637566773516,8.553250846536624,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053010,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53010.0,53010.0,4.0,47,4.14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,9.0,8.0,5.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.02367,0.02837,0.0,0.0,0.0,0.03912,0.13185,0.05751,0.2528,0.72909,0.7516,0.55985,0.7206,0.34449,0.20042,0.20042,0.10021,4554.0,総数,,,,-,-,11,36,19,8,20,3363,72.05319,0.0,61.0,0.0,0.0,138.80718315424457,34.89822092643545,8.795703923835894,61.0,伊豆市土肥,伊豆市土肥,code_in_car30
22203083000,沼津市,西浦平沢,沼津市,西浦平沢,沼津市西浦平沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,138.86050255558084,35.016164645050566,8.887411060791889,25.0,沼津市西浦平沢,沼津市西浦平沢,code_in_car30
22222055020,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55020.0,55020.0,4.0,188,14.3685,6.0,2.0,5.0,3.0,1.0,6.0,7.0,6.0,7.0,9.0,15.0,4.0,13.0,18.0,23.0,26.0,25.0,8.0,2.0,2.0,0.0,0.2274,0.10392,0.184,0.07377,0.02367,0.1702199999999999,0.22407,0.2011799999999999,0.24507,0.35208,0.65925,0.23004,0.8216000000000001,1.45818,2.16085,2.91122,3.0025,0.91864,0.20042,0.20042,0.0,4569.0,総数,,,,-,13,71,104,63,12,86,11279,60.49468,0.0,0.0,0.0,0.0,138.7717575096927,34.89318015083894,8.959733675284324,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222055019,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55019.0,55019.0,4.0,61,4.3390699999999995,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,9.0,6.0,1.0,6.0,6.0,10.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0736,0.04918,0.0,0.02837,0.0,0.03353,0.10503,0.35208,0.2637,0.05751,0.3792,0.48606,0.9395,0.89576,0.3603,0.11483,0.0,0.10021,0.10021,4568.0,総数,,,,-,2,29,30,14,3,33,3678,60.79508,0.0,0.0,0.0,0.0,138.77785753345833,34.89246979592156,9.021070334451888,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22203082000,沼津市,西浦久連,沼津市,西浦久連,沼津市西浦久連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,89.0,138.86589718630486,35.0130915554528,9.138096192222628,89.0,沼津市西浦久連,沼津市西浦久連,code_in_car30
22222033000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.87690336181456,34.95998738797784,9.14532959924873,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22203080000,沼津市,西浦河内,沼津市,西浦河内,沼津市西浦河内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.86977558445673,35.006796651813936,9.145470631243922,0.0,沼津市西浦河内,沼津市西浦河内,code_in_car30
22222050000,伊豆市,大沢,伊豆市,大沢,伊豆市大沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.8792592867372,34.97883055575654,9.251161874528243,0.0,伊豆市大沢,伊豆市大沢,code_in_car30
22222011000,伊豆市,大沢,伊豆市,大沢,伊豆市大沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.88025959513084,34.98404477608293,9.395774324180199,0.0,伊豆市大沢,伊豆市大沢,code_in_car30
22222055024,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55024.0,55024.0,4.0,82,6.55304,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,6.0,7.0,4.0,5.0,8.0,14.0,7.0,9.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.09836,0.0,0.0,0.03201,0.06706,0.10503,0.23472,0.30765,0.23004,0.316,0.64808,1.3153,0.78379,1.0809,1.03347,0.10021,0.20042,0.0,4571.0,総数,,,,-,-,32,50,28,12,36,5372,66.0122,0.0,0.0,0.0,0.0,138.76445508408258,34.88969686548599,9.409860184469197,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222055022,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55022.0,55022.0,4.0,76,5.61421,2.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0,8.0,6.0,5.0,7.0,10.0,6.0,1.0,0.0,0.0,0.0758,0.15588,0.1472,0.02459,0.0,0.02837,0.06402,0.1005899999999999,0.10503,0.15648,0.1758,0.34506,0.5056,0.48606,0.46975,0.78379,1.201,0.68898,0.10021,0.0,0.0,4570.0,総数,,,,-,9,32,35,24,7,37,4401,58.40789,0.0,0.0,0.0,0.0,138.77597708012692,34.8877652367655,9.545842775878603,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222053035,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53035.0,53035.0,4.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4558.0,総数,,,,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,138.8184261430275,34.892980289023654,9.6948779894347,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222070000,伊豆市,上船原,伊豆市,上船原,伊豆市上船原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.86605176948453,34.922825103433645,9.817875240984993,0.0,伊豆市上船原,伊豆市上船原,code_in_car30
22222075000,伊豆市,大平柿木,伊豆市,大平柿木,伊豆市大平柿木,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.87881719572,34.94258988826424,9.819833018907417,0.0,伊豆市大平柿木,伊豆市大平柿木,code_in_car30
22222055036,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55036.0,55036.0,4.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4572.0,総数,,,,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,138.784986046892,34.88432989269956,9.947040413021842,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22203081000,沼津市,西浦木負,沼津市,西浦木負,沼津市西浦木負,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,61.0,138.87840501603765,35.0188548580773,10.444980926974205,61.0,沼津市西浦木負,沼津市西浦木負,code_in_car30
22222013000,伊豆市,堀切,伊豆市,堀切,伊豆市堀切,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.90015727528916,34.99765448118572,11.45240461311755,0.0,伊豆市堀切,伊豆市堀切,code_in_car30
22222012000,伊豆市,堀切,伊豆市,堀切,伊豆市堀切,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.90954735854885,34.983198592626245,12.039560005658096,0.0,伊豆市堀切,伊豆市堀切,code_in_car30
22222049000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.9102614782587,34.97045891478717,12.063191015582428,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222034000,伊豆市,大平,伊豆市,大平,伊豆市大平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.90968283027374,34.9546578370146,12.189885058410631,0.0,伊豆市大平,伊豆市大平,code_in_car30
22222031000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.91308663125815,34.974318909342344,12.315529194696326,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222030000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.91931581826532,34.96634129987321,12.908710703274625,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222052000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92002161140894,34.97841879199867,12.95791452190084,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222071000,伊豆市,上船原,伊豆市,上船原,伊豆市上船原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.90304067257432,34.91661042942812,13.04624126050474,0.0,伊豆市上船原,伊豆市上船原,code_in_car30
22222025000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92294152046895,34.97035392119286,13.218436051476413,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222024000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92554380702575,34.97181771699911,13.451961563909624,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222023000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92645226861995,34.97099179980311,13.53645104406928,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222021000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.9277353939783,34.976369641027084,13.65329270681803,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222028000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92786096361417,34.969354750139665,13.66998576796525,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222029000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.9282945819151,34.96610196169016,13.726952869239417,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222027000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92872053829285,34.970210708953445,13.745252431765822,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222022000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.92876182464423,34.971623747264715,13.745487288024954,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222020000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.93158643815613,34.97231176309569,14.001773625471223,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222019000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.93326645364982,34.97641655620963,14.157233492278358,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222026000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.9333529165139,34.96945339787873,14.169740995533626,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222018000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.93922468928795,34.978185305247656,14.705329971104398,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
22222017000,伊豆市,修善寺,伊豆市,修善寺,伊豆市修善寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.9467103181771,34.982664907385896,15.411107278832235,0.0,伊豆市修善寺,伊豆市修善寺,code_in_car30
