rank,施設名,利用者数合計,対象施設フラグ
1,むつ総合病院,43712.0,0
2,中央クリニックモール,15663.0,0
3,医療法人章士会 三上医院,12996.0,0
4,みちのくクリニック,9370.0,0
5,村中内科・心療内科医院,5426.0,0
6,医療法人白心会北村医院 むつレディスクリニック,4075.0,0
7,医療法人佑心会角田整形外科医院,3884.0,0
8,千田病院,2847.0,0
9,東通地域医療センター 東通村診療所,2362.0,1
10,たなか泌尿器科クリニック,2066.0,0
11,みどりが丘整形外科クリニック,1980.0,0
12,ちば小児科アレルギー科クリニック,1946.0,0
13,医療法人道坤会 菊池医院,1322.0,0
14,白糠診療所,84.0,0
