TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,たなか泌尿器科クリニック,ちば小児科アレルギー科クリニック,みちのくクリニック,みどりが丘整形外科クリニック,むつ総合病院,中央クリニックモール,医療法人佑心会角田整形外科医院,医療法人白心会北村医院 むつレディスクリニック,医療法人章士会 三上医院,医療法人道坤会 菊池医院,千田病院,村中内科・心療内科医院,東通地域医療センター 東通村診療所,白糠診療所,LON,LAT,dist_km,total_patients,town,town_norm,match_type
02208003004,むつ市,柳町四丁目,むつ市,柳町四丁目,むつ市柳町四丁目,青森県,むつ市,柳町,四丁目,むつ市柳町四丁目,2208,3004,4,618.0,33.0,34.0,33.0,27.0,18.0,34.0,37.0,54.0,52.0,53.0,38.0,28.0,24.0,44.0,33.0,31.0,12.0,11.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,31.0,39.0,393.0,335.0,0.0,1633.0,458.0,0.0,203.0,359.0,92.0,0.0,0.0,83.0,0.0,141.2146402346269,41.30577404952326,10.529469782929091,3595.0,むつ市柳町四丁目,むつ市柳町四丁目,code_in_car30
02208030001,むつ市,金曲一丁目,むつ市,金曲一丁目,むつ市金曲一丁目,青森県,むつ市,金曲,一丁目,むつ市金曲一丁目,2208,30001,4,1229.0,57.0,56.0,64.0,65.0,37.0,57.0,79.0,91.0,94.0,84.0,62.0,86.0,104.0,107.0,67.0,38.0,34.0,19.0,10.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,9.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,65.0,32.0,0.0,818.0,29.0,3755.0,1769.0,200.0,446.0,414.0,0.0,183.0,232.0,151.0,0.0,141.20872178486272,41.28153189962312,10.537961272498926,8029.0,むつ市金曲一丁目,むつ市金曲一丁目,code_in_car30
02208011002,むつ市,小川町二丁目,むつ市,小川町二丁目,むつ市小川町二丁目,青森県,むつ市,小川町,二丁目,むつ市小川町二丁目,2208,11002,4,540.0,17.0,10.0,16.0,15.0,17.0,22.0,35.0,37.0,36.0,31.0,39.0,35.0,29.0,37.0,63.0,34.0,27.0,19.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,33.0,29.0,52.0,506.0,22.0,899.0,211.0,230.0,207.0,440.0,118.0,52.0,27.0,0.0,0.0,141.20911207431843,41.29618612693692,10.707999024625362,2793.0,むつ市小川町二丁目,むつ市小川町二丁目,code_in_car30
02208038001,むつ市,大字中野沢字中野沢,むつ市,大字中野沢字中野沢,むつ市大字中野沢字中野沢,青森県,むつ市,大字中野沢,字中野沢,むつ市大字中野沢字中野沢,2208,38001,4,301.0,8.0,4.0,8.0,4.0,5.0,9.0,17.0,11.0,13.0,13.0,20.0,22.0,33.0,35.0,32.0,20.0,29.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,202.0,86.0,683.0,349.0,207.0,0.0,0.0,0.0,39.0,307.0,0.0,0.0,141.29794413791106,41.18160149541253,11.036275952651618,1873.0,むつ市大字中野沢字中野沢,むつ市中野沢字中野沢,code_in_car30
02208011001,むつ市,小川町一丁目,むつ市,小川町一丁目,むつ市小川町一丁目,青森県,むつ市,小川町,一丁目,むつ市小川町一丁目,2208,11001,4,1214.0,46.0,60.0,46.0,46.0,35.0,53.0,68.0,72.0,86.0,84.0,66.0,77.0,100.0,84.0,101.0,71.0,52.0,35.0,15.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,6.0,7.0,9.0,8.0,6.0,4.0,2.0,1.0,0.0,71.0,144.0,97.0,416.0,0.0,5786.0,586.0,334.0,421.0,491.0,0.0,1493.0,691.0,0.0,0.0,141.20372645758366,41.295856933430045,11.142319388084974,10459.0,むつ市小川町一丁目,むつ市小川町一丁目,code_in_car30
02208014007,むつ市,大字田名部字椛山,むつ市,大字田名部字椛山,むつ市大字田名部字椛山,青森県,むつ市,大字田名部,字椛山,むつ市大字田名部字椛山,2208,14007,4,122.0,5.0,4.0,3.0,4.0,3.0,0.0,9.0,6.0,11.0,3.0,4.0,10.0,17.0,14.0,10.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,163.0,0.0,559.0,129.0,55.0,62.0,64.0,53.0,0.0,130.0,0.0,0.0,141.21950039683932,41.3307872943994,11.332765539910667,1215.0,むつ市大字田名部字椛山,むつ市田名部字椛山,code_in_car30
02208036005,むつ市,大字関根字水川目,むつ市,大字関根字水川目,むつ市大字関根字水川目,青森県,むつ市,大字関根,字水川目,むつ市大字関根字水川目,2208,36005,4,46.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,5.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,162.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.2338504573645,41.346055142901285,11.4018607972685,228.0,むつ市大字関根字水川目,むつ市関根字水川目,code_in_car30
02208015001,むつ市,金谷一丁目,むつ市,金谷一丁目,むつ市金谷一丁目,青森県,むつ市,金谷,一丁目,むつ市金谷一丁目,2208,15001,4,1005.0,40.0,71.0,66.0,42.0,22.0,44.0,47.0,63.0,89.0,96.0,81.0,62.0,52.0,64.0,70.0,43.0,13.0,15.0,10.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,7.0,5.0,2.0,2.0,1.0,0.0,0.0,55.0,72.0,331.0,436.0,45.0,2782.0,926.0,648.0,274.0,529.0,204.0,111.0,184.0,0.0,0.0,141.1981177390618,41.296332113001775,11.612513339922266,6542.0,むつ市金谷一丁目,むつ市金谷一丁目,code_in_car30
02208014003,むつ市,大字田名部字松山,むつ市,大字田名部字松山,むつ市大字田名部字松山,青森県,むつ市,大字田名部,字松山,むつ市大字田名部字松山,2208,14003,4,44.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,8.0,5.0,4.0,6.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,22.0,88.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,141.19938405386438,41.30537119216345,11.737822319553965,155.0,むつ市大字田名部字松山,むつ市田名部字松山,code_in_car30
02208014004,むつ市,大字田名部字女舘,むつ市,大字田名部字女舘,むつ市大字田名部字女舘,青森県,むつ市,大字田名部,字女舘,むつ市大字田名部字女舘,2208,14004,4,339.0,22.0,18.0,16.0,15.0,12.0,18.0,18.0,38.0,22.0,26.0,19.0,14.0,16.0,13.0,21.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,66.0,84.0,323.0,93.0,847.0,141.0,32.0,51.0,298.0,14.0,17.0,40.0,0.0,0.0,141.20053416521378,41.31425507139215,11.950741899399977,2006.0,むつ市大字田名部字女舘,むつ市田名部字女舘,code_in_car30
02208015002,むつ市,金谷二丁目,むつ市,金谷二丁目,むつ市金谷二丁目,青森県,むつ市,金谷,二丁目,むつ市金谷二丁目,2208,15002,4,539.0,18.0,18.0,28.0,26.0,19.0,21.0,35.0,28.0,36.0,37.0,43.0,42.0,25.0,40.0,34.0,31.0,22.0,16.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,31.0,36.0,89.0,57.0,36.0,1445.0,773.0,76.0,134.0,106.0,21.0,48.0,183.0,38.0,0.0,141.19252820436589,41.29451744967659,12.037460863583926,3042.0,むつ市金谷二丁目,むつ市金谷二丁目,code_in_car30
02208017001,むつ市,中央一丁目,むつ市,中央一丁目,むつ市中央一丁目,青森県,むつ市,中央,一丁目,むつ市中央一丁目,2208,17001,4,236.0,8.0,6.0,4.0,3.0,10.0,8.0,13.0,11.0,10.0,11.0,9.0,16.0,14.0,20.0,17.0,9.0,17.0,18.0,19.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,14.0,450.0,0.0,511.0,0.0,202.0,374.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,141.18674135229773,41.29302673419254,12.490115061460486,1850.0,むつ市中央一丁目,むつ市中央一丁目,code_in_car30
02208017002,むつ市,中央二丁目,むつ市,中央二丁目,むつ市中央二丁目,青森県,むつ市,中央,二丁目,むつ市中央二丁目,2208,17002,4,884.0,27.0,30.0,34.0,40.0,31.0,36.0,35.0,37.0,58.0,67.0,72.0,77.0,43.0,61.0,79.0,42.0,32.0,30.0,28.0,17.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,5.0,7.0,5.0,4.0,3.0,3.0,2.0,0.0,53.0,90.0,39.0,636.0,33.0,1559.0,885.0,199.0,43.0,403.0,77.0,74.0,41.0,174.0,0.0,141.18318092429686,41.2901840895654,12.74447546837544,4253.0,むつ市中央二丁目,むつ市中央二丁目,code_in_car30
02208036001,むつ市,大字関根字名古平,むつ市,大字関根字名古平,むつ市大字関根字名古平,青森県,むつ市,大字関根,字名古平,むつ市大字関根字名古平,2208,36001,4,45.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,8.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.20669642939316,41.33964782455617,12.763690900010568,108.0,むつ市大字関根字名古平,むつ市関根字名古平,code_in_car30
02208014014,むつ市,大字田名部字二又川目,むつ市,大字田名部字二又川目,むつ市大字田名部字二又川目,青森県,むつ市,大字田名部,字二又川目,むつ市大字田名部字二又川目,2208,14014,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.18386336627438,41.30899316289347,13.094826075015337,49.0,むつ市大字田名部字二又川目,むつ市田名部字二又川目,code_in_car30
02208036003,むつ市,大字関根字北関根,むつ市,大字関根字北関根,むつ市大字関根字北関根,青森県,むつ市,大字関根,字北関根,むつ市大字関根字北関根,2208,36003,4,384.0,1.0,10.0,10.0,11.0,6.0,11.0,10.0,14.0,21.0,15.0,25.0,37.0,38.0,40.0,40.0,33.0,29.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,25.0,48.0,0.0,549.0,521.0,1091.0,304.0,0.0,0.0,793.0,0.0,135.0,0.0,91.0,0.0,141.2203710361575,41.359314086447924,13.230718711304357,3532.0,むつ市大字関根字北関根,むつ市関根字北関根,code_in_car30
02208014024,むつ市,大字田名部字高田,むつ市,大字田名部字高田,むつ市大字田名部字高田,青森県,むつ市,大字田名部,字高田,むつ市大字田名部字高田,2208,14024,4,77.0,1.0,6.0,5.0,2.0,1.0,4.0,4.0,2.0,7.0,4.0,7.0,8.0,8.0,9.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,81.0,89.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,141.17738760103256,41.29540281723563,13.302076662297694,211.0,むつ市大字田名部字高田,むつ市田名部字高田,code_in_car30
02208036002,むつ市,大字関根字南関根,むつ市,大字関根字南関根,むつ市大字関根字南関根,青森県,むつ市,大字関根,字南関根,むつ市大字関根字南関根,2208,36002,4,286.0,6.0,9.0,10.0,7.0,3.0,3.0,7.0,14.0,19.0,16.0,18.0,23.0,28.0,28.0,30.0,22.0,21.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,709.0,56.0,68.0,0.0,966.0,0.0,60.0,0.0,81.0,0.0,141.1990481329078,41.345700310376536,13.667705685390878,1940.0,むつ市大字関根字南関根,むつ市関根字南関根,code_in_car30
02208014006,むつ市,大字田名部字宮後,むつ市,大字田名部字宮後,むつ市大字田名部字宮後,青森県,むつ市,大字田名部,字宮後,むつ市大字田名部字宮後,2208,14006,4,73.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,6.0,1.0,6.0,6.0,10.0,10.0,8.0,2.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,155.0,0.0,150.0,0.0,261.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,141.1821178206356,41.32604328248409,13.865113978769232,739.0,むつ市大字田名部字宮後,むつ市田名部字宮後,code_in_car30
02208014019,むつ市,大字田名部字落野沢,むつ市,大字田名部字落野沢,むつ市大字田名部字落野沢,青森県,むつ市,大字田名部,字落野沢,むつ市大字田名部字落野沢,2208,14019,4,35.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,141.16964022000562,41.299624239125365,14.018408158395857,118.0,むつ市大字田名部字落野沢,むつ市田名部字落野沢,code_in_car30
02208014015,むつ市,大字田名部字二又,むつ市,大字田名部字二又,むつ市大字田名部字二又,青森県,むつ市,大字田名部,字二又,むつ市大字田名部字二又,2208,14015,4,21.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.168485761162,41.3060726961427,14.258302552308214,112.0,むつ市大字田名部字二又,むつ市田名部字二又,code_in_car30
02208044002,むつ市,大字大平字山田,むつ市,大字大平字山田,むつ市大字大平字山田,青森県,むつ市,大字大平,字山田,むつ市大字大平字山田,2208,44002,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.16449178513926,41.29922784928399,14.434156091012367,0.0,むつ市大字大平字山田,むつ市大平字山田,code_in_car30
02208014016,むつ市,大字田名部字十二林,むつ市,大字田名部字十二林,むつ市大字田名部字十二林,青森県,むつ市,大字田名部,字十二林,むつ市大字田名部字十二林,2208,14016,4,38.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,3.0,12.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,150.0,119.0,0.0,0.0,17.0,0.0,12.0,68.0,39.0,0.0,141.16757413447527,41.315865658923485,14.61622397839537,405.0,むつ市大字田名部字十二林,むつ市田名部字十二林,code_in_car30
02208036008,むつ市,大字関根字出戸川目,むつ市,大字関根字出戸川目,むつ市大字関根字出戸川目,青森県,むつ市,大字関根,字出戸川目,むつ市大字関根字出戸川目,2208,36008,4,96.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,7.0,11.0,13.0,9.0,9.0,8.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,47.0,0.0,0.0,145.0,214.0,27.0,0.0,23.0,0.0,0.0,17.0,0.0,0.0,141.20522149337737,41.366271089310594,14.682226184815853,473.0,むつ市大字関根字出戸川目,むつ市関根字出戸川目,code_in_car30
02208044004,むつ市,大字大平字梨子木平,むつ市,大字大平字梨子木平,むつ市大字大平字梨子木平,青森県,むつ市,大字大平,字梨子木平,むつ市大字大平字梨子木平,2208,44004,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.15921082795975,41.29308944441334,14.77123395873919,0.0,むつ市大字大平字梨子木平,むつ市大平字梨子木平,code_in_car30
02208044001,むつ市,大字大平字落野沢,むつ市,大字大平字落野沢,むつ市大字大平字落野沢,青森県,むつ市,大字大平,字落野沢,むつ市大字大平字落野沢,2208,44001,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.16067005737523,41.302082934667034,14.805190598875027,0.0,むつ市大字大平字落野沢,むつ市大平字落野沢,code_in_car30
02208044003,むつ市,大字大平字荒川,むつ市,大字大平字荒川,むつ市大字大平字荒川,青森県,むつ市,大字大平,字荒川,むつ市大字大平字荒川,2208,44003,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.15759017593876,41.29714623361801,14.9662772225698,0.0,むつ市大字大平字荒川,むつ市大平字荒川,code_in_car30
02208044005,むつ市,大字大平字多賀道,むつ市,大字大平字多賀道,むつ市大字大平字多賀道,青森県,むつ市,大字大平,字多賀道,むつ市大字大平字多賀道,2208,44005,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.1553957084639,41.29150480802471,15.067904465996401,0.0,むつ市大字大平字多賀道,むつ市大平字多賀道,code_in_car30
02208052001,むつ市,大字大湊字近川,むつ市,大字大湊字近川,むつ市大字大湊字近川,青森県,むつ市,大字大湊,字近川,むつ市大字大湊字近川,2208,52001,4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.15188533825918,41.28059652444831,15.280528312214061,18.0,むつ市大字大湊字近川,むつ市大湊字近川,code_in_car30
02208036004,むつ市,大字関根字高梨川目,むつ市,大字関根字高梨川目,むつ市大字関根字高梨川目,青森県,むつ市,大字関根,字高梨川目,むつ市大字関根字高梨川目,2208,36004,4,50.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,6.0,1.0,4.0,6.0,4.0,3.0,6.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,141.1807242885635,41.35155273369144,15.303090393371022,267.0,むつ市大字関根字高梨川目,むつ市関根字高梨川目,code_in_car30
