facility,total_patients,top3_frequency
医療法人社団健育会西伊豆健育会病院,13913.0,22
西伊豆町安良里診療所,9358.0,15
医療法人社団健育会 西伊豆健育会病院附属土肥クリニック,9226.0,22
池田医院,7605.0,18
西伊豆町田子診療所,3753.0,8
中江医院,1577.0,4
医療法人慈愛会 石田医院,1513.0,3
医療法人社団正仁会 加藤内科,685.0,4
佐藤医院,0.0,0
