医療機関名,保険区分,都道府県名,市区町村名,所在地,緯度,経度,distance_km,病床数計,診療科目
医療法人社団　時正会　佐々総合病院,医科,東京都,西東京市,西東京市田無町四丁目２４番１５号,35.72977,139.5388,0.0,183,内 呼内 循環器内科 消化器内科 消化器外科 救急科 乳腺外科 糖尿病内科 肛門外科 外 脳外 整外 ひ 皮 小 産 婦 形外 リハ 麻 脳内 呼外 小児精神科 放射線診断科
医療法人社団　石和会　耳鼻咽喉科ヒロクリニック,医科,東京都,西東京市,西東京市田無町四丁目２９番８号　丸保ビル４階,35.72953,139.53975,0.08980940140100513,0,耳い
医療法人社団　薫風会　田無メンタルクリニック,医科,東京都,西東京市,西東京市田無町四丁目２３番４号　クリーンヒルズＫＨビル２階,35.72903,139.53813,0.10211935252318399,0,精 心内
医療法人社団　悠悠会　つばさクリニック,医科,東京都,西東京市,西東京市田無町五丁目１番１３号　ハイセレサ田無本町シティータワー１０１,35.72989,139.53995,0.10465986443500805,0,眼
医療法人社団　明理会　田無皮フ科コンタニクリニック,医科,東京都,西東京市,西東京市田無町四丁目２８番１３号　おんべビル２・３階,35.72905,139.53972,0.1153523282874924,0,皮 整外
医療法人社団　湯川　湯川ウィメンズクリニック,医科,東京都,西東京市,西東京市田無町四丁目２６番９号　ＪＳビル２階,35.7287,139.5388,0.11897873584972142,0,産婦 内
けやき在宅診療所,医科,東京都,西東京市,西東京市田無町四丁目２８番１４号　田無第２マーブルビル５階,35.72892,139.53969,0.12404553909768715,0,内 外 皮 整外 ひ
グレースホームケアクリニック　多摩,医科,東京都,西東京市,西東京市田無町五丁目９番１号　１階,35.73077,139.53967,0.13613026036689282,0,内 美容皮膚科 精
久保眼科医院,医科,東京都,西東京市,西東京市田無町四丁目２７番１０号,35.72849,139.53946,0.1542953208097975,0,眼
たなし中村眼科クリニック,医科,東京都,西東京市,西東京市田無町三丁目１番１３号　ラ・ベルドゥーレ田無１０２,35.72943,139.54063,0.16945821578973969,0,眼
ゆい在宅クリニック,医科,東京都,西東京市,西東京市田無町３－３－２　グランドソレイユＴＡＮＡＳＨＩ　６０１,35.7309,139.54039,0.1907526146919587,0,内 緩和ケア内科 糖尿病内科 精
医療法人社団　吾勢会　指田医院,医科,東京都,西東京市,西東京市田無町四丁目２番１１号,35.72788,139.53941,0.21725239249502795,0,内 外 脳外
あおぞら田無クリニック,医科,東京都,西東京市,西東京市田無町二丁目９番１３号　丸嘉ビル３階,35.72869,139.54108,0.23828265385081943,0,皮 美容皮膚科 アレ
西東京めぐみクリニック,医科,東京都,西東京市,西東京市田無町二丁目９番１３号　丸嘉ビル２階,35.72869,139.54108,0.23828265385081943,0,内 内視鏡内科 消化器内科 外
オンラインクリニック西東京,医科,東京都,西東京市,西東京市田無町二丁目１０番１号,35.72868,139.54141,0.26494424519563103,0,消化器内科 外 内
メル眼科クリニック,医科,東京都,西東京市,西東京市田無町二丁目１１番７号　オークビル田無１階,35.72853,139.54135,0.268317449147173,0,眼
しげみつファミリークリニック,医科,東京都,西東京市,西東京市田無町五丁目４番１３号　ハママンション第二　１階,35.73065,139.53574,0.29303276534675676,0,内 小 呼内
西尾内科クリニック,医科,東京都,西東京市,西東京市南町５－５－１３　田無丸八ビル１０１号室,35.72702,139.5387,0.30591967554901517,0,糖尿病内分泌内科 内
西東京わたらせクリニック,医科,東京都,西東京市,西東京市南町５丁目５番１３号－２０１,35.72702,139.5387,0.30591967554901517,0,内
医療法人社団　壮仁会　西東京あゆみクリニック,医科,東京都,西東京市,西東京市田無町三丁目３番１４－２０１号　ベルビュー田無,35.73171,139.54129,0.3115305660841758,0,内
すがひろ内科クリニック,医科,東京都,西東京市,西東京市南町四丁目３番２号　サウスタウンビル２階,35.72717,139.54022,0.3162483677224485,0,内 循
高橋クリニック,医科,東京都,西東京市,西東京市南町五丁目３番１２号,35.72657,139.5376,0.37194678847115514,0,内 外 整外 リハ
医療法人社団　薫風会　山田病院,医科,東京都,西東京市,西東京市南町三丁目４番１０号,35.72683,139.54144,0.40455218639110146,308,内 精 歯 心内
田無循環器クリニック,医科,東京都,西東京市,西東京市南町五丁目１番８号　１階,35.72611,139.53696,0.4395620328257624,0,循環器内科 循環器外科 内
田無スキンクリニック,医科,東京都,西東京市,西東京市南町五丁目１番８号　田無クリニックモール２階,35.72611,139.53696,0.4395620328257624,0,皮膚科 小児皮膚科 美容皮膚科 皮膚外科
田無耳鼻咽喉科クリニック,医科,東京都,西東京市,西東京市南町五丁目１番８号　田無クリニックモール２階Ｄ区画,35.72611,139.53696,0.4395620328257624,0,耳鼻咽喉科 小児耳鼻咽喉科
医療法人社団　敬康会　やまぐち内科眼科クリニック,医科,東京都,西東京市,西東京市田無町七丁目１６番３０号　１階・地下１階,35.7317,139.53435,0.4554137867787625,0,内 眼 呼内 消化器内科 循環器内科
医療法人社団　欅会　田無南口クリニック,医科,東京都,西東京市,西東京市南町五丁目１番１５号,35.72606,139.53581,0.4929816694271613,0,透析内科 内
田無ペインクリニック内科,医科,東京都,西東京市,西東京市南町四丁目９番１号,35.72466,139.54057,0.5902434831286222,0,麻 ペインクリニック内科
医療法人社団　花楓会　笠井医院,医科,東京都,西東京市,西東京市田無町四丁目１１番７号　カーサエストゥペンダ１０１,35.72712,139.53311,0.5921453100694933,0,内 外
医療法人社団　ヒマワリ会　畑中医院,医科,東京都,西東京市,西東京市南町三丁目２２番８号,35.72507,139.54253,0.6216885307910923,3,産婦 肛門外科
田村医院,医科,東京都,西東京市,西東京市田無町七丁目３番１７号,35.73129,139.53197,0.6392589371634447,0,内 消 小
酒枝医院,医科,東京都,西東京市,西東京市北原町二丁目１番３８号,35.734,139.54405,0.6676824116082154,0,内 循 小 整外
医療法人社団　佳朋会　すくすくｋｉｄｓクリニック,医科,東京都,西東京市,西東京市南町五丁目９番１７号,35.72366,139.5387,0.6794619062767776,0,小 アレ
坂上医院,医科,東京都,西東京市,西東京市南町３－１７－８,35.72449,139.54376,0.7383521816234555,0,内 老年内科 外 小 循環器内科 老年精神科
医療法人社団　東光会　西東京中央総合病院,医科,東京都,西東京市,西東京市芝久保町二丁目４番１９号,35.72678,139.53122,0.760728356708601,270,内 小 外 整外 脳外 眼 耳い 皮 ひ 消 循 麻 心外 神内 リハ
医療法人社団　秀友会　ひらつか内科クリニック,医科,東京都,西東京市,西東京市南町二丁目１番１４号　新倉ビル１階,35.72593,139.54581,0.7633674207970058,0,内
こみち内科クリニック,医科,東京都,西東京市,西東京市南町６丁目９－１９,35.7254,139.53127,0.8355488146503331,0,内 循環器内科 腎臓内科 皮
医療法人社団　優希会　すぎはらこどもクリニック,医科,東京都,西東京市,西東京市西原町五丁目１番１７号　サンロイヤル西原Ａ号室,35.73746,139.53529,0.9118952761714927,0,小
六角地蔵整形外科クリニック,医科,東京都,西東京市,西東京市西原町五丁目１番８号　西原クリニックビル１階,35.73733,139.53485,0.9131172530881254,0,整外 リハ
小野内科循環器科クリニック,医科,東京都,西東京市,西東京市西原町五丁目１番８号　西原クリニックビル２階,35.73733,139.53485,0.9131172530881254,0,内
医療法人社団　明心会　やぎさわ循環器クリニック,医科,東京都,西東京市,西東京市保谷町四丁目５番６号　野口ビル,35.72862,139.54984,1.004714249312565,0,内 呼 循
医療法人社団　浩心会　なかやま内科循環器クリニック,医科,東京都,西東京市,西東京市向台町一丁目１９番１４号　ノーブルハイツ向台１階,35.72056,139.54297,1.0910979279019837,0,内 循環器内科 呼内 糖尿病内科
医療法人社団　翌檜会　ひがき医院,医科,東京都,西東京市,西東京市芝久保町一丁目１１番１０号　１階,35.72527,139.52798,1.0974203100777984,0,内 循 小
西東京眼科クリニック,医科,東京都,西東京市,西東京市保谷町六丁目１４番１４号,35.73189,139.55075,1.104122374675431,0,眼
たなしこどもクリニック,医科,東京都,西東京市,西東京市芝久保町三丁目４番３０号　ケルン田無Ⅰ（吉野ビル）１階Ｂ号室,35.72967,139.52634,1.1247696132166376,0,小
医療法人社団　一雅会　野田医院,医科,東京都,西東京市,西東京市向台町三丁目６番１０号,35.71928,139.53745,1.1727853344035504,0,内 循環器内科 消化器内科
医療法人社団　仁明会　安部医院,医科,東京都,西東京市,西東京市保谷町三丁目２４番２号,35.7295,139.55212,1.2027194870529867,0,内 耳い 小
医療法人社団　三宝会　川村クリニック,医科,東京都,西東京市,西東京市柳沢六丁目１番１号　ＨＢビル西武柳沢２階,35.72843,139.55264,1.2581457117322499,0,ひ 皮 内
たかはし医院,医科,東京都,西東京市,西東京市保谷町三丁目１１番２５号,35.72907,139.55286,1.2715296793270952,0,内 消化器内科 肝臓内科
医療法人社団　曙新泉会　知念医院,医科,東京都,西東京市,西東京市泉町一丁目１１番１４号　上宿ビル１階,35.73906,139.5471,1.2760643313423183,0,内 小
西原クリニック,医科,東京都,西東京市,西東京市西原町四丁目３番４９号－１２－８１０,35.737,139.5274,1.3058066400858013,0,内 麻
馬場医院,医科,東京都,西東京市,西東京市保谷町六丁目１５番２号,35.73354,139.55278,1.3296974860667679,0,内 消 循 小 放
ますだ内科クリニック,医科,東京都,西東京市,西東京市芝久保町三丁目６番２６号,35.72991,139.5239,1.3450518068206705,0,内 呼内 アレ
医療法人財団　緑秀会　田無病院,医科,東京都,西東京市,西東京市緑町三丁目６番１号,35.74204,139.54074,1.3755540727924969,86,内 外 整外 眼 耳い ひ リハ 脳外 消化器外科
石川クリニック,医科,東京都,西東京市,西東京市保谷町二丁目６番１号　アパートメントヤギサワ１階,35.73111,139.55475,1.447419788689499,0,内 脳内 循環器内科 皮
医療法人社団　春陽会　大野医院,医科,東京都,西東京市,西東京市柳沢一丁目４番２６号,35.72673,139.55446,1.4534471810041643,0,内 小 整外 皮
医療法人社団　はまなす会　芝久保内科小児科クリニック,医科,東京都,西東京市,西東京市芝久保町四丁目１２番４５号,35.73026,139.52261,1.4624168440628427,0,内 小 循
柳橋診療所,医科,東京都,西東京市,西東京市新町一丁目１１番２５号,35.71719,139.54372,1.46765132877481,0,精 循環器内科 整外
医療法人　徳洲会　武蔵野徳洲会病院,医科,東京都,西東京市,西東京市向台町三丁目５番４８号,35.71741,139.53293,1.472987661896488,303,内 循環器内科 消化器内科 消化器外科 腎臓内科 乳腺外科 糖尿病内科 外 整外 脳外 形外 小 ひ 婦 リハ 放 麻 皮 耳い 病理 歯外 血管外科 救急科 呼内 呼外
ひばりクリニック,医科,東京都,西東京市,西東京市谷戸町二丁目１番４１号　グランドマストひばりが丘南１０２号室,35.74313,139.53691,1.4953285722481318,0,整外 脳外 リハ
たなか内科・リウマチ科クリニック,医科,東京都,西東京市,西東京市谷戸町二丁目１番４１号　グランドマストひばりが丘南１０５号,35.74313,139.53691,1.4953285722481318,0,内 リウ
医療法人社団　希照会　ひばりが丘てらむらクリニック,医科,東京都,西東京市,西東京市ひばりが丘三丁目３番１６号,35.74334,139.53552,1.5376849954894318,0,内 消化器内科 循環器内科 皮
南しばくぼ診療所,医科,東京都,西東京市,西東京市芝久保町二丁目２２番３６号,35.72652,139.52113,1.6354589615851232,0,内 内視鏡内科 消化器内科
武蔵野ファミリークリニック,医科,東京都,西東京市,西東京市新町一丁目２番２０号,35.71645,139.54727,1.6668384894945611,0,内 リハ 小
医療法人社団　慈秀会　石田クリニック,医科,東京都,西東京市,西東京市谷戸町一丁目２３番１３号,35.74429,139.54358,1.6712012273588521,0,内 胃 外 こう
尾町内科クリニック,医科,東京都,東久留米市,東久留米市南町一丁目６番１１号,35.7421,139.52733,1.7179996736397758,0,内 消
池田クリニック,医科,東京都,西東京市,西東京市柳沢二丁目３番１３号　都営柳沢２丁目アパート１１０号,35.72266,139.55574,1.721457492829858,0,内 循 小
ひばりが丘みみはなのどクリニック,医科,東京都,西東京市,西東京市谷戸町三丁目９番５号　ひばりメディカルモール２０２,35.74496,139.54309,1.732866968857416,0,耳い
ひらたあや整形外科クリニック,医科,東京都,西東京市,西東京市新町二丁目５番３５号,35.71468,139.54364,1.733888219148227,0,整外 リハ 内
西東京市休日診療所,医科,東京都,西東京市,西東京市中町一丁目１番５号　西東京市中町分庁舎,35.73898,139.55508,1.7911066420142008,0,内 外
伊藤皮膚科形成外科クリニック,医科,東京都,西東京市,西東京市新町二丁目５番１５号,35.71358,139.54247,1.8304808862958835,0,形外 美外 皮
丸山眼科クリニック,医科,東京都,西東京市,西東京市新町二丁目５番１５号,35.71358,139.54247,1.8304808862958835,0,眼 内
ほりうちクリニック,医科,東京都,武蔵野市,武蔵野市関前五丁目８番１０号,35.71379,139.54385,1.8344478600230378,0,ひ 内
医療法人社団　順洋会　武蔵野総合クリニックいずみ,医科,東京都,西東京市,西東京市泉町三丁目６番９号　ＬＩＦＥ　ＭＥＤＩＣＡＬ　ＣＡＲＥいずみ　１０４号室・２０２号室・２０３号室,35.74152,139.55327,1.8473832281444544,0,内 小 小外 整外 リハ
さくらんぼキッズクリニック,医科,東京都,東久留米市,東久留米市南町四丁目１番１７号　リールヴィーヴル１階,35.74265,139.5253,1.8803984949883628,0,小 アレ
保谷内科呼吸器科クリニック,医科,東京都,西東京市,西東京市住吉町六丁目１番２６号,35.74333,139.55179,1.9100072490227022,0,内 呼 アレ
医療法人社団　ひばりこどもクリニック,医科,東京都,西東京市,西東京市谷戸町三丁目１１番９号　長谷川ビル１階,35.74673,139.54301,1.923768296813435,0,小 アレ
医療法人社団　広香会　がんぼクリニック,医科,東京都,西東京市,西東京市芝久保町三丁目３０番１６号　１階,35.72972,139.51703,1.9650985686053832,0,アレ 耳い 内 小
医療法人社団　潤明会　鈴木クリニック,医科,東京都,東久留米市,東久留米市南沢五丁目１８番５０号　１階,35.74356,139.52513,1.9681434196216296,0,内 呼 消 循 ひ リハ アレ
下田内科クリニック,医科,東京都,西東京市,西東京市富士町一丁目１３番１号,35.73294,139.56032,1.9742076406374225,0,内 消 リハ
医療法人社団　鹿島医院,医科,東京都,東久留米市,東久留米市南沢四丁目３番２号,35.74659,139.53142,1.985373001587679,0,内 小 循 消 皮
医療法人社団　啓信会　武村医院,医科,東京都,西東京市,西東京市東伏見五丁目９番１４号　,35.72234,139.55884,1.9887446618820224,0,内 小 皮 ひ アレ リハ
医療法人社団　啓修会　武村クリニック,医科,東京都,西東京市,西東京市東伏見五丁目９番１４号,35.72234,139.55884,1.9887446618820224,0,整外 皮 リハ 形外 外 リウ 内 ひ
中山皮膚科医院,医科,東京都,西東京市,西東京市泉町四丁目４番２８号,35.74349,139.5535,2.0218384521120285,0,皮
高田医院,医科,東京都,西東京市,西東京市ひばりが丘二丁目７番１８号,35.74811,139.5383,2.039817023693546,0,内 小 皮
医療法人社団　三樹会　岩崎整形外科医院,医科,東京都,小平市,小平市花小金井南町三丁目４０番２号,35.72389,139.51729,2.0488191710060915,0,整外 リハ リウ
東久留米おだやかメディカルクリニック,医科,東京都,東久留米市,東久留米市南沢五丁目１７番６２号　イオンモール東久留米２階２３２区画,35.74616,139.52806,2.0642462631073824,0,内 形外 皮 歯
清水眼科医院,医科,東京都,東久留米市,東久留米市南沢５丁目１７番６２　イオンモール東久留米ショッピングセンター２階,35.74616,139.52806,2.0642462631073824,0,眼
医療法人社団　佑友会　ひばりケ丘診療所,医科,東京都,東久留米市,東久留米市学園町二丁目１１番１４号,35.74823,139.53485,2.0833906889748754,0,内 胃 循 小
医療法人社団　糖和会　近藤医院,医科,東京都,小平市,小平市花小金井南町二丁目１３番地１３,35.7247,139.51642,2.097403027732655,0,内 放 耳い
医療法人社団　緑友会　らいおんハート武蔵野脳神経外科内科クリニック,医科,東京都,武蔵野市,武蔵野市八幡町三丁目１番２５号,35.71532,139.55376,2.0989426332046937,0,内 脳外 整外
秀眼科クリニック,医科,東京都,小平市,小平市花小金井南町二丁目１３番２１号,35.7246,139.51634,2.1073670488172804,0,眼
まちだケアクリニック,医科,東京都,小平市,小平市花小金井南町二丁目１３番４号　エクセルカオリ１階,35.72499,139.51611,2.116037173299004,0,内 外 胃腸内科 肛門内科
医療法人社団　境橋クリニック,医科,東京都,武蔵野市,武蔵野市関前五丁目２１番５号　境橋クリニックビル１階３階４階５階,35.71063,139.53827,2.128811599739336,0,内 小 外 整外 皮
はるクリニック,医科,東京都,西東京市,西東京市谷戸町三丁目２３番１号　Ｋ－ｆｌａｔ１階,35.74861,139.54312,2.130890516249472,0,糖尿病内科 内 小
吉元医院,医科,東京都,小平市,小平市花小金井一丁目２１番３号,35.72689,139.5154,2.1363999470252306,0,内 内分泌内科 皮
医療法人社団　拓明会　エム・クリニック,医科,東京都,小平市,小平市花小金井一丁目２９番地５,35.73025,139.51508,2.141767417309059,1,呼 脳外 放 アレ
公立昭和病院,医科,東京都,小平市,小平市花小金井八丁目１番１号,35.7282,139.51466,2.1860238986476723,485,内 脳内 心内 外 呼外 心外 整外 脳外 形外 小 皮 ひ 産婦 眼 リハ 放 麻 歯 歯外 呼内 循環器内科 消火器内科 血液内科 糖尿病・内分泌・代謝内科 耳い 病理 臨床検査科 救急科
医療法人社団　佐々木クリニック泌尿器科・小児泌尿器科,医科,東京都,小平市,小平市花小金井八丁目１１番９号,35.7282,139.51466,2.1860238986476723,0,ひ 小児泌尿器科 内 小外
医療法人社団　佐々木クリニック,医科,東京都,小平市,小平市花小金井八丁目１０番２６号,35.7282,139.51466,2.1860238986476723,0,耳い 気食 アレ 小外
ひばりヶ丘クリニック,医科,東京都,西東京市,西東京市谷戸町二丁目１５番１１号　高野ビル１階,35.74925,139.54332,2.2041615916244726,0,内 循環器内科 消化器内科 小
兼子耳鼻咽喉科医院,医科,東京都,西東京市,西東京市東伏見二丁目４番１号,35.72855,139.56325,2.2111850651552065,0,耳い 気食 アレ
いるかこどもクリニック,医科,東京都,武蔵野市,武蔵野市桜堤２－７－２７　メディシャトル桜堤１０２号,35.71033,139.53334,2.217119077548981,0,小 アレ
医療法人社団　ひかり　つちだ眼科クリニック,医科,東京都,小平市,小平市花小金井二丁目９番６号,35.73067,139.51422,2.2209807225248293,0,眼 麻
比留間医院,医科,東京都,小平市,小平市花小金井一丁目９番１５号,35.72677,139.5143,2.2365748612762726,0,内 循 小
コスモスこころのクリニック花小金井,医科,東京都,小平市,小平市花小金井一丁目１０番１１号　８７５ビル,35.72606,139.51442,2.239066965368858,0,心内 精
花小金井駅前スキンクリニック,医科,東京都,小平市,小平市花小金井一丁目１０番１１号　８７５ビル４０２号室,35.72606,139.51442,2.239066965368858,0,皮 小児皮膚科 美容皮膚科 皮膚外科
花小金井駅前こどもクリニック,医科,東京都,小平市,小平市花小金井一丁目１０番１１号　８７５ビル２０１号室,35.72606,139.51442,2.239066965368858,0,小 アレ 小児神経内科
医療法人社団　隼甫会　ふなびき胃腸クリニック,医科,東京都,小平市,小平市花小金井一丁目９番地２　エスパシオ３０１号,35.72725,139.51413,2.244456966682775,0,消化器内科 内 外
ひろクリニック,医科,東京都,西東京市,西東京市谷戸町三丁目２６番７号,35.74953,139.54388,2.2445422159774324,0,産婦 内 神内 漢方内科
東伏見駅前内科糖尿病クリニック,医科,東京都,西東京市,西東京市富士町四丁目１８番１１号　フジビル１階,35.72901,139.56384,2.261849848110629,0,内 糖尿病内科 内分泌内科 アレ
医療法人社団　平清会　松清医院,医科,東京都,小平市,小平市花小金井三丁目５番地４０,35.73494,139.51431,2.2840709827004613,0,内 小
桜堤ファミリークリニック,医科,東京都,武蔵野市,武蔵野市桜堤二丁目８番５５号　パークシティ武蔵野桜堤　桜景邸１１８号,35.70961,139.53328,2.296414738878402,0,内 外 内視鏡内科 消化器内科
北山クリニック,医科,東京都,西東京市,西東京市ひばりが丘一丁目４番３号　ケイアイビル２階,35.75012,139.54349,2.302071030525339,0,心内 精
医療法人社団　みやこ会　桑原皮フ科クリニック,医科,東京都,西東京市,西東京市谷戸町三丁目２８番１６号　パークシティひばりが丘１階,35.75027,139.54445,2.3358407820597735,0,内 小 皮 アレ
医療法人社団　輝悠会　花小金井ハートクリニック,医科,東京都,小平市,小平市花小金井一丁目４番２９号　クレアール１０３,35.72848,139.51297,2.3359969584372267,0,内 循環器内科
医療法人社団　みのり会　小平メイプルクリニック,医科,東京都,小平市,小平市花小金井南町一丁目１３番１５号　フォートレスセブン２０１号室,35.72451,139.51373,2.337403068143015,0,内
医療法人社団　豊治会　花小金井北クリニック,医科,東京都,小平市,小平市花小金井二丁目２番地１３　地下１階・１階,35.73262,139.51311,2.340445623934367,0,内 胃 小 外 こう リハ 放
竹内内科クリニック,医科,東京都,西東京市,西東京市住吉町四丁目１６番４号,35.74796,139.5519,2.342864901479759,0,内 消 循 アレ
東伏見皮膚科クリニック,医科,東京都,西東京市,西東京市東伏見三丁目２番２号　サン東伏見１階,35.72787,139.56497,2.3717171629009557,0,皮 アレ
久内医院,医科,東京都,西東京市,西東京市中町二丁目１番１７号,35.7426,139.55992,2.3809919026246815,0,内 消化器内科 糖尿病内科
田原医院,医科,東京都,武蔵野市,武蔵野市関前三丁目３番９号,35.71402,139.55702,2.4026080644248733,0,内 循 小 婦
花小金井レディースクリニック,医科,東京都,小平市,小平市花小金井南町一丁目１９番３号　ＳＯＲＡ１階,35.72465,139.51286,2.409791415889846,0,産 婦
松岡内科クリニック,医科,東京都,小平市,小平市花小金井一丁目１番地１１　エメラルドビル３階,35.72689,139.51219,2.423274373542194,0,内 呼 アレ
井上耳鼻咽喉科医院,医科,東京都,小平市,小平市花小金井南町一丁目１３番７号　,35.72377,139.51297,2.425230748894032,0,耳い 気食
樹神内科クリニック,医科,東京都,小平市,小平市花小金井三丁目２番５号　ドミール黒澤１階,35.73607,139.51306,2.426667477188545,0,内 呼内 皮
医療法人社団　慶真会　田中耳鼻咽喉科医院,医科,東京都,小平市,小平市花小金井一丁目２番地２０　金城ビル２階,35.72782,139.51183,2.444139898188968,0,耳い
東伏見眼科医院,医科,東京都,西東京市,西東京市富士町四丁目４番１５号,35.73062,139.56592,2.4498238614499654,0,眼
浜田内科クリニック,医科,東京都,小平市,小平市花小金井南町一丁目１８番２５号　ＮＲ花小金井駅前２階Ａ,35.72506,139.51221,2.4567169903424237,0,内 消
医療法人社団　有心会　タムラクリニック,医科,東京都,小平市,小平市花小金井南町一丁目１８番２５号　ＮＲ花小金井駅前２階Ｄ,35.72506,139.51221,2.4567169903424237,0,精 神 心内
医療法人社団　成友会　小森病院,医科,東京都,武蔵野市,武蔵野市関前三丁目３番１５号,35.71349,139.55745,2.472173969273704,57,内 リハ
青木小児科医院,医科,東京都,武蔵野市,武蔵野市境四丁目１６番１５号,35.70712,139.53822,2.5191128152705957,0,小 内
医療法人社団　よつ葉会　しみず内科循環器クリニック,医科,東京都,小平市,小平市花小金井南町一丁目２６番３５号　アクティオス１０１号室,35.72554,139.51137,2.5203398704087396,0,内 循
医療法人社団　瑞朋会　富士クリニック,医科,東京都,西東京市,西東京市富士町四丁目６番９号　１階,35.73016,139.56673,2.52149520820635,0,内 消 循 リウ 小
医療法人　元気会　わかさクリニックひばりが丘,医科,東京都,西東京市,西東京市ひばりが丘北三丁目３番１４号　モンマビル３階,35.75201,139.54478,2.5311885481718353,0,内 外 皮
医療法人社団　友利会　友利医院,医科,東京都,武蔵野市,武蔵野市関前二丁目５番１４号,35.71048,139.55374,2.533755073042875,0,内 小 外 胃
花小金井きのしたクリニック,医科,東京都,小平市,小平市花小金井南町一丁目１５番２９号,35.72298,139.5118,2.551549536691779,0,内 腎臓内科 人工透析内科
仁徳クリニック,医科,東京都,西東京市,西東京市中町四丁目７番９号,35.73685,139.56589,2.568806192798535,0,内 小 胃
梶野町クリニック,医科,東京都,小金井市,小金井市梶野町二丁目２番１７号,35.70717,139.53215,2.583725605103586,0,皮 内 外 消化器内科
ホームクリニックえにし　ひばりが丘,医科,東京都,西東京市,西東京市ひばりが丘北三丁目３番３０号　エクレールひばりビル２階,35.75224,139.54622,2.586742986937936,0,内 循環器内科 呼内 糖尿病内科 緩和ケア内科 リハ 神内 耳い 精 皮
ひばりヶ丘北口駅前クリニック,医科,東京都,西東京市,西東京市ひばりが丘北三丁目３番３０号　エクレールひばり１階,35.75224,139.54622,2.586742986937936,0,内 小 アレ 皮 消火器内科 外 小外
中島クリニック,医科,東京都,西東京市,西東京市ひばりが丘北三丁目３番２２号　エトワールビル２階,35.75255,139.54544,2.60294968776339,0,心内 精 神 内
ＹＹキッズクリニック,医科,東京都,西東京市,西東京市東町一丁目１番２２号　エリシオン１階,35.74269,139.56325,2.63325031744237,0,小 他
医療法人社団　昭彩会　待山医院,医科,東京都,小金井市,小金井市緑町二丁目１７番１０号　１階,35.71146,139.52008,2.645984010151494,0,内 眼 循環器内科
東医院,医科,東京都,武蔵野市,武蔵野市西久保二丁目３２番１０号,35.70984,139.55496,2.6532076837709235,0,内 循 外 こう 胃
八木メディカルクリニック,医科,東京都,小平市,小平市花小金井六丁目１７番地５,35.73028,139.50928,2.66524617345392,0,内 小
東小金井くろだ内科医院,医科,東京都,小金井市,小金井市梶野町四丁目１１番１３号,35.70812,139.52606,2.668010469892228,0,内 消化器内科 循環器内科 小
医療法人社団　有実会　はやし内科クリニック,医科,東京都,西東京市,西東京市東町六丁目６番１０号　西東京メディカルモールＢ区分,35.73967,139.56578,2.6724796358006278,0,内 消化器内科 糖尿病内科
つながわ整形外科・ペインクリニック,医科,東京都,西東京市,西東京市東町六丁目６番１０号　西東京メディカルモールＣ区分,35.73967,139.56578,2.6724796358006278,0,整外 リハ リウ ペインクリニック外科
つくしこどもクリニック,医科,東京都,西東京市,西東京市東町六丁目６番１０号　西東京メディカルモールＡ区分,35.73967,139.56578,2.6724796358006278,0,小 アレ
ひばりヶ丘つながわ整形外科・ペインクリニック,医科,東京都,西東京市,西東京市ひばりが丘北３丁目５－２７　Ｎ’ｓビルディング２階・３階,35.7531,139.54608,2.676093745079731,0,整外 リハ ペインクリニック外科 リウ
医療法人社団　保谷中央医院,医科,東京都,西東京市,西東京市東町一丁目５番１８号,35.74475,139.56201,2.6763911759194685,19,内 小 産 婦 外
前沢医院,医科,東京都,東久留米市,東久留米市前沢二丁目１０番９号,35.74328,139.51424,2.677815523534658,0,内 小 産婦 消化器内科 循環器内科
田中クリニック,医科,東京都,西東京市,西東京市ひばりが丘北三丁目６番３１号　アッセンブルひばりが丘２階,35.75303,139.54747,2.70217421990697,0,小 内 皮
医療法人社団　花みずき会　保谷厚生病院,医科,東京都,西東京市,西東京市栄町一丁目１７番１８号,35.74875,139.55759,2.7074338458701477,174,内 外 消化器内科 循環器内科 呼内 心外 脳外 ひ 整外 リウ 呼外 眼 放 リハ 麻 糖尿病内科 皮
境藤田クリニック,医科,東京都,武蔵野市,武蔵野市境一丁目７番５号,35.70592,139.54501,2.710614386813361,0,内 皮 整外
ノーブルビルクリニック,医科,東京都,西東京市,西東京市ひばりが丘北三丁目５番１３号,35.75331,139.54663,2.7112485349849975,0,内 外 皮
医療法人社団　藤原会　藤原医院,医科,東京都,西東京市,西東京市ひばりが丘北四丁目８番４号,35.75368,139.54575,2.7316656689146814,0,内 小 外 整外 皮 リハ 肛門外科 消火器内科
医療法人社団　ゆうの会　むさしの共立診療所,医科,東京都,武蔵野市,武蔵野市西久保二丁目１７番１１号,35.7108,139.55811,2.736483503865852,0,内 呼内 糖尿病科 神内
東小金井クリニック,医科,東京都,小金井市,小金井市梶野町二丁目１番２号　アーバンステージ武蔵野ヒルズＡ棟１階,35.70537,139.53188,2.784157359263767,0,内 整外 アレ
医療法人社団　めいこう会　玲子内科クリニック,医科,埼玉県,新座市,新座市栗原五丁目１２番１７号　メイハイムビル２階,35.754,139.5468,2.7893241950137497,0,内 消化器内科
増田医院,医科,東京都,西東京市,西東京市東町五丁目１番１１号,35.74059,139.56673,2.793340062005251,0,内 小
