医療機関名,保険区分,都道府県名,市区町村名,所在地,緯度,経度,distance_km,病床数計,診療科目
さわだ整形外科クリニック,医科,埼玉県,さいたま市桜区,さいたま市桜区西堀五丁目３番４０号,35.85546,139.62733,16.096296820303458,0,整外 リハ
中浦和眼科医院,医科,埼玉県,さいたま市桜区,さいたま市桜区西堀５丁目３番４０号,35.85546,139.62733,16.096296820303458,0,眼
にしむら内科クリニック,医科,埼玉県,さいたま市桜区,さいたま市桜区西堀５丁目３番４０号,35.85546,139.62733,16.096296820303458,0,内 他
せたがや下馬クリニック,医科,東京都,世田谷区,世田谷区下馬３－３３－８,35.6371,139.67575,16.098958402794942,0,消化器内科 内
東池袋きむら内科クリニック,医科,東京都,豊島区,豊島区南池袋二丁目４５番３号　としまエコミューゼタウン２階,35.72541,139.71709,16.10125792167664,0,内 腎臓内科 糖尿病内科 脂質代謝内科 呼内
医療法人社団　幸人会　皮膚科・サンフラワークリニック,医科,東京都,豊島区,豊島区南池袋二丁目４５番３号　としまエコミューゼタウン２階,35.72541,139.71709,16.10125792167664,0,皮膚科 小児皮膚科 アレ
としま整形外科リウマチクリニック,医科,東京都,豊島区,豊島区南池袋二丁目４５番３号　としまエコミューゼタウン２０１区画,35.72541,139.71709,16.10125792167664,0,整外 リウ リハ
医療法人社団　鳳凰会　フェニックス　アート　クリニック,医科,東京都,渋谷区,渋谷区千駄ヶ谷３－１２－１８,35.6778,139.70525,16.102345278741513,0,産婦
医療法人社団　鳳凰会　フェニックスメディカルクリニック,医科,東京都,渋谷区,渋谷区千駄ヶ谷三丁目４１番６号　ユニバースビル２階から６階,35.67849,139.70558,16.102772271609318,0,内 呼 消 循 外 産婦 アレ 整外 眼
惠友クリニック,医科,埼玉県,さいたま市桜区,さいたま市桜区町谷２－１５－１,35.8588,139.6199,16.10449078761338,0,外 内 胃 循
医療法人社団　福島内科医院,医科,神奈川県,川崎市宮前区,川崎市宮前区宮前平２－１９－９,35.58873,139.57933,16.104756961789704,0,内 小 消 循 呼
医療法人社団　英麗会　東京頭痛クリニック,医科,東京都,渋谷区,渋谷区千駄ヶ谷四丁目２３番５号　ＪＰＲ千駄ヶ谷ビル１階,35.68103,139.70676,16.105006395457327,0,神内 内
医療法人社団　善仁会　溝の口第一クリニック,医科,神奈川県,川崎市高津区,川崎市高津区久本３－２－３,35.59843,139.61401,16.107529652348568,0,人透内
医療法人碧会　豊田クリニック,医科,神奈川県,川崎市高津区,川崎市高津区久本３－２－３ヴェルビュ溝の口ビル１Ｆ,35.59843,139.61401,16.107529652348568,0,【主 肛外】内視内 消内 内 麻
溝ノ口しらはえメンタルクリニック,医科,神奈川県,川崎市高津区,川崎市高津区久本３－２－３　ヴェルビュ溝の口１０２,35.59843,139.61401,16.107529652348568,0,精 心内 児精
松岡クリニック,医科,神奈川県,川崎市高津区,川崎市高津区下作延２－３５－１スペースアメニティ梶ヶ谷２階,35.59501,139.60429,16.11039458681447,0,内 胃 リハ 小
堀井内科クリニック,医科,東京都,日野市,日野市多摩平二丁目５番地３　豊田パールハイツ１階,35.66349,139.38013,16.11277898207598,0,内 胃 循 呼
朝がおクリニック,医科,東京都,日野市,日野市多摩平二丁目５番地１　クレヴィア豊田多摩平の森ＲＥＳＩＤＥＮＣＥ　１１１号室,35.66349,139.38013,16.11277898207598,0,心内 精
医療法人社団　大日会　太陽クリニック,医科,東京都,日野市,日野市多摩平二丁目５番地１　クレヴィア豊田多摩平の森ＲＥＳＩＤＥＮＣＥ　１１０号室,35.66349,139.38013,16.11277898207598,0,小 内
医療法人財団　啓明会　中島病院附属　なかじまクリニック,医科,埼玉県,戸田市,戸田市下戸田２丁目９番２０号,35.81446,139.68378,16.117165022214238,0,内 外 小 整外 神内 循 呼 消 こう 呼外 形外 皮 ひ 脳外 精
サンライズクリニック,医科,神奈川県,川崎市高津区,川崎市高津区久本３－２－２２－１０２,35.59813,139.61359,16.121848202647858,0,内 循内 漢内 呼内
医療法人　宮坂医院,医科,神奈川県,川崎市高津区,川崎市高津区溝口１－２２－５,35.59934,139.61674,16.122000204228,10,内 小 産婦
医療法人社団　愛慈会　松本レディースクリニック,医科,東京都,豊島区,豊島区東池袋二丁目６０番３号　グレイスロータリービル１階,35.73325,139.71739,16.124888261204383,0,不妊治療婦人科 婦 ひ 内
さとう消化器内科クリニック,医科,東京都,豊島区,豊島区東池袋二丁目６０番３号　グレイスロータリービル２階,35.73325,139.71739,16.124888261204383,0,消化器内科 内
なりさわ内科クリニック,医科,東京都,昭島市,昭島市昭和町二丁目１番１４号　パレットビル２階,35.71313,139.36134,16.12676608891593,0,内 糖尿病内科
医療法人財団　啓明会　中島病院,医科,埼玉県,戸田市,戸田市下戸田２－７－１０,35.81484,139.68358,16.127247577053588,111,内 外 小 整外 神内 麻 循 呼 消 形外 こう 呼外 皮
白木医院,医科,埼玉県,さいたま市桜区,さいたま市桜区下大久保８３８－１,35.86469,139.60442,16.127573817814604,0,整外 ひ
湯浅整形外科医院,医科,東京都,昭島市,昭島市昭和町五丁目２番４号,35.71087,139.36166,16.129110019083885,0,整外 リハ リウ
なかやクリニック,医科,東京都,豊島区,豊島区上池袋二丁目４４番７号,35.73797,139.71722,16.130213876777024,0,内 胃 小
医療法人社団　等々力内科クリニック,医科,東京都,世田谷区,世田谷区等々力八丁目２４番１４号,35.61702,139.65121,16.133369689785948,0,内 循 呼 消 放 小
医療法人社団　小林医院,医科,東京都,日野市,日野市豊田四丁目３４番地４　１階,35.659,139.38284,16.13344861189631,0,内 外 消 循
しみずこどもクリニック,医科,東京都,日野市,日野市豊田四丁目３４番地７　オーチャード１階,35.659,139.38284,16.13344861189631,0,小
いしかわ内科医院,医科,東京都,日野市,日野市豊田四丁目３４番７号　オーチャード１階,35.659,139.38284,16.13344861189631,0,内 循環器内科
フローラクリニック,医科,東京都,豊島区,豊島区東池袋三丁目４番１号　第二朝日ビル３階,35.73061,139.71761,16.14064038537177,0,美外 美容皮膚科
安藤眼科医院,医科,東京都,渋谷区,渋谷区道玄坂二丁目２３番１０号,35.66002,139.69559,16.144050187294585,0,眼
医療法人翔誠会　　もとはしクリニック,医科,埼玉県,戸田市,戸田市喜沢南２－７－１４,35.80655,139.69067,16.144250852751973,0,内 呼内 循内 アレ
辻井産婦人科医院,医科,神奈川県,横浜市青葉区,横浜市青葉区美しが丘３－５－２－１Ｆ,35.58487,139.5507,16.147998531937294,6,産婦
つるや内科クリニック,医科,神奈川県,川崎市高津区,川崎市高津区久本１－６－５,35.59743,139.61256,16.15395894414941,0,内 消
中井皮膚科クリニック,医科,東京都,昭島市,昭島市昭和町二丁目３番７号　クレスト近江ビル１階,35.71259,139.36105,16.159815560016757,0,皮
中浦和メンタルクリニック,医科,埼玉県,さいたま市南区,さいたま市南区鹿手袋３－７－２８　ロータスコート１階,35.85152,139.63664,16.160311594914614,0,精 心内
ＭＳＣルナクリニック　渋谷院,医科,東京都,渋谷区,渋谷区道玄坂２丁目２３番１２号　フォンティスビル８階,35.66012,139.69588,16.16168428109598,0,皮 美容皮膚科 形外 美外
内科小児科石川医院,医科,埼玉県,ふじみ野市,ふじみ野市西２－１－１１,35.87283,139.50699,16.164176747374345,0,内 小
磯貝クリニック,医科,東京都,新宿区,新宿区西早稲田二丁目４番８号,35.70888,139.716,16.164989471995707,0,内 放 消 呼 循
多摩平リウマチ膠原病クリニック,医科,東京都,日野市,日野市多摩平２－３－１　ＨＡＫＵＥＩ・ＢＬＤ・ＴＯＹＯＤＡ　３０１,35.66076,139.38124,16.165791344367097,0,リウ 内
豊田駅前うだクリニック,医科,東京都,日野市,日野市多摩平２－３－１　ＨＡＫＵＥＩ．ＢＬＤ．ＴＯＹＯＤＡ　３０２,35.66076,139.38124,16.165791344367097,0,内 消化器内科 内視鏡内科 婦 肛門外科 乳腺外科
つむら眼科クリニック,医科,東京都,日野市,日野市多摩平２丁目３－１　ＨＡＫＵＥＩ．ＢＬＤ．ＴＯＹＯＤＡ５０１号室,35.66076,139.38124,16.165791344367097,0,眼
医療法人社団　明康会　石塚医院,医科,東京都,日野市,日野市多摩平二丁目３番地４　オリエント丹野マンション豊田１０６号,35.66076,139.38124,16.165791344367097,0,内 胃 外 整外 放
小林病院,医科,埼玉県,入間市,入間市宮寺２４１７,35.79481,139.37856,16.166208994680627,99,内 神内 消内 呼内 循内 糖内 血外 整外 リハ
世田谷公園前クリニック,医科,東京都,世田谷区,世田谷区下馬１－４０－１４　メイプルハイツ１階,35.64139,139.68095,16.167967808123386,0,内 小 皮 ひ リハ
医療法人社団　千徳会　北赤羽整形外科ペインクリニック,医科,東京都,北区,北区浮間三丁目２６番１３号　ＭＹビーゼ２階,35.78833,139.70282,16.169106608100883,0,麻 リハ 内 ペインクリニック整形外科
医療法人　良心会　いるまクリニック,医科,埼玉県,入間市,入間市上藤沢３７８－５,35.82441,139.40262,16.176154315645856,0,内 呼 循 皮 アレ
かきお駅前さいとうクリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区上麻生６－３９－３５　１Ｆ,35.58806,139.49829,16.17690984289653,0,内 アレ 呼内 皮
高橋内科医院,医科,東京都,豊島区,豊島区東池袋三丁目１３番１３号,35.73213,139.71802,16.179352888786212,0,内 小 リウ
渋谷リーフクリニック,医科,東京都,渋谷区,渋谷区道玄坂二丁目２３番１４号　道玄坂２２５ビル４階,35.66022,139.69618,16.180142344408132,0,胃腸内科 内 ひ
高津内科クリニック,医科,神奈川県,川崎市高津区,川崎市高津区二子３－３３－２０カーサ　フォーチュナ,35.60098,139.62219,16.181383515048868,0,内 リウ アレ
上福岡医院,医科,埼玉県,ふじみ野市,ふじみ野市霞ケ丘１－２－２７－２０４,35.87354,139.51099,16.18205538084756,0,内 循内
社会医療法人社団　尚篤会　上福岡腎クリニック,医科,埼玉県,ふじみ野市,ふじみ野市霞ケ丘１丁目２番２７－２０４,35.87354,139.51099,16.18205538084756,0,内
神宮の杜クリニック,医科,東京都,渋谷区,渋谷区神宮前一丁目１９番１１号　はらじゅくアッシュ７階－ａ１号室,35.67182,139.70322,16.184966274933476,0,内 消化器内科 内視鏡内科 小
医療法人　明医研　デュエット内科クリニック,医科,埼玉県,さいたま市南区,さいたま市南区別所６－１８－８,35.8481,139.6433,16.185508997851237,0,内 消内 アレ 呼内
医療法人社団　銀杏会　ちひろクリニック,医科,埼玉県,さいたま市南区,さいたま市南区白幡四丁目２１番７号武蔵浦和医療ビル１Ｆ,35.84269,139.65205,16.18673948658523,0,内 胃 外 皮
くでこどもクリニック,医科,埼玉県,さいたま市南区,さいたま市南区白幡４－２１－７,35.84269,139.65205,16.18673948658523,0,小
帝京大学医学部附属病院,医科,東京都,板橋区,板橋区加賀二丁目１１番１号,35.75928,139.71448,16.190981803138875,1078,内 外 心外 産婦 整外 眼 小 耳い 皮 ひ リハ 麻 放 精 脳外 形外 歯外 歯 小歯 矯歯 小外 救急科 緩和ケア内科 腫瘍内科 病理 脳内 呼外 循環器内科 消化器外科 消化器内科
医療法人社団晃進会　たま日吉台病院,医科,神奈川県,川崎市麻生区,川崎市麻生区王禅寺１１０５,35.58441,139.52791,16.19323486198361,199,内 外 皮 整外 リハ 精 呼内 糖内
ミューズレディスクリニック,医科,埼玉県,ふじみ野市,ふじみ野市霞ケ丘１丁目２番３号　ココネ上福岡一番館Ａ２０２,35.87357,139.51039,16.193823887184315,1,産婦
クリニック坂本,医科,埼玉県,ふじみ野市,ふじみ野市上福岡１－２－２５星野ビル４階,35.87386,139.51251,16.196574542797414,0,神 精 心内
廣津医院,医科,神奈川県,川崎市高津区,川崎市高津区久本３－６－１－２１２,35.59851,139.61653,16.196856920451562,0,内 小 放
聖みどり病院,医科,埼玉県,さいたま市南区,さいたま市南区白幡５丁目１９番２５号,35.84526,139.64827,16.19924535021106,120,精 神内 心内
医療法人社団健栄会　宮前平第２クリニック,医科,神奈川県,川崎市宮前区,川崎市宮前区宮前平２－５－１６ネバーランド３Ｆ,35.58878,139.58395,16.1993774800124,0,内 透内
赤見医院,医科,東京都,世田谷区,世田谷区深沢四丁目２３番９号,35.61971,139.65631,16.199965091254306,0,眼 内
岡﨑耳鼻咽喉科医院,医科,東京都,豊島区,豊島区高田一丁目４０番１２号　岡﨑ビル２階,35.71701,139.71758,16.20128812884077,0,耳い アレ
渋谷メンタルクリニック,医科,東京都,渋谷区,渋谷区道玄坂二丁目２５番５号　島田ビル４階　Ｃ,35.66024,139.69646,16.201294076565976,0,心内 精
医療法人社団　雄秀会　渋谷文化村通りレディスクリニック,医科,東京都,渋谷区,渋谷区宇田川町３２番７号　ＨＵＬＩＣ＆Ｎｅｗ　ＵＤＡＧＡＷＡ７階,35.66108,139.69705,16.203833335721093,0,婦 産婦 内 皮 ひ
医療法人社団　二葉会　渋谷駅前メディカルクリニック,医科,東京都,渋谷区,渋谷区道玄坂二丁目２５番６号　ホリウチビル８階,35.66033,139.69656,16.20445256326135,0,内 感染症内科 整外 ひ
渋谷高野美容医院,医科,東京都,渋谷区,渋谷区道玄坂二丁目２５番６号　ホリウチビル６階,35.66033,139.69656,16.20445256326135,0,美外 外
ウィメンズクリニック林,医科,東京都,渋谷区,渋谷区道玄坂二丁目２５番６号　ホリウチビル４階,35.66033,139.69656,16.20445256326135,0,産婦 内
藤沢こどもクリニック,医科,東京都,世田谷区,世田谷区等々力八丁目１７番１１号　ヴィラ小池１階,35.61546,139.65007,16.20452357806807,0,小 内 アレ
宮崎台クリニック,医科,神奈川県,川崎市宮前区,川崎市宮前区宮崎３－１４－２３,35.58988,139.58926,16.209358233503238,0,内 胃 循 小 皮 放
医療法人社団　堀内クリニック,医科,東京都,昭島市,昭島市昭和町二丁目５番２号　宝伊第二ビル２階,35.71333,139.36037,16.211215119973332,0,内 消化器内科 アレ 循環器内科
にもり内科クリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区上麻生６－２９－３６,35.58806,139.4966,16.212136039722076,0,内 消内
内田眼科医院,医科,埼玉県,さいたま市南区,さいたま市南区別所７－１０－１２グランドール武蔵浦和１０２号室,35.84676,139.64607,16.21252438547977,0,眼
茂澤メディカルクリニック渋谷,医科,東京都,渋谷区,渋谷区道玄坂二丁目２６番１５号　ＳＨＩＢＵＹＡ　Ｄ－ＳＥＣＯＮＤ　８階,35.6601,139.69652,16.21349926369193,0,内 皮 美容皮膚科
渋谷神泉耳鼻咽喉科クリニック,医科,東京都,目黒区,目黒区青葉台四丁目４番１２号　Ｓ－ＬＩＮＫＳ渋谷　地下１階,35.65374,139.69209,16.220802574860095,0,耳い アレ
ＩＲＩＳレディースクリニック神泉,医科,東京都,目黒区,目黒区青葉台４丁目４－１２　Ｓ－ＬＩＮＫＳ渋谷地下１階,35.65374,139.69209,16.220802574860095,0,産婦
総務省第二庁舎診療所,医科,東京都,新宿区,新宿区若松町１９番１号,35.70044,139.7148,16.220974140571965,0,内 皮 耳い 歯 精
山田整形外科医院,医科,東京都,新宿区,新宿区新宿五丁目１番１号　ローヤルマンションビル３０２号,35.69215,139.71239,16.221611597356624,0,整外 リハ リウ 内
レディースクリニック溝の口,医科,神奈川県,川崎市高津区,川崎市高津区久本３－３－３ザ．３４４ビル２０３,35.59736,139.61418,16.221943117572007,0,婦
自衛隊中央病院,医科,東京都,世田谷区,世田谷区池尻一丁目２番２４号,35.64358,139.68373,16.222867541329478,348,内 精 小 整外 脳外 皮 ひ 産婦 眼 リハ 放 麻 外 歯 形外 呼外 心外 神内 リウ 耳い 呼内 循環器内科 消化器内科 消化器外科 代謝内科 感染症内科 腎臓内科 救急科 病理
ちづるファミリークリニック,医科,埼玉県,さいたま市桜区,さいたま市桜区栄和１丁目８番２５号,35.86112,139.61717,16.225928526215593,0,内 他
ディオクリニック渋谷院,医科,東京都,渋谷区,渋谷区宇田川町３３番地１号　グランド東京渋谷ビル４階,35.66078,139.69714,16.22676925662927,0,美容皮膚科 美容内科
祐ホームクリニック赤羽,医科,東京都,北区,北区浮間三丁目２番７号　プリムヴェーレ１階,35.78803,139.70372,16.230154469682603,0,内 循環器内科 緩和ケア内科 皮
川口クリニック,医科,東京都,豊島区,豊島区雑司が谷一丁目９番７号　アーバンハウス１階,35.72012,139.7182,16.230202742227917,0,内 外 リハ 肛門外科
水庭クリニック,医科,東京都,豊島区,豊島区東池袋二丁目５５番４号,35.7335,139.71855,16.230225628707633,0,内 小 循 皮 胃
アートラボクリニック渋谷,医科,東京都,渋谷区,渋谷区宇田川町３３番６号　渋谷フラッグ８階,35.66061,139.6971,16.232546650447492,0,婦人科（不妊治療） 婦
国島医院,医科,神奈川県,川崎市高津区,川崎市高津区下作延３－２２－７,35.59193,139.59801,16.23377805828561,0,内 呼内 小 精 循内 糖内 消内
医療法人社団　幸楽会　幸楽メディカルクリニック,医科,東京都,新宿区,新宿区新宿一丁目８番１１号,35.68872,139.71138,16.23691396430105,0,内
東京スポーツ＆整形外科クリニック,医科,東京都,豊島区,豊島区上池袋四丁目２９番９号　ＫＩＴＡＩＫＥ　ＴＥＲＲＡＣＥ　２階・地下１階,35.74141,139.71814,16.238776787313974,0,整外 リハ
北池袋よしだ内科クリニック,医科,東京都,豊島区,豊島区上池袋四丁目２９番９号　北池テラス４階Ｃ区画,35.74141,139.71814,16.238776787313974,0,内 循環器内科 消化器内科
医療法人社団　なかはら皮膚科クリニック,医科,東京都,日野市,日野市多摩平一丁目２番地１　多摩平第一ビル２０６号室,35.66025,139.38066,16.23886962465121,0,皮
加賀クリニック,医科,東京都,世田谷区,世田谷区下馬三丁目７番４号,35.63427,139.67485,16.240745375200866,0,内 胃 外 皮 ひ
青山心療内科クリニック８,医科,東京都,渋谷区,渋谷区神宮前１－２１－２　ハウスオブ久世１０１,35.67236,139.70419,16.241611496709748,0,心内 精 内
本庄医院,医科,東京都,新宿区,新宿区西早稲田一丁目２１番２号,35.71043,139.71713,16.242079016969107,0,内 小
山田こどもクリニック,医科,埼玉県,ふじみ野市,ふじみ野市上福岡１－５－２８－２Ｆ,35.8744,139.51349,16.24331932733908,0,小 アレ
医療法人社団　亮敬会　すこやかこどもクリニック浮間,医科,東京都,北区,北区浮間三丁目１番４０号　藤原ビル１階,35.78755,139.70424,16.252054110275026,0,小
川崎医療生活協同組合　坂戸診療所,医科,神奈川県,川崎市高津区,川崎市高津区坂戸１－６－１８,35.59896,139.61906,16.25244433459954,0,内 外 循内
辻医院,医科,埼玉県,さいたま市南区,さいたま市南区辻３ー１２ー３０,35.83875,139.65887,16.25279470646652,0,精 神 神内
抜弁天クリニック,医科,東京都,新宿区,新宿区余丁町８番７号　抜弁天ビル１階,35.69746,139.71437,16.253256513038608,0,内 小
ミオ医院,医科,神奈川県,川崎市麻生区,川崎市麻生区王禅寺東５－１－５,35.58517,139.51242,16.254493492513003,0,整外 リハ 麻 リウ 内
余丁町クリニック,医科,東京都,新宿区,新宿区余丁町６番地２１　クレスト２１　２階,35.69638,139.71408,16.254836318950947,0,腎臓移植泌尿器科 内
上福岡くろだ内科クリニック,医科,埼玉県,ふじみ野市,ふじみ野市上福岡１－７－５,35.87444,139.51265,16.258538254799706,0,内 糖尿病内科 脂質代謝内科 内分泌内科
医療法人社団　報健会　胃腸内科・下肢静脈瘤　森末クリニック,医科,東京都,日野市,日野市多摩平一丁目４番１９号　藤ビル２階,35.66184,139.37936,16.259195208886606,0,内 消化器内科 外 こう 血管外科
あさひ耳鼻咽喉科クリニック,医科,東京都,日野市,日野市多摩平一丁目４番地１９　藤ビル３階,35.66184,139.37936,16.259195208886606,0,耳い
多摩海上ビル診療所,医科,東京都,多摩市,多摩市鶴牧二丁目１番地１　多摩東京海上日動ビルディング地下１階,35.62123,139.41818,16.259485047498483,0,内 外 循 婦 眼
田村内科医院,医科,東京都,世田谷区,世田谷区等々力八丁目１８番２０号,35.61546,139.65105,16.25958016665143,0,内 循 神内
ローズマタニティクリニック,医科,埼玉県,さいたま市南区,さいたま市南区辻七丁目８番１７号,35.83277,139.66675,16.260145604069884,19,産婦
原脳神経外科クリニック,医科,東京都,日野市,日野市多摩平一丁目３番１４号　１階,35.66096,139.37991,16.261111458720535,0,脳外 神内 内 整外
多摩平の森の病院,医科,東京都,日野市,日野市多摩平三丁目１番地１７,35.66467,139.37755,16.261381808006984,126,リハ 内 神内 老年内科 老年精神科
ふくろう内科クリニック,医科,東京都,日野市,日野市多摩平３丁目１番１号　ＴｏｍｏｒｒｏｗＰＬＡＺＡ１０５号室,35.66467,139.37755,16.261381808006984,0,内 消化器内科 内視鏡内科
公益社団法人　日野市医師会　日野市休日準夜診療所,医科,東京都,日野市,日野市多摩平三丁目１番地１２,35.66467,139.37755,16.261381808006984,0,内 小
医療法人社団　圭徳会　豊田クリニック,医科,東京都,日野市,日野市多摩平三丁目１番地１　Ｔｏｍｏｒｒｏｗ　ＰＬＡＺＡ１階,35.66467,139.37755,16.261381808006984,0,人工透析内科
千駄ヶ谷北参道クリニック,医科,東京都,渋谷区,渋谷区千駄ヶ谷３－３５－４　ＣＯハイツ１階,35.67764,139.70708,16.26303328420825,0,皮 小児皮膚科 美容皮膚科 アレ 小
ライブクリニック,医科,埼玉県,さいたま市南区,さいたま市南区別所７－６－８－３０２ライブタワー武蔵浦和３階,35.84595,139.64835,16.26449286411829,0,内 小 皮
ジェイエムスマイルクリニック,医科,埼玉県,さいたま市南区,さいたま市南区別所７－６－８ライブタワー３０３,35.84595,139.64835,16.26449286411829,0,心内 精 美外 形外
武蔵浦和メンタルクリニック,医科,埼玉県,さいたま市南区,さいたま市南区別所７－６－８　ライブタワー武蔵浦和２０１号,35.84595,139.64835,16.26449286411829,0,精 心内
更家内科クリニック,医科,東京都,世田谷区,世田谷区等々力八丁目１４番１４号　１階,35.61482,139.65015,16.26489748781482,0,内 消 循 アレ 小
医療法人社団　ゆうじん会　ゆうクリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区王禅寺東５－２－９,35.58517,139.51132,16.269362839215592,0,内 循 呼 消 外 形外
北参道こころの診療所,医科,東京都,渋谷区,渋谷区千駄ヶ谷三丁目３２番２号　北参道ウイングビル２階,35.67718,139.70694,16.269578265226336,0,心内 精 内
丸山内科医院,医科,東京都,世田谷区,世田谷区等々力八丁目６番３号,35.61379,139.64861,16.269911982296836,0,内
医療法人社団　直悠会　にしたんクリニック,医科,東京都,渋谷区,渋谷区宇田川町３３番１号　グランド東京渋谷ビル７階７０１区画,35.66065,139.69762,16.271811794546416,0,内
溝の口胃腸科・内科クリニック,医科,神奈川県,川崎市高津区,川崎市高津区坂戸一丁目６番２０号　　ハイランド・ベイ溝の口１階,35.59891,139.61942,16.271952125774554,0,内 消内 肝胃内 糖代内 アレ
医療法人社団　友雅　ライズシティクリニック,医科,東京都,豊島区,豊島区東池袋四丁目５番１号　エアライズタワー１０８,35.72618,139.71901,16.27209136960061,0,内 胃腸内科 整外 ペインクリニック内科 皮
医療法人社団　オリンピア会　オリンピアクリニック井上眼科,医科,東京都,渋谷区,渋谷区神宮前六丁目３５番３号　コープオリンピア１階,35.66938,139.70296,16.27370462129269,0,眼
ひろた内科クリニック,医科,神奈川県,横浜市青葉区,横浜市青葉区美しが丘１－２３－１,35.58389,139.55334,16.274244964894507,0,内 リウ アレ 呼内
太田眼科医院,医科,神奈川県,横浜市青葉区,横浜市青葉区美しが丘１－２３－３,35.58389,139.55334,16.274244964894507,0,眼
美しが丘ウイメンズクリニック,医科,神奈川県,横浜市青葉区,横浜市青葉区美しが丘１－２３－４,35.58389,139.55334,16.274244964894507,9,産婦
たま田園心療クリニック,医科,神奈川県,横浜市青葉区,横浜市青葉区美しが丘１－２３－２－２Ｆ,35.58389,139.55334,16.274244964894507,0,精 心内
医療法人社団　樹医会　渋谷胃腸クリニック,医科,東京都,渋谷区,東京都渋谷区円山町３番２号　後藤ビル３階,35.65776,139.69577,16.280598218655747,0,胃腸内科 内 放
おおたクリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区上麻生６－３１－１　ドウェルイナリヤマ１Ｆ,35.58714,139.49799,16.282693966850633,0,内 外 消内
十条霞医院,医科,東京都,北区,北区上十条四丁目６番１３号,35.76214,139.71478,16.28454180081039,0,婦 内
柿生記念病院,医科,神奈川県,川崎市麻生区,川崎市麻生区上麻生６－２８－２０,35.58749,139.49605,16.28546284299762,270,内 神内 リハ 消内
インターナルアンドオーラルケア　アルファクリニック渋谷,医科,東京都,渋谷区,渋谷区宇田川町２８－７　ＡＮＮＥＸ・三善第３ビル３階,35.66039,139.69762,16.285507953941462,0,内 呼内 循環器内科 感染症内科 性感染症内科 歯 歯外 性感染症泌尿器科 性感染症婦人科
芥川バースクリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区上麻生５－４７－１,35.58662,139.5007,16.285517742054914,14,産 婦 精 小
森山医院,医科,東京都,世田谷区,世田谷区中町二丁目１７番２０号,35.61115,139.64464,16.290641123130314,0,内 胃 消 循 外 皮 ひ
医療法人社団　東京桜十字　桜十字ウィメンズクリニック渋谷,医科,東京都,渋谷区,渋谷区宇田川町３番７号　ヒューリック渋谷公園通りビル４階,35.66249,139.69913,16.29705202485442,0,産婦 産婦人科（不妊治療） 産婦人科（生殖医療） 産婦人科（不妊治療・生殖医療） 内 皮
宮澤医院,医科,埼玉県,戸田市,戸田市中町２－１１－８,35.80887,139.69087,16.297166053785357,0,内 消化器内科
いけだクリニック,医科,東京都,北区,北区浮間三丁目１番５２号　１、２階　,35.78704,139.70508,16.29950784646784,0,内 外 消化器内科 肛門外科
イルカクリニック,医科,東京都,渋谷区,渋谷区千駄ヶ谷一丁目２３番１２号,35.67966,139.70853,16.307139414388242,0,内 病理診断科
豊岡第一病院,医科,埼玉県,入間市,入間市黒須１３６９番地３,35.83331,139.41075,16.30885527566961,78,内 外 整外 リウ 皮 形外 美外 婦 放 ひ リハ 麻 乳外 呼内 脳内 循内 胃内 消内、消外
医療法人社団　巨樹の会　原宿リハビリテーション病院,医科,東京都,渋谷区,渋谷区神宮前六丁目２６番１号,35.66749,139.70236,16.312629986553063,332,リハ 内 循環器内科 歯
医療法人社団　亮友会　福住医院,医科,神奈川県,川崎市高津区,川崎市高津区末長３－１２－３,35.59179,139.60016,16.313456308952865,11,外 整外 皮 ひ 脳外 内 胃内 性感内
山本整形外科医院,医科,神奈川県,川崎市高津区,川崎市高津区末長１－８－２０,35.59179,139.60016,16.313456308952865,0,整外 リハ リウ
かやま眼科クリニック,医科,神奈川県,川崎市高津区,川崎市高津区末長１－９－１　スタイリオ梶が谷ＭＡＬＬ６Ｆ,35.59179,139.60016,16.313456308952865,0,眼
医療法人社団Ｏｎｅ‐ｆｏｒ‐ａｌｌ　そめや内科クリニック,医科,神奈川県,川崎市高津区,川崎市高津区末長１－４５－１秋本ビル１Ｆ,35.59179,139.60016,16.313456308952865,0,内 呼内 消内 循内
Ｓｕｎｎｙこどもクリニック,医科,神奈川県,川崎市高津区,川崎市高津区末長１－９－１　スタイリオ梶が谷ＭＡＬＬ７Ｆ,35.59179,139.60016,16.313456308952865,0,小
梶ケ谷クリニック,医科,神奈川県,川崎市高津区,川崎市高津区末長１－２３－１７,35.59179,139.60016,16.313456308952865,0,内 小 外 整外 リハ 皮 耳い
医療法人社団亮友会　アクアこどもクリニック,医科,神奈川県,川崎市高津区,川崎市高津区末長２－１０－１８　光亮第一ビル３階,35.59179,139.60016,16.313456308952865,0,小
おぐま小田切眼科医院,医科,神奈川県,川崎市高津区,川崎市高津区末長３－１２－６,35.59179,139.60016,16.313456308952865,0,眼
梶が谷駅前内科クリニック,医科,神奈川県,川崎市高津区,川崎市高津区末長１－９－１　スタイリオ梶が谷ＭＡＬＬ６Ｆ,35.59179,139.60016,16.313456308952865,0,内 ひ 腎内 糖内 循内
