医療機関名,保険区分,都道府県名,市区町村名,所在地,緯度,経度,distance_km,病床数計,診療科目
医療法人社団　時正会　佐々総合病院,医科,東京都,西東京市,西東京市田無町四丁目２４番１５号,35.72977,139.5388,0.0,183,内 呼内 循環器内科 消化器内科 消化器外科 救急科 乳腺外科 糖尿病内科 肛門外科 外 脳外 整外 ひ 皮 小 産 婦 形外 リハ 麻 脳内 呼外 小児精神科 放射線診断科
けやき在宅診療所,医科,東京都,西東京市,西東京市田無町四丁目２８番１４号　田無第２マーブルビル５階,35.72892,139.53969,0.1240455390976871,0,内 外 皮 整外 ひ
医療法人社団　薫風会　山田病院,医科,東京都,西東京市,西東京市南町三丁目４番１０号,35.72683,139.54144,0.4045521863911014,308,内 精 歯 心内
医療法人社団　東光会　西東京中央総合病院,医科,東京都,西東京市,西東京市芝久保町二丁目４番１９号,35.72678,139.53122,0.760728356708601,270,内 小 外 整外 脳外 眼 耳い 皮 ひ 消 循 麻 心外 神内 リハ
医療法人財団　緑秀会　田無病院,医科,東京都,西東京市,西東京市緑町三丁目６番１号,35.74204,139.54074,1.3755540727924969,86,内 外 整外 眼 耳い ひ リハ 脳外 消化器外科
柳橋診療所,医科,東京都,西東京市,西東京市新町一丁目１１番２５号,35.71719,139.54372,1.46765132877481,0,精 循環器内科 整外
医療法人　徳洲会　武蔵野徳洲会病院,医科,東京都,西東京市,西東京市向台町三丁目５番４８号,35.71741,139.53293,1.472987661896488,303,内 循環器内科 消化器内科 消化器外科 腎臓内科 乳腺外科 糖尿病内科 外 整外 脳外 形外 小 ひ 婦 リハ 放 麻 皮 耳い 病理 歯外 血管外科 救急科 呼内 呼外
南しばくぼ診療所,医科,東京都,西東京市,西東京市芝久保町二丁目２２番３６号,35.72652,139.52113,1.6354589615851232,0,内 内視鏡内科 消化器内科
西東京市休日診療所,医科,東京都,西東京市,西東京市中町一丁目１番５号　西東京市中町分庁舎,35.73898,139.55508,1.7911066420142008,0,内 外
医療法人社団　佑友会　ひばりケ丘診療所,医科,東京都,東久留米市,東久留米市学園町二丁目１１番１４号,35.74823,139.53485,2.083390688974875,0,内 胃 循 小
公立昭和病院,医科,東京都,小平市,小平市花小金井八丁目１番１号,35.7282,139.51466,2.1860238986476723,485,内 脳内 心内 外 呼外 心外 整外 脳外 形外 小 皮 ひ 産婦 眼 リハ 放 麻 歯 歯外 呼内 循環器内科 消火器内科 血液内科 糖尿病・内分泌・代謝内科 耳い 病理 臨床検査科 救急科
医療法人社団　成友会　小森病院,医科,東京都,武蔵野市,武蔵野市関前三丁目３番１５号,35.71349,139.55745,2.472173969273704,57,内 リハ
医療法人社団　花みずき会　保谷厚生病院,医科,東京都,西東京市,西東京市栄町一丁目１７番１８号,35.74875,139.55759,2.7074338458701477,174,内 外 消化器内科 循環器内科 呼内 心外 脳外 ひ 整外 リウ 呼外 眼 放 リハ 麻 糖尿病内科 皮
医療法人社団　ゆうの会　むさしの共立診療所,医科,東京都,武蔵野市,武蔵野市西久保二丁目１７番１１号,35.7108,139.55811,2.736483503865852,0,内 呼内 糖尿病科 神内
黒目川診療所西東京,医科,東京都,西東京市,西東京市栄町二丁目１番地２８号　ＪＵＮさかえ２０２号室,35.75208,139.55443,2.853794187170086,0,内 呼内
武蔵野陽和会病院,医科,東京都,武蔵野市,武蔵野市緑町二丁目１番３３号,35.71645,139.56583,2.854429195661171,103,内 消 外 整外 脳外 ひ リハ 放
医療法人社団　陽和会　にしくぼ診療所,医科,東京都,武蔵野市,武蔵野市緑町二丁目１番４０号,35.7153,139.56512,2.869548732935254,0,内
一般財団法人　天誠会　武蔵境病院,医科,東京都,武蔵野市,武蔵野市境一丁目１８番６号,35.70354,139.54715,3.0124925857690203,44,内 整外 外 リハ
武蔵境病院付属あんずクリニック,医科,東京都,武蔵野市,武蔵野市境南町四丁目１番１５号,35.70203,139.53784,3.0857689276938847,0,整外 内 小 皮 リハ リウ
公益財団法人　武蔵野健康づくり事業団　付属診療所,医科,東京都,武蔵野市,武蔵野市吉祥寺北町四丁目８番１０号　武蔵野市立保健センター２階,35.7131,139.56635,3.1018573484330316,0,内 放
医療法人社団　山本・前田記念会　前田病院,医科,東京都,東久留米市,東久留米市中央町五丁目１３番３４号,35.75023,139.51505,3.125800352712503,39,整外 脳外 救急科 麻 リハ
吉方病院,医科,東京都,武蔵野市,武蔵野市中町二丁目２番４号,35.70699,139.56111,3.2361854276925035,59,整外 外 内 リハ
医療法人社団　はなぶさ会　島村記念病院,医科,東京都,練馬区,練馬区関町北二丁目４番１号,35.7231,139.57397,3.2602681302405676,86,内 外 消化器内科 循環器内科 整外 小 リハ 婦 リウ 糖尿病・内分泌内科 肝臓内科 乳腺外科
富士見通り診療所,医科,東京都,東久留米市,東久留米市本町三丁目３番２３号　エアフォルクレーベン１階,35.75788,139.52805,3.2728008812934477,0,内 小
医療法人社団　じうんどう　慈雲堂病院,医科,東京都,練馬区,練馬区関町南四丁目１４番５３号,35.72011,139.5731,3.2773349319006315,476,精 内 歯
たけうち診療所,医科,東京都,武蔵野市,武蔵野市中町一丁目１０番６号　三鷹北口共同ビル２０２,35.70556,139.56035,3.321463068539989,0,精 老年精神科
社会福祉法人　聖ヨハネ会　桜町病院,医科,東京都,小金井市,小金井市桜町一丁目２番２０号,35.71007,139.511,3.3312300712174565,199,内 呼内 糖尿病・代謝内科 外 脳外 整外 小 産婦 精 神 眼 リハ 麻 消化器内科 循環器内科
境南耳鼻咽喉科診療所,医科,東京都,武蔵野市,武蔵野市境南町二丁目７番１３号,35.69973,139.54234,3.3555552117923404,0,耳い
東久留米市休日診療所,医科,東京都,東久留米市,東久留米市滝山四丁目３番１４号　わくわく健康プラザ内,35.74226,139.50389,3.4434354910410634,0,内 小
医療法人社団　心愛会　ＴＯＷＮ訪問診療所三鷹,医科,東京都,三鷹市,東京都三鷹市上連雀一丁目１番５号　三鷹ロイヤルハイツ１０４号室,35.70331,139.55904,3.4634730196270387,0,内 循環器内科 形外 皮
医療法人社団　東京白報会　みたか在宅診療所,医科,東京都,武蔵野市,武蔵野市中町一丁目６番７号　朝日生命三鷹ビル７階,35.70381,139.56042,3.4845930859698155,0,内 皮 精 眼 耳い
東久留米なごみ内科診療所,医科,東京都,東久留米市,東久留米市幸町三丁目１１番１４号,35.75798,139.52118,3.5168661806679378,0,内 緩和ケア内科 循環器内科
小野診療所,医科,東京都,練馬区,練馬区関町南四丁目５番４５号,35.721,139.5766,3.548854559595477,0,内 循 小 皮
医療法人社団　好仁会　滝山病院,医科,東京都,東久留米市,東久留米市滝山四丁目１番１８号,35.74529,139.50423,3.565640597014679,102,内科（循環器 呼吸器 消化器 糖尿病・代謝 透析） 神内 リハ 外 整外 皮
武蔵野赤十字病院,医科,東京都,武蔵野市,武蔵野市境南町一丁目２６番１号,35.6979,139.5468,3.6166427572856903,611,内 循 消 呼 神内 外 呼外 心外 整外 産婦 小 耳い 眼 皮 ひ 放 脳外 精 形外 麻 リハ 歯外 病理診断科 乳腺外科 緩和ケア内科 新生児内科
医療法人社団　遼山会　関町病院,医科,東京都,練馬区,練馬区関町北一丁目６番１９号,35.7239,139.57835,3.6293266034324256,49,整外 リハ 外 麻 内 皮
医療法人社団　太樹会　鈴の木台診療所,医科,東京都,小平市,小平市鈴木町一丁目２２８番地１,35.72556,139.49886,3.6355830969281464,0,内 消 循 小 放
本町診療所,医科,東京都,小金井市,小金井市本町四丁目１５番１２号,35.70881,139.50734,3.67400657448151,0,内 小
医療法人社団　健智会　さいわい町診療所,医科,東京都,東久留米市,東久留米市幸町五丁目７番１号,35.76059,139.51936,3.8500101539257385,0,内
公益財団法人　井之頭病院,医科,東京都,三鷹市,三鷹市上連雀四丁目１４番１号,35.69762,139.5575,3.9535390054211152,640,精 心内 歯
医療法人社団　総合会　武蔵野中央病院,医科,東京都,小金井市,小金井市東町一丁目４４番２６号,35.69464,139.53008,3.9848309950283296,306,内 神内 リハ 心内 精 歯
医療法人社団　武蔵野会　小平中央リハビリテーション病院,医科,東京都,小平市,小平市鈴木町一丁目１４６番地,35.72599,139.49487,3.9876913409599632,200,内 リハ
医療法人社団　千秋会　田中脳神経外科病院,医科,東京都,練馬区,練馬区関町南三丁目９番２３号,35.72183,139.58206,4.003660977292263,58,外 整外 脳外 内
医療法人社団　永寿会　ふれあい診療所,医科,東京都,三鷹市,三鷹市上連雀五丁目２４番２号　１階,35.69527,139.55222,4.023022945240369,0,内 皮
黒目川診療所,医科,東京都,東久留米市,東久留米市滝山五丁目２７番１６号,35.748,139.49969,4.0705353005323985,19,内 呼内 脳内 循環器内科
医療法人社団　永寿会　三鷹中央病院,医科,東京都,三鷹市,三鷹市上連雀五丁目２３番１０号,35.69456,139.55232,4.101054635836358,122,内 外 整外 脳外 眼 皮 ひ リハ 放 神内 呼外 麻 内分泌科 血液内科 乳腺外科 腫瘍内科 肛門外科 循環器内科 消化器内科 消化器外科
医療法人社団　純正会　東大泉病院,医科,東京都,練馬区,練馬区東大泉七丁目３６番１０号,35.74682,139.57957,4.139432606723996,86,内 皮
むさし小金井診療所,医科,東京都,小金井市,小金井市本町一丁目１５番９号,35.70048,139.50896,4.2267279194005125,0,内 小 糖尿病内科 代謝内科 内分泌内科 呼内 消化器内科
医療法人社団　大日会　小金井太陽病院,医科,東京都,小金井市,小金井市本町一丁目９番１７号,35.69978,139.50798,4.3431457609385955,115,外 内 整外 循 消 リハ 脳外
大泉生協病院,医科,東京都,練馬区,練馬区東大泉六丁目３番３号,35.74145,139.5849,4.3589365030159755,94,内 小 外 整外 精 歯 眼 皮 ひ 婦 リハ 呼内 循環器内科 神内 消化器内科 糖尿病内科 内分泌内科
医療法人社団　藤啓会　北町診療所,医科,東京都,武蔵野市,武蔵野市吉祥寺北町一丁目１番３号,35.7076,139.57887,4.377579996136218,0,内 外 整外 神内
医療法人社団　良江会　久留米ヶ丘病院,医科,東京都,東久留米市,東久留米市小山五丁目７番３号,35.7658,139.51785,4.4300615631143225,183,精 内 心内
医療法人　啓仁会　森本病院,医科,東京都,武蔵野市,武蔵野市吉祥寺本町二丁目２番５号,35.70397,139.57701,4.486656698461635,74,内 外 皮 ひ 放
医療法人社団　實理会　東京国際大堀病院,医科,東京都,三鷹市,三鷹市下連雀四丁目８番４０号,35.69452,139.56299,4.4870259122465415,35,ひ 内 麻 放 循環器内科 病理 産婦
共立診療所,医科,東京都,小金井市,小金井市本町六丁目９番３８号　小金井共立ビル３階,35.7002,139.50381,4.55965232776043,0,内 小 外
社会福祉法人　多摩済生医療団　多摩済生病院,医科,東京都,小平市,小平市美園町三丁目１１番１号,35.74096,139.48965,4.60745293235405,317,内 精 外 整外 形外 呼内 循環器内科 皮 リハ 歯 糖尿病内科
みその診療所,医科,東京都,小平市,小平市美園町一丁目２番１６号,35.73635,139.48691,4.74051128099916,0,内 呼内 糖尿病・代謝内科 リハ
吉祥寺こころの診療所,医科,東京都,武蔵野市,武蔵野市吉祥寺本町一丁目１８番２号　Ｍ９ビル７階,35.70429,139.58102,4.749304916410001,0,心内 精 内
医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,医科,東京都,武蔵野市,武蔵野市吉祥寺南町一丁目４番３号　ニューセンタービル６階,35.70239,139.57948,4.7704791411009975,0,精 心内
片山診療所,医科,埼玉県,新座市,新座市片山２－１１－１６,35.76656,139.56602,4.771734175851994,0,小 内 皮 アレ
堀ノ内病院,医科,埼玉県,新座市,新座市堀ノ内２－９－３１,35.77116,139.55667,4.876714531537398,199,内 神内 外 整外 形外 精 小 皮 ひ 眼 耳い リハ 歯 矯歯 歯外 こう 他
北多摩中央医療生活協同組合　みなみうら生協診療所,医科,東京都,三鷹市,三鷹市下連雀七丁目１番２７号　オタリ南浦ビル１階,35.69112,139.5645,4.884095074641368,0,内 整外 放
医療法人社団　東仁会　吉祥寺あさひ病院,医科,東京都,武蔵野市,武蔵野市吉祥寺本町一丁目３０番１２号,35.70412,139.58295,4.901229629740319,46,内 ひ 循環器内科 リウ 腎臓内科 糖尿病内科 人工透析内科
医療法人財団　保養会　竹丘病院,医科,東京都,清瀬市,清瀬市竹丘二丁目３番７号,35.76628,139.50783,4.928779823889571,164,内 皮 リハ 神内 他
東京都清瀬喜望園診療所,医科,東京都,清瀬市,清瀬市竹丘三丁目１番７２号,35.76403,139.5041,4.9314560427319325,4,内 呼内
清瀬療護園診療所,医科,東京都,清瀬市,清瀬市竹丘三丁目１番７２号,35.76403,139.5041,4.9314560427319325,0,内 リハ 精
前原診療所,医科,東京都,小金井市,小金井市前原町三丁目１７番１号,35.69487,139.50507,4.932948346493468,0,内 循 小
医療法人社団　久保田産婦人科病院,医科,東京都,練馬区,練馬区東大泉三丁目２９番１０号,35.75253,139.58603,4.957333272571474,30,小 産 婦
医療法人社団　市毛整形外科診療所,医科,東京都,練馬区,練馬区上石神井二丁目２９番１号　吉本ハイツ１階,35.727,139.5939,4.983269172732719,0,整外
市毛診療所,医科,東京都,練馬区,練馬区関町南二丁目１番１４号,35.71885,139.59276,5.020147029496965,0,整外
医療法人社団　武蔵野会　新座病院,医科,埼玉県,新座市,新座市堀ノ内３－１４－３０,35.77338,139.55458,5.053979150447962,128,内 外 小 整外 皮 脳外 リハ 形外 他
東京都　東村山福祉園診療所,医科,東京都,東村山市,東村山市萩山町一丁目３５番地１,35.73627,139.48276,5.109674646942254,0,内 小 外 整外 神 精 皮 眼 歯 脳外
小金井リハビリテーション病院,医科,東京都,小金井市,小金井市前原町一丁目３番２号,35.68867,139.51271,5.1415023733459195,220,リハ
武蔵野みどり診療所,医科,東京都,三鷹市,三鷹市井の頭五丁目７番３６号　ＳＡＫＵＲＡ１階,35.69596,139.57791,5.157732402109683,0,呼内 内 外
清瀬診療所,医科,東京都,清瀬市,清瀬市元町一丁目１３番２７号,35.77394,139.51817,5.252477298437382,0,内 呼 消 循 整外 皮
医療法人社団　弘善会　清瀬富士見病院,医科,東京都,清瀬市,清瀬市中清戸五丁目２７番地,35.77715,139.53668,5.271895124047219,120,精 神
公益財団法人　結核予防会　複十字病院,医科,東京都,清瀬市,清瀬市松山三丁目１番２４号,35.77243,139.51199,5.324939563772848,334,内 呼内 肝臓内科 乳腺外科 糖尿病内科 整外 眼 麻 外 耳い 皮 ひ リハ 放 歯 アレ 神内 精 呼外 病理 消化器内科 消化器外科 循環器内科
救世軍　清瀬病院,医科,東京都,清瀬市,清瀬市竹丘一丁目１７番９号,35.77045,139.50719,5.3477559268896835,142,内 循環器内科 リハ 呼内 皮 緩和ケア内科
医療法人財団　紘友会　三鷹病院,医科,東京都,三鷹市,三鷹市下連雀五丁目１番１２号,35.6901,139.57262,5.364893152566447,101,内 外 整外 皮 眼 リハ
医療法人社団　杏順会　越川病院,医科,東京都,杉並区,杉並区上井草四丁目４番５号,35.71732,139.59624,5.3669037796267025,46,内 消化器内科 呼内 緩和ケア内科 内視鏡内科
社会福祉法人　上宮会　清瀬リハビリテーション病院,医科,東京都,清瀬市,清瀬市竹丘三丁目３番３３号,35.76788,139.50226,5.369481193398335,168,内 呼 消 小 リハ 歯
地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,医科,東京都,東村山市,東村山市青葉町一丁目７番地１,35.76012,139.49251,5.370432554036324,337,内 呼内 小 精 神内 外 整外 脳外 婦 眼 耳い ひ 皮 リハ 放 麻 歯外 内分泌・代謝内科 腎臓内科 血液内科 リウマチ膠原病科 循環器内科 消化器内科 消化器外科 病理診断科
さくらコート青葉町診療所,医科,東京都,東村山市,東村山市青葉町一丁目７番地７０,35.76012,139.49251,5.370432554036324,0,内 精
東京都臨時医療施設（国立病院機構東京病院）,医科,東京都,清瀬市,清瀬市竹丘３－１－１,35.77,139.50569,5.379494644087864,80,内
独立行政法人　国立病院機構　東京病院,医科,東京都,清瀬市,清瀬市竹丘三丁目１番１号,35.77,139.50569,5.379494644087864,522,内 脳内 呼内 消化器内科 消化器外科 循環器内科 アレ リウ 小 外 整外 呼外 ひ 眼 耳い リハ 放 麻 緩和ケア内科 感染症内科 病理 歯
学園診療所,医科,東京都,小平市,小平市学園西町二丁目１４番１９号　富栄ビル２階,35.7234,139.47969,5.382642208037667,0,内 外 皮 精
医療法人社団　雄心会　山崎病院,医科,東京都,清瀬市,清瀬市竹丘三丁目４番２５号,35.76855,139.50185,5.451017097467752,135,精 神
医療法人社団　武蔵野会　一橋病院,医科,東京都,小平市,小平市学園西町一丁目２番２５号,35.71773,139.48013,5.462892608242317,99,内 外 整外 脳外 皮 ひ リハ リウ 形外 循環器内科 麻 消化器内科 消化器外科 腎臓内科 乳腺外科 人工透析内科
一般社団法人　小平市医師会　応急診療所,医科,東京都,小平市,小平市学園東町一丁目１９番１２号　小平市健康センター１階,35.7273,139.47787,5.506843873759021,0,内 小
恩多町診療所,医科,東京都,東村山市,東村山市恩多町二丁目２３番地１４,35.74917,139.48218,5.5468875192807205,0,内 小
医療法人社団　親和会　杉並病院,医科,東京都,杉並区,杉並区西荻北四丁目２０番２号,35.70772,139.59424,5.573327352706578,97,内 リハ
医療法人　啓仁会　吉祥寺南病院,医科,東京都,武蔵野市,武蔵野市吉祥寺南町三丁目１４番４号,35.699,139.58783,5.594749067381713,125,内 外 整外 脳外 リハ 放 皮 ひ 大腸・肛門外科 形外 麻 循環器内科 消化器内科 消化器外科
医療法人社団　新新会　多摩あおば病院,医科,東京都,東村山市,東村山市青葉町二丁目２７番１号,35.76243,139.49147,5.606577000003639,206,精 神
三鷹市医師会　休日・小児平日準夜間診療所,医科,東京都,三鷹市,三鷹市新川６－３５－２８　三鷹市休日・夜間　診療所・薬局　内,35.68328,139.56339,5.626098659213151,0,内 小
医療法人財団　慈生会　野村病院,医科,東京都,三鷹市,三鷹市下連雀八丁目３番６号,35.68492,139.56847,5.661086962729335,133,内 外 整外 リハ 形外 漢方内科 緩和ケア内科 内視鏡内科 腫瘍内科 脳外 神内 呼内 放射線診断科 臨床検査科 糖尿病内科 血液内科 循環器内科
医療法人社団　欣助会　吉祥寺病院,医科,東京都,調布市,調布市深大寺北町四丁目１７番地１,35.67973,139.55165,5.683889140717798,345,精
牟礼高山診療所,医科,東京都,三鷹市,三鷹市牟礼四丁目２番１４号,35.69026,139.57895,5.695825066379041,0,内 外
社会福祉法人　東京弘済園　弘済園診療所,医科,東京都,三鷹市,三鷹市下連雀五丁目２番５号,35.68587,139.57187,5.722271908094953,0,内
吉祥寺南町診療所,医科,東京都,武蔵野市,武蔵野市吉祥寺南町五丁目１２番６号,35.70228,139.59247,5.729025818481578,0,内 産婦 心内
社会福祉法人　慈生会　ベトレヘムの園病院,医科,東京都,清瀬市,清瀬市梅園三丁目１４番７２号,35.77243,139.50287,5.745837279304888,96,内 整外 耳い 皮 リハ 形外 脳外
静風荘病院,医科,埼玉県,新座市,新座市堀ノ内１－９－２８,35.7781,139.56142,5.748650653601776,124,内 呼内 眼 リハ リウ 他
医療法人財団　美生会　小金井病院,医科,東京都,小金井市,小金井市前原町四丁目４番４７号,35.68602,139.50447,5.76837540185885,300,精
医療法人社団　恵友会　三恵病院,医科,東京都,東村山市,東村山市青葉町三丁目２９番地１,35.76825,139.49585,5.773325330115116,315,内 精 神
上井草在宅支援診療所,医科,東京都,杉並区,杉並区上井草３丁目３３番１１号,35.72437,139.60242,5.774220383760304,14,内 呼内 緩和ケア内科
医療法人財団　厚生協会　大泉病院,医科,東京都,練馬区,練馬区大泉学園町六丁目９番１号,35.76859,139.58163,5.794165178326026,240,精 神 心内
国立研究開発法人　国立精神・神経医療研究センター病院,医科,東京都,小平市,小平市小川東町四丁目１番１号,35.73712,139.47516,5.802110522740985,486,内 心内 精 脳内 消化器内科 循環器内科 小 外 整外 脳外 耳い リハ 放 麻 歯
社会福祉法人　信愛報恩会　信愛病院,医科,東京都,清瀬市,清瀬市梅園二丁目５番９号,35.77409,139.50282,5.901606105091471,199,内 整外 脳外 リハ 呼内 老年内科 緩和ケア内科 精 消化器内科 循環器内科
石神井休日急患診療所,医科,東京都,練馬区,練馬区石神井町三丁目３０番２６号　石神井庁舎地下１階,35.74364,139.60291,5.988454232453657,0,内 小
医療法人社団　福仁会　国分寺南町診療所,医科,東京都,国分寺市,国分寺市南町二丁目１１番１１号,35.69923,139.48297,6.077738873285808,19,内 外 整外 リハ
医療法人社団　石神井診療所,医科,東京都,練馬区,練馬区石神井町四丁目８番１０号,35.74518,139.60376,6.108370775466798,0,内 循 呼 消
医療法人社団　幸悠会　逸見病院,医科,東京都,東村山市,東村山市萩山町三丁目２６番地１６,35.74361,139.47287,6.1464932972874875,149,心内 精
上井草診療所,医科,東京都,杉並区,杉並区今川三丁目３０番１０号,35.71903,139.60565,6.151718394419869,0,内 小 循環器内科 消化器内科 リハ 整外
医療法人社団　碧水会　長谷川病院,医科,東京都,三鷹市,三鷹市大沢二丁目２０番３６号,35.6743,139.53287,6.191190138607715,590,精 内 心内 歯
医療法人財団　赤光会　斎藤病院,医科,東京都,府中市,府中市浅間町４丁目１番地,35.68383,139.4998,6.204427322138348,186,精 神
三多摩医療生活協同組合　国分寺診療所,医科,東京都,国分寺市,国分寺市本町四丁目１２番１４号,35.70186,139.47836,6.277439566683638,0,内 外 消化器内科 循環器内科 漢方内科 肛門外科
医療法人社団　健育会　ねりま健育会病院,医科,東京都,練馬区,練馬区大泉学園町七丁目３番２８号　１、２階,35.76998,139.5878,6.288446143331093,100,内 リハ
医療法人社団　雅会　山本病院,医科,東京都,清瀬市,清瀬市野塩一丁目３２８番地,35.77765,139.50047,6.348926242529674,79,内 外 整外 ひ 皮 リハ
杏林大学医学部付属病院,医科,東京都,三鷹市,三鷹市新川六丁目２０番２号,35.67712,139.56615,6.353984423228721,1153,内 循 小 皮 精 外 脳外 整外 心外 形外 小外 ひ 眼 耳い 放 麻 歯外 リハ 美外 リウ 呼 呼外 消 神内 産 婦 救急科 病理
医療法人社団　哺育会　杉並リハビリテーション病院,医科,東京都,杉並区,杉並区西荻北二丁目５番５号,35.7042,139.60228,6.397539549823474,101,リハ 内
医療法人財団　荻窪病院,医科,東京都,杉並区,杉並区今川三丁目１番２４号,35.71473,139.60794,6.4617435729123835,252,内 小 外 整外 産婦 眼 ひ 皮 リハ 麻 放 心外 血液内科 肝臓内科 糖尿病内科 腎臓内科 脳外 神内 リウ 呼内 消化器内科 消化器外科 循環器内科 救急科
八幡診療所　,医科,東京都,三鷹市,三鷹市大沢５丁目３番１１号,35.67163,139.53706,6.466790976568794,0,内 小 胃腸内科
緑風荘病院,医科,東京都,東村山市,東村山市萩山町三丁目３１番地１,35.74392,139.46916,6.479500464183176,199,内 外 整外 眼 リウ 内科（人工透析） 皮 ひ リハ 呼内 循環器内科 消化器内科 消化器外科
医療法人社団　啓医会　国分寺内科中央病院,医科,東京都,国分寺市,国分寺市東元町二丁目３番１９号,35.6928,139.48299,6.503075277821914,104,内 循環器内科 リハ 消化器内科
栄光会第一診療所,医科,東京都,東村山市,東村山市秋津町五丁目８番地８４,35.77742,139.49611,6.55085848127925,0,内 小 皮 胃腸内科
やさか記念病院,医科,東京都,小平市,小平市小川東町二丁目１１番１号,35.74245,139.46747,6.590740178464622,280,精 内 心内 歯
所沢秋津診療所,医科,埼玉県,所沢市,所沢市上安松１－８,35.77905,139.49702,6.651393281683004,0,内 麻
北多摩生協診療所,医科,東京都,東村山市,東村山市本町四丁目２番地３２　ドルチェ久米川１階,35.7519,139.47029,6.654923306831258,0,内 脳内 循環器内科 糖尿病・内分泌内科 神内
医療法人財団　きよせ旭が丘記念病院,医科,東京都,清瀬市,清瀬市旭が丘１丁目６１９番地１５,35.79025,139.53477,6.734902346380596,78,内 外 呼内 循環器内科 腎臓内科 乳腺外科 血管外科 消化器内科 消化器外科 透析内科 透析外科 脳外 整外 ひ 皮 血液内科
医療法人社団　慈誠会　慈誠会・練馬高野台病院,医科,東京都,練馬区,練馬区高野台３丁目８番８号,35.74339,139.61205,6.782659387776442,168,内 外 整外 リハ
医療法人社団　翠会　陽和病院,医科,東京都,練馬区,練馬区大泉町二丁目１７番１号,35.76114,139.60347,6.799297622162282,260,精
社会福祉法人　浴光会　国分寺病院,医科,東京都,国分寺市,国分寺市東恋ヶ窪四丁目２番地２,35.70681,139.46887,6.809890582124487,158,内 神内 胃 放 循 リハ
社会医療法人社団　健友会　西荻窪診療所,医科,東京都,杉並区,杉並区西荻南四丁目２番７号,35.69979,139.60481,6.82858999273499,0,内 小
社会医療法人社団　愛有会　久米川病院,医科,東京都,東村山市,東村山市本町四丁目７番地１４,35.75489,139.4693,6.866314403449425,40,内 消化器内科 循環器内科 糖尿病内科 内分泌内科 代謝内科 内視鏡内科 外 呼外 乳腺外科 肛門外科 整外 皮 眼 放 リハ ひ
医療法人社団　君真光　寺田病院,医科,東京都,杉並区,杉並区宮前五丁目１８番１６号,35.69567,139.60233,6.875831619123597,21,内
医療法人財団　西武中央病院,医科,東京都,東村山市,東村山市富士見町一丁目１番地４３,35.74351,139.46393,6.928188420659609,114,内 循環器内科 皮 神内 消化器内科
東村山市休日準夜応急診療所,医科,東京都,東村山市,東村山市本町一丁目２番地３,35.7545,139.46811,6.947298211369472,0,内 小
学校法人　順天堂　順天堂大学医学部附属練馬病院,医科,東京都,練馬区,練馬区高野台三丁目１番１０号,35.74281,139.6149,7.020055803522065,490,内 リウマチ内科 糖尿病・内分泌内科 腎臓内科 血液内科 循環器内科 消化器内科 消化器外科 呼内 神内 精 小 小児科（新生児） 小外 外 乳腺外科 呼外 脳外 整外 形外 皮膚・アレルギー科 ひ 眼 耳い 放 産婦 リハ 麻 救急科 病理 臨床検査科 歯 心外
久我山おおすぎ診療所,医科,東京都,杉並区,杉並区久我山四丁目５０番３０号,35.69161,139.60106,7.042999983699439,0,内 放
緑成会病院,医科,東京都,小平市,小平市小川西町二丁目３５番１号,35.73717,139.46078,7.090132658258964,146,内 整外 リハ 循環器内科 神内
医療法人社団　馨風会　徳島診療所,医科,東京都,東村山市,東村山市富士見町一丁目２番地１４,35.74409,139.46196,7.115856723328365,0,眼
医療法人社団　平真会　薬師堂診療所,医科,東京都,練馬区,練馬区南田中三丁目２６番３号,35.73569,139.61761,7.143988887125588,0,乳腺内科 乳腺外科 緩和ケア内科 腫瘍内科 内 外
医療法人社団　昭蹊会　協和診療所,医科,東京都,府中市,府中市栄町二丁目１０番地３　１階,35.68693,139.47922,7.185456915855623,0,内 胃 外 皮 ひ
医療法人　泰一会　多摩北整形外科病院,医科,東京都,東村山市,東村山市本町一丁目１９番地２１,35.7575,139.46638,7.226748015699825,36,整外 内 外 リハ 放 麻 リウ
一般社団法人　衛生文化協会　城西病院附属クリニック,医科,東京都,杉並区,杉並区上荻二丁目４２番６号,35.70772,139.61414,7.230010442077586,0,内 整外 リハ
一般社団法人　衛生文化協会　城西病院,医科,東京都,杉並区,杉並区上荻二丁目４２番１１号,35.70817,139.6147,7.260867403869312,99,内 整外 眼 リハ 神内 糖尿病内科 呼内 リウ 消化器内科 循環器内科
公益財団法人　榊原記念財団　附属　榊原記念病院,医科,東京都,府中市,府中市朝日町三丁目１６番地１,35.6659,139.52037,7.294423617302413,307,内 循 小 外 心外 放 麻 小外 リハ 産婦
医療法人社団　岸清会　清瀬下宿中央診療所,医科,東京都,清瀬市,清瀬市下宿二丁目３９１番地７,35.79564,139.53571,7.329724442376425,8,内 胃 皮 ひ
医療法人社団　康野診療所,医科,東京都,府中市,府中市白糸台二丁目１０番地２,35.66758,139.5118,7.332447277124037,0,内 外 ひ 胃 皮
医療法人社団　大慈会　慈秀病院,医科,東京都,府中市,府中市白糸台三丁目１６番地５,35.66586,139.51698,7.374582852244439,88,内 腎臓内科
富士見台診療所,医科,東京都,練馬区,練馬区富士見台二丁目３４番４号,35.73736,139.621,7.467355308588203,0,耳い
