TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,いからし内科クリニック,いなげ内科呼吸器内科医院,いまい医院,おきたまフラワークリニック,きだ内科クリニック,くぼた診療所,こまがた医院,さとうクリニック,さとう小児科医院,さゆりクリニック,しおいクリニック,はぎの内科医院,まつはし内科胃腸科クリニック,トータルヘルスクリニック,三上医院,三友堂リハビリテーションセンター,三友堂病院,三須小児科内科医院,中山胃腸科内科医院,中條医院,佐藤病院,公立置賜南陽病院,公立置賜川西診療所,公立置賜総合病院,公立置賜長井病院,公立高畠病院,内科島津医院,医療法人 さの医院,医療法人 安日クリニック,医療法人かすかわ醫院,医療法人中村循環器科医院,医療法人古川医院,医療法人杏山会吉川記念病院,医療法人消化器内科遠藤一平医院,医療法人石橋医院,医療法人社団きじまキッズクリニック,医療法人社団仁陽会仁陽堂外田医院,医療法人社団仁鷹会新野医院,医療法人社団小林医院,医療法人社団有朋会池田内科医院,医療法人社団根際会もり医院,医療法人社団梅津医院,医療法人社団聰明会 みゆき整形外科クリニック,医療法人社団鈴木内科医院,南陽東置賜休日診療所,南陽矢吹クリニック,外田医院,多田医院,大塚医院,大森医院,大辻外科胃腸科医院,平井医院,後藤医院,成島園診療所,斎藤内科循環器科クリニック,本町クリニック,松下クリニック,板垣医院,柄沢医院,横沢医院,田中クリニック,白鷹町立病院,相田医院,石井ファミリークリニック,社会福祉法人山形県社会福祉事業団希望が丘診療所,笹井内科クリニック,米沢こころの病院,米沢市平日夜間・休日診療所,西山医院,赤湯駅前クリニック,金子医院,長井西置賜休日診療所,阿達医院,飯豊町国民健康保険診療所,黄木脳神経クリニック,齋藤内科クリニック,齋藤医院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
06213013000,南陽市,小岩沢,南陽市,小岩沢,南陽市小岩沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,42.0,0.0,150.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.21145876335933,38.08319579863417,9.01739714065629,691.0,南陽市小岩沢,南陽市小岩沢,code_in_car30
06382020000,川西町,大字吉田,川西町,大字吉田,川西町大字吉田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,72.0,0.0,0.0,42.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.0,0.0,0.0,0.0,36.0,0.0,94.0,170.0,0.0,116.0,29.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,124.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,80.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.09884469252802,38.00294559232293,9.035058358936169,3558.0,川西町大字吉田,川西町吉田,code_in_car30
06213016033,南陽市,宮内吉野町上,南陽市,宮内吉野町上,南陽市宮内吉野町上,山形県,南陽市,宮内,吉野町上,南陽市宮内吉野町上,6213.0,16033.0,4.0,391.0,13.0,15.0,15.0,19.0,14.0,10.0,12.0,21.0,29.0,31.0,30.0,39.0,34.0,47.0,28.0,13.0,10.0,6.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,140.1440868272564,38.07042756392232,9.101120600209633,913.0,南陽市宮内吉野町上,南陽市宮内吉野町上,code_in_car30
06213016028,南陽市,宮内六角町下,南陽市,宮内六角町下,南陽市宮内六角町下,山形県,南陽市,宮内,六角町下,南陽市宮内六角町下,6213.0,16028.0,4.0,221.0,6.0,11.0,7.0,13.0,9.0,9.0,9.0,14.0,13.0,15.0,18.0,13.0,20.0,22.0,15.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,511.0,48.0,0.0,41.0,0.0,0.0,42.0,105.0,199.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,29.0,140.14116603696564,38.06912872729891,9.128349400871393,1801.0,南陽市宮内六角町下,南陽市宮内六角町下,code_in_car30
06213016021,南陽市,宮内錦町,南陽市,宮内錦町,南陽市宮内錦町,山形県,南陽市,宮内,錦町,南陽市宮内錦町,6213.0,16021.0,4.0,487.0,16.0,16.0,31.0,19.0,17.0,19.0,29.0,17.0,26.0,38.0,34.0,32.0,29.0,33.0,36.0,37.0,32.0,20.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,29.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,49.0,336.0,0.0,0.0,0.0,261.0,0.0,0.0,228.0,0.0,136.0,0.0,0.0,0.0,0.0,48.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,38.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,36.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,301.0,140.1322479861216,38.06547209088886,9.294693273125931,3101.0,南陽市宮内錦町,南陽市宮内錦町,code_in_car30
06213016026,南陽市,宮内六角町上,南陽市,宮内六角町上,南陽市宮内六角町上,山形県,南陽市,宮内,六角町上,南陽市宮内六角町上,6213.0,16026.0,4.0,53.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,8.0,8.0,3.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.1408273120461,38.07093306802165,9.309048725699178,0.0,南陽市宮内六角町上,南陽市宮内六角町上,code_in_car30
06213016027,南陽市,宮内六角町中,南陽市,宮内六角町中,南陽市宮内六角町中,山形県,南陽市,宮内,六角町中,南陽市宮内六角町中,6213.0,16027.0,4.0,124.0,4.0,7.0,9.0,4.0,7.0,0.0,5.0,11.0,7.0,8.0,6.0,4.0,11.0,15.0,9.0,4.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,140.1418863591622,38.071530074493594,9.310698302467216,1186.0,南陽市宮内六角町中,南陽市宮内六角町中,code_in_car30
06213016032,南陽市,宮内東町下,南陽市,宮内東町下,南陽市宮内東町下,山形県,南陽市,宮内,東町下,南陽市宮内東町下,6213.0,16032.0,4.0,380.0,8.0,9.0,21.0,17.0,11.0,8.0,16.0,23.0,20.0,15.0,29.0,38.0,40.0,25.0,47.0,16.0,19.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,25.0,45.0,0.0,0.0,88.0,66.0,0.0,177.0,42.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,204.0,140.1459850015154,38.07380908700592,9.327259635292103,1742.0,南陽市宮内東町下,南陽市宮内東町下,code_in_car30
06213016020,南陽市,宮内富貴田,南陽市,宮内富貴田,南陽市宮内富貴田,山形県,南陽市,宮内,富貴田,南陽市宮内富貴田,6213.0,16020.0,4.0,381.0,5.0,10.0,17.0,26.0,17.0,14.0,12.0,21.0,27.0,23.0,25.0,29.0,26.0,38.0,37.0,22.0,16.0,11.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,22.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,329.0,38.0,0.0,0.0,0.0,30.0,35.0,0.0,0.0,36.0,0.0,0.0,0.0,169.0,0.0,0.0,449.0,0.0,64.0,0.0,0.0,141.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,27.0,133.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,73.0,0.0,0.0,0.0,0.0,30.0,551.0,0.0,140.13497539630663,38.068010571869785,9.357688062708473,2725.0,南陽市宮内富貴田,南陽市宮内富貴田,code_in_car30
06213011000,南陽市,川樋,南陽市,川樋,南陽市川樋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,95.0,0.0,147.0,0.0,300.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,137.0,0.0,0.0,623.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,36.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,140.19078032133584,38.08622913373359,9.367530510300751,2970.0,南陽市川樋,南陽市川樋,code_in_car30
06213043004,南陽市,砂塚東川前,南陽市,砂塚東川前,南陽市砂塚東川前,山形県,南陽市,砂塚,東川前,南陽市砂塚東川前,6213.0,43004.0,4.0,98.0,1.0,0.0,6.0,4.0,3.0,2.0,3.0,3.0,6.0,3.0,6.0,5.0,14.0,8.0,9.0,10.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,140.10950148475183,38.04533984091844,9.398891212895283,325.0,南陽市砂塚東川前,南陽市砂塚東川前,code_in_car30
06213016024,南陽市,宮内本町,南陽市,宮内本町,南陽市宮内本町,山形県,南陽市,宮内,本町,南陽市宮内本町,6213.0,16024.0,4.0,235.0,11.0,12.0,10.0,10.0,3.0,6.0,13.0,13.0,11.0,15.0,18.0,14.0,17.0,22.0,24.0,13.0,6.0,8.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,34.0,0.0,182.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,140.13969494163248,38.071347458233134,9.403929872261562,1044.0,南陽市宮内本町,南陽市宮内本町,code_in_car30
06202090000,米沢市,大字木和田,米沢市,大字木和田,米沢市大字木和田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,242.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.14584046487275,37.93022936298642,9.417313536091543,595.0,米沢市大字木和田,米沢市木和田,code_in_car30
06213016025,南陽市,宮内清水町,南陽市,宮内清水町,南陽市宮内清水町,山形県,南陽市,宮内,清水町,南陽市宮内清水町,6213.0,16025.0,4.0,61.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,5.0,7.0,3.0,7.0,1.0,3.0,8.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,123.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,140.14159023966673,38.07280241253375,9.442234204704647,343.0,南陽市宮内清水町,南陽市宮内清水町,code_in_car30
06213043005,南陽市,砂塚西川前,南陽市,砂塚西川前,南陽市砂塚西川前,山形県,南陽市,砂塚,西川前,南陽市砂塚西川前,6213.0,43005.0,4.0,64.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,4.0,1.0,2.0,5.0,3.0,6.0,13.0,7.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,140.1114220599177,38.04860208169103,9.446245513476807,390.0,南陽市砂塚西川前,南陽市砂塚西川前,code_in_car30
06213016022,南陽市,宮内旭町,南陽市,宮内旭町,南陽市宮内旭町,山形県,南陽市,宮内,旭町,南陽市宮内旭町,6213.0,16022.0,4.0,138.0,6.0,11.0,6.0,1.0,2.0,3.0,6.0,6.0,8.0,7.0,10.0,10.0,12.0,9.0,14.0,8.0,9.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,140.1377534135949,38.0710697593566,9.4786691477976,1204.0,南陽市宮内旭町,南陽市宮内旭町,code_in_car30
06213018001,南陽市,漆山九組,南陽市,漆山九組,南陽市漆山九組,山形県,南陽市,漆山,九組,南陽市漆山九組,6213.0,18001.0,4.0,288.0,7.0,7.0,18.0,20.0,7.0,10.0,11.0,12.0,16.0,18.0,17.0,19.0,14.0,26.0,30.0,17.0,24.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,17.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,140.12091666155015,38.0590612533965,9.487660292314333,540.0,南陽市漆山九組,南陽市漆山九組,code_in_car30
06202073000,米沢市,窪田町小瀬,米沢市,窪田町小瀬,米沢市窪田町小瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,91.0,157.0,0.0,0.0,0.0,0.0,116.0,0.0,36.0,0.0,0.0,0.0,328.0,0.0,56.0,41.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,224.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,290.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,140.11443770961966,37.952043388730644,9.50051591026349,2069.0,米沢市窪田町小瀬,米沢市窪田町小瀬,code_in_car30
06202089000,米沢市,大字竹井,米沢市,大字竹井,米沢市大字竹井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,63.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,113.0,0.0,0.0,80.0,1281.0,0.0,29.0,59.0,0.0,0.0,0.0,41.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,29.0,28.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,24.0,32.0,0.0,0.0,447.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,140.15528740860555,37.92523775702625,9.510348591129354,4239.0,米沢市大字竹井,米沢市竹井,code_in_car30
06213016031,南陽市,宮内東町上,南陽市,宮内東町上,南陽市宮内東町上,山形県,南陽市,宮内,東町上,南陽市宮内東町上,6213.0,16031.0,4.0,243.0,11.0,6.0,8.0,13.0,5.0,7.0,8.0,6.0,17.0,14.0,17.0,20.0,23.0,16.0,13.0,11.0,23.0,13.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,13.0,0.0,297.0,0.0,0.0,28.0,0.0,0.0,205.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,152.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,140.1553890526269,38.08010091457664,9.54949113504559,1086.0,南陽市宮内東町上,南陽市宮内東町上,code_in_car30
06202068000,米沢市,中田町,米沢市,中田町,米沢市中田町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,752.0,41.0,0.0,0.0,0.0,54.0,452.0,0.0,0.0,0.0,0.0,44.0,3594.0,0.0,126.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,180.0,205.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,113.0,0.0,132.0,0.0,0.0,0.0,81.0,0.0,193.0,0.0,0.0,33.0,0.0,33.0,921.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,140.12383569844286,37.94187943006635,9.604804449087537,8772.0,米沢市中田町,米沢市中田町,code_in_car30
06213016018,南陽市,宮内南町中,南陽市,宮内南町中,南陽市宮内南町中,山形県,南陽市,宮内,南町中,南陽市宮内南町中,6213.0,16018.0,4.0,44.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,4.0,4.0,3.0,5.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,140.13566971091853,38.071310297793076,9.609347780694714,397.0,南陽市宮内南町中,南陽市宮内南町中,code_in_car30
