都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,CITY_NAME_from_master,S_NAME_from_master,town_name_show,TOWN_CODE_11,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計
神奈川県,横浜市鶴見区,生麦,一丁目,横浜市鶴見区生麦一丁目,14101,003001,4,1983.0,横浜市鶴見区,生麦一丁目,横浜市鶴見区生麦一丁目,14101003001,51.0,37.0,25.0,36.0,129.0,182.0,164.0,161.0,125.0,150.0,141.0,133.0,92.0,116.0,150.0,106.0,75.0,40.0,13.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,8.0,6.0,9.0,14.0,12.0,9.0,5.0,1.0,0.0,0.0,104.0
神奈川県,横浜市鶴見区,生麦,二丁目,横浜市鶴見区生麦二丁目,14101,003002,4,0.0,横浜市鶴見区,生麦二丁目,横浜市鶴見区生麦二丁目,14101003002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
神奈川県,横浜市鶴見区,生麦,三丁目,横浜市鶴見区生麦三丁目,14101,003003,4,3829.0,横浜市鶴見区,生麦三丁目,横浜市鶴見区生麦三丁目,14101003003,77.0,83.0,92.0,117.0,249.0,340.0,261.0,248.0,259.0,298.0,297.0,248.0,215.0,224.0,240.0,187.0,112.0,62.0,30.0,6.0,1.0,3.0,4.0,3.0,3.0,6.0,10.0,8.0,8.0,9.0,12.0,13.0,14.0,14.0,18.0,23.0,21.0,13.0,7.0,3.0,1.0,0.0,193.0
神奈川県,横浜市鶴見区,生麦,四丁目,横浜市鶴見区生麦四丁目,14101,003004,4,4471.0,横浜市鶴見区,生麦四丁目,横浜市鶴見区生麦四丁目,14101003004,147.0,153.0,184.0,164.0,279.0,347.0,292.0,327.0,284.0,366.0,338.0,269.0,236.0,204.0,243.0,202.0,146.0,88.0,25.0,7.0,1.0,6.0,8.0,7.0,4.0,7.0,10.0,9.0,11.0,10.0,14.0,15.0,15.0,15.0,17.0,23.0,23.0,18.0,10.0,3.0,1.0,0.0,226.0
神奈川県,横浜市鶴見区,生麦,五丁目,横浜市鶴見区生麦五丁目,14101,003005,4,3232.0,横浜市鶴見区,生麦五丁目,横浜市鶴見区生麦五丁目,14101003005,72.0,59.0,65.0,83.0,206.0,266.0,232.0,224.0,176.0,237.0,202.0,236.0,202.0,197.0,245.0,166.0,149.0,77.0,36.0,12.0,0.0,3.0,3.0,2.0,2.0,5.0,8.0,7.0,8.0,6.0,9.0,9.0,14.0,13.0,16.0,23.0,19.0,18.0,9.0,4.0,1.0,0.0,179.0
神奈川県,横浜市鶴見区,岸谷,一丁目,横浜市鶴見区岸谷一丁目,14101,008001,4,2470.0,横浜市鶴見区,岸谷一丁目,横浜市鶴見区岸谷一丁目,14101008001,65.0,104.0,132.0,79.0,169.0,202.0,149.0,160.0,218.0,219.0,159.0,149.0,112.0,87.0,125.0,87.0,58.0,48.0,23.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,6.0,5.0,5.0,8.0,9.0,7.0,9.0,7.0,7.0,12.0,10.0,7.0,6.0,2.0,0.0,0.0,118.0
神奈川県,横浜市鶴見区,岸谷,二丁目,横浜市鶴見区岸谷二丁目,14101,008002,4,2054.0,横浜市鶴見区,岸谷二丁目,横浜市鶴見区岸谷二丁目,14101008002,46.0,72.0,89.0,124.0,146.0,123.0,98.0,97.0,142.0,208.0,176.0,124.0,94.0,91.0,112.0,91.0,58.0,52.0,13.0,8.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,8.0,7.0,6.0,7.0,11.0,10.0,7.0,6.0,1.0,1.0,0.0,101.0
神奈川県,横浜市鶴見区,岸谷,三丁目,横浜市鶴見区岸谷三丁目,14101,008003,4,3892.0,横浜市鶴見区,岸谷三丁目,横浜市鶴見区岸谷三丁目,14101008003,128.0,163.0,166.0,173.0,228.0,199.0,225.0,225.0,323.0,392.0,311.0,280.0,211.0,191.0,220.0,164.0,86.0,54.0,35.0,8.0,2.0,5.0,8.0,6.0,4.0,5.0,6.0,7.0,8.0,11.0,15.0,14.0,16.0,13.0,15.0,21.0,18.0,10.0,6.0,4.0,1.0,0.0,193.0
神奈川県,横浜市鶴見区,岸谷,四丁目,横浜市鶴見区岸谷四丁目,14101,008004,4,3435.0,横浜市鶴見区,岸谷四丁目,横浜市鶴見区岸谷四丁目,14101008004,116.0,139.0,143.0,117.0,185.0,223.0,203.0,216.0,259.0,329.0,257.0,192.0,198.0,156.0,235.0,133.0,105.0,79.0,28.0,7.0,1.0,4.0,7.0,5.0,3.0,4.0,6.0,6.0,7.0,9.0,13.0,11.0,11.0,13.0,13.0,22.0,15.0,13.0,9.0,3.0,1.0,0.0,175.0
神奈川県,横浜市鶴見区,鶴見,一丁目,横浜市鶴見区鶴見一丁目,14101,012001,4,2474.0,横浜市鶴見区,鶴見一丁目,横浜市鶴見区鶴見一丁目,14101012001,82.0,127.0,139.0,119.0,120.0,159.0,126.0,150.0,204.0,273.0,213.0,155.0,113.0,107.0,142.0,75.0,61.0,37.0,13.0,2.0,0.0,3.0,7.0,5.0,3.0,3.0,5.0,4.0,5.0,7.0,11.0,9.0,9.0,7.0,9.0,13.0,8.0,7.0,4.0,1.0,0.0,0.0,120.0
