facility,total_patients,top3_frequency
町立南伊勢病院,21871.0,15
おかむらクリニック,13222.0,9
医療法人(社団)医心会齋木内科,12712.0,13
三重県立志摩病院,12360.0,9
近藤医院,10025.0,4
関岡クリニック,7337.0,11
別當クリニック,6519.0,4
宿田曽診療所,5203.0,4
志摩市休日夜間応急診療所,4478.0,2
豊和病院,4352.0,2
林クリニック,4254.0,2
服部内科,4112.0,3
志摩市立国民健康保険浜島診療所,3450.0,2
在宅・総合診療スマイルクリニック,3117.0,3
池田ファミリークリニック,2865.0,0
医療法人日比クリニック,2267.0,3
伊勢志摩腎クリニック志摩分院,1885.0,0
おかむね医院,1633.0,3
西岡記念セントラルクリニック,1309.0,3
医療法人社団中瀬外科整形外科,897.0,0
尾崎内科,55.0,0
