TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,あおぞらクリニック,いがらし胃腸科内科クリニック,おだわら泌尿器科・内科クリニック,こまつクリニック,さかわ内科クリニック,さくら醫院,しみず扇町クリニック,なでしこクリニックあたみ,ひまわりメンタルクリニック,クリニック山田,一般財団法人生活保健協会 湯河原中央温泉病院,一般財団法人長寿会 長寿園診療所,久保クリニック,五十子内科医院,仁天堂医院,医療法人 同愛会 小澤病院,医療法人 小林病院,医療法人 武井内科医院,医療法人 社団 山口医院,医療法人 高見澤クリニック,医療法人尽誠会 山近記念総合病院,医療法人山田クリニック,医療法人社団 川_内科医院,医療法人社団 帰陽会 丹羽病院,医療法人社団 福井内科消化器科クリニック,医療法人社団 雨宮内科医院,医療法人社団ちとせ会 熱海ちとせ病院,医療法人社団伊豆七海会 熱海 海の見える病院,医療法人社団伊豆七海会 熱海所記念病院,医療法人社団慈生会 ライフケア診療所,医療法人社団栄友会 熱海ゆずクリニック,医療法人社団湘星会 小田原腎内科クリニック,医療法人社団綾和会 間中病院,医療法人財団報徳会 西湘病院,医療法人邦友会 湯河原循環器クリニック,古藤内科小児科クリニック,国際医療福祉大学熱海病院,土屋医院,城山クリニック,多田医院,太陽の門,安井医院,安間医院,小島クリニック,小澤医院,小田原レディスクリニック,小田原医院,小田原市休日夜間急患診療所,小田原市国民健康保険片浦診療所,小田原市立病院,小田原甲状腺クリニック,小田原銀座クリニック,山近記念クリニック,川邊小児科内科医院,循環器中町クリニック,扇町しらさぎ内科クリニック,朝倉医院,本多記念青野クリニック,杏林堂クリニック,梅園ヘルスケアクリニック,森本内科医院,河西クリニック,浜辺の診療所,清水内科クリニック,湘南こいじクリニック,湘南大磯二宮クリニック,湯河原ゆうゆうの里診療所,湯河原クリニック,湯河原ホームクリニック,湯河原胃腸病院,漢和クリニック,特定医療法人社団研精会 箱根リハビリテーション病院附属ゆい小田原クリニック,独立行政法人国立病院機構 箱根病院,独立行政法人地域医療機能推進機構 湯河原病院,真鶴町国民健康保険診療所,窪倉医院,菊地医院,西川内科医院,西湘診療所,訪問診療めじろクリニック,谷口外科医院,霜島内科医院,鴨宮さとう内科クリニック,鴨宮クリニック,YKいわさきクリニック,LON,LAT,dist_km,total_patients,town,town_norm,match_type
14384003002,湯河原町,土肥二丁目,湯河原町,土肥二丁目,湯河原町土肥二丁目,神奈川県,湯河原町,土肥,二丁目,湯河原町土肥二丁目,14384.0,3002.0,4.0,1163.0,18.0,29.0,42.0,31.0,56.0,45.0,46.0,40.0,59.0,80.0,93.0,69.0,77.0,92.0,102.0,79.0,66.0,50.0,14.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,10.0,9.0,8.0,6.0,1.0,0.0,0.0,69.0,0.0,0.0,53.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,1238.0,0.0,55.0,0.0,69.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,1153.0,0.0,530.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,219.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,66.0,474.0,78.0,0.0,0.0,0.0,0.0,77.0,312.0,1294.0,0.0,0.0,52.0,493.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0.0,0.0,0.0,139.1076298377826,35.14454644556536,2.83707392606034,10241.0,湯河原町土肥二丁目,湯河原町土肥二丁目,code_in_car30
14384007001,湯河原町,吉浜,湯河原町,吉浜,湯河原町吉浜,神奈川県,湯河原町,吉浜,,湯河原町吉浜,14384.0,7001.0,4.0,149.0,6.0,3.0,3.0,6.0,5.0,5.0,7.0,3.0,10.0,11.0,13.0,13.0,10.0,16.0,10.0,12.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,104.0,139.10490685756125,35.16578611517492,2.847793966297625,1223.0,湯河原町吉浜,湯河原町吉浜,code_in_car30
14384003003,湯河原町,土肥三丁目,湯河原町,土肥三丁目,湯河原町土肥三丁目,神奈川県,湯河原町,土肥,三丁目,湯河原町土肥三丁目,14384.0,3003.0,4.0,384.0,13.0,11.0,9.0,9.0,16.0,18.0,19.0,22.0,26.0,36.0,17.0,24.0,29.0,22.0,31.0,34.0,22.0,17.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,64.0,0.0,0.0,28.0,707.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,688.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,666.0,25.0,0.0,0.0,0.0,0.0,139.10707258372864,35.142430146710545,3.0052067855469757,3762.0,湯河原町土肥三丁目,湯河原町土肥三丁目,code_in_car30
14384003001,湯河原町,土肥一丁目,湯河原町,土肥一丁目,湯河原町土肥一丁目,神奈川県,湯河原町,土肥,一丁目,湯河原町土肥一丁目,14384.0,3001.0,4.0,728.0,6.0,7.0,9.0,13.0,18.0,20.0,22.0,21.0,31.0,33.0,51.0,62.0,62.0,72.0,93.0,84.0,55.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,9.0,9.0,7.0,3.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,2481.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,1742.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,139.10318766068028,35.14468327229113,3.185046968173532,6537.0,湯河原町土肥一丁目,湯河原町土肥一丁目,code_in_car30
14206122000,小田原市,江之浦,小田原市,江之浦,小田原市江之浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,57.0,0.0,273.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,139.13320352809427,35.1869107148198,3.2759692526096464,1399.0,小田原市江之浦,小田原市江之浦,code_in_car30
14384003004,湯河原町,土肥四丁目,湯河原町,土肥四丁目,湯河原町土肥四丁目,神奈川県,湯河原町,土肥,四丁目,湯河原町土肥四丁目,14384.0,3004.0,4.0,1076.0,21.0,24.0,29.0,38.0,50.0,30.0,35.0,42.0,66.0,71.0,61.0,76.0,70.0,82.0,125.0,108.0,84.0,36.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,7.0,12.0,12.0,10.0,4.0,2.0,0.0,0.0,71.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1848.0,0.0,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,1953.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0,0.0,473.0,139.10279730522456,35.14223883973241,3.3459088370839227,9836.0,湯河原町土肥四丁目,湯河原町土肥四丁目,code_in_car30
14384004000,湯河原町,城堀,湯河原町,城堀,湯河原町城堀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09826218865237,35.15175642104686,3.3584064110430187,0.0,湯河原町城堀,湯河原町城堀,code_in_car30
14384003005,湯河原町,土肥五丁目,湯河原町,土肥五丁目,湯河原町土肥五丁目,神奈川県,湯河原町,土肥,五丁目,湯河原町土肥五丁目,14384.0,3005.0,4.0,1093.0,28.0,37.0,38.0,49.0,62.0,39.0,42.0,48.0,51.0,76.0,85.0,77.0,67.0,65.0,103.0,89.0,74.0,35.0,13.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,10.0,10.0,9.0,4.0,1.0,1.0,0.0,67.0,0.0,0.0,0.0,643.0,0.0,0.0,54.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,670.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2614.0,0.0,731.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,202.0,0.0,383.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,0.0,0.0,0.0,1598.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,46.0,139.09866999859472,35.14193244147672,3.690282822982104,8445.0,湯河原町土肥五丁目,湯河原町土肥五丁目,code_in_car30
14384007004,湯河原町,吉浜,湯河原町,吉浜,湯河原町吉浜,神奈川県,湯河原町,吉浜,,湯河原町吉浜,14384.0,7004.0,4.0,1983.0,43.0,43.0,59.0,69.0,58.0,45.0,44.0,74.0,98.0,140.0,168.0,159.0,133.0,200.0,253.0,193.0,105.0,66.0,19.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,9.0,8.0,16.0,24.0,22.0,13.0,8.0,2.0,1.0,0.0,131.0,0.0,0.0,261.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,94.0,356.0,0.0,129.0,0.0,0.0,0.0,0.0,41.0,0.0,307.0,92.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.0,0.0,657.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,60.0,0.0,0.0,43.0,118.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,39.0,61.0,143.0,0.0,0.0,0.0,0.0,217.0,123.0,929.0,0.0,0.0,0.0,1655.0,306.0,0.0,38.0,0.0,0.0,921.0,0.0,0.0,0.0,0.0,905.0,139.09927116010715,35.176974415014804,3.870339824121095,10287.0,湯河原町吉浜,湯河原町吉浜,code_in_car30
14384002000,湯河原町,宮下,湯河原町,宮下,湯河原町宮下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,162.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,27.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,2917.0,0.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,32.0,127.0,0.0,65.0,180.0,769.0,0.0,0.0,0.0,0.0,0.0,35.0,1317.0,0.0,0.0,31.0,875.0,31.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,176.0,139.09144419558763,35.14869386090161,4.037392606207738,9596.0,湯河原町宮下,湯河原町宮下,code_in_car30
14384003006,湯河原町,土肥六丁目,湯河原町,土肥六丁目,湯河原町土肥六丁目,神奈川県,湯河原町,土肥,六丁目,湯河原町土肥六丁目,14384.0,3006.0,4.0,98.0,0.0,1.0,2.0,5.0,0.0,6.0,4.0,3.0,8.0,2.0,5.0,7.0,7.0,11.0,12.0,11.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09255572135174,35.141227830939,4.222520651742713,73.0,湯河原町土肥六丁目,湯河原町土肥六丁目,code_in_car30
14384001003,湯河原町,宮上,湯河原町,宮上,湯河原町宮上,神奈川県,湯河原町,宮上,,湯河原町宮上,14384.0,1003.0,4.0,1345.0,18.0,24.0,40.0,44.0,53.0,39.0,35.0,45.0,51.0,82.0,84.0,95.0,89.0,127.0,157.0,131.0,114.0,68.0,30.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,10.0,15.0,15.0,14.0,8.0,3.0,0.0,0.0,94.0,0.0,0.0,0.0,4506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,214.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,34.0,0.0,0.0,151.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,1573.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,455.0,0.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,0.0,94.0,139.08552289281403,35.144240047337824,4.692683043094631,10179.0,湯河原町宮上,湯河原町宮上,code_in_car30
14384006000,湯河原町,鍛冶屋,湯河原町,鍛冶屋,湯河原町鍛冶屋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0805265651822,35.17209806814359,5.172020832581159,0.0,湯河原町鍛冶屋,湯河原町鍛冶屋,code_in_car30
14206121000,小田原市,根府川,小田原市,根府川,小田原市根府川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,49.0,0.0,0.0,224.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,96.0,42.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,65.0,0.0,139.1143526624652,35.20155160120934,5.233722060355379,1051.0,小田原市根府川,小田原市根府川,code_in_car30
14384001002,湯河原町,宮上,湯河原町,宮上,湯河原町宮上,神奈川県,湯河原町,宮上,,湯河原町宮上,14384.0,1002.0,4.0,1301.0,11.0,18.0,14.0,37.0,35.0,32.0,31.0,25.0,53.0,85.0,60.0,83.0,123.0,131.0,175.0,149.0,109.0,67.0,37.0,14.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,8.0,11.0,16.0,17.0,13.0,8.0,4.0,1.0,0.0,98.0,0.0,41.0,0.0,2629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,165.0,0.0,0.0,0.0,0.0,36.0,0.0,553.0,0.0,0.0,0.0,218.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,1703.0,0.0,944.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,498.0,0.0,0.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,275.0,139.07362164344272,35.152030182609586,5.57085005046163,9301.0,湯河原町宮上,湯河原町宮上,code_in_car30
14206120000,小田原市,米神,小田原市,米神,小田原市米神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,115.0,0.0,240.0,0.0,0.0,0.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,97.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.13525260165247,35.21436555367314,6.326907449325287,1573.0,小田原市米神,小田原市米神,code_in_car30
14206119000,小田原市,石橋,小田原市,石橋,小田原市石橋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,129.0,35.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,68.0,0.0,57.0,0.0,0.0,306.0,0.0,0.0,38.0,0.0,253.0,0.0,0.0,107.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,35.0,0.0,0.0,46.0,0.0,0.0,34.0,0.0,0.0,139.1355658922723,35.223631942435176,7.357544361389032,1873.0,小田原市石橋,小田原市石橋,code_in_car30
14206066011,小田原市,早川,小田原市,早川,小田原市早川,神奈川県,小田原市,早川,,小田原市早川,14206.0,66011.0,4.0,1112.0,17.0,20.0,31.0,46.0,30.0,34.0,22.0,36.0,45.0,74.0,73.0,81.0,88.0,78.0,109.0,98.0,77.0,68.0,48.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,6.0,6.0,10.0,11.0,9.0,8.0,5.0,2.0,1.0,79.0,0.0,44.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,987.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,39.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,150.0,0.0,121.0,195.0,0.0,0.0,178.0,0.0,90.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,43.0,0.0,73.0,0.0,0.0,0.0,746.0,0.0,0.0,0.0,58.0,71.0,0.0,139.11489934324138,35.22451042655542,7.6652317318396435,4071.0,小田原市早川,小田原市早川,code_in_car30
14384001001,湯河原町,宮上,湯河原町,宮上,湯河原町宮上,神奈川県,湯河原町,宮上,,湯河原町宮上,14384.0,1001.0,4.0,163.0,0.0,0.0,3.0,6.0,15.0,9.0,8.0,6.0,12.0,6.0,9.0,4.0,15.0,16.0,20.0,9.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0490737439855,35.1641022865328,7.80400001243477,694.0,湯河原町宮上,湯河原町宮上,code_in_car30
14382012000,箱根町,湯本茶屋,箱根町,湯本茶屋,箱根町湯本茶屋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09322499496588,35.22576731881467,8.471566550033408,0.0,箱根町湯本茶屋,箱根町湯本茶屋,code_in_car30
14382011000,箱根町,湯本,箱根町,湯本,箱根町湯本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.10838734448865,35.232095299471695,8.631521825107537,0.0,箱根町湯本,箱根町湯本,code_in_car30
