facility,total_patients,top3_frequency
浦幌町立診療所,5158.0,14
十勝いけだ地域医療センター,1411.0,14
医療法人社団 藤田クリニック,333.0,2
豊頃町立豊頃医院,198.0,5
医療法人 蒼生 くりばやし医院,193.0,3
豊頃町立大津診療所,140.0,3
駒畠診療所,55.0,1
池田桜通診療所,14.0,1
医療法人社団 景山医院,0.0,0
糠内診療所,0.0,0
緑町クリニック,0.0,0
