TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,医療法人 蒼生 くりばやし医院,医療法人社団 景山医院,医療法人社団 藤田クリニック,十勝いけだ地域医療センター,池田桜通診療所,浦幌町立診療所,糠内診療所,緑町クリニック,豊頃町立大津診療所,豊頃町立豊頃医院,駒畠診療所,LON,LAT,dist_km,total_patients,town,town_norm,match_type
01649010002,浦幌町,栄町,浦幌町,栄町,浦幌町栄町,北海道,浦幌町,栄町,,浦幌町栄町,1649,10002,4,50.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,4.0,3.0,2.0,4.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.65224363415467,42.80974208240091,11.456064953161356,0.0,浦幌町栄町,浦幌町栄町,code_in_car30
01649010001,浦幌町,栄町,浦幌町,栄町,浦幌町栄町,北海道,浦幌町,栄町,,浦幌町栄町,1649,10001,4,61.0,0.0,5.0,6.0,1.0,2.0,1.0,0.0,3.0,4.0,8.0,3.0,1.0,3.0,6.0,8.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.65411181853247,42.80949704812355,11.60287785613636,0.0,浦幌町栄町,浦幌町栄町,code_in_car30
01649014001,浦幌町,住吉町一区,浦幌町,住吉町一区,浦幌町住吉町一区,北海道,浦幌町,住吉町,一区,浦幌町住吉町一区,1649,14001,4,221.0,2.0,12.0,10.0,5.0,11.0,5.0,11.0,12.0,15.0,13.0,4.0,17.0,9.0,30.0,20.0,7.0,11.0,13.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,143.6556416881296,42.80479971433352,11.663801339523502,145.0,浦幌町住吉町一区,浦幌町住吉町一区,code_in_car30
01649018003,浦幌町,宝町,浦幌町,宝町,浦幌町宝町,北海道,浦幌町,宝町,,浦幌町宝町,1649,18003,4,61.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0,6.0,5.0,1.0,4.0,10.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,143.65404753451105,42.81535186148662,11.708781795575076,134.0,浦幌町宝町,浦幌町宝町,code_in_car30
01649013002,浦幌町,南町二区,浦幌町,南町二区,浦幌町南町二区,北海道,浦幌町,南町,二区,浦幌町南町二区,1649,13002,4,112.0,2.0,1.0,3.0,6.0,3.0,8.0,4.0,4.0,5.0,5.0,7.0,11.0,7.0,12.0,10.0,14.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,143.65726370291003,42.803973686538384,11.786975057386355,297.0,浦幌町南町二区,浦幌町南町二区,code_in_car30
01649018001,浦幌町,宝町一区,浦幌町,宝町一区,浦幌町宝町一区,北海道,浦幌町,宝町,一区,浦幌町宝町一区,1649,18001,4,80.0,0.0,4.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,6.0,7.0,7.0,7.0,8.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,143.6561800412599,42.81406957075673,11.852396602737842,500.0,浦幌町宝町一区,浦幌町宝町一区,code_in_car30
01649018002,浦幌町,宝町,浦幌町,宝町,浦幌町宝町,北海道,浦幌町,宝町,,浦幌町宝町,1649,18002,4,88.0,0.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,8.0,9.0,5.0,4.0,1.0,7.0,8.0,10.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,143.65674704408542,42.81594539177906,11.93769019264896,780.0,浦幌町宝町,浦幌町宝町,code_in_car30
01649017002,浦幌町,北町二区,浦幌町,北町二区,浦幌町北町二区,北海道,浦幌町,北町,二区,浦幌町北町二区,1649,17002,4,106.0,2.0,3.0,0.0,2.0,2.0,2.0,5.0,6.0,2.0,4.0,5.0,4.0,9.0,9.0,17.0,10.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.65842826604828,42.815815065601576,12.069251931738087,0.0,浦幌町北町二区,浦幌町北町二区,code_in_car30
01649008002,浦幌町,東山町,浦幌町,東山町,浦幌町東山町,北海道,浦幌町,東山町,,浦幌町東山町,1649,8002,4,130.0,4.0,3.0,7.0,8.0,0.0,3.0,4.0,7.0,11.0,7.0,1.0,5.0,15.0,20.0,18.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,53.0,0.0,0.0,143.66023733893803,42.80806802839448,12.076813400498084,388.0,浦幌町東山町,浦幌町東山町,code_in_car30
01649016001,浦幌町,北栄一区,浦幌町,北栄一区,浦幌町北栄一区,北海道,浦幌町,北栄,一区,浦幌町北栄一区,1649,16001,4,118.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,2.0,4.0,3.0,6.0,9.0,13.0,24.0,13.0,12.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,143.65774758632068,42.82230273128868,12.177373778991347,417.0,浦幌町北栄一区,浦幌町北栄一区,code_in_car30
01649013001,浦幌町,南町一区,浦幌町,南町一区,浦幌町南町一区,北海道,浦幌町,南町,一区,浦幌町南町一区,1649,13001,4,169.0,7.0,9.0,8.0,4.0,5.0,7.0,9.0,14.0,10.0,15.0,10.0,10.0,8.0,10.0,14.0,11.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,143.66323623371406,42.80402553245151,12.272865656528033,466.0,浦幌町南町一区,浦幌町南町一区,code_in_car30
01649016002,浦幌町,北栄二区,浦幌町,北栄二区,浦幌町北栄二区,北海道,浦幌町,北栄,二区,浦幌町北栄二区,1649,16002,4,99.0,4.0,4.0,4.0,2.0,0.0,4.0,7.0,7.0,2.0,4.0,8.0,12.0,6.0,10.0,11.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,143.66173664121234,42.82232064747027,12.492854880648503,235.0,浦幌町北栄二区,浦幌町北栄二区,code_in_car30
01649017001,浦幌町,北町一区,浦幌町,北町一区,浦幌町北町一区,北海道,浦幌町,北町,一区,浦幌町北町一区,1649,17001,4,144.0,6.0,12.0,6.0,5.0,2.0,4.0,6.0,10.0,7.0,4.0,6.0,12.0,9.0,12.0,12.0,10.0,15.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,25.0,0.0,0.0,143.66321462358135,42.81822820458583,12.50604802721887,306.0,浦幌町北町一区,浦幌町北町一区,code_in_car30
01649017003,浦幌町,北町三区,浦幌町,北町三区,浦幌町北町三区,北海道,浦幌町,北町,三区,浦幌町北町三区,1649,17003,4,257.0,2.0,5.0,8.0,4.0,7.0,3.0,6.0,11.0,10.0,13.0,15.0,9.0,5.0,16.0,21.0,13.0,21.0,43.0,30.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,31.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,143.66448991995455,42.814650620747734,12.530733893777692,449.0,浦幌町北町三区,浦幌町北町三区,code_in_car30
01649008001,浦幌町,東山町,浦幌町,東山町,浦幌町東山町,北海道,浦幌町,東山町,,浦幌町東山町,1649,8001,4,48.0,2.0,3.0,3.0,6.0,2.0,0.0,0.0,5.0,6.0,6.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,143.66966026098865,42.808991602596585,12.852302908726111,567.0,浦幌町東山町,浦幌町東山町,code_in_car30
01645009003,豊頃町,二宮小川,豊頃町,二宮小川,豊頃町二宮小川,北海道,豊頃町,二宮,小川,豊頃町二宮小川,1645,9003,4,24.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.40726761673142,42.695108635649525,14.039726870523465,0.0,豊頃町二宮小川,豊頃町二宮小川,code_in_car30
01644033001,池田町,字大通一丁目,池田町,字大通一丁目,池田町字大通一丁目,北海道,池田町,字大通,一丁目,池田町字大通一丁目,1644,33001,4,85.0,0.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,4.0,2.0,10.0,5.0,9.0,7.0,7.0,11.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,315.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4516599015705,42.92097878793096,14.941226841402434,605.0,池田町字大通一丁目,池田町字大通一丁目,code_in_car30
01645015002,豊頃町,長節長節一,豊頃町,長節長節一,豊頃町長節長節一,北海道,豊頃町,長節,長節一,豊頃町長節長節一,1645,15002,4,27.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.5623560042696,42.66424528371009,15.021182140280706,0.0,豊頃町長節長節一,豊頃町長節長節一,code_in_car30
01644005001,池田町,字西一条一丁目,池田町,字西一条一丁目,池田町字西一条一丁目,北海道,池田町,字西一条,一丁目,池田町字西一条一丁目,1644,5001,4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4499507193024,42.921413852584706,15.03412010382302,0.0,池田町字西一条一丁目,池田町字西一条一丁目,code_in_car30
01644033002,池田町,字大通二丁目,池田町,字大通二丁目,池田町字大通二丁目,北海道,池田町,字大通,二丁目,池田町字大通二丁目,1644,33002,4,35.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45096334357015,42.92282940943266,15.1540912330098,0.0,池田町字大通二丁目,池田町字大通二丁目,code_in_car30
01644005002,池田町,字西一条二丁目,池田町,字西一条二丁目,池田町字西一条二丁目,北海道,池田町,字西一条,二丁目,池田町字西一条二丁目,1644,5002,4,25.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44963162250158,42.92274964231466,15.182543068982678,0.0,池田町字西一条二丁目,池田町字西一条二丁目,code_in_car30
01644016002,池田町,字西二条二丁目,池田町,字西二条二丁目,池田町字西二条二丁目,北海道,池田町,字西二条,二丁目,池田町字西二条二丁目,1644,16002,4,28.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44837345243508,42.92261829974112,15.204257228339898,0.0,池田町字西二条二丁目,池田町字西二条二丁目,code_in_car30
01644033003,池田町,字大通三丁目,池田町,字大通三丁目,池田町字大通三丁目,北海道,池田町,字大通,三丁目,池田町字大通三丁目,1644,33003,4,34.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4506669366694,42.92392457500902,15.27690725694433,0.0,池田町字大通三丁目,池田町字大通三丁目,code_in_car30
01644005003,池田町,字西一条三丁目,池田町,字西一条三丁目,池田町字西一条三丁目,北海道,池田町,字西一条,三丁目,池田町字西一条三丁目,1644,5003,4,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44949414438412,42.92386502054005,15.302930681478125,39.0,池田町字西一条三丁目,池田町字西一条三丁目,code_in_car30
01644016003,池田町,字西二条三丁目,池田町,字西二条三丁目,池田町字西二条三丁目,北海道,池田町,字西二条,三丁目,池田町字西二条三丁目,1644,16003,4,75.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,9.0,8.0,2.0,4.0,3.0,7.0,3.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4478851981769,42.92377034882199,15.338182455066875,221.0,池田町字西二条三丁目,池田町字西二条三丁目,code_in_car30
01645009001,豊頃町,二宮大川,豊頃町,二宮大川,豊頃町二宮大川,北海道,豊頃町,二宮,大川,豊頃町二宮大川,1645,9001,4,42.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,3.0,4.0,8.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.364968875821,42.70898300867702,15.400208916227884,0.0,豊頃町二宮大川,豊頃町二宮大川,code_in_car30
01644033004,池田町,字大通四丁目,池田町,字大通四丁目,池田町字大通四丁目,北海道,池田町,字大通,四丁目,池田町字大通四丁目,1644,33004,4,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45039310760063,42.92506016790788,15.403368441950503,0.0,池田町字大通四丁目,池田町字大通四丁目,code_in_car30
01644005004,池田町,字西一条四丁目,池田町,字西一条四丁目,池田町字西一条四丁目,北海道,池田町,字西一条,四丁目,池田町字西一条四丁目,1644,5004,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44935440994755,42.9249883666391,15.424279779671085,0.0,池田町字西一条四丁目,池田町字西一条四丁目,code_in_car30
01644043001,池田町,字旭町一丁目,池田町,字旭町一丁目,池田町字旭町一丁目,北海道,池田町,字旭町,一丁目,池田町字旭町一丁目,1644,43001,4,126.0,3.0,1.0,4.0,6.0,5.0,4.0,2.0,2.0,6.0,8.0,9.0,13.0,5.0,5.0,16.0,13.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,377.0,0.0,77.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45368882264444,42.92638395475795,15.455560312971476,802.0,池田町字旭町一丁目,池田町字旭町一丁目,code_in_car30
01644016004,池田町,字西二条四丁目,池田町,字西二条四丁目,池田町字西二条四丁目,北海道,池田町,字西二条,四丁目,池田町字西二条四丁目,1644,16004,4,43.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44765425600397,42.9248535514386,15.457653142821176,0.0,池田町字西二条四丁目,池田町字西二条四丁目,code_in_car30
01644033005,池田町,字大通五丁目,池田町,字大通五丁目,池田町字大通五丁目,北海道,池田町,字大通,五丁目,池田町字大通五丁目,1644,33005,4,24.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45024446099427,42.92617187734905,15.523968466556207,0.0,池田町字大通五丁目,池田町字大通五丁目,code_in_car30
01644005005,池田町,字西一条五丁目,池田町,字西一条五丁目,池田町字西一条五丁目,北海道,池田町,字西一条,五丁目,池田町字西一条五丁目,1644,5005,4,26.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4492136723669,42.926100337829936,15.544530065881377,182.0,池田町字西一条五丁目,池田町字西一条五丁目,code_in_car30
01644016005,池田町,字西二条五丁目,池田町,字西二条五丁目,池田町字西二条五丁目,北海道,池田町,字西二条,五丁目,池田町字西二条五丁目,1644,16005,4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,3.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44770594809728,42.92597369809142,15.573083242486376,0.0,池田町字西二条五丁目,池田町字西二条五丁目,code_in_car30
01644026005,池田町,字西三条五丁目,池田町,字西三条五丁目,池田町字西三条五丁目,北海道,池田町,字西三条,五丁目,池田町字西三条五丁目,1644,26005,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44592033219652,42.92589968849633,15.616004991799821,0.0,池田町字西三条五丁目,池田町字西三条五丁目,code_in_car30
01649025001,浦幌町,十勝太一区,浦幌町,十勝太一区,浦幌町十勝太一区,北海道,浦幌町,十勝太,一区,浦幌町十勝太一区,1649,25001,4,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.68762455423322,42.73607419947783,15.635548333990004,0.0,浦幌町十勝太一区,浦幌町十勝太一区,code_in_car30
01644033006,池田町,字大通六丁目,池田町,字大通六丁目,池田町字大通六丁目,北海道,池田町,字大通,六丁目,池田町字大通六丁目,1644,33006,4,36.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45012037306194,42.927461843266556,15.662677676663792,0.0,池田町字大通六丁目,池田町字大通六丁目,code_in_car30
01644005006,池田町,字西一条六丁目,池田町,字西一条六丁目,池田町字西一条六丁目,北海道,池田町,字西一条,六丁目,池田町字西一条六丁目,1644,5006,4,43.0,3.0,1.0,7.0,1.0,1.0,0.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44903924872045,42.92744506453782,15.69014757409469,51.0,池田町字西一条六丁目,池田町字西一条六丁目,code_in_car30
