town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,善ファミリークリニック,小松循環器科・内科,秦野駅南口診療所,医療法人杏林会 八木病院,医療法人社団 仁輪会 くず葉台病院,横田整形外科,宮野内科・小児科医院,くまざわ脳神経・内科クリニック,秦野寿町クリニック,こいけクリニック,医療法人 _友会 白_医院,なかいファミリークリニック,安部内科胃腸科クリニック,南足柄クリニック,医療法人邦友会 小田原循環器病院,南が丘クリニック,秦野メディカルクリニック,渋沢内科クリニック,小泉クリニック,医療法人社団 村田医院,螢田診療所,医療法人社団 安寧会 川上医院,川口医院,医療法人社団慈邦会 石川医院,とうめい厚木クリニック,医療法人社団 翠明会 あおば診療所,二宮胃腸内科クリニック,まえかわクリニック,マナクリニック,城島医院,渡辺消化器科クリニック,笹尾内科,みやうち内科糖尿病クリニック,医療生協かながわ生活協同組合 おだわら診療所,大秦野内科クリニック,まごころ内科整形外科クリニック,斉藤医院,大内病院,医療法人社団 奥津医院,吉邑クリニック,一般社団法人秦野伊勢原医師会 秦野市休日夜間急患診療所,足柄上地区休日急患診療所,秦野北クリニック,医療法人社団 富田医院,開成駅光クリニック,りゅう医院,足柄療護園診療所,東名厚木メディカルサテライトクリニック,いしぐろ整形外科,鈴張町クリニック,みかんクリニック,もてぎクリニック,医療法人社団 武尾医院,鈴木内科医院,医療法人社団 五常会 鶴巻メンタルクリニック,こうの内科クリニック,はたの渋沢クリニック,大井町クリニック,山北中央診療所,山北町立山北診療所
南足柄市大雄町,南足柄市,大雄町,14217007000,7.561575044893717,139.08212556455354,35.30748940562744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市関本,南足柄市,関本,14217008000,7.707854252736251,139.1031605366513,35.32132121610214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市壗下,南足柄市,壗下,14217018000,7.792804297923068,139.11201013436232,35.3307918927625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町延沢（上延沢）,開成町,延沢（上延沢）,14366003001,7.906250780395403,139.1179246558824,35.33872145802766,178.0,130.0,0.0,109.0,0.0,54.0,48.0,267.0,0.0,0.0,1531.0,134.0,47.0,699.0,148.0,0.0,0.0,0.0,1365.0,270.0,0.0,115.0,0.0,84.0,0.0,0.0,0.0,147.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,192.0,108.0,0.0,48.0,301.0,0.0,0.0,48.0,41.0,47.0,57.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,63.0,0.0,0.0,0.0,88.0
南足柄市飯沢,南足柄市,飯沢,14217010000,7.929037297201695,139.10082570663647,35.3160548903541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町円通寺,開成町,円通寺,14366004000,8.138321337832114,139.11816218567952,35.33384494701016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,49.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市向田,南足柄市,向田,14217013000,8.276539634283475,139.11052769385108,35.320777294877274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町中之名,開成町,中之名,14366005000,8.38143805928862,139.11944901876285,35.33097693825956,0.0,0.0,0.0,0.0,0.0,151.0,0.0,60.0,0.0,0.0,1725.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,50.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,116.0,0.0,0.0,1036.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0
南足柄市狩野,南足柄市,狩野,14217011012,8.418586896572956,139.08158749795746,35.29824211305047,128.0,0.0,39.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,571.0,40.0,0.0,1746.0,98.0,0.0,0.0,0.0,129.0,0.0,0.0,47.0,0.0,456.0,0.0,36.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,410.0,0.0,0.0,229.0,0.0,0.0,119.0,0.0,157.0,0.0,276.0,0.0,48.0,0.0,62.0,0.0,0.0,534.0,0.0,0.0,0.0,236.0
開成町吉田島（上島）,開成町,吉田島（上島）,14366008001,8.459810510911268,139.12560059245604,35.341511214846264,58.0,0.0,0.0,0.0,0.0,0.0,53.0,114.0,0.0,61.0,120.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,409.0,641.0,152.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,57.0,0.0,0.0,59.0,223.0,0.0,0.0,111.0,0.0,112.0,0.0,94.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,63.0
南足柄市竹松,南足柄市,竹松,14217019020,8.47313147752735,139.11600838926893,35.324256471943656,67.0,41.0,0.0,0.0,0.0,0.0,124.0,43.0,0.0,0.0,1092.0,315.0,0.0,793.0,81.0,0.0,0.0,0.0,99.0,43.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,185.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,242.0,0.0,41.0,142.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
開成町延沢（下延沢）,開成町,延沢（下延沢）,14366003002,8.614280105134991,139.1237273422338,35.33350601256374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,150.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,290.0,0.0,0.0,0.0,199.0,0.0,0.0,230.0,48.0,49.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町吉田島（河原町）,開成町,吉田島（河原町）,14366008002,8.800134758569381,139.1300733505664,35.34302436150674,0.0,0.0,0.0,45.0,0.0,0.0,0.0,54.0,0.0,0.0,232.0,48.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,82.0,69.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
南足柄市中沼,南足柄市,中沼,14217012000,8.923757877080465,139.11122473778804,35.312127576473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町吉田島（榎本）,開成町,吉田島（榎本）,14366008003,8.960479760052166,139.12916969271316,35.336165733832104,0.0,26.0,0.0,55.0,0.0,0.0,0.0,27.0,24.0,0.0,310.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,174.0,45.0,0.0,0.0,0.0,25.0,23.0,27.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,107.0,25.0,0.0,48.0,210.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
山北町世附,山北町,世附,14364013000,9.1095274940268,138.9823608757915,35.433425268642296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市狩野,南足柄市,狩野,14217011013,9.273450995210442,139.11227455077275,35.308352966591634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市和田河原,南足柄市,和田河原,14217020000,9.328645381293729,139.1205118875566,35.3159001093632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町吉田島（中家村）,開成町,吉田島（中家村）,14366008005,9.33140572092144,139.13171791209865,35.332353183384356,250.0,33.0,0.0,30.0,0.0,0.0,0.0,70.0,0.0,0.0,696.0,0.0,0.0,226.0,61.0,0.0,0.0,0.0,1489.0,68.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,39.0,0.0,0.0,0.0,0.0,67.0,0.0,28.0,30.0,0.0,0.0,1087.0,0.0,0.0,200.0,0.0,34.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
松田町寄,松田町,寄,14363004000,9.452870435732304,139.1272905972204,35.4065629333844,45.0,520.0,0.0,158.0,0.0,368.0,114.0,539.0,36.0,0.0,264.0,0.0,0.0,80.0,161.0,0.0,0.0,198.0,45.0,82.0,85.0,0.0,0.0,0.0,39.0,173.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,256.0,36.0,0.0,68.0,0.0,89.0,217.0,0.0,0.0,0.0,103.0,87.0,0.0,0.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
開成町宮台,開成町,宮台,14366006000,9.455486581625191,139.1248941716119,35.31918852886334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,1425.0,110.0,0.0,142.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,37.0,0.0,0.0,34.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0
南足柄市塚原,南足柄市,塚原,14217023023,9.4625385502864,139.1150412471781,35.308325730294825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市塚原,南足柄市,塚原,14217023026,9.465843281480128,139.08046916773006,35.287228812538814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町みなみ五丁目,開成町,みなみ五丁目,14366009005,9.561745645466106,139.12697657543464,35.32012357621275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市生駒,南足柄市,生駒,14217022000,9.584272300368282,139.11853977419736,35.31000120103708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
松田町松田庶子,松田町,松田庶子,14363001000,9.601977141394324,139.1396046360372,35.344251903047876,109.0,0.0,0.0,61.0,53.0,47.0,110.0,87.0,156.0,254.0,413.0,0.0,49.0,324.0,165.0,0.0,0.0,58.0,86.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,138.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,306.0,46.0,0.0,0.0,0.0,62.0,0.0,47.0,0.0,59.0,0.0,41.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0
開成町みなみ四丁目,開成町,みなみ四丁目,14366009004,9.622757886807806,139.12928566730608,35.322273854469394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南足柄市竹松,南足柄市,竹松,14217019021,9.662779844488318,139.12620337483006,35.31739679152951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
開成町みなみ一丁目,開成町,みなみ一丁目,14366009001,9.718397177973216,139.1312068318664,35.32334769831896,555.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
開成町みなみ三丁目,開成町,みなみ三丁目,14366009003,9.787775221816196,139.12989004215407,35.320146385076306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
