TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村コード,市区町村名,町丁字コード,大字・町名,字・丁目名,町丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,こみ内科クリニック,やすらぎ在宅診療所,中島内科・循環器科クリニック,二俣尾診療所,医療法人社団 三清会 青梅かすみ台クリニック,医療法人社団 三秀会 青梅三慶病院,医療法人社団 上長渕医会 井上医院,医療法人社団 不二会 野村医院,医療法人社団 久遠会 友田クリニック,医療法人社団 亀生会 丹生クリニック,医療法人社団 厚心会 笹本医院,医療法人社団 向日葵清心会 ひまわり在宅診療所,医療法人社団 平岡会 青梅医院,医療法人社団 幸悠会 鈴木慈光病院,医療法人社団 救人会 東青梅診療所,医療法人社団 東仁会 ひがし青梅腎クリニック,医療法人社団 東仁会 青梅腎クリニック,医療法人社団 沢医会 沢井診療所,医療法人社団 瀧川メンタルクリニック,医療法人社団 真胤会 馬場内科クリニック,医療法人社団 睦和会 下奥多摩医院,医療法人社団 長生会 小曾木診療所,医療法人社団 長生会 成木長生病院,医療法人財団 利定会 大久野病院,医療法人財団 利定会 進藤医院,古里診療所,土田医院,大河原森本医院,奥多摩町 国民健康保険奥多摩病院日原診療所,奥多摩町国民健康保険 奥多摩病院,小林医院,川辺医院,明星会医院,林レディースクリニック,梅郷診療所,河辺皮膚科メンタルクリニック,河辺駅前クリニック,田中医院,社会福祉法人 双葉会診療所,荒巻医院,青梅市休日夜間診療所,青梅市立総合病院,青梅整形外科内科,馬場医院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
13308002009,奥多摩町,境,奥多摩町,境,奥多摩町境,東京都,13308.0,西多摩郡奥多摩町,2009.0,境,,東京都西多摩郡奥多摩町境,106,2,4,5,1,1,3,2,-,6,5,8,11,9,13,6,16,8,6,-,-,-,0.08,0.21,0.18,0.02,0.02,0.09,0.06,,0.21,0.2,0.35,0.63,0.57,1.05,0.56,1.79,0.96,0.69,,,,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0818769350405,35.78519448620057,6.554255525595283,142.0,奥多摩町境,奥多摩町境,code_in_car30
13308002006,奥多摩町,氷川,奥多摩町,氷川,奥多摩町氷川,東京都,13308.0,西多摩郡奥多摩町,2006.0,氷川,,東京都西多摩郡奥多摩町氷川,50,-,-,-,-,1,-,-,2,-,6,3,2,6,2,5,10,8,5,-,-,-,,,,,0.02,,,0.07,,0.23,0.13,0.12,0.38,0.16,0.47,1.12,0.96,0.57,,,,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0685983751931,35.845561329859954,7.049828776048179,0.0,奥多摩町氷川,奥多摩町氷川,code_in_car30
13205034004,青梅市,二俣尾四丁目,青梅市,二俣尾四丁目,青梅市二俣尾四丁目,東京都,13205.0,青梅市,34004.0,二俣尾,４丁目,東京都青梅市二俣尾４丁目,265,4,5,6,4,8,12,9,10,15,13,15,19,26,33,30,19,18,12,6,1,-,0.15,0.26,0.22,0.1,0.19,0.34,0.29,0.34,0.53,0.51,0.66,1.09,1.64,2.67,2.82,2.13,2.16,1.38,0.6,0.1,,18.18,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,139.21751540592263,35.808049515650445,7.093536458760845,1024.0,青梅市二俣尾四丁目,青梅市二俣尾四丁目,code_in_car30
13307001009,檜原村,神戸,檜原村,神戸,檜原村神戸,東京都,13307.0,西多摩郡檜原村,1009.0,,神戸,東京都西多摩郡檜原村神戸,142,4,2,6,6,2,3,5,12,6,5,7,13,12,16,16,7,11,6,2,1,-,0.15,0.1,0.22,0.15,0.05,0.09,0.16,0.4,0.21,0.2,0.31,0.75,0.76,1.3,1.5,0.78,1.32,0.69,0.2,0.1,,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.1084899398512,35.76092670498024,7.193859850543947,0.0,檜原村神戸,檜原村神戸,code_in_car30
13205032006,青梅市,梅郷六丁目,青梅市,梅郷六丁目,青梅市梅郷六丁目,東京都,13205.0,青梅市,32006.0,梅郷,６丁目,東京都青梅市梅郷６丁目,1215,54,76,56,61,49,62,72,79,86,83,65,70,81,104,74,69,38,24,9,2,1,2.05,3.95,2.06,1.5,1.16,1.76,2.3,2.65,3.01,3.25,2.86,4.03,5.12,8.43,6.95,7.73,4.56,2.76,0.9,0.2,0.1,67.33,84.0,121.0,0.0,116.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,230.0,490.0,98.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,484.0,37.0,1505.0,0.0,120.0,0.0,0.0,0.0,0.0,579.0,373.0,60.0,139.21149438734173,35.79078046419781,7.208400006784835,5459.0,青梅市梅郷六丁目,青梅市梅郷六丁目,code_in_car30
13205034003,青梅市,二俣尾三丁目,青梅市,二俣尾三丁目,青梅市二俣尾三丁目,東京都,13205.0,青梅市,34003.0,二俣尾,３丁目,東京都青梅市二俣尾３丁目,630,16,20,35,50,31,14,26,29,55,53,43,38,60,44,39,25,26,20,6,-,-,0.61,1.04,1.29,1.23,0.73,0.4,0.83,0.97,1.93,2.07,1.89,2.19,3.79,3.56,3.66,2.8,3.12,2.3,0.6,,,35.01,0.0,0.0,0.0,776.0,69.0,0.0,164.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,87.0,0.0,139.2201472921217,35.802195909992044,7.474848586694492,1852.0,青梅市二俣尾三丁目,青梅市二俣尾三丁目,code_in_car30
13205032004,青梅市,梅郷四丁目,青梅市,梅郷四丁目,青梅市梅郷四丁目,東京都,13205.0,青梅市,32004.0,梅郷,４丁目,東京都青梅市梅郷４丁目,498,20,17,28,26,18,16,20,27,37,40,25,25,33,55,32,33,21,17,4,4,-,0.76,0.88,1.03,0.64,0.43,0.45,0.64,0.91,1.3,1.56,1.1,1.44,2.09,4.46,3.01,3.7,2.52,1.95,0.4,0.4,,29.67,70.0,0.0,49.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,42.0,0.0,0.0,0.0,0.0,143.0,51.0,0.0,139.2109943024012,35.785126783793295,7.476814297195584,941.0,青梅市梅郷四丁目,青梅市梅郷四丁目,code_in_car30
13205042008,青梅市,成木八丁目,青梅市,成木八丁目,青梅市成木八丁目,東京都,13205.0,青梅市,42008.0,成木,８丁目,東京都青梅市成木８丁目,204,2,5,5,8,5,5,6,10,9,11,14,18,23,21,20,13,15,11,3,-,-,0.08,0.26,0.18,0.2,0.12,0.14,0.19,0.34,0.32,0.43,0.62,1.04,1.45,1.7,1.88,1.46,1.8,1.26,0.3,,,13.77,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,113.0,0.0,139.22591944374324,35.819870221118386,7.719847808591023,1609.0,青梅市成木八丁目,青梅市成木八丁目,code_in_car30
13205042006,青梅市,成木六丁目,青梅市,成木六丁目,青梅市成木六丁目,東京都,13205.0,青梅市,42006.0,成木,６丁目,東京都青梅市成木６丁目,91,-,-,-,2,5,5,2,4,2,3,9,11,11,11,4,7,7,5,3,-,-,,,,0.05,0.12,0.14,0.06,0.13,0.07,0.12,0.4,0.63,0.7,0.89,0.38,0.78,0.84,0.57,0.3,,,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,139.22480217566843,35.83363714517406,7.76231251929554,58.0,青梅市成木六丁目,青梅市成木六丁目,code_in_car30
13205034002,青梅市,二俣尾二丁目,青梅市,二俣尾二丁目,青梅市二俣尾二丁目,東京都,13205.0,青梅市,34002.0,二俣尾,２丁目,東京都青梅市二俣尾２丁目,721,24,18,31,48,26,27,28,41,56,66,54,35,58,49,72,40,28,14,5,1,-,0.91,0.94,1.14,1.18,0.62,0.77,0.9,1.37,1.96,2.58,2.37,2.01,3.67,3.97,6.76,4.48,3.36,1.61,0.5,0.1,,41.2,54.0,0.0,0.0,926.0,0.0,305.0,63.0,60.0,0.0,54.0,64.0,0.0,341.0,0.0,0.0,0.0,63.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,450.0,215.0,139.22380083014315,35.802168661513726,7.793476416784335,3664.0,青梅市二俣尾二丁目,青梅市二俣尾二丁目,code_in_car30
13305002008,日の出町,大字大久野肝要・松尾・三ツ沢,日の出町,大字大久野肝要・松尾・三ツ沢,日の出町大字大久野肝要・松尾・三ツ沢,東京都,13305.0,西多摩郡日の出町,2008.0,大字大久野,肝要・松尾・三ツ沢,東京都西多摩郡日の出町大字大久野肝要・松尾・三ツ沢,203,4,2,4,6,8,4,8,22,11,11,17,17,16,20,13,12,10,10,2,3,-,0.15,0.1,0.15,0.15,0.19,0.11,0.26,0.74,0.39,0.43,0.75,0.98,1.01,1.62,1.22,1.34,1.2,1.15,0.2,0.3,,12.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.20369214777227,35.76878181210742,8.089972731105853,0.0,日の出町大字大久野肝要・松尾・三ツ沢,日の出町大久野肝要・松尾・三ツ沢,code_in_car30
13205032001,青梅市,梅郷一丁目,青梅市,梅郷一丁目,青梅市梅郷一丁目,東京都,13205.0,青梅市,32001.0,梅郷,１丁目,東京都青梅市梅郷１丁目,423,6,25,24,25,13,22,19,33,29,31,27,25,28,40,29,14,18,11,2,-,2,0.23,1.3,0.88,0.61,0.31,0.62,0.61,1.11,1.02,1.21,1.19,1.44,1.77,3.24,2.72,1.57,2.16,1.26,0.2,,0.2,23.65,70.0,0.0,0.0,277.0,0.0,34.0,319.0,0.0,246.0,0.0,179.0,0.0,0.0,0.0,34.0,0.0,0.0,75.0,226.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,128.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,233.0,0.0,139.21577845646118,35.77903343432055,8.20645463918438,2403.0,青梅市梅郷一丁目,青梅市梅郷一丁目,code_in_car30
13205032005,青梅市,梅郷五丁目,青梅市,梅郷五丁目,青梅市梅郷五丁目,東京都,13205.0,青梅市,32005.0,梅郷,５丁目,東京都青梅市梅郷５丁目,1232,46,64,63,56,44,57,66,78,97,86,82,70,76,104,98,58,51,17,16,3,-,1.74,3.33,2.32,1.38,1.04,1.62,2.11,2.62,3.4,3.36,3.6,4.03,4.8,8.43,9.21,6.49,6.13,1.95,1.6,0.3,,69.46,40.0,125.0,0.0,126.0,0.0,43.0,817.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,102.0,1062.0,50.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,45.0,609.0,0.0,2347.0,0.0,45.0,57.0,0.0,0.0,45.0,472.0,320.0,0.0,139.22412906170774,35.79096514117664,8.231369338521842,6880.0,青梅市梅郷五丁目,青梅市梅郷五丁目,code_in_car30
13205032002,青梅市,梅郷二丁目,青梅市,梅郷二丁目,青梅市梅郷二丁目,東京都,13205.0,青梅市,32002.0,梅郷,２丁目,東京都青梅市梅郷２丁目,377,9,15,22,23,23,14,17,17,30,30,23,29,25,25,30,20,13,10,1,1,-,0.34,0.78,0.81,0.57,0.54,0.4,0.54,0.57,1.05,1.17,1.01,1.67,1.58,2.03,2.82,2.24,1.56,1.15,0.1,0.1,,21.03,0.0,0.0,0.0,0.0,0.0,80.0,485.0,0.0,92.0,422.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,41.0,48.0,0.0,46.0,0.0,144.0,0.0,0.0,0.0,0.0,141.0,120.0,0.0,139.22229807189797,35.784663963375365,8.387209930975688,2186.0,青梅市梅郷二丁目,青梅市梅郷二丁目,code_in_car30
13205034001,青梅市,二俣尾一丁目,青梅市,二俣尾一丁目,青梅市二俣尾一丁目,東京都,13205.0,青梅市,34001.0,二俣尾,１丁目,東京都青梅市二俣尾１丁目,207,6,9,5,4,4,9,17,12,14,8,17,11,15,19,23,13,14,6,1,-,-,0.23,0.47,0.18,0.1,0.09,0.26,0.54,0.4,0.49,0.31,0.75,0.63,0.95,1.54,2.16,1.46,1.68,0.69,0.1,,,13.03,0.0,0.0,0.0,562.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,163.0,139.23007468796612,35.79920274350045,8.427067542804386,1458.0,青梅市二俣尾一丁目,青梅市二俣尾一丁目,code_in_car30
13308002010,奥多摩町,境,奥多摩町,境,奥多摩町境,東京都,13308.0,西多摩郡奥多摩町,2010.0,境,,東京都西多摩郡奥多摩町境,63,-,2,2,2,-,-,-,2,3,5,3,4,2,9,10,5,5,6,2,1,-,,0.1,0.07,0.05,,,,0.07,0.11,0.2,0.13,0.23,0.13,0.73,0.94,0.56,0.6,0.69,0.2,0.1,,4.91,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,374.0,0.0,0.0,0.0,101.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,0.0,139.048566446151,35.80261416879951,8.501317089282406,649.0,奥多摩町境,奥多摩町境,code_in_car30
13205032003,青梅市,梅郷三丁目,青梅市,梅郷三丁目,青梅市梅郷三丁目,東京都,13205.0,青梅市,32003.0,梅郷,３丁目,東京都青梅市梅郷３丁目,419,13,16,22,30,16,14,14,20,33,22,34,29,16,42,34,29,20,6,8,1,-,0.49,0.83,0.81,0.74,0.38,0.4,0.45,0.67,1.16,0.86,1.49,1.67,1.01,3.4,3.19,3.25,2.4,0.69,0.8,0.1,,24.79,0.0,515.0,0.0,92.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,94.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,124.0,0.0,139.22578463958723,35.78739919653669,8.530983542464194,2660.0,青梅市梅郷三丁目,青梅市梅郷三丁目,code_in_car30
13205031002,青梅市,和田町二丁目,青梅市,和田町二丁目,青梅市和田町二丁目,東京都,13205.0,青梅市,31002.0,和田町,２丁目,東京都青梅市和田町２丁目,651,15,15,18,38,31,30,31,28,55,36,35,47,57,79,49,40,29,13,5,-,-,0.57,0.78,0.66,0.93,0.73,0.85,0.99,0.94,1.93,1.41,1.54,2.7,3.6,6.4,4.6,4.48,3.48,1.49,0.5,,,38.58,277.0,0.0,0.0,0.0,0.0,0.0,437.0,237.0,0.0,202.0,0.0,144.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,245.0,0.0,133.0,0.0,41.0,0.0,0.0,0.0,0.0,241.0,324.0,0.0,139.22446966066357,35.777907569746105,8.932843501758056,2461.0,青梅市和田町二丁目,青梅市和田町二丁目,code_in_car30
13205007003,青梅市,日向和田三丁目,青梅市,日向和田三丁目,青梅市日向和田三丁目,東京都,13205.0,青梅市,7003.0,日向和田,３丁目,東京都青梅市日向和田３丁目,737,18,33,35,43,28,30,31,36,51,52,56,41,56,48,59,59,35,18,7,1,-,0.68,1.71,1.29,1.06,0.66,0.85,0.99,1.21,1.79,2.03,2.46,2.36,3.54,3.89,5.54,6.61,4.2,2.07,0.7,0.1,,43.74,0.0,0.0,0.0,0.0,0.0,0.0,46.0,58.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,139.23115296962837,35.78533524729316,9.066849374572334,770.0,青梅市日向和田三丁目,青梅市日向和田三丁目,code_in_car30
13205042005,青梅市,成木五丁目,青梅市,成木五丁目,青梅市成木五丁目,東京都,13205.0,青梅市,42005.0,成木,５丁目,東京都青梅市成木５丁目,146,-,3,2,4,2,1,5,5,4,5,10,16,12,18,16,14,14,12,3,-,-,,0.16,0.07,0.1,0.05,0.03,0.16,0.17,0.14,0.2,0.44,0.92,0.76,1.46,1.5,1.57,1.68,1.38,0.3,,,11.09,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,139.2403486143248,35.83027693514563,9.088712613358686,732.0,青梅市成木五丁目,青梅市成木五丁目,code_in_car30
13205007002,青梅市,日向和田二丁目,青梅市,日向和田二丁目,青梅市日向和田二丁目,東京都,13205.0,青梅市,7002.0,日向和田,２丁目,東京都青梅市日向和田２丁目,601,6,12,18,25,37,25,20,18,37,30,49,47,40,66,57,39,44,25,5,-,1,0.23,0.62,0.66,0.61,0.88,0.71,0.64,0.6,1.3,1.17,2.15,2.7,2.53,5.35,5.36,4.37,5.28,2.87,0.5,,0.1,38.63,0.0,0.0,276.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,69.0,64.0,0.0,139.23453920030025,35.78830887656019,9.211086969004851,1555.0,青梅市日向和田二丁目,青梅市日向和田二丁目,code_in_car30
13205007001,青梅市,日向和田一丁目,青梅市,日向和田一丁目,青梅市日向和田一丁目,東京都,13205.0,青梅市,7001.0,日向和田,１丁目,東京都青梅市日向和田１丁目,426,3,13,15,33,19,18,5,17,24,34,23,22,40,43,36,27,31,18,5,-,-,0.11,0.68,0.55,0.81,0.45,0.51,0.16,0.57,0.84,1.33,1.01,1.27,2.53,3.48,3.38,3.02,3.72,2.07,0.5,,,26.99,0.0,65.0,0.0,0.0,0.0,292.0,121.0,27.0,0.0,0.0,0.0,0.0,133.0,0.0,45.0,30.0,0.0,196.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,430.0,0.0,87.0,0.0,0.0,234.0,0.0,0.0,65.0,31.0,215.0,0.0,139.23919521655125,35.788869655590375,9.576933409771954,2115.0,青梅市日向和田一丁目,青梅市日向和田一丁目,code_in_car30
13308003001,奥多摩町,河内,奥多摩町,河内,奥多摩町河内,東京都,13308.0,西多摩郡奥多摩町,3001.0,河内,,東京都西多摩郡奥多摩町河内,63,-,-,3,2,-,1,2,2,3,3,5,10,7,6,4,5,3,5,1,1,-,,,0.11,0.05,,0.03,0.06,0.07,0.11,0.12,0.22,0.58,0.44,0.49,0.38,0.56,0.36,0.57,0.1,0.1,,4.35,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.05135260866908,35.7708515164896,9.722862907836754,115.0,奥多摩町河内,奥多摩町河内,code_in_car30
13205041003,青梅市,黒沢三丁目,青梅市,黒沢三丁目,青梅市黒沢三丁目,東京都,13205.0,青梅市,41003.0,黒沢,３丁目,東京都青梅市黒沢３丁目,523,5,6,13,11,12,9,8,12,22,13,27,24,35,37,38,48,60,71,57,10,5,0.19,0.31,0.48,0.27,0.28,0.26,0.26,0.4,0.77,0.51,1.19,1.38,2.21,3.0,3.57,5.37,7.21,8.15,5.71,1.0,0.5,43.02,0.0,50.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,147.0,0.0,206.0,0.0,0.0,0.0,106.0,47.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.0,0.0,139.24648916713343,35.801808673789665,9.792659162629079,1756.0,青梅市黒沢三丁目,青梅市黒沢三丁目,code_in_car30
13305002009,日の出町,大字大久野長井,日の出町,大字大久野長井,日の出町大字大久野長井,東京都,13305.0,西多摩郡日の出町,2009.0,大字大久野,長井,東京都西多摩郡日の出町大字大久野長井,139,-,4,6,2,3,6,6,7,7,13,12,14,16,11,12,8,8,4,-,-,-,,0.21,0.22,0.05,0.07,0.17,0.19,0.23,0.25,0.51,0.53,0.81,1.01,0.89,1.13,0.9,0.96,0.46,,,,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.22640257231254,35.765233558793135,9.886369311449819,385.0,日の出町大字大久野長井,日の出町大久野長井,code_in_car30
13205049000,青梅市,裏宿町,青梅市,裏宿町,青梅市裏宿町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,136.0,0.0,0.0,76.0,457.0,139.0,77.0,30.0,59.0,213.0,0.0,448.0,0.0,34.0,0.0,29.0,0.0,135.0,0.0,35.0,0.0,0.0,151.0,0.0,0.0,0.0,788.0,0.0,0.0,0.0,0.0,1318.0,0.0,0.0,32.0,30.0,202.0,0.0,0.0,0.0,652.0,964.0,0.0,139.2442249847656,35.79107792889045,9.917563505882105,6050.0,青梅市裏宿町,青梅市裏宿町,code_in_car30
13205031001,青梅市,和田町一丁目,青梅市,和田町一丁目,青梅市和田町一丁目,東京都,13205.0,青梅市,31001.0,和田町,１丁目,東京都青梅市和田町１丁目,513,16,25,19,22,24,31,21,31,42,33,28,43,46,51,43,16,12,5,1,4,-,0.61,1.3,0.7,0.54,0.57,0.88,0.67,1.04,1.47,1.29,1.23,2.47,2.91,4.13,4.04,1.79,1.44,0.57,0.1,0.4,,28.15,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,166.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,139.2340718360394,35.77301106436518,9.955980658971354,1160.0,青梅市和田町一丁目,青梅市和田町一丁目,code_in_car30
13205030003,青梅市,畑中三丁目,青梅市,畑中三丁目,青梅市畑中三丁目,東京都,13205.0,青梅市,30003.0,畑中,３丁目,東京都青梅市畑中３丁目,1036,30,39,38,54,55,31,45,51,71,84,75,73,92,98,82,57,40,14,5,2,-,1.14,2.03,1.4,1.33,1.3,0.88,1.44,1.71,2.49,3.29,3.3,4.2,5.81,7.94,7.7,6.38,4.8,1.61,0.5,0.2,,59.45,0.0,87.0,0.0,0.0,75.0,0.0,454.0,56.0,0.0,0.0,54.0,56.0,60.0,0.0,103.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,105.0,0.0,233.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,45.0,137.0,594.0,0.0,139.23907383742917,35.776730400637014,10.137944766119153,2669.0,青梅市畑中三丁目,青梅市畑中三丁目,code_in_car30
