TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村コード,市区町村名,町丁字コード,大字・町名,字・丁目名,町丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,こみ内科クリニック,やすらぎ在宅診療所,中島内科・循環器科クリニック,二俣尾診療所,医療法人社団 三清会 青梅かすみ台クリニック,医療法人社団 三秀会 青梅三慶病院,医療法人社団 上長渕医会 井上医院,医療法人社団 不二会 野村医院,医療法人社団 久遠会 友田クリニック,医療法人社団 亀生会 丹生クリニック,医療法人社団 厚心会 笹本医院,医療法人社団 向日葵清心会 ひまわり在宅診療所,医療法人社団 平岡会 青梅医院,医療法人社団 幸悠会 鈴木慈光病院,医療法人社団 救人会 東青梅診療所,医療法人社団 東仁会 ひがし青梅腎クリニック,医療法人社団 東仁会 青梅腎クリニック,医療法人社団 沢医会 沢井診療所,医療法人社団 瀧川メンタルクリニック,医療法人社団 真胤会 馬場内科クリニック,医療法人社団 睦和会 下奥多摩医院,医療法人社団 長生会 小曾木診療所,医療法人社団 長生会 成木長生病院,医療法人財団 利定会 大久野病院,医療法人財団 利定会 進藤医院,古里診療所,土田医院,大河原森本医院,奥多摩町 国民健康保険奥多摩病院日原診療所,奥多摩町国民健康保険 奥多摩病院,小林医院,川辺医院,明星会医院,林レディースクリニック,梅郷診療所,河辺皮膚科メンタルクリニック,河辺駅前クリニック,田中医院,社会福祉法人 双葉会診療所,荒巻医院,青梅市休日夜間診療所,青梅市立総合病院,青梅整形外科内科,馬場医院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
13205030002,青梅市,畑中二丁目,青梅市,畑中二丁目,青梅市畑中二丁目,東京都,13205.0,青梅市,30002.0,畑中,２丁目,東京都青梅市畑中２丁目,936,28,25,38,44,53,31,30,48,69,70,68,55,64,72,99,85,29,20,8,-,-,1.06,1.3,1.4,1.08,1.25,0.88,0.96,1.61,2.42,2.74,2.99,3.16,4.04,5.83,9.3,9.52,3.48,2.3,0.8,,,56.12,50.0,92.0,0.0,197.0,47.0,697.0,400.0,144.0,86.0,0.0,0.0,0.0,334.0,111.0,227.0,0.0,64.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,174.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,44.0,424.0,275.0,0.0,139.24248877333406,35.78170156845548,10.164144256533165,3667.0,青梅市畑中二丁目,青梅市畑中二丁目,code_in_car30
13205042004,青梅市,成木四丁目,青梅市,成木四丁目,青梅市成木四丁目,東京都,13205.0,青梅市,42004.0,成木,４丁目,東京都青梅市成木４丁目,323,-,-,3,3,2,3,6,6,9,12,22,28,53,46,42,44,32,9,2,1,-,,,0.11,0.07,0.05,0.09,0.19,0.2,0.32,0.47,0.97,1.61,3.35,3.73,3.95,4.93,3.84,1.03,0.2,0.1,,25.21,0.0,97.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,139.25408621700439,35.824465523349645,10.269730122516867,1692.0,青梅市成木四丁目,青梅市成木四丁目,code_in_car30
13205030001,青梅市,畑中一丁目,青梅市,畑中一丁目,青梅市畑中一丁目,東京都,13205.0,青梅市,30001.0,畑中,１丁目,東京都青梅市畑中１丁目,789,26,27,33,24,54,45,29,42,44,52,53,61,56,57,66,59,36,20,3,2,-,0.99,1.4,1.21,0.59,1.28,1.28,0.93,1.41,1.54,2.03,2.33,3.51,3.54,4.62,6.2,6.61,4.32,2.3,0.3,0.2,,46.59,0.0,78.0,134.0,0.0,43.0,189.0,946.0,37.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,38.0,0.0,44.0,0.0,292.0,0.0,0.0,40.0,43.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,86.0,0.0,79.0,0.0,0.0,77.0,0.0,0.0,0.0,84.0,318.0,0.0,139.24659121898654,35.782679016401715,10.456812599948329,2998.0,青梅市畑中一丁目,青梅市畑中一丁目,code_in_car30
13205050000,青梅市,天ヶ瀬町,青梅市,天ヶ瀬町,青梅市天ヶ瀬町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,105.0,59.0,0.0,66.0,543.0,428.0,70.0,0.0,190.0,79.0,74.0,254.0,0.0,0.0,0.0,169.0,0.0,35.0,0.0,75.0,0.0,0.0,76.0,103.0,75.0,44.0,1884.0,0.0,0.0,0.0,0.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,328.0,1430.0,0.0,139.2496425276679,35.78826511600094,10.48259501245203,8007.0,青梅市天ヶ瀬町,青梅市天ヶ瀬町,code_in_car30
13205041002,青梅市,黒沢二丁目,青梅市,黒沢二丁目,青梅市黒沢二丁目,東京都,13205.0,青梅市,41002.0,黒沢,２丁目,東京都青梅市黒沢２丁目,567,14,14,22,27,23,18,24,22,33,61,37,40,42,55,46,39,24,14,12,-,-,0.53,0.73,0.81,0.66,0.54,0.51,0.77,0.74,1.16,2.39,1.63,2.3,2.65,4.46,4.32,4.37,2.88,1.61,1.2,,,34.26,0.0,88.0,116.0,0.0,101.0,626.0,124.0,0.0,0.0,0.0,252.0,0.0,87.0,0.0,76.0,39.0,0.0,193.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,0.0,198.0,80.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,86.0,196.0,41.0,0.0,139.25646957402336,35.81231045677944,10.511912436423398,3086.0,青梅市黒沢二丁目,青梅市黒沢二丁目,code_in_car30
13205048000,青梅市,森下町,青梅市,森下町,青梅市森下町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.0,0.0,0.0,0.0,37.0,48.0,0.0,0.0,0.0,141.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,0.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,539.0,0.0,139.25138391828122,35.791565908907444,10.513133499211628,3359.0,青梅市森下町,青梅市森下町,code_in_car30
13205052000,青梅市,大柳町,青梅市,大柳町,青梅市大柳町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,320.0,78.0,0.0,60.0,1669.0,562.0,25.0,0.0,159.0,296.0,0.0,396.0,0.0,203.0,0.0,42.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,529.0,1326.0,0.0,139.25057918498624,35.78589658973454,10.653811548972003,6898.0,青梅市大柳町,青梅市大柳町,code_in_car30
13205047000,青梅市,上町,青梅市,上町,青梅市上町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,68.0,1005.0,0.0,139.25410198122827,35.791120008317606,10.761797408742014,3624.0,青梅市上町,青梅市上町,code_in_car30
13305002010,日の出町,大字大久野水口,日の出町,大字大久野水口,日の出町大字大久野水口,東京都,13305.0,西多摩郡日の出町,2010.0,大字大久野,水口,東京都西多摩郡日の出町大字大久野水口,276,2,5,2,6,5,7,3,8,12,9,11,29,22,35,28,18,32,22,10,4,1,0.08,0.26,0.07,0.15,0.12,0.2,0.1,0.27,0.42,0.35,0.48,1.67,1.39,2.84,2.63,2.02,3.84,2.53,1.0,0.4,0.1,20.92,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,139.2352709832406,35.7596515501361,10.899038229816965,455.0,日の出町大字大久野水口,日の出町大久野水口,code_in_car30
13205008003,青梅市,駒木町三丁目,青梅市,駒木町三丁目,青梅市駒木町三丁目,東京都,13205.0,青梅市,8003.0,駒木町,３丁目,東京都青梅市駒木町３丁目,621,15,31,26,31,23,16,21,22,36,44,28,32,46,57,34,48,48,37,20,4,2,0.57,1.61,0.96,0.76,0.54,0.45,0.67,0.74,1.26,1.72,1.23,1.84,2.91,4.62,3.19,5.37,5.76,4.25,2.0,0.4,0.2,41.05,0.0,78.0,72.0,0.0,73.0,658.0,1289.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,141.0,66.0,0.0,139.25244269088788,35.783016947853774,10.928288980154912,2785.0,青梅市駒木町三丁目,青梅市駒木町三丁目,code_in_car30
13205046000,青梅市,仲町,青梅市,仲町,青梅市仲町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,94.0,0.0,0.0,61.0,0.0,162.0,0.0,0.0,0.0,649.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,66.0,218.0,0.0,0.0,0.0,83.0,374.0,1310.0,0.0,139.25637065560818,35.7914772864675,10.945366965086805,4160.0,青梅市仲町,青梅市仲町,code_in_car30
13205051000,青梅市,滝ノ上町,青梅市,滝ノ上町,青梅市滝ノ上町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,172.0,0.0,0.0,37.0,46.0,148.0,120.0,0.0,46.0,78.0,0.0,153.0,0.0,188.0,0.0,58.0,0.0,55.0,0.0,34.0,0.0,0.0,0.0,70.0,0.0,0.0,716.0,0.0,0.0,0.0,0.0,140.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,827.0,0.0,139.2556795576145,35.787941686643954,11.00797940659094,3205.0,青梅市滝ノ上町,青梅市滝ノ上町,code_in_car30
13205008002,青梅市,駒木町二丁目,青梅市,駒木町二丁目,青梅市駒木町二丁目,東京都,13205.0,青梅市,8002.0,駒木町,２丁目,東京都青梅市駒木町２丁目,799,11,27,32,39,26,32,31,40,51,46,55,57,69,85,73,52,36,28,7,2,-,0.42,1.4,1.18,0.96,0.62,0.91,0.99,1.34,1.79,1.8,2.42,3.28,4.36,6.89,6.86,5.82,4.32,3.22,0.7,0.2,,49.48,0.0,142.0,0.0,0.0,52.0,0.0,1658.0,0.0,81.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,50.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,138.0,42.0,375.0,37.0,0.0,139.24958206425788,35.77411427924631,11.111457132494971,3412.0,青梅市駒木町二丁目,青梅市駒木町二丁目,code_in_car30
13205041001,青梅市,黒沢一丁目,青梅市,黒沢一丁目,青梅市黒沢一丁目,東京都,13205.0,青梅市,41001.0,黒沢,１丁目,東京都青梅市黒沢１丁目,628,3,12,6,8,15,5,12,5,19,13,16,25,34,44,57,79,97,100,51,25,2,0.11,0.62,0.22,0.2,0.36,0.14,0.38,0.17,0.67,0.51,0.7,1.44,2.15,3.56,5.36,8.85,11.65,11.48,5.11,2.51,0.2,56.39,69.0,209.0,0.0,0.0,110.0,0.0,461.0,69.0,0.0,0.0,758.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,139.2640418981538,35.8152864871934,11.170971590746909,2974.0,青梅市黒沢一丁目,青梅市黒沢一丁目,code_in_car30
13205002002,青梅市,根ヶ布二丁目,青梅市,根ヶ布二丁目,青梅市根ヶ布二丁目,東京都,13205.0,青梅市,2002.0,根ヶ布,２丁目,東京都青梅市根ヶ布２丁目,1493,22,32,29,45,55,48,52,61,87,65,75,100,142,150,146,135,109,93,35,12,-,0.83,1.66,1.07,1.11,1.3,1.36,1.66,2.05,3.05,2.54,3.3,5.75,8.97,12.15,13.72,15.12,13.09,10.68,3.51,1.2,,104.12,110.0,486.0,66.0,0.0,66.0,31.0,57.0,0.0,0.0,34.0,34.0,0.0,35.0,38.0,251.0,147.0,128.0,0.0,188.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1151.0,101.0,0.0,0.0,382.0,0.0,75.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,35.0,918.0,94.0,0.0,139.26262902524843,35.80413526811945,11.175354632563444,4540.0,青梅市根ヶ布二丁目,青梅市根ヶ布二丁目,code_in_car30
13205045000,青梅市,本町,青梅市,本町,青梅市本町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,206.0,40.0,0.0,50.0,90.0,36.0,0.0,370.0,36.0,915.0,0.0,394.0,0.0,0.0,0.0,225.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1201.0,0.0,0.0,76.0,0.0,87.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,1595.0,0.0,139.25933175443018,35.790940831497714,11.218225002037984,5899.0,青梅市本町,青梅市本町,code_in_car30
13308003005,奥多摩町,原,奥多摩町,原,奥多摩町原,東京都,13308.0,西多摩郡奥多摩町,3005.0,原,,東京都西多摩郡奥多摩町原,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.02560744239742,35.77882191762699,11.323371889465495,0.0,奥多摩町原,奥多摩町原,code_in_car30
13205004002,青梅市,勝沼二丁目,青梅市,勝沼二丁目,青梅市勝沼二丁目,東京都,13205.0,青梅市,4002.0,勝沼,２丁目,東京都青梅市勝沼２丁目,796,25,27,19,18,35,39,32,44,60,47,41,42,44,78,102,76,41,18,8,-,-,0.95,1.4,0.7,0.44,0.83,1.11,1.02,1.48,2.1,1.84,1.8,2.42,2.78,6.32,9.58,8.51,4.92,2.07,0.8,,,51.07,0.0,68.0,57.0,78.0,0.0,0.0,178.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,520.0,132.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,301.0,0.0,80.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,63.0,232.0,684.0,0.0,139.26232256131019,35.7943698599232,11.373923120891089,2906.0,青梅市勝沼二丁目,青梅市勝沼二丁目,code_in_car30
13205013006,青梅市,千ヶ瀬町六丁目,青梅市,千ヶ瀬町六丁目,青梅市千ヶ瀬町六丁目,東京都,13205.0,青梅市,13006.0,千ヶ瀬町,６丁目,東京都青梅市千ヶ瀬町６丁目,841,27,18,24,39,48,49,51,46,49,64,83,55,74,56,48,55,29,18,7,1,-,1.02,0.94,0.88,0.96,1.14,1.39,1.63,1.54,1.72,2.5,3.65,3.16,4.68,4.54,4.51,6.16,3.48,2.07,0.7,0.1,,46.77,0.0,121.0,0.0,0.0,48.0,49.0,112.0,0.0,0.0,51.0,0.0,0.0,53.0,0.0,231.0,0.0,41.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,39.0,0.0,0.0,0.0,46.0,0.0,89.0,670.0,0.0,139.25939366193646,35.786061068533144,11.39329653238167,1990.0,青梅市千ヶ瀬町六丁目,青梅市千ヶ瀬町六丁目,code_in_car30
13205008001,青梅市,駒木町一丁目,青梅市,駒木町一丁目,青梅市駒木町一丁目,東京都,13205.0,青梅市,8001.0,駒木町,１丁目,東京都青梅市駒木町１丁目,543,13,19,30,18,7,14,27,35,33,37,29,35,50,55,45,34,26,24,8,2,2,0.49,0.99,1.1,0.44,0.17,0.4,0.86,1.17,1.16,1.45,1.27,2.01,3.16,4.46,4.23,3.81,3.12,2.76,0.8,0.2,0.2,34.25,0.0,168.0,62.0,0.0,64.0,42.0,780.0,58.0,0.0,0.0,0.0,0.0,174.0,0.0,55.0,0.0,0.0,0.0,97.0,0.0,336.0,0.0,223.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,42.0,0.0,0.0,0.0,0.0,229.0,171.0,0.0,139.25822303917045,35.78276279407939,11.422728707825891,2985.0,青梅市駒木町一丁目,青梅市駒木町一丁目,code_in_car30
13205044000,青梅市,住江町,青梅市,住江町,青梅市住江町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118.0,82.0,0.0,33.0,0.0,50.0,39.0,0.0,0.0,509.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,52.0,0.0,0.0,48.0,46.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,615.0,0.0,139.2613522596942,35.78979247497157,11.429959638212058,2127.0,青梅市住江町,青梅市住江町,code_in_car30
13205005002,青梅市,西分町二丁目,青梅市,西分町二丁目,青梅市西分町二丁目,東京都,13205.0,青梅市,5002.0,西分町,２丁目,東京都青梅市西分町２丁目,171,2,1,3,5,4,10,8,2,7,9,16,10,21,16,18,20,9,6,4,-,-,0.08,0.05,0.11,0.12,0.09,0.28,0.26,0.07,0.25,0.35,0.7,0.58,1.33,1.3,1.69,2.24,1.08,0.69,0.4,,,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,119.0,0.0,139.2626351885675,35.78969621253491,11.543661557748894,251.0,青梅市西分町二丁目,青梅市西分町二丁目,code_in_car30
13205002001,青梅市,根ヶ布一丁目,青梅市,根ヶ布一丁目,青梅市根ヶ布一丁目,東京都,13205.0,青梅市,2001.0,根ヶ布,１丁目,東京都青梅市根ヶ布１丁目,863,16,21,34,41,41,35,37,40,62,50,56,59,75,91,61,48,48,37,8,2,1,0.61,1.09,1.25,1.01,0.97,0.99,1.18,1.34,2.17,1.96,2.46,3.39,4.74,7.37,5.73,5.37,5.76,4.25,0.8,0.2,0.1,52.74,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,98.0,0.0,517.0,0.0,0.0,0.0,563.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,101.0,0.0,0.0,0.0,170.0,56.0,0.0,0.0,0.0,240.0,70.0,0.0,139.26604068116742,35.79926581110639,11.576360195875443,2358.0,青梅市根ヶ布一丁目,青梅市根ヶ布一丁目,code_in_car30
13205005001,青梅市,西分町一丁目,青梅市,西分町一丁目,青梅市西分町一丁目,東京都,13205.0,青梅市,5001.0,西分町,１丁目,東京都青梅市西分町１丁目,291,6,8,8,4,10,15,13,20,26,10,19,16,35,29,20,20,15,13,3,-,1,0.23,0.42,0.29,0.1,0.24,0.43,0.42,0.67,0.91,0.39,0.84,0.92,2.21,2.35,1.88,2.24,1.8,1.49,0.3,,0.1,18.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,46.0,64.0,0.0,81.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,256.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,148.0,0.0,139.26447925273632,35.79016226465018,11.687722268669068,1823.0,青梅市西分町一丁目,青梅市西分町一丁目,code_in_car30
13205009008,青梅市,長淵八丁目,青梅市,長淵八丁目,青梅市長淵八丁目,東京都,13205.0,青梅市,9008.0,長淵,８丁目,東京都青梅市長淵８丁目,562,11,17,23,26,26,19,24,27,39,46,36,21,49,73,48,46,21,6,4,-,-,0.42,0.88,0.85,0.64,0.62,0.54,0.77,0.91,1.37,1.8,1.58,1.21,3.1,5.91,4.51,5.15,2.52,0.69,0.4,,,33.87,71.0,68.0,0.0,0.0,0.0,0.0,1247.0,0.0,0.0,121.0,80.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,658.0,183.0,0.0,139.25822497876996,35.775383530198134,11.747665367974268,3072.0,青梅市長淵八丁目,青梅市長淵八丁目,code_in_car30
13205009007,青梅市,長淵七丁目,青梅市,長淵七丁目,青梅市長淵七丁目,東京都,13205.0,青梅市,9007.0,長淵,７丁目,東京都青梅市長淵７丁目,951,19,31,40,44,35,30,29,56,78,67,70,79,93,90,73,58,30,18,9,-,-,0.72,1.61,1.47,1.08,0.83,0.85,0.93,1.88,2.73,2.62,3.08,4.54,5.88,7.29,6.86,6.49,3.6,2.07,0.9,,,55.43,52.0,98.0,0.0,0.0,0.0,0.0,2588.0,0.0,0.0,123.0,50.0,0.0,0.0,0.0,0.0,0.0,265.0,45.0,143.0,0.0,199.0,0.0,0.0,265.0,0.0,0.0,0.0,183.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,41.0,35.0,0.0,0.0,93.0,136.0,623.0,0.0,139.26259267869446,35.78257358234489,11.797965565483763,4983.0,青梅市長淵七丁目,青梅市長淵七丁目,code_in_car30
13205013005,青梅市,千ヶ瀬町五丁目,青梅市,千ヶ瀬町五丁目,青梅市千ヶ瀬町五丁目,東京都,13205.0,青梅市,13005.0,千ヶ瀬町,５丁目,東京都青梅市千ヶ瀬町５丁目,1155,44,36,41,50,87,59,49,56,73,72,98,112,87,88,86,54,35,17,10,1,-,1.67,1.87,1.51,1.23,2.06,1.67,1.57,1.88,2.56,2.82,4.31,6.44,5.5,7.13,8.08,6.05,4.2,1.95,1.0,0.1,,63.6,0.0,322.0,0.0,0.0,0.0,47.0,663.0,0.0,215.0,0.0,361.0,0.0,0.0,0.0,229.0,52.0,45.0,0.0,54.0,0.0,567.0,0.0,0.0,0.0,227.0,0.0,0.0,531.0,0.0,0.0,119.0,0.0,121.0,0.0,0.0,0.0,139.0,127.0,0.0,0.0,0.0,683.0,460.0,0.0,139.26430247882223,35.785766501930176,11.822137126342243,4962.0,青梅市千ヶ瀬町五丁目,青梅市千ヶ瀬町五丁目,code_in_car30
13305002011,日の出町,大字大久野坊平・北原・坂本,日の出町,大字大久野坊平・北原・坂本,日の出町大字大久野坊平・北原・坂本,東京都,13305.0,西多摩郡日の出町,2011.0,大字大久野,坊平・北原・坂本,東京都西多摩郡日の出町大字大久野坊平・北原・坂本,615,25,20,20,23,25,14,27,37,36,24,36,35,65,68,49,34,33,20,6,1,-,0.95,1.04,0.74,0.57,0.59,0.4,0.86,1.24,1.26,0.94,1.58,2.01,4.11,5.51,4.6,3.81,3.96,2.3,0.6,0.1,,37.17,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.24073614038318,35.75155568582843,11.850261410214582,1714.0,日の出町大字大久野坊平・北原・坂本,日の出町大久野坊平・北原・坂本,code_in_car30
13205004003,青梅市,勝沼三丁目,青梅市,勝沼三丁目,青梅市勝沼三丁目,東京都,13205.0,青梅市,4003.0,勝沼,３丁目,東京都青梅市勝沼３丁目,660,12,24,19,41,39,26,22,29,24,50,74,52,53,51,44,39,28,24,7,1,1,0.45,1.25,0.7,1.01,0.92,0.74,0.7,0.97,0.84,1.96,3.25,2.99,3.35,4.13,4.13,4.37,3.36,2.76,0.7,0.1,0.1,38.78,0.0,89.0,82.0,0.0,0.0,0.0,62.0,70.0,0.0,122.0,0.0,0.0,0.0,0.0,861.0,0.0,68.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,617.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,82.0,190.0,249.0,0.0,139.26674957880383,35.79080120262031,11.864183824787775,3129.0,青梅市勝沼三丁目,青梅市勝沼三丁目,code_in_car30
13205040003,青梅市,小曾木三丁目,青梅市,小曾木三丁目,青梅市小曾木三丁目,東京都,13205.0,青梅市,40003.0,小曾木,３丁目,東京都青梅市小曾木３丁目,410,6,9,16,22,19,19,11,13,24,34,33,23,39,44,34,30,22,10,2,-,-,0.23,0.47,0.59,0.54,0.45,0.54,0.35,0.44,0.84,1.33,1.45,1.32,2.46,3.56,3.19,3.36,2.64,1.15,0.2,,,25.11,0.0,90.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0,139.2723692650471,35.81793303470075,11.910750752255872,942.0,青梅市小曾木三丁目,青梅市小曾木三丁目,code_in_car30
